asset,start,end,days,total,cagr,maxdd,vol
QQQ,2007-01-04,2016-12-30,2432,1.945388427773997,0.11843773930085555,-0.5340400543064888,0.22158348945655632
EWG,2007-01-04,2016-12-30,2432,0.23877091899142044,0.022434700779479844,-0.6309547723170411,0.29747732747951217
EWJ,2007-01-04,2016-12-30,2432,-0.011903499134294337,-0.0012400520830292416,-0.5355015655250945,0.23478820725468444
GLD,2007-01-04,2016-12-30,2432,0.7779399496744577,0.06144137909298575,-0.4555501273425694,0.19688262626957642
CN_CYB_399006,2010-06-01,2016-12-30,1601,1.0160290989796903,0.1166788489816526,-0.5486069433109424,0.3415798795910765
