candidate,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,SWITCH_BUFFER,MAX_LEV,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,asset_switches,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,cost_total,qqq_days,gld_days,buffer_blocked_days
switch_1.02,0.3,0.25,20,1.02,1.5,full,2015-07-13,2026-05-15,2728,0.3015440890547041,0.2260062362686537,1.2796684075053202,-0.20975617033702587,16.340548930061257,2015-07-13,2022-05-13,949,274,382,2346,0.8599706744868035,1.1901332141373633,1.5,0.0,1356,990,2
switch_1.02,0.3,0.25,20,1.02,1.5,last_10y,2016-05-09,2026-05-15,2520,0.30214787682794686,0.22716436527142853,1.276371536280606,-0.20975617033702576,13.015321724763162,2016-05-09,2022-05-13,904,254,343,2177,0.8638888888888889,1.1910045738203305,1.5,0.0,1280,897,2
switch_1.02,0.3,0.25,20,1.02,1.5,last_5y,2021-05-11,2026-05-15,1260,0.36723695118231126,0.247124997888283,1.3898103408596698,-0.20975617033702576,3.777700657564387,2021-05-11,2022-05-13,532,129,173,1087,0.8626984126984127,1.164140181522129,1.5,0.0,587,500,0
switch_1.02,0.3,0.25,20,1.02,1.5,last_3y,2023-05-11,2026-05-15,756,0.49935796577698377,0.2530624547356148,1.7281197756335307,-0.19027154989128703,2.370668123665735,2023-05-11,2026-03-30,286,74,95,661,0.8743386243386243,1.1863254886623185,1.5,0.0,368,293,0
switch_1.02,0.3,0.25,20,1.02,1.5,last_1y,2025-05-15,2026-05-15,252,0.73134773102764,0.2691575555238404,2.178941889771693,-0.19027154989128703,0.73134773102764,2025-05-15,2026-03-30,124,22,36,216,0.8571428571428571,1.0925893432869271,1.5,0.0,117,99,0
switch_1.03,0.3,0.25,20,1.03,1.5,full,2015-07-13,2026-05-15,2728,0.3032318253187687,0.22606829586418375,1.285118254332508,-0.20975617033702487,16.585523343689427,2015-07-13,2022-05-13,948,272,382,2346,0.8599706744868035,1.190123826695927,1.5,0.0,1355,991,5
switch_1.03,0.3,0.25,20,1.03,1.5,last_10y,2016-05-09,2026-05-15,2520,0.30397586365544704,0.22723118456568542,1.2822440312206371,-0.20975617033702487,13.213319794788612,2016-05-09,2022-05-13,903,252,343,2177,0.8638888888888889,1.1909944115424584,1.5,0.0,1279,898,5
switch_1.03,0.3,0.25,20,1.03,1.5,last_5y,2021-05-11,2026-05-15,1260,0.3672369511823119,0.247124997888283,1.3898103408596725,-0.20975617033702487,3.777700657564398,2021-05-11,2022-05-13,532,129,173,1087,0.8626984126984127,1.1641401815221293,1.5,0.0,587,500,0
switch_1.03,0.3,0.25,20,1.03,1.5,last_3y,2023-05-11,2026-05-15,756,0.49935796577698377,0.25306245473561484,1.7281197756335318,-0.19027154989128703,2.3706681236657343,2023-05-11,2026-03-30,286,74,95,661,0.8743386243386243,1.1863254886623185,1.5,0.0,368,293,0
switch_1.03,0.3,0.25,20,1.03,1.5,last_1y,2025-05-15,2026-05-15,252,0.7313477310276413,0.26915755552384035,2.1789418897717003,-0.19027154989128692,0.7313477310276413,2025-05-15,2026-03-30,124,22,36,216,0.8571428571428571,1.0925893432869271,1.5,0.0,117,99,0
switch_1.04,0.3,0.25,20,1.04,1.5,full,2015-07-13,2026-05-15,2728,0.3003022102365882,0.22613151159126363,1.2748604178333378,-0.20975617033702454,16.162273211845008,2015-07-13,2022-05-13,960,272,382,2346,0.8599706744868035,1.1897158125937433,1.5,0.0,1356,990,6
switch_1.04,0.3,0.25,20,1.04,1.5,last_10y,2016-05-09,2026-05-15,2520,0.30080292304466627,0.22729929888371647,1.2711992335239142,-0.20975617033702465,12.871232194691684,2016-05-09,2022-05-13,915,252,343,2177,0.8638888888888889,1.1905527200858086,1.5,0.0,1280,897,6
