candidate,SWITCH_BUFFER,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,trades_full,trades_last_10y,trades_last_1y,trades_last_3y,trades_last_5y,asset_switches_full,asset_switches_last_10y,asset_switches_last_1y,asset_switches_last_3y,asset_switches_last_5y,buffer_blocked_days_full,buffer_blocked_days_last_10y,buffer_blocked_days_last_1y,buffer_blocked_days_last_3y,buffer_blocked_days_last_5y,decision_hint,stability_label
switch_1.33,1.33,0.3,0.25,20,1.5,0.3325184891023909,0.33269704506578357,0.9155889791398848,0.5240902138934638,0.38231040258253923,-0.2097561703370261,-0.2097561703370262,-0.1902715498912867,-0.19403263230888934,-0.2097561703370261,1.3841874336528324,1.3790008433104501,2.562895731962163,1.7897253598579523,1.4373750771171985,0.22594905494790304,0.22708843181074542,0.2682938206134478,0.25358514323905107,0.24649192558411598,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917843728793658,1.1927798924635413,1.0947638142793674,1.1852814951887651,1.1683507423910073,1.5,1.5,1.5,1.5,1.5,936.0,891.0,120.0,291.0,517.0,262.0,242.0,18.0,70.0,125.0,46.0,42.0,7.0,10.0,18.0,exploratory,pending
switch_1.34,1.34,0.3,0.25,20,1.5,0.3303153186794783,0.334385173429975,0.9155889791398852,0.5305349501210348,0.3858145678262419,-0.20975617033702554,-0.20975617033702554,-0.1902715498912867,-0.1902715498912868,-0.20975617033702554,1.3776590155304946,1.3844847635662916,2.5628957319621635,1.8061037964409494,1.4474974889435166,0.22579195698737534,0.22710752966237072,0.2682938206134479,0.25363271724825015,0.2465254028710064,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917967623679073,1.1927798924635413,1.0947638142793674,1.1852814951887651,1.1683507423910073,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,517.0,262.0,242.0,18.0,70.0,125.0,48.0,43.0,7.0,11.0,19.0,exploratory,pending
switch_1.35,1.35,0.3,0.25,20,1.5,0.3251125394619987,0.32873664067734487,0.9155889791398839,0.5305349501210346,0.37410692700926584,-0.20975617033702554,-0.20975617033702554,-0.19027154989128692,-0.19027154989128692,-0.20975617033702554,1.3607529042874036,1.3662867607182863,2.5628957319621604,1.8061037964409459,1.413885028267305,0.2256990353389193,0.2270077583476739,0.26829382061344803,0.2536327172482501,0.24634708993805243,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918710341395178,1.1928602946036024,1.0947638142793674,1.1852814951887651,1.1685115466711296,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,517.0,262.0,242.0,18.0,70.0,125.0,49.0,44.0,7.0,11.0,20.0,exploratory,pending
switch_1.36,1.36,0.3,0.25,20,1.5,0.3234730300308679,0.32695704350450105,0.915588979139887,0.5305349501210359,0.3717140099725982,-0.20975617033702532,-0.2097561703370252,-0.19027154989128725,-0.19027154989128725,-0.2097561703370252,1.355189243198601,1.360298368306437,2.5628957319621684,1.806103796440951,1.4066392539922115,0.22571340703751736,0.22702329640512156,0.2682938206134482,0.2536327172482504,0.24638133146330518,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918271630188895,1.1928128023746047,1.0947638142793685,1.1852814951887656,1.1684213170076758,1.5,1.5,1.5,1.5,1.5,935.0,893.0,120.0,291.0,519.0,262.0,242.0,18.0,70.0,125.0,51.0,46.0,7.0,11.0,21.0,exploratory,pending
switch_1.37,1.37,0.3,0.25,20,1.5,0.3287305140808474,0.332664395594809,0.9155889791398881,0.5305349501210366,0.37171400997259796,-0.20975617033702532,-0.20975617033702543,-0.19027154989128658,-0.19027154989128658,-0.20975617033702543,1.3724663452333652,1.378895465790475,2.5628957319621657,1.806103796440952,1.4066392539922092,0.22577399714009372,0.22708827501386358,0.2682938206134482,0.25363271724825037,0.24638133146330518,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918271630188895,1.1928128023746047,1.0947638142793685,1.1852814951887656,1.1684213170076758,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,55.0,50.0,7.0,11.0,21.0,exploratory,pending
switch_1.38,1.38,0.3,0.25,20,1.5,0.3287305140808474,0.332664395594809,0.9155889791398881,0.5305349501210366,0.37171400997259796,-0.20975617033702532,-0.20975617033702543,-0.19027154989128658,-0.19027154989128658,-0.20975617033702543,1.3724663452333652,1.378895465790475,2.5628957319621657,1.806103796440952,1.4066392539922092,0.22577399714009372,0.22708827501386358,0.2682938206134482,0.25363271724825037,0.24638133146330518,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918271630188895,1.1928128023746047,1.0947638142793685,1.1852814951887656,1.1684213170076758,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,55.0,50.0,7.0,11.0,21.0,exploratory,pending
switch_1.39,1.39,0.3,0.25,20,1.5,0.329902867714186,0.3339373186561805,0.9155889791398872,0.5305349501210355,0.3717140099725975,-0.2097561703370252,-0.20975617033702532,-0.19027154989128658,-0.1902715498912867,-0.20975617033702543,1.3763686654205372,1.3830957792252947,2.5628957319621706,1.806103796440951,1.4066392539922101,0.2257756406391623,0.2270899887252189,0.268293820613448,0.2536327172482502,0.24638133146330501,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917485545883577,1.192727705629172,1.094763814279368,1.1852814951887656,1.1684213170076756,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,57.0,52.0,7.0,11.0,21.0,exploratory,pending
switch_1.40,1.4,0.3,0.25,20,1.5,0.3328041087234068,0.33708783839958967,0.9155889791398846,0.5305349501210344,0.37171400997259685,-0.20975617033702543,-0.20975617033702543,-0.19027154989128658,-0.1902715498912867,-0.20975617033702543,1.3856484201859507,1.3930844421982103,2.5628957319621635,1.8061037964409477,1.4066392539922075,0.2258501959967819,0.2271700873164598,0.26829382061344803,0.2536327172482501,0.2463813314633051,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917485545883577,1.192727705629172,1.094763814279368,1.1852814951887656,1.1684213170076756,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,58.0,53.0,7.0,11.0,21.0,exploratory,pending
switch_1.41,1.41,0.3,0.25,20,1.5,0.330976312782187,0.3351029295923169,0.9155889791398859,0.5305349501210359,0.3717140099725982,-0.20975617033702498,-0.20975617033702498,-0.19027154989128692,-0.19027154989128692,-0.20975617033702498,1.379616625959381,1.3865921217594974,2.5628957319621644,1.8061037964409523,1.4066392539922112,0.22584003871934077,0.22715924561829465,0.2682938206134482,0.25363271724825026,0.2463813314633051,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917485545883577,1.192727705629172,1.094763814279368,1.1852814951887656,1.1684213170076756,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,59.0,54.0,7.0,11.0,21.0,exploratory,pending
switch_1.42,1.42,0.3,0.25,20,1.5,0.330976312782187,0.3351029295923169,0.9155889791398859,0.5305349501210359,0.3717140099725982,-0.20975617033702498,-0.20975617033702498,-0.19027154989128692,-0.19027154989128692,-0.20975617033702498,1.379616625959381,1.3865921217594974,2.5628957319621644,1.8061037964409523,1.4066392539922112,0.22584003871934077,0.22715924561829465,0.2682938206134482,0.25363271724825026,0.2463813314633051,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917485545883577,1.192727705629172,1.094763814279368,1.1852814951887656,1.1684213170076756,1.5,1.5,1.5,1.5,1.5,933.0,891.0,120.0,291.0,519.0,260.0,240.0,18.0,70.0,125.0,59.0,54.0,7.0,11.0,21.0,exploratory,pending
switch_1.43,1.43,0.3,0.25,20,1.5,0.3401688159547154,0.3450878715910153,0.9155889791398883,0.5305349501210359,0.39230822937956367,-0.20406939087643194,-0.20406939087643194,-0.1902715498912868,-0.19027154989128692,-0.20406939087643194,1.4118581774008423,1.4212971486583261,2.5628957319621675,1.806103796440952,1.4704964154871163,0.2255085642086292,0.22680200119947153,0.26829382061344825,0.25363271724825037,0.24571381677171011,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1919449377380726,1.1929402981817203,1.0947638142793688,1.185281495188766,1.1688465021127723,1.5,1.5,1.5,1.5,1.5,931.0,889.0,120.0,291.0,517.0,258.0,238.0,18.0,70.0,123.0,61.0,56.0,7.0,11.0,23.0,exploratory,pending
switch_1.44,1.44,0.3,0.25,20,1.5,0.34375699614673727,0.3484319486094769,0.9155889791398848,0.5305349501210348,0.39923978198344234,-0.20406939087643172,-0.20406939087643172,-0.19027154989128647,-0.19027154989128647,-0.20406939087643183,1.423103520590402,1.431518532095756,2.5628957319621657,1.80610379644095,1.489450033408801,0.2256260369854202,0.22694093377483804,0.26829382061344786,0.25363271724825,0.24596697313166938,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917730743746795,1.1927344556991348,1.0947638142793672,1.1852814951887647,1.1684348171476016,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,63.0,57.0,7.0,11.0,24.0,exploratory,pending
switch_1.45,1.45,0.3,0.25,20,1.5,0.3422968199615748,0.34684582182639434,0.9155889791398855,0.5305349501210348,0.3992397819834428,-0.2040693908764314,-0.2040693908764314,-0.19027154989128692,-0.19027154989128703,-0.20406939087643128,1.4184104784428344,1.4264670531055172,2.562895731962162,1.806103796440948,1.489450033408801,0.22560113334465448,0.226914208078866,0.2682938206134481,0.25363271724825026,0.2459669731316697,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918415078000473,1.1928085375977078,1.094763814279368,1.1852814951887654,1.1684348171476022,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,64.0,58.0,7.0,11.0,24.0,exploratory,pending
switch_1.46,1.46,0.3,0.25,20,1.5,0.3422968199615748,0.34684582182639434,0.9155889791398855,0.5305349501210348,0.3992397819834428,-0.2040693908764314,-0.2040693908764314,-0.19027154989128692,-0.19027154989128703,-0.20406939087643128,1.4184104784428344,1.4264670531055172,2.562895731962162,1.806103796440948,1.489450033408801,0.22560113334465448,0.226914208078866,0.2682938206134481,0.25363271724825026,0.2459669731316697,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918415078000473,1.1928085375977078,1.094763814279368,1.1852814951887654,1.1684348171476022,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,64.0,58.0,7.0,11.0,24.0,exploratory,pending
switch_1.47,1.47,0.3,0.25,20,1.5,0.3442080781201122,0.34892196838638534,0.9155889791398844,0.5384134401615706,0.40355692926898157,-0.2040693908764314,-0.2040693908764314,-0.1902715498912868,-0.19027154989128692,-0.2040693908764314,1.4243650622882087,1.4328764043079014,2.562895731962159,1.8251066651198427,1.5013174980255495,0.22566877411261504,0.22698690523206125,0.26829382061344814,0.2538383931217987,0.24609890620076116,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918415078000473,1.1928085375977078,1.094763814279368,1.1852814951887654,1.1684348171476022,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,66.0,60.0,7.0,13.0,26.0,exploratory,pending
switch_1.48,1.48,0.3,0.25,20,1.5,0.3422306002094986,0.3489219683863862,0.9155889791398872,0.5384134401615714,0.4035569292689827,-0.2040693908764316,-0.2040693908764315,-0.1902715498912867,-0.1902715498912867,-0.2040693908764316,1.4177647232879658,1.4328764043079019,2.5628957319621644,1.8251066651198427,1.5013174980255506,0.22568174578211944,0.2269869052320614,0.26829382061344825,0.25383839312179884,0.24609890620076144,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1918206015254482,1.1928085375977078,1.0947638142793688,1.185281495188766,1.1684348171476029,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,67.0,60.0,7.0,13.0,26.0,exploratory,pending
switch_1.49,1.49,0.3,0.25,20,1.5,0.3410950895814213,0.34768664815658523,0.9155889791398877,0.5384134401615706,0.4035569292689818,-0.20406939087643194,-0.20406939087643183,-0.19027154989128658,-0.19027154989128658,-0.20406939087643183,1.4132903318968457,1.4280557873215576,2.5628957319621706,1.8251066651198404,1.501317498025549,0.22581839816274502,0.22713406417957183,0.2682938206134482,0.2538383931217989,0.24609890620076139,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1923561527035285,1.1933882930000104,1.0947638142793685,1.1852814951887656,1.1684348171476027,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,68.0,61.0,7.0,13.0,26.0,exploratory,pending
switch_1.50,1.5,0.3,0.25,20,1.5,0.3424850006503861,0.3491987420571292,0.9155889791398883,0.538413440161571,0.40355692926898223,-0.20406939087643128,-0.20406939087643128,-0.1902715498912867,-0.1902715498912867,-0.20406939087643128,1.4178198942643059,1.4329310782682523,2.5628957319621644,1.825106665119839,1.5013174980255493,0.22583039281495815,0.22714687026398092,0.2682938206134484,0.25383839312179896,0.24609890620076136,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1923561527035285,1.1933882930000106,1.0947638142793685,1.1852814951887656,1.1684348171476027,1.5,1.5,1.5,1.5,1.5,939.0,897.0,120.0,291.0,525.0,258.0,238.0,18.0,70.0,123.0,69.0,62.0,7.0,13.0,26.0,exploratory,pending
switch_1.60,1.6,0.3,0.25,20,1.5,0.3429050980563262,0.3496557943779941,0.9155889791398875,0.5444062460757861,0.40376807985356433,-0.20406939087643194,-0.20406939087643194,-0.19027154989128692,-0.19027154989128692,-0.20406939087643183,1.4189498496767474,1.4341457947000906,2.5628957319621684,1.84061992940492,1.5015375384523513,0.22587991345046204,0.22720013452188792,0.26829382061344814,0.25381153802448597,0.24617749735985292,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1924598605618275,1.1935005608720106,1.094763814279368,1.1855645303417846,1.1686593528916027,1.5,1.5,1.5,1.5,1.5,940.0,898.0,120.0,291.0,526.0,258.0,238.0,18.0,70.0,123.0,84.0,77.0,7.0,14.0,39.0,exploratory,pending
switch_1.70,1.7,0.3,0.25,20,1.5,0.3264912732325791,0.34012262853375796,0.915588979139889,0.5393427505287036,0.40100482707732854,-0.20406939087643172,-0.20406939087643172,-0.19027154989128714,-0.19027154989128714,-0.20406939087643172,1.3654684846883955,1.4024858606135069,2.5628957319621724,1.8279132792974015,1.4936670600928523,0.22567778726513926,0.22728166195823749,0.26829382061344853,0.25377046564512323,0.24614899835340284,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1924046622023563,1.1935505183706865,1.0947638142793685,1.1858013722124552,1.1688014580140054,1.5,1.5,1.5,1.5,1.5,941.0,897.0,120.0,290.0,525.0,258.0,238.0,18.0,70.0,123.0,100.0,90.0,7.0,18.0,43.0,exploratory,pending
switch_1.80,1.8,0.3,0.25,20,1.5,0.3426851693955255,0.36028979153126395,0.9155889791398892,0.5875980696142773,0.4383632443579222,-0.20406939087643172,-0.2040693908764316,-0.1902715498912868,-0.19027154989128692,-0.20406939087643172,1.422093869286277,1.4717245553744387,2.5628957319621666,1.958463669009148,1.6072965250517854,0.22514890422004769,0.22665164765107682,0.26829382061344836,0.25247346952343225,0.24495897017111018,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1930375593980433,1.194293726943634,1.0947638142793688,1.1871527000894155,1.1701159100391023,1.5,1.5,1.5,1.5,1.5,928.0,884.0,120.0,287.0,512.0,252.0,232.0,18.0,66.0,117.0,111.0,100.0,7.0,22.0,50.0,exploratory,pending
switch_1.90,1.9,0.3,0.25,20,1.5,0.34493737259917556,0.3627600289258972,0.9120713007495946,0.5940707829858249,0.4418789462359636,-0.20406939087643183,-0.20406939087643183,-0.19027154989128725,-0.19027154989128725,-0.20406939087643194,1.4298893728312316,1.4801225892838334,2.5600114435489836,1.9762131197277268,1.6180699679112436,0.22508536195787154,0.22658289150632546,0.2678279480531937,0.25223984062950683,0.24481848643386836,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1926008199526716,1.193820939163089,1.0901631139800132,1.1852633017294698,1.168982271023135,1.5,1.5,1.5,1.5,1.5,928.0,884.0,120.0,287.0,512.0,252.0,232.0,18.0,66.0,117.0,117.0,106.0,7.0,24.0,52.0,exploratory,pending
switch_2.00,2.0,0.3,0.25,20,1.5,0.34333074684602427,0.36099783193470913,0.9120713007495913,0.5952678387029751,0.44252850972527735,-0.2040693908764316,-0.2040693908764315,-0.19027154989128636,-0.19027154989128636,-0.2040693908764315,1.4242746002735214,1.4740718535579314,2.5600114435489845,1.979308621551633,1.6199660031818615,0.22514143112770518,0.226643489308778,0.26782794805319277,0.25222322499161975,0.244808960531286,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192615839211141,1.193837198106384,1.0901631139800116,1.185317498207123,1.1690147889097262,1.5,1.5,1.5,1.5,1.5,927.0,883.0,120.0,286.0,511.0,252.0,232.0,18.0,66.0,117.0,125.0,114.0,7.0,25.0,53.0,exploratory,pending
switch_2.10,2.1,0.3,0.25,20,1.5,0.34598325540749175,0.36390727903846654,0.9120713007495909,0.5952678387029755,0.436500542926368,-0.20406939087643117,-0.20406939087643117,-0.1902715498912867,-0.1902715498912867,-0.20406939087643117,1.4317010345992276,1.4820129994616322,2.560011443548984,1.9793086215516316,1.6020779600923405,0.22539193321046008,0.22691234098861846,0.2678279480531929,0.2522232249916198,0.2449456118267029,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1922126030661226,1.1934006789779676,1.0901631139800116,1.185317498207123,1.169014788909726,1.5,1.5,1.5,1.5,1.5,932.0,888.0,120.0,286.0,511.0,250.0,230.0,18.0,66.0,117.0,141.0,130.0,7.0,25.0,54.0,exploratory,pending
switch_2.20,2.2,0.3,0.25,20,1.5,0.3385350751750664,0.3557388257091292,0.9120713007495895,0.5952678387029746,0.4350870172165311,-0.20406939087643172,-0.2040693908764316,-0.19027154989128592,-0.19027154989128592,-0.20406939087643183,1.4060373290918964,1.4543724891672918,2.5600114435489854,1.9793086215516293,1.5983074721604356,0.22558634155691862,0.22712277266281053,0.2678279480531925,0.2522232249916197,0.24489957002081197,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1922970988560788,1.1934921490236026,1.090163113980011,1.1853174982071228,1.1690147889097262,1.5,1.5,1.5,1.5,1.5,932.0,888.0,120.0,286.0,511.0,250.0,230.0,18.0,66.0,117.0,144.0,133.0,7.0,25.0,55.0,exploratory,pending
switch_2.30,2.3,0.3,0.25,20,1.5,0.33688463098017407,0.35374789858446753,0.9120713007495915,0.5952678387029757,0.4305383887415164,-0.20406939087643172,-0.20406939087643172,-0.19027154989128625,-0.19027154989128614,-0.20406939087643172,1.4004059915583857,1.4477164093687573,2.560011443548988,1.979308621551633,1.5849901956272068,0.22561619271168726,0.22715577515247853,0.2678279480531926,0.25222322499161975,0.24496074739416782,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.192297645666952,1.1934921490236023,1.0901631139800108,1.1853174982071228,1.1690147889097262,1.5,1.5,1.5,1.5,1.5,932.0,888.0,120.0,286.0,511.0,250.0,230.0,18.0,66.0,117.0,147.0,135.0,7.0,25.0,56.0,exploratory,pending
switch_2.40,2.4,0.3,0.25,20,1.5,0.3485052448765422,0.3664909112884738,0.9120713007495913,0.6059083025486973,0.44247599443981245,-0.20406939087643172,-0.2040693908764316,-0.19027154989128614,-0.19027154989128614,-0.2040693908764316,1.4396295809040163,1.489933880471733,2.5600114435489894,2.003707618065672,1.6188693061288322,0.22545990921584153,0.2269855706582712,0.2678279480531926,0.25251215008559047,0.24497658328921126,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1930519130840864,1.1943086734338972,1.0901631139800108,1.1852945718695713,1.1699500332178365,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,155.0,143.0,7.0,27.0,59.0,exploratory,pending
switch_2.50,2.5,0.3,0.25,20,1.5,0.3485052448765422,0.3664909112884738,0.9120713007495913,0.6059083025486973,0.44247599443981245,-0.20406939087643172,-0.2040693908764316,-0.19027154989128614,-0.19027154989128614,-0.2040693908764316,1.4396295809040163,1.489933880471733,2.5600114435489894,2.003707618065672,1.6188693061288322,0.22545990921584153,0.2269855706582712,0.2678279480531926,0.25251215008559047,0.24497658328921126,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1930519130840864,1.1943086734338972,1.0901631139800108,1.1852945718695713,1.1699500332178365,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,155.0,143.0,7.0,27.0,59.0,exploratory,pending
switch_2.60,2.6,0.3,0.25,20,1.5,0.34832830976931994,0.36655271282240953,0.9120713007495902,0.6059083025486975,0.44260647352941596,-0.20406939087643172,-0.20406939087643172,-0.1902715498912858,-0.1902715498912858,-0.20406939087643172,1.4390390687083972,1.4901307555808785,2.560011443548985,2.003707618065672,1.6192346678770222,0.225461351725798,0.22698604401611308,0.2678279480531926,0.25251215008559036,0.24497737457378665,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1930519130840864,1.194308673433897,1.0901631139800105,1.185294571869571,1.1699500332178363,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,157.0,144.0,7.0,27.0,60.0,exploratory,pending
switch_2.70,2.7,0.3,0.25,20,1.5,0.34396926524634863,0.3617707316733034,0.9092474077820936,0.6079526159089694,0.4385204436900698,-0.2040693908764315,-0.2040693908764315,-0.19027154989128614,-0.19027154989128614,-0.2040693908764314,1.4254090657339045,1.475496254056572,2.5578225142341733,2.009880830679837,1.6087520393362507,0.22532102333696322,0.22683599664809193,0.26743721493694433,0.2523512900406755,0.2447785041443511,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1924383149280475,1.1936444290808519,1.0851532349763304,1.1832889591501032,1.1691001405001304,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,162.0,149.0,7.0,30.0,64.0,exploratory,pending
switch_2.80,2.8,0.3,0.25,20,1.5,0.343124133788576,0.3608437492953427,0.9092474077820947,0.607952615908971,0.43852044369007137,-0.20406939087643106,-0.20406939087643106,-0.19027154989128636,-0.19027154989128625,-0.20406939087643106,1.4224964633245363,1.4723590438359455,2.557822514234175,2.0098808306798417,1.6087520393362558,0.22534313848373405,0.2268599368678011,0.26743721493694417,0.2523512900406756,0.2447785041443511,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1924383149280475,1.1936444290808519,1.0851532349763304,1.1832889591501032,1.1691001405001304,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,163.0,150.0,7.0,30.0,64.0,exploratory,pending
switch_2.90,2.9,0.3,0.25,20,1.5,0.3360316631199549,0.35306627337947627,0.9092474077820927,0.5780800666739665,0.4176321744971634,-0.2040693908764314,-0.2040693908764314,-0.1902715498912868,-0.1902715498912867,-0.2040693908764315,1.3989107905882667,1.4469866261841666,2.5578225142341657,1.9329467161861877,1.5482784228405384,0.22535527539706726,0.22687431693294272,0.2674372149369446,0.25272425522932507,0.24489711104035197,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1924525133094686,1.193659799392168,1.0851532349763313,1.1833401935211572,1.1691308811227628,1.5,1.5,1.5,1.5,1.5,929.0,885.0,120.0,286.0,510.0,248.0,228.0,18.0,66.0,117.0,168.0,155.0,7.0,33.0,68.0,exploratory,pending
switch_3.00,3.0,0.3,0.25,20,1.5,0.3420785408167648,0.35969695734930096,0.9059780396890864,0.5684763453580288,0.41244948599130815,-0.2040693908764315,-0.2040693908764315,-0.1902715498912868,-0.19027154989128692,-0.2040693908764314,1.4207893246872607,1.4705849587465063,2.5534083898374322,1.909257827752581,1.5335891587012482,0.22501330485718213,0.22650546589539447,0.2672020749393484,0.2526467486005981,0.2448426742030666,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1920906475285817,1.1932680653246048,1.081822674299127,1.1820344132959455,1.1683474129876361,1.5,1.5,1.5,1.5,1.5,927.0,883.0,120.0,286.0,510.0,246.0,226.0,18.0,66.0,117.0,157.0,144.0,7.0,34.0,69.0,exploratory,pending
