date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_VT,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_VT,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_VT,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2010-01-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,VT,0.6832109579659655,0.6832109579659655,False,0.011769677805897105,0.011769677805897105,0.011769677805897105,0.0,0.0,0.0,0.0,0.011769677805897105,1.4486625175405716,82,0,False,36,33,0.3913140398555588,0.556576694349975,,0.6832109579659655,0.3913140398555588,0.556576694349975,,0.6832109579659655,0.44604082220413666,0.4924148841953694,,0.7617448805210277,21,,,1.0,1.0,1.0,0.011769677805897105,1.487977143946396,-0.026136019879613892,1.0,1.0,False,False,False,False,0.011769677805897105,1.487977143946396,0.011769677805897105,0.0,0.0,VT,VT,VT,VT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.3749830049528002,0.011769677805897105,False,False,False,False,0.040956858167118027,14.038142170382256,True,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,38,35,89,1.0,1.0
2010-01-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,VT,0.5513778151633448,0.5513778151633448,False,-0.019910565713752493,-0.019910565713752493,-0.019910565713752493,0.0,0.0,0.0,0.0,-0.019910565713752493,1.4198188272880299,82,0,False,36,33,0.2927273124647851,0.45320761626261064,,0.5513778151633448,0.2927273124647851,0.45320761626261064,,0.5513778151633448,0.3292739437293535,0.37030899656648886,,0.6087573270253565,21,,,1.0,1.0,1.0,-0.019910565713752493,1.4583506772412895,-0.045526202652057424,1.0,1.0,False,False,False,False,-0.019910565713752493,1.4583506772412895,-0.019910565713752493,0.0,0.0,VT,VT,VT,VT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.3476063154773947,-0.019910565713752493,False,False,False,False,0.01932158771336967,9.530311787625413,True,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,38,35,89,1.0,1.0
2010-01-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,VT,1.0,,,0,,,False,False,VT,0.3266195014743982,0.3266195014743982,False,-0.022140933285013875,-0.022140933285013875,-0.022140933285013875,0.0,0.0,0.0,0.0,-0.022140933285013875,1.388382713356239,82,0,False,36,33,0.16769879120214304,0.28962399548938067,,0.3266195014743982,0.16769879120214304,0.28962399548938067,,0.3266195014743982,0.13910449014351212,0.1609539964628045,,0.23258559469333584,21,,,1.0,1.0,1.0,-0.022140933285013875,1.4260614321903353,-0.06665914332143208,1.0,1.0,False,False,False,False,-0.022140933285013875,1.4260614321903353,-0.022140933285013875,0.0,0.0,VT,VT,VT,VT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,91,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.3177690539519464,-0.022140933285013875,False,False,False,False,-0.004208791835394243,2.457552498309635,False,False,0.0,VT,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,38,35,89,1.0,1.0
2010-01-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,VT,1.0,GLD,0.25,GLD,2010-01-22,0,GLD,0.25,True,False,GLD,0.14877177358466276,0.07064137614504773,False,-0.02054177661317691,-0.02054177661317691,-0.02054177661317691,0.0,0.0,1.25,0.00125,-0.021766099392410365,1.3581630372226228,83,0,False,37,33,,0.14877177358466276,,0.07064137614504773,-0.03784624474623466,0.14877177358466276,,0.07064137614504773,0.0050811242796883205,0.04494534283655682,,0.009298339859825533,21,,,1.0,1.0,1.0,-0.021766099392410365,1.3950216373175974,-0.08697433317489522,1.0,1.0,False,False,False,False,-0.021766099392410365,1.3950216373175974,-0.02054177661317691,1.25,0.00125,VT,GLD,VT,GLD,1.0,1.0,1.0,1.0,0.25,0.25,1.0,-0.75,0.25,1.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2890863617473858,-0.021766099392410365,False,False,False,False,-0.029914821171734496,-4.588720708677445,False,False,0.0,GLD,1.0,0.25,GLD,0.25,GLD,2010-01-22,0,True,False,HALF_POSITION_WAIT_DOWN,GLD,2010-01-22,0,True,False,39,35,90,1.0,1.0
2010-01-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,GLD,0.25,GLD,2010-01-22,1,,,False,False,GLD,0.04230994001627941,0.04230994001627941,False,0.002892648999579084,0.0008111400352706077,0.000723162249894771,8.797778537583678e-05,0.75,0.0,0.0,0.0008111400352706077,1.3592646976365388,83,0,False,37,33,,0.04230994001627941,,,-0.1781174772578621,0.04230994001627941,,-0.09263477780178675,0.10307882707052096,0.003947200071089729,,0.01631042047053899,21,,,1.0,1.0,1.0,0.0008111400352706077,1.3961531952176944,-0.08623374150330376,1.0,1.0,False,False,False,False,0.0008111400352706077,1.3961531952176944,0.0008111400352706077,0.0,0.0,GLD,GLD,GLD,GLD,1.0,1.0,1.0,0.25,0.2505199554843672,0.2505199554843672,0.2505199554843672,0.0,0.0,0.0,92,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2901319913043203,0.0008111400352706077,False,False,False,False,-0.027834696043586682,-9.281038609121287,False,False,0.0,GLD,0.25,0.25,,,GLD,2010-01-22,1,False,False,HALF_POSITION_WAIT_DOWN,GLD,2010-01-22,1,False,False,39,35,90,1.0,1.0
2010-01-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,GLD,0.25,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,0.0007442705541653716,0.0002743714187643261,0.0001860676385413429,8.791679266649192e-05,0.7494800445156329,0.25063764230495006,0.00025063764230495006,2.366500865380594e-05,1.359296864647371,84,0,False,37,33,,,,,-0.2786825786472401,-0.045915989713806504,,-0.2288620523009154,0.2445446014965409,0.005082683092296758,,0.09987013634244113,21,,,1.0,1.0,1.0,2.39769125611744e-05,1.3961866706607782,-0.08621183220962236,1.0,1.0,False,False,False,False,2.39769125611744e-05,1.3961866706607782,0.0002740454239171797,0.25,0.00025,GLD,CASH,GLD,CASH,1.0,1.0,1.0,0.2505199554843672,0.0,0.0,0.25063764230495006,-0.25063764230495006,0.0,0.25063764230495006,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2901625222890591,2.366500865380594e-05,False,False,False,False,,,False,False,0.0,CASH,0.25,0.0,CASH,0.0,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-01-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3594563152177979,84,0,False,37,33,,,,,-0.33416817674179833,-0.1539365183363356,,-0.33923684686933175,0.36675369333149155,0.05934189571377435,,0.22059363181877922,21,,,1.0,1.0,1.0,0.00011730371383444904,1.396350448542453,-0.08610464146388253,1.0,1.0,False,False,False,False,0.00011730371383444904,1.396350448542453,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2903138631443736,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-01-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3596157844923686,84,0,False,37,33,,,,,-0.4257472452974316,-0.23871230214191008,,-0.44752320808526247,0.49465296321450636,0.14857441350054956,,0.35912677464635967,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3965142456358814,-0.08599743814427019,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3965142456358814,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2904652217525325,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-01-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3597752724732775,84,0,False,37,33,,,,,-0.5191026565263475,-0.3183371902763604,,-0.5387256972885619,0.5810933942205553,0.26955084701046883,,0.484282230865126,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3966780619433172,-0.08589022224931031,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3966780619433172,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2906165981156184,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3599347791627188,84,0,False,37,33,,,,,-0.5660018746505289,-0.3277564735909746,,-0.5718585340980793,0.6596685653504691,0.3078544268357123,,0.5642997911472599,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3968418974670143,-0.08578299377752774,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3968418974670143,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2907679922357136,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3600943045628873,84,0,False,37,33,,,,,-0.5842803239727983,-0.31367007455442475,,-0.5711193958090218,0.7079646969622988,0.29495365021976494,,0.5841694820140548,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3970057522092267,-0.08567575272744721,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3970057522092267,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2909194041149015,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3602538486759777,84,0,False,37,33,,,,,-0.5856370271096945,-0.3048648876162988,,-0.5772459060015382,0.7264216126834773,0.2942769647120007,,0.6185117969225638,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3971696261722089,-0.08556849909759334,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3971696261722089,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2910708337552652,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-04,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.360413411504185,84,0,False,37,33,,,,,-0.6217043040955933,-0.38644583409226496,,-0.6266495472826535,0.7717119216752419,0.41497916269891133,,0.6906196610751393,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3973335193582155,-0.08546123288649032,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3973335193582155,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.291222281158888,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-05,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3605729930497046,84,0,False,37,33,,,,,-0.6344482441037023,-0.43956294301291554,,-0.669425992087499,0.8031172613112239,0.5159220767822321,,0.7496114572258883,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3974974317695015,-0.08535395409266244,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3974974317695015,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2913737463278538,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.360732593314732,84,0,False,37,33,,,,,-0.6486316075863496,-0.48825026923237613,,-0.7037693409443052,0.8328179811108212,0.6067609981288784,,0.798055030819781,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3976613634083221,-0.08524666271463344,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3976613634083221,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2915252292642465,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3608922123014635,84,0,False,37,33,,,,,-0.6420111752928095,-0.4981934595797295,,-0.703709858539778,0.8339884447954975,0.651356210303568,,0.8149481136293917,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3978253142769328,-0.08513935875092749,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3978253142769328,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2916767299701502,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.361051850012095,84,0,False,37,33,,,,,-0.6325956953984655,-0.5028929958089817,,-0.702277500531413,0.8306027107720082,0.6811794741832207,,0.827488421270067,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3979892843775892,-0.0850320422000681,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3979892843775892,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.291828248447649,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-11,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3612115064488226,84,0,False,37,33,,,,,-0.5962586727470314,-0.46352912027514015,,-0.6788254543234337,0.7578399524135351,0.5959835990078566,,0.7911933262173373,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3981532737125475,-0.08492471306057858,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3981532737125475,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2919797846988283,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-12,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3613711816138432,84,0,False,37,33,,,,,-0.5517678752034131,-0.4207243705497794,,-0.6569375497199487,0.6683630911817123,0.5104109355408053,,0.7645366771253725,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3983172822840637,-0.08481737133098255,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3983172822840637,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2921313387257725,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3615308755093536,84,0,False,37,33,,,,,-0.46235649848362415,-0.3299740777905863,,-0.5906879197499881,0.43811635859206643,0.29311259470868445,,0.6036527273944859,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3984813100943945,-0.08471001700980285,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3984813100943945,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2922829105305669,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3616905881375512,84,0,False,37,33,,,,,-0.39019948728043086,-0.26196261875314986,,-0.5444873389320983,0.3168656671052703,0.18844718990851228,,0.5339127016926909,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3986453571457966,-0.08460265009556267,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3986453571457966,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2924345001152968,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.361850319500633,84,0,False,37,33,,,,,-0.28722203187261464,-0.20447014545174658,,-0.4766989299443849,0.1651681070115154,0.12121277700180988,,0.42196843448774224,21,,,1.0,1.0,1.0,0.00011730371383444904,1.398809423440527,-0.08449527058678474,1.0,1.0,False,False,False,False,0.00011730371383444904,1.398809423440527,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2925861074820482,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.362010069600797,84,0,False,37,33,,,,,-0.17880443900145937,-0.11954662717862741,,-0.40663332823770704,0.06197861725900511,0.041632597065542565,,0.3232384035226299,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3989735089808433,-0.08438787848199147,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3989735089808433,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2927377326329066,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-02-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,1.3621698384402412,84,0,False,37,33,,,,,-0.054984562943954485,-0.0033605198001388503,,-0.31852022064306473,0.005528633646590064,2.9353611492033416e-05,,0.20637641361900383,21,,,1.0,1.0,1.0,0.00011730371383444904,1.3991376137690028,-0.0842804737797056,1.0,1.0,False,False,False,False,0.00011730371383444904,1.3991376137690028,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.2928893755699584,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,39,35,91,1.0,1.0
2010-03-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,QQQ,0.25,QQQ,2010-03-01,0,QQQ,0.25,True,False,QQQ,0.12865256808767334,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.25,0.00025,-0.0001327256120939868,1.3619890436146582,85,0,False,38,33,0.12865256808767334,0.11286779075475661,,,0.12865256808767334,0.11286779075475661,,-0.20022056281657652,0.024340521195910014,0.029972103672525674,,0.0810945755885758,21,,,1.0,1.0,1.0,-0.0001327256120939868,1.3989519123728116,-0.08440201321432961,1.0,1.0,False,False,False,False,-0.0001327256120939868,1.3989519123728116,0.00011730371383444904,0.25,0.00025,CASH,QQQ,CASH,QQQ,1.0,1.0,1.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,94,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,1.292717776036216,-0.0001327256120939868,False,False,False,False,0.01546612019964777,14.661198066660521,True,False,0.0,QQQ,0.0,0.25,QQQ,0.25,QQQ,2010-03-01,0,True,False,HALF_POSITION_WAIT_DOWN,QQQ,2010-03-01,0,True,False,40,35,92,1.0,1.0
