code,data_first_available,source_first_available_original,source_last,source,adjustment,start,end,rows,ann_full,total_full,maxdd_full,ann_since_join,total_since_join,maxdd_since_join,last_nav,trade_count,candidate_held_days,candidate_compound_return,first_score_date,first_positive_score_date,first_actual_held_date,delta_ann_full_vs_baseline,delta_ann_since_join_vs_baseline,delta_nav_vs_baseline,pool_effect_sign_full,pool_effect_sign_since_join,held_return_sign
EWJ_CLIPPED_20190625,2019-06-25,2006-10-13,2026-06-17,Yahoo Finance chart API,total-return/adjusted-close,2007-01-04,2026-06-17,4726,0.16532985404236444,16.627066663309833,-0.2519651133606853,0.18799867355364186,2.1815048639536254,-0.20170492765603776,17.629134383693415,674,247,-0.0550966932666781,2019-08-01,2019-09-03,2019-09-23,-0.005034299194897063,-0.014382093643741545,-1.484400824750466,negative,negative,negative
