case,ann_full,mdd_full,ann_10y,mdd_10y,ann_5y,mdd_5y,peak,trough,mdd_segment
current_new6,0.20011113648713041,-0.3651732754520358,0.18674364306602742,-0.3651732754520367,0.0390224447480183,-0.3651732754520369,2022-08-12,2023-03-13,-0.3651732754520369
without_BTC-USD,0.19120679966922305,-0.2519636249063373,0.21467547039263857,-0.2154714395911732,0.2631772469437481,-0.21547143959117332,2015-05-14,2016-12-01,-0.2519636249063373
without_KMLM,0.19331162934875468,-0.32987488605517123,0.17366097420732296,-0.3298748860551718,0.008878928216264459,-0.30407591729137096,2021-04-13,2024-08-05,-0.3298748860551727
without_159985.SZ,0.20225573497857097,-0.31251160345300666,0.190884636191603,-0.31251160345300666,0.04912586836283994,-0.31251160345300655,2022-10-14,2024-08-05,-0.31251160345300744
