candidate,candidate_type,lookback,r2_threshold,switch_buffer,entry_fraction,decay_label,nav_label,notes,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_0p55_rec_0p85_c3_scale_0p75_nav_off,layer6_carried_baseline,28,0.5,1.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,nav_off,Layer6 carried primary line before NAV defense,0.09107055618352877,-0.2253102589802246,,,,insufficient rows: 2432 < 2520 trading days,0.09245507787488294,-0.1839885043731041,,0.07474367735673071,-0.1839885043731042,,0.03246050816714141,-0.1839885043731052,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_0p55_rec_0p85_c3_scale_0p75_nav_enter_0p125_exit_0p03_scale_0p75,layer7_selected,28,0.5,1.0,0.75,decay_0p55_rec_0p85_c3_scale_0p75,nav_enter_0p125_exit_0p03_scale_0p75,Selected Layer7 line under the documented pass rule,0.08191497684521831,-0.2005267476733702,,,,insufficient rows: 2432 < 2520 trading days,0.08671606974946511,-0.16936632879418734,,0.06535022377872868,-0.16936632879418712,,0.03325228296183935,-0.16936632879418712,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_0p55_rec_0p85_c3_scale_0p50_nav_off,decay_scale_neighbor_nav_off,28,0.5,1.0,0.75,decay_0p55_rec_0p85_c3_scale_0p50,nav_off,More defensive Layer6 neighbor before NAV defense,0.09058502437194571,-0.21955933355138502,,,,insufficient rows: 2432 < 2520 trading days,0.08894818984845876,-0.17269042380608568,,0.07492735165509767,-0.17269042380608535,,0.046555953065266165,-0.17269042380608557,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p55_rec_0p85_c1_scale_0p75_nav_off,return_peak_watch_nav_off,32,0.5,1.0,0.75,decay_0p55_rec_0p85_c1_scale_0p75,nav_off,Return-peak watch line before NAV defense,0.1018835912288587,-0.18152789691623294,,,,insufficient rows: 2432 < 2520 trading days,0.09647177475356083,-0.18152789691623328,,0.08249903735165143,-0.18152789691623306,,-0.02631033117105308,-0.1815278969162335,
orig_layer7_lb25_r2_0p20_buf_1p05_entry_0p50_decay_off_nav_off,original_layer7_same_stage_nav_off,25,0.2,1.05,0.5,decay_off,nav_off,"Original first-layer parameter plus original R2 0.20, switch buffer 1.05, initial entry fraction 0.50; no momentum decay and no NAV defense",0.08028482192375885,-0.28162880352383135,,,,insufficient rows: 2432 < 2520 trading days,0.0826972181078729,-0.2816288035238309,,0.03257585525679252,-0.2816288035238308,,-0.17994188599211303,-0.27036593533115794,
orig_full_v1_1_reference,original_full_strategy_reference,25,0.2,,,,,"Full official V1.1 chain including target-vol and overheat; context only, not Layer7 pass baseline",0.11842112558982953,-0.3696388076696292,,,,insufficient rows: 2432 < 2520 trading days,0.12610999960025682,-0.36963880766962853,,0.03412602236682516,-0.3696388076696292,,-0.26975254777412705,-0.3696388076696284,
