candidate,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,SWITCH_BUFFER,MAX_LEV,SCORE_MIN,SCORE_MAX,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,asset_switches,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,cost_total,qqq_days,gld_days,buffer_blocked_days
switch_1.33,0.3,0.25,20,1.33,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347478,0.21071846571644534,2.954911156500628,-0.11090903893083914,0.8214001545347478,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.34,0.3,0.25,20,1.34,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20643329843500635,0.18846235547486667,1.090594205421631,-0.25846430549307053,6.6261568485494875,2021-11-19,2022-07-26,512.0,48,892,1836,0.6730205278592375,0.9700784395848677,1.5,0.34267879491345077,1137,699,48
switch_1.34,0.3,0.25,20,1.34,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20802113090785723,0.18934414041992556,1.0933969956772622,-0.2584643054930704,5.61828265307817,2021-11-19,2022-07-26,479.0,47,810,1710,0.6785714285714286,0.9783542231023341,1.5,0.3228969917440868,1077,633,43
switch_1.34,0.3,0.25,20,1.34,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.26456057519293386,0.19813333229029084,1.2844508531255292,-0.25846430549307053,2.2336885518874965,2021-11-19,2022-07-26,236.0,21,435,825,0.6547619047619048,0.9494042832409929,1.5,0.16129597591102868,458,367,19
switch_1.34,0.3,0.25,20,1.34,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37528013109951464,0.20505772732581365,1.6578667758509689,-0.23808617968707935,1.6011985673049534,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.34,0.3,0.25,20,1.34,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347482,0.21071846571644542,2.9549111565006387,-0.11090903893083903,0.8214001545347482,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.03223366611799365,85,88,7
switch_1.35,0.3,0.25,20,1.35,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20173558756009458,0.18834566681178902,1.0704265949278466,-0.25846430549307053,6.310772245513911,2021-11-19,2022-07-26,512.0,48,892,1836,0.6730205278592375,0.9700901503665728,1.5,0.3426847380025318,1136,700,49
switch_1.35,0.3,0.25,20,1.35,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20292979858940519,0.1892185243351624,1.0716632711828853,-0.2584643054930704,5.34457933320542,2021-11-19,2022-07-26,479.0,47,810,1710,0.6785714285714286,0.9783669004882436,1.5,0.3229029348331678,1076,634,44
switch_1.35,0.3,0.25,20,1.35,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2539237899283622,0.19790090622808523,1.2430109054463432,-0.25846430549307053,2.0999572897942302,2021-11-19,2022-07-26,236.0,21,435,825,0.6547619047619048,0.9494296380128119,1.5,0.16130191900010973,457,368,20
switch_1.35,0.3,0.25,20,1.35,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995153,0.2050577273258138,1.657866775850973,-0.2380861796870778,1.6011985673049574,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.35,0.3,0.25,20,1.35,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347496,0.21071846571644545,2.9549111565006414,-0.11090903893083903,0.8214001545347496,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.03223366611799365,85,88,7
switch_1.36,0.3,0.25,20,1.36,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20013854129439856,0.18837946564832656,1.0632036245576062,-0.25846430549307053,6.206280473017661,2021-11-19,2022-07-26,514.0,48,892,1836,0.6730205278592375,0.9700304383388335,1.5,0.34266856733717305,1134,702,51
switch_1.36,0.3,0.25,20,1.36,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20119930954454346,0.1892549773791435,1.0638808196825182,-0.2584643054930704,5.253897211261808,2021-11-19,2022-07-26,481.0,47,810,1710,0.6785714285714286,0.9783022598486907,1.5,0.32288676416780904,1074,636,46
switch_1.36,0.3,0.25,20,1.36,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25146158932289997,0.19795358423542714,1.2327945729029801,-0.25846430549307053,2.069641251356842,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701185,1.5,0.16128978957603124,456,369,21
switch_1.36,0.3,0.25,20,1.36,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995155,0.20505772732581362,1.6578667758509733,-0.23808617968707846,1.6011985673049578,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.045238562417266,1.5,0.10150386928872016,295,247,11
switch_1.36,0.3,0.25,20,1.36,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347507,0.21071846571644534,2.95491115650064,-0.1109090389308387,0.8214001545347507,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559314,1.5,0.03223366611799364,85,88,7
switch_1.37,0.3,0.25,20,1.37,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.205575127936787,0.18847322699338898,1.086766683477668,-0.25846430549307053,6.567637068208826,2021-11-19,2022-07-26,512.0,46,892,1836,0.6730205278592375,0.9700304383388336,1.5,0.33666856733717304,1142,694,55
switch_1.37,0.3,0.25,20,1.37,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20709093190642203,0.18935587798816658,1.0892728716976898,-0.25846430549307065,5.5674968569318155,2021-11-19,2022-07-26,479.0,45,810,1710,0.6785714285714286,0.9783022598486909,1.5,0.31688676416780914,1082,628,50
switch_1.37,0.3,0.25,20,1.37,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25146158932289997,0.19795358423542728,1.2327945729029792,-0.25846430549307065,2.069641251356842,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.37,0.3,0.25,20,1.37,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995153,0.2050577273258137,1.6578667758509706,-0.2380861796870789,1.601198567304957,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.37,0.3,0.25,20,1.37,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347518,0.21071846571644556,2.9549111565006427,-0.11090903893083903,0.8214001545347518,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.38,0.3,0.25,20,1.38,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.205575127936787,0.18847322699338898,1.086766683477668,-0.25846430549307053,6.567637068208826,2021-11-19,2022-07-26,512.0,46,892,1836,0.6730205278592375,0.9700304383388336,1.5,0.33666856733717304,1142,694,55
switch_1.38,0.3,0.25,20,1.38,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20709093190642203,0.18935587798816658,1.0892728716976898,-0.25846430549307065,5.5674968569318155,2021-11-19,2022-07-26,479.0,45,810,1710,0.6785714285714286,0.9783022598486909,1.5,0.31688676416780914,1082,628,50
switch_1.38,0.3,0.25,20,1.38,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25146158932289997,0.19795358423542728,1.2327945729029792,-0.25846430549307065,2.069641251356842,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.38,0.3,0.25,20,1.38,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995153,0.2050577273258137,1.6578667758509706,-0.2380861796870789,1.601198567304957,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.38,0.3,0.25,20,1.38,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347518,0.21071846571644556,2.9549111565006427,-0.11090903893083903,0.8214001545347518,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.39,0.3,0.25,20,1.39,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2074065398653251,0.1885073278391115,1.0946598451009089,-0.2584643054930704,6.693020280822635,2021-11-19,2022-07-26,514.0,46,892,1836,0.6730205278592375,0.9698456873141404,1.5,0.33657929131169045,1142,694,57
switch_1.39,0.3,0.25,20,1.39,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.20907612513728635,0.1893925694192521,1.0977783940206578,-0.2584643054930703,5.676309402688344,2021-11-19,2022-07-26,481.0,45,810,1710,0.6785714285714286,0.9781022595330706,1.5,0.3167974881423265,1082,628,52
switch_1.39,0.3,0.25,20,1.39,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.25146158932289975,0.19795358423542722,1.232794572902979,-0.2584643054930704,2.0696412513568387,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.39,0.3,0.25,20,1.39,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37528013109951486,0.20505772732581365,1.6578667758509689,-0.2380861796870788,1.6011985673049551,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.39,0.3,0.25,20,1.39,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347493,0.2107184657164455,2.954911156500635,-0.11090903893083914,0.8214001545347493,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.40,0.3,0.25,20,1.4,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.21004058256758906,0.18857971624227848,1.1058764900840992,-0.2584643054930702,6.87666118062153,2021-11-19,2022-07-26,514.0,46,892,1836,0.6730205278592375,0.9698456873141404,1.5,0.33657929131169045,1141,695,58
switch_1.40,0.3,0.25,20,1.4,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.21193178075104746,0.18947048326861568,1.1098650857424763,-0.2584643054930702,5.835680289711977,2021-11-19,2022-07-26,481.0,45,810,1710,0.6785714285714286,0.9781022595330706,1.5,0.3167974881423265,1081,629,53
switch_1.40,0.3,0.25,20,1.4,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2514615893228991,0.19795358423542728,1.2327945729029792,-0.2584643054930701,2.0696412513568325,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.40,0.3,0.25,20,1.4,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.37528013109951397,0.2050577273258137,1.6578667758509673,-0.2380861796870788,1.6011985673049494,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.40,0.3,0.25,20,1.4,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347478,0.21071846571644545,2.9549111565006303,-0.11090903893083881,0.8214001545347478,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.41,0.3,0.25,20,1.41,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20838113265049452,0.18860222433387636,1.098484354086654,-0.25846430549307065,6.760509314073111,2021-11-19,2022-07-26,514.0,46,892,1836,0.6730205278592375,0.9698456873141404,1.5,0.33657929131169045,1140,696,59
switch_1.41,0.3,0.25,20,1.41,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.21013265457543562,0.18949478679599657,1.1019003501628393,-0.25846430549307076,5.73487907374351,2021-11-19,2022-07-26,481.0,45,810,1710,0.6785714285714286,0.9781022595330706,1.5,0.3167974881423265,1080,630,54
switch_1.41,0.3,0.25,20,1.41,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2514615893228991,0.19795358423542717,1.232794572902977,-0.25846430549307076,2.0696412513568325,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.41,0.3,0.25,20,1.41,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995142,0.20505772732581354,1.657866775850969,-0.23808617968707912,1.6011985673049511,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.41,0.3,0.25,20,1.41,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347485,0.2107184657164452,2.9549111565006405,-0.11090903893083914,0.8214001545347485,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.42,0.3,0.25,20,1.42,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.20838113265049452,0.18860222433387636,1.098484354086654,-0.25846430549307065,6.760509314073111,2021-11-19,2022-07-26,514.0,46,892,1836,0.6730205278592375,0.9698456873141404,1.5,0.33657929131169045,1140,696,59
switch_1.42,0.3,0.25,20,1.42,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.21013265457543562,0.18949478679599657,1.1019003501628393,-0.25846430549307076,5.73487907374351,2021-11-19,2022-07-26,481.0,45,810,1710,0.6785714285714286,0.9781022595330706,1.5,0.3167974881423265,1080,630,54
switch_1.42,0.3,0.25,20,1.42,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2514615893228991,0.19795358423542717,1.232794572902977,-0.25846430549307076,2.0696412513568325,2021-11-19,2022-07-26,238.0,21,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1612897895760313,456,369,21
switch_1.42,0.3,0.25,20,1.42,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995142,0.20505772732581354,1.657866775850969,-0.23808617968707912,1.6011985673049511,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.42,0.3,0.25,20,1.42,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347485,0.2107184657164452,2.9549111565006405,-0.11090903893083914,0.8214001545347485,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.43,0.3,0.25,20,1.43,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.21726561233902641,0.1878892945242631,1.140936233107675,-0.23808617968707846,7.4009874064406755,2024-07-10,2024-12-19,512.0,44,892,1836,0.6730205278592375,0.9698456873141404,1.5,0.3305792913116904,1138,698,61
switch_1.43,0.3,0.25,20,1.43,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.21976731321666754,0.18872622660736554,1.1476475967607003,-0.23808617968707846,6.290711471709346,2024-07-10,2024-12-19,479.0,43,810,1710,0.6785714285714286,0.9781022595330706,1.5,0.3107974881423265,1078,632,56
switch_1.43,0.3,0.25,20,1.43,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.27146832762541306,0.19646733672298755,1.3213889170412174,-0.23808617968707846,2.322980032789198,2024-07-10,2024-12-19,236.0,19,435,825,0.6547619047619048,0.9493320301701186,1.5,0.1552897895760313,454,371,23
switch_1.43,0.3,0.25,20,1.43,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995155,0.20505772732581382,1.6578667758509729,-0.23808617968707857,1.6011985673049578,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.43,0.3,0.25,20,1.43,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.82140015453475,0.2107184657164456,2.9549111565006356,-0.11090903893083892,0.82140015453475,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.44,0.3,0.25,20,1.44,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.22049974994376642,0.18803567697365142,1.1543146229763879,-0.23808617968707835,7.645794054534285,2024-07-10,2024-12-19,520.0,44,892,1836,0.6730205278592375,0.969702944732271,1.5,0.3307605381268661,1136,700,63
switch_1.44,0.3,0.25,20,1.44,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.22278973503484512,0.1888878275285505,1.1599376691756698,-0.23808617968707846,6.473393378985789,2024-07-10,2024-12-19,487.0,43,810,1710,0.6785714285714286,0.9779398351068654,1.5,0.3109537882890183,1077,633,57
switch_1.44,0.3,0.25,20,1.44,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.2777771943875842,0.19677321534708453,1.3448150085595973,-0.23808617968707835,2.4062432825539246,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,453,372,24
switch_1.44,0.3,0.25,20,1.44,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995151,0.20505772732581362,1.65786677585097,-0.23808617968707846,1.6011985673049565,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,295,247,11
switch_1.44,0.3,0.25,20,1.44,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347505,0.2107184657164455,2.9549111565006414,-0.1109090389308387,0.8214001545347505,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559315,1.5,0.032233666117993644,85,88,7
switch_1.45,0.3,0.25,20,1.45,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2189648806130733,0.18798968043868022,1.1478521942998623,-0.23808617968707846,7.528816925606977,2024-07-10,2024-12-19,520.0,44,892,1836,0.6730205278592375,0.9697152292145838,1.5,0.3308275622623639,1135,701,64
switch_1.45,0.3,0.25,20,1.45,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.22112514697975638,0.1888383161493469,1.152973025216402,-0.23808617968707835,6.37227876819308,2024-07-10,2024-12-19,487.0,43,810,1710,0.6785714285714286,0.9779531335464483,1.5,0.31102081242451607,1076,634,58
switch_1.45,0.3,0.25,20,1.45,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.27777719438758397,0.19677321534708453,1.3448150085595962,-0.23808617968707846,2.4062432825539197,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,453,372,24
switch_1.45,0.3,0.25,20,1.45,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995144,0.20505772732581362,1.657866775850967,-0.23808617968707857,1.6011985673049525,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.045238562417266,1.5,0.10150386928872016,295,247,11
switch_1.45,0.3,0.25,20,1.45,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347502,0.2107184657164453,2.954911156500638,-0.11090903893083892,0.8214001545347502,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559315,1.5,0.03223366611799364,85,88,7
switch_1.46,0.3,0.25,20,1.46,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2189648806130733,0.18798968043868022,1.1478521942998623,-0.23808617968707846,7.528816925606977,2024-07-10,2024-12-19,520.0,44,892,1836,0.6730205278592375,0.9697152292145838,1.5,0.3308275622623639,1135,701,64
switch_1.46,0.3,0.25,20,1.46,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.22112514697975638,0.1888383161493469,1.152973025216402,-0.23808617968707835,6.37227876819308,2024-07-10,2024-12-19,487.0,43,810,1710,0.6785714285714286,0.9779531335464483,1.5,0.31102081242451607,1076,634,58
switch_1.46,0.3,0.25,20,1.46,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.27777719438758397,0.19677321534708453,1.3448150085595962,-0.23808617968707846,2.4062432825539197,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,453,372,24
switch_1.46,0.3,0.25,20,1.46,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3752801310995144,0.20505772732581362,1.657866775850967,-0.23808617968707857,1.6011985673049525,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.045238562417266,1.5,0.10150386928872016,295,247,11
switch_1.46,0.3,0.25,20,1.46,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347502,0.2107184657164453,2.954911156500638,-0.11090903893083892,0.8214001545347502,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559315,1.5,0.03223366611799364,85,88,7
switch_1.47,0.3,0.25,20,1.47,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.22070051523537138,0.18797753645351603,1.1554879321413667,-0.23808617968707835,7.661202209470714,2024-07-10,2024-12-19,520.0,44,892,1836,0.6730205278592375,0.9697152292145838,1.5,0.3308275622623639,1137,699,66
switch_1.47,0.3,0.25,20,1.47,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.22300748068940623,0.18882516418495243,1.1612022996072293,-0.23808617968707846,6.486712132862877,2024-07-10,2024-12-19,487.0,43,810,1710,0.6785714285714286,0.9779531335464483,1.5,0.31102081242451607,1078,632,60
switch_1.47,0.3,0.25,20,1.47,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.28171955340362875,0.1967450126459505,1.360649655798987,-0.23808617968707835,2.459115385191734,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,455,370,26
switch_1.47,0.3,0.25,20,1.47,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.38235938064140806,0.20500503892292357,1.6833122533833706,-0.23808617968707835,1.6415746726572285,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872016,297,245,13
switch_1.47,0.3,0.25,20,1.47,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347493,0.21071846571644526,2.954911156500641,-0.11090903893083881,0.8214001545347493,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559315,1.5,0.03223366611799364,85,88,7
switch_1.48,0.3,0.25,20,1.48,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.21890434449104634,0.18799383810543596,1.1475648301223178,-0.23808617968707846,7.524232868003075,2024-07-10,2024-12-19,520.0,44,892,1836,0.6730205278592375,0.9696935049514477,1.5,0.3308360541295416,1136,700,67
switch_1.48,0.3,0.25,20,1.48,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.22300748068940623,0.18882516418495243,1.1612022996072302,-0.23808617968707835,6.486712132862871,2024-07-10,2024-12-19,487.0,43,810,1710,0.6785714285714286,0.9779531335464483,1.5,0.31102081242451607,1078,632,60
switch_1.48,0.3,0.25,20,1.48,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.281719553403629,0.1967450126459505,1.360649655798985,-0.23808617968707846,2.459115385191737,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,455,370,26
switch_1.48,0.3,0.25,20,1.48,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3823593806414083,0.20500503892292363,1.6833122533833702,-0.23808617968707846,1.6415746726572298,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872016,297,245,13
switch_1.48,0.3,0.25,20,1.48,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347487,0.2107184657164455,2.9549111565006374,-0.11090903893083892,0.8214001545347487,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559315,1.5,0.03223366611799364,85,88,7
switch_1.49,0.3,0.25,20,1.49,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2149550826682649,0.18768451808072914,1.1318676369908056,-0.23808617968707846,7.2299644836894945,2024-07-10,2024-12-19,509.0,42,892,1836,0.6730205278592375,0.9709875703938431,1.5,0.3253899159119573,1135,701,68
switch_1.49,0.3,0.25,20,1.49,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.2187184307045269,0.1884920223973244,1.1442959586396935,-0.23808617968707846,6.228260408552502,2024-07-10,2024-12-19,476.0,41,810,1710,0.6785714285714286,0.9793540107396446,1.5,0.3055746742069318,1077,633,61
switch_1.49,0.3,0.25,20,1.49,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.281719553403629,0.19674501264595054,1.360649655798986,-0.23808617968707846,2.4591153851917356,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,455,370,26
switch_1.49,0.3,0.25,20,1.49,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3823593806414083,0.20500503892292368,1.6833122533833698,-0.23808617968707846,1.6415746726572298,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,297,245,13
switch_1.49,0.3,0.25,20,1.49,1.5,0.0,5.0,last_1y,2025-05-15,2026-05-15,252,0.8214001545347491,0.2107184657164456,2.9549111565006387,-0.11090903893083881,0.8214001545347491,2026-01-27,2026-03-05,66.0,2,79,173,0.6865079365079365,0.9790475810559316,1.5,0.032233666117993644,85,88,7
switch_1.50,0.3,0.25,20,1.5,1.5,0.0,5.0,full,2015-07-13,2026-05-15,2728,0.2162143755483723,0.18769120081295043,1.1373581181592565,-0.23808617968707813,7.322780054864932,2024-07-10,2024-12-19,509.0,42,892,1836,0.6730205278592375,0.9709875703938431,1.5,0.3253899159119573,1136,700,69
switch_1.50,0.3,0.25,20,1.5,1.5,0.0,5.0,last_10y,2016-05-09,2026-05-15,2520,0.2200859463414715,0.18849914766238465,1.150214331653509,-0.23808617968707813,6.309779000735276,2024-07-10,2024-12-19,476.0,41,810,1710,0.6785714285714286,0.9793540107396446,1.5,0.3055746742069318,1078,632,62
switch_1.50,0.3,0.25,20,1.5,1.5,0.0,5.0,last_5y,2021-05-11,2026-05-15,1260,0.281719553403629,0.1967450126459506,1.3606496557989853,-0.23808617968707801,2.459115385191735,2024-07-10,2024-12-19,244.0,19,435,825,0.6547619047619048,0.9490071813177081,1.5,0.1554460897227231,455,370,26
switch_1.50,0.3,0.25,20,1.5,1.5,0.0,5.0,last_3y,2023-05-11,2026-05-15,756,0.3823593806414083,0.20500503892292374,1.683312253383373,-0.23808617968707813,1.6415746726572293,2024-07-10,2024-12-19,145.0,13,214,542,0.716931216931217,1.0452385624172662,1.5,0.10150386928872017,297,245,13
