mode,line_id,candidate,lookback,r2_threshold,switch_buffer,entry_fraction,target_vol,momentum_decay,nav_enter,nav_exit,nav_scale,overheat_enter,overheat_exit,overheat_scale,overheat_recovery_mode,rows_full,cash_ratio_full,avg_exposure_full,trades_full,cost_total_full,turnover_total_full,nav_defense_day_ratio_full,overheat_day_ratio_full,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y
insample_2007_2016_four_asset_pool,final_main,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,28,,1.15,0.25,off,off,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2432,0.07401315789473684,0.7283614309210527,903,0.3018011807818593,301.8011807818593,0.21463815789473684,0.024671052631578948,0.1231336993589649,-0.23744428385848626,,,,insufficient rows: 2432 < 2520 trading days,0.10687363081806844,-0.21866950980836553,,0.08098588825212572,-0.21866950980836475,,-0.05049529384870899,-0.09835853217046764,
oos_2017_2026_standalone_reset_four_asset_pool,final_main,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,28,,1.15,0.25,off,off,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2302,0.10860121633362294,0.7517919200695048,612,0.2735069054267907,273.5069054267907,0.07080799304952215,0.021285838401390096,0.1709515832905486,-0.2630252231181375,,,,insufficient rows: 2302 < 2520 trading days,0.1637458986582072,-0.26302522311813825,,0.28251396824497954,-0.17496585582953783,,0.5040276786621736,-0.13541513831593543,
oos_2017_2026_continuous_state_from_2007_four_asset_pool,final_main,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,28,,1.15,0.25,off,off,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2302,0.09687228496959166,0.6675716768027802,1002,0.2510933516173306,251.0933516173306,0.2932232841007819,0.021285838401390096,0.16537657707936226,-0.26302499908997223,,,,insufficient rows: 2302 < 2520 trading days,0.1637457660447008,-0.2630249990899721,,0.2825141797810755,-0.17496556595441937,,0.504028307207095,-0.13541513831593588,
