date,mode,candidate,line_id,position_before,fraction_before,position,holding_fraction,actual_position_before,actual_position_next,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,overheat_rule_scale_effective,overheat_rule_scale_next,overheat_rule_on_effective,overheat_rule_on_next,overheat_bias,overheat_bias_mom,overheat_same_side,combined_overlay_scale_effective,combined_overlay_scale_next,asset_return,gross_return,turnover,cost,return,nav,exposure_effective,final_exposure_after_overheat
2007-01-18,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-19,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-22,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-23,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-24,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-25,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-26,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-29,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-30,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-01-31,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-01,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-02,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-05,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-06,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-07,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-08,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-09,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-02-12,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,CASH,0.0,GLD,0.25,CASH,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0,0.0,0.25,0.00025,-0.00024999999999997247,0.99975,0.0,0.25
2007-02-13,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,0.25,GLD,0.25,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.002588673270676356,0.000647168317669089,0.00048506232128542326,4.850623212854232e-07,0.0006466829414306652,1.0003965212706953,0.25,0.25
2007-02-14,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,0.25,GLD,0.25,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.008049915525077056,0.002012478881269264,0.0015063277082508209,1.5063277082508209e-06,0.002010969522108219,1.0024082881849938,0.25,0.25
2007-02-15,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,0.25,GLD,0.25,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0006026957039624303,0.00015067392599060758,0.0001129884200841147,1.129884200841147e-07,0.0001505609205461056,1.002559211699626,0.25,0.25
2007-02-16,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,0.25,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0007529445716073502,-0.00018823614290183754,0.7501412036868138,0.0007501412036868138,-0.0009382361429017827,1.0016185744118102,0.25,1.0
2007-02-26,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.02622058239550573,0.02622058239550573,0.0,0.0,0.02622058239550573,1.0278815967710442,1.0,1.0
2007-02-27,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.03950065891754684,-0.03950065891754684,0.0,0.0,-0.03950065891754684,0.9872795964093678,1.0,1.0
2007-02-28,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.016358349410153794,0.016358349410153794,0.0,0.0,0.016358349410153794,1.003429861012948,1.0,1.0
2007-03-01,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.009927852418505356,-0.009927852418505356,0.0,0.0,-0.009927852418505356,0.9934679574404901,1.0,1.0
2007-03-02,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.032057134915445484,-0.032057134915445484,0.0,0.0,-0.032057134915445484,0.9616202210946483,1.0,1.0
2007-03-05,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,GLD,1.0,AGG,0.25,GLD,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.012242957000559329,-0.012242957000559329,1.25,0.00125,-0.013477653304308612,0.948659837144322,1.0,0.25
2007-03-06,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,0.25,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0006959204325514001,-0.00017398010813785003,0.7501305077868623,0.0007501305077868624,-0.0009239801081377674,0.9477832943254114,0.25,1.0
2007-03-07,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0007967693358916783,0.0007967693358916783,0.0,0.0,0.0007967693358916783,0.9485384589914003,1.0,1.0
2007-03-08,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0008950549442302558,-0.0008950549442302558,0.0,0.0,-0.0008950549442302558,0.9476894649538875,1.0,1.0
2007-03-09,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.002785554691715375,-0.002785554691715375,0.0,0.0,-0.002785554691715375,0.945049624118496,1.0,1.0
2007-03-12,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0030931767631994234,0.0030931767631994234,0.0,0.0,0.0030931767631994234,0.9479728296558897,1.0,1.0
2007-03-13,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.002585262359452445,0.002585262359452445,0.0,0.0,0.002585262359452445,0.9504235881301827,1.0,1.0
2007-03-14,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0011899274550721817,-0.0011899274550721817,0.0,0.0,-0.0011899274550721817,0.9492926530087183,1.0,1.0
2007-03-15,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0010932535458654247,-0.0010932535458654247,0.0,0.0,-0.0010932535458654247,0.9482548354497525,1.0,1.0
2007-03-16,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.00010031435242474629,0.00010031435242474629,0.0,0.0,0.00010031435242474629,0.9483499590195044,1.0,1.0
2007-03-19,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0006964665937242431,-0.0006964665937242431,0.0,0.0,-0.0006964665937242431,0.9476894649538875,1.0,1.0
2007-03-20,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0009956164471112139,0.0009956164471112139,0.0,0.0,0.0009956164471112139,0.9486330001719496,1.0,1.0
2007-03-21,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0012915610801500499,0.0012915610801500499,0.0,0.0,0.0012915610801500499,0.9498582176343177,1.0,1.0
2007-03-22,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0018861326602679362,-0.0018861326602679362,0.0,0.0,-0.0018861326602679362,0.9480666590274137,1.0,1.0
2007-03-23,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,AGG,1.0,AGG,AGG,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0013930081488485735,-0.0013930081488485735,0.0,0.0,-0.0013930081488485735,0.9467459944457369,1.0,1.0
2007-03-26,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,AGG,1.0,QQQ,0.25,AGG,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.0005967622146925144,-0.0005967622146925144,1.25,0.00125,-0.001846016261924155,0.9449982859440785,1.0,0.25
2007-03-27,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,0.25,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.006997421790994829,-0.0017493554477487072,0.7513143157913011,0.0007513143157913012,-0.002499355447748708,0.942636399329991,0.25,1.0
2007-03-28,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.01068477456552197,-0.01068477456552197,0.0,0.0,-0.01068477456552197,0.9325645419058947,1.0,1.0
2007-03-29,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.001149454908847325,0.001149454908847325,0.0,0.0,0.001149454908847325,0.9336364827964053,1.0,1.0
2007-03-30,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,-0.000918405996125804,-0.000918405996125804,0.0,0.0,-0.000918405996125804,0.9327790254524033,1.0,1.0
2007-04-02,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.0013785175175398123,0.0013785175175398123,0.0,0.0,0.0013785175175398123,0.9340648776789832,1.0,1.0
2007-04-03,insample_2007_2016_four_asset_pool,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,final_main,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,False,False,1.0,1.0,False,False,,,False,1.0,1.0,0.013076407862548267,0.013076407862548267,0.0,0.0,0.013076407862548267,0.9462790909895948,1.0,1.0
