candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,buffer_blocked_days,reason
lb_28_r2_none_buf_1p05,layer1_primary_r2_removed,28,,none,1.05,1p05,full,Full,2016-12-30,2007-01-04,2432.0,0.11022937550610323,0.2247861329165591,-0.34727751796645057,0.5779239915151655,220.0,247.0,0.42500000000000004,425.0,0.9095394736842105,39.0,
lb_28_r2_none_buf_1p05,layer1_primary_r2_removed,28,,none,1.05,1p05,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p05,layer1_primary_r2_removed,28,,none,1.05,1p05,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.025014006929621635,0.2209265656046975,-0.3472775179664499,0.22284261992650628,91.0,136.0,0.234,234.0,0.9277777777777778,20.0,
lb_28_r2_none_buf_1p05,layer1_primary_r2_removed,28,,none,1.05,1p05,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.010398458172953928,0.22331180258712058,-0.34727751796645034,0.06566724099947217,51.0,84.0,0.14200000000000002,142.0,0.9325396825396826,11.0,
lb_28_r2_none_buf_1p05,layer1_primary_r2_removed,28,,none,1.05,1p05,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.24166637675855163,0.2079443796700951,-0.3184452410928932,-1.2242262373258024,12.0,28.0,0.048,48.0,0.9523809523809523,3.0,
lb_28_r2_none_buf_1p08,layer1_primary_r2_removed,28,,none,1.08,1p08,full,Full,2016-12-30,2007-01-04,2432.0,0.12079153993861635,0.22578215552658723,-0.3472775179664508,0.6183070266417494,220.0,240.0,0.41100000000000003,411.0,0.9095394736842105,55.0,
lb_28_r2_none_buf_1p08,layer1_primary_r2_removed,28,,none,1.08,1p08,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p08,layer1_primary_r2_removed,28,,none,1.08,1p08,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.037817310750608346,0.22171020891475376,-0.34727751796645123,0.2788251735087846,91.0,134.0,0.23,230.0,0.9277777777777778,26.0,
lb_28_r2_none_buf_1p08,layer1_primary_r2_removed,28,,none,1.08,1p08,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0028756560322720226,0.2235808918754734,-0.34727751796645145,0.09972782435683515,51.0,84.0,0.14200000000000002,142.0,0.9325396825396826,13.0,
lb_28_r2_none_buf_1p08,layer1_primary_r2_removed,28,,none,1.08,1p08,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.24166637675855285,0.20794437967009516,-0.31844524109289385,-1.2242262373258088,12.0,28.0,0.048,48.0,0.9523809523809523,3.0,
lb_28_r2_none_buf_1p10,layer1_primary_r2_removed,28,,none,1.1,1p10,full,Full,2016-12-30,2007-01-04,2432.0,0.11312993747935973,0.22544297892951135,-0.34389395372443254,0.5884606435678941,220.0,239.0,0.40900000000000003,409.0,0.9095394736842105,72.0,
lb_28_r2_none_buf_1p10,layer1_primary_r2_removed,28,,none,1.1,1p10,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p10,layer1_primary_r2_removed,28,,none,1.1,1p10,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03356505915742658,0.2217049951714348,-0.34389395372443243,0.2603033861215603,91.0,134.0,0.23,230.0,0.9277777777777778,35.0,
lb_28_r2_none_buf_1p10,layer1_primary_r2_removed,28,,none,1.1,1p10,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0068288155550971785,0.22351863818720857,-0.3438939537244322,0.08192045869730276,51.0,84.0,0.14200000000000002,142.0,0.9325396825396826,19.0,
lb_28_r2_none_buf_1p10,layer1_primary_r2_removed,28,,none,1.1,1p10,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2396904282985851,0.2079924234465356,-0.3166693511218148,-1.2113968776667117,12.0,28.0,0.048,48.0,0.9523809523809523,5.0,
lb_28_r2_none_buf_1p15,layer1_primary_r2_removed,28,,none,1.15,1p15,full,Full,2016-12-30,2007-01-04,2432.0,0.11491130851448306,0.22444958973510776,-0.3222433917230325,0.5972015657865328,220.0,234.0,0.399,399.0,0.9095394736842105,95.0,
lb_28_r2_none_buf_1p15,layer1_primary_r2_removed,28,,none,1.15,1p15,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15,layer1_primary_r2_removed,28,,none,1.15,1p15,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.040976545153037724,0.21982585732622903,-0.3222433917230324,0.2931564417734228,91.0,131.0,0.224,224.0,0.9277777777777778,48.0,
lb_28_r2_none_buf_1p15,layer1_primary_r2_removed,28,,none,1.15,1p15,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0014005475517788746,0.2204848595347863,-0.32224339172303174,0.11742838097209428,51.0,81.0,0.136,136.0,0.9325396825396826,28.0,
lb_28_r2_none_buf_1p15,layer1_primary_r2_removed,28,,none,1.15,1p15,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.21561003179201366,0.20689390173258657,-0.2959389904536466,-1.06838093875248,12.0,28.0,0.048,48.0,0.9523809523809523,10.0,
lb_28_r2_none_buf_1p20,layer1_primary_r2_removed,28,,none,1.2,1p20,full,Full,2016-12-30,2007-01-04,2432.0,0.11465844359791566,0.22437602247914948,-0.34673795210727776,0.5963127974888853,220.0,234.0,0.399,399.0,0.9095394736842105,124.0,
lb_28_r2_none_buf_1p20,layer1_primary_r2_removed,28,,none,1.2,1p20,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p20,layer1_primary_r2_removed,28,,none,1.2,1p20,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04510193299251597,0.21941184735098684,-0.34673795210727754,0.3113180355968571,91.0,131.0,0.224,224.0,0.9277777777777778,61.0,
lb_28_r2_none_buf_1p20,layer1_primary_r2_removed,28,,none,1.2,1p20,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.005825545349499084,0.2197970914482714,-0.3467379521072764,0.13715579037127068,51.0,81.0,0.136,136.0,0.9325396825396826,39.0,
lb_28_r2_none_buf_1p20,layer1_primary_r2_removed,28,,none,1.2,1p20,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.24395839048955847,0.20550971976244245,-0.3213842088431348,-1.2559083294245423,12.0,28.0,0.048,48.0,0.9523809523809523,16.0,
lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.0,1p00,full,Full,2016-12-30,2007-01-04,2432.0,0.08378567910737544,0.22717337313596517,-0.402775064833935,0.46803314690603903,220.0,287.0,0.499,499.0,0.9095394736842105,0.0,
lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.0,1p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.0,1p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.017849163898455034,0.22402913485778708,-0.40277506483393355,0.19143671022427267,91.0,154.0,0.266,266.0,0.9277777777777778,0.0,
lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.0,1p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.06953931607381059,0.2305771845756283,-0.4027750648339342,-0.19649757131992354,51.0,94.0,0.158,158.0,0.9325396825396826,0.0,
lb_26_r2_none_buf_1p00,layer1_left_neighbor_r2_removed,26,,none,1.0,1p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.3057131656102512,0.2022551175772107,-0.35549977824457135,-1.6999450154720774,11.0,28.0,0.048,48.0,0.9563492063492064,0.0,
lb_26_r2_none_buf_1p02,layer1_left_neighbor_r2_removed,26,,none,1.02,1p02,full,Full,2016-12-30,2007-01-04,2432.0,0.08802719914042134,0.22723573770660965,-0.40277506483393266,0.4851609145302441,220.0,287.0,0.499,499.0,0.9095394736842105,10.0,
lb_26_r2_none_buf_1p02,layer1_left_neighbor_r2_removed,26,,none,1.02,1p02,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p02,layer1_left_neighbor_r2_removed,26,,none,1.02,1p02,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.02139062005304937,0.22418788160334546,-0.40277506483393455,0.20695311418083298,91.0,154.0,0.266,266.0,0.9277777777777778,4.0,
lb_26_r2_none_buf_1p02,layer1_left_neighbor_r2_removed,26,,none,1.02,1p02,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.06955443417510021,0.23058179587004896,-0.4027750648339333,-0.19655949298576594,51.0,94.0,0.158,158.0,0.9325396825396826,2.0,
lb_26_r2_none_buf_1p02,layer1_left_neighbor_r2_removed,26,,none,1.02,1p02,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.30571316561025164,0.20225511757721085,-0.3554997782445716,-1.6999450154720783,11.0,28.0,0.048,48.0,0.9563492063492064,0.0,
lb_26_r2_none_buf_1p03,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,full,Full,2016-12-30,2007-01-04,2432.0,0.08651419745077749,0.22781220619657652,-0.40277506483393255,0.4784060469478975,220.0,285.0,0.495,495.0,0.9095394736842105,20.0,
lb_26_r2_none_buf_1p03,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p03,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.019132954265055346,0.22444595528966224,-0.4027750648339339,0.19711726722935033,91.0,153.0,0.264,264.0,0.9277777777777778,9.0,
lb_26_r2_none_buf_1p03,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0695544341751011,0.23058179587004896,-0.4027750648339342,-0.19655949298576578,51.0,94.0,0.158,158.0,0.9325396825396826,2.0,
lb_26_r2_none_buf_1p03,layer1_left_neighbor_r2_removed,26,,none,1.03,1p03,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.30571316561025164,0.2022551175772108,-0.35549977824457135,-1.699945015472076,11.0,28.0,0.048,48.0,0.9563492063492064,0.0,
lb_26_r2_none_buf_1p05,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,full,Full,2016-12-30,2007-01-04,2432.0,0.09828169265907549,0.22775895259680995,-0.3975908066846294,0.5257735317121193,220.0,275.0,0.475,475.0,0.9095394736842105,33.0,
lb_26_r2_none_buf_1p05,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p05,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03285703807873075,0.22397785322969221,-0.39759080668462854,0.25678677207254275,91.0,150.0,0.258,258.0,0.9277777777777778,16.0,
lb_26_r2_none_buf_1p05,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.04651940580077907,0.22981442929658982,-0.39759080668462865,-0.09159837946830043,51.0,91.0,0.152,152.0,0.9325396825396826,8.0,
lb_26_r2_none_buf_1p05,layer1_left_neighbor_r2_removed,26,,none,1.05,1p05,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.30063285165664544,0.2018767847252219,-0.35078376850982784,-1.6674492574391093,11.0,28.0,0.048,48.0,0.9563492063492064,1.0,
lb_26_r2_none_buf_1p08,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,full,Full,2016-12-30,2007-01-04,2432.0,0.09902899956833755,0.22773852148405485,-0.39085555915395254,0.5287903673610767,220.0,269.0,0.463,463.0,0.9095394736842105,52.0,
lb_26_r2_none_buf_1p08,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p08,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03451622066201354,0.22398618375557322,-0.39085555915395265,0.26395384412882367,91.0,149.0,0.256,256.0,0.9277777777777778,20.0,
lb_26_r2_none_buf_1p08,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.04234023206326798,0.22995988663412267,-0.3908555591539532,-0.07237683216232813,51.0,91.0,0.152,152.0,0.9325396825396826,10.0,
lb_26_r2_none_buf_1p08,layer1_left_neighbor_r2_removed,26,,none,1.08,1p08,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.28936111667076836,0.20186746620305612,-0.3403203183360226,-1.5884375564300626,11.0,28.0,0.048,48.0,0.9563492063492064,2.0,
lb_26_r2_none_buf_1p10,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,full,Full,2016-12-30,2007-01-04,2432.0,0.09219620032204445,0.2280886684887418,-0.40003204839364015,0.500973251330291,220.0,267.0,0.459,459.0,0.9095394736842105,69.0,
lb_26_r2_none_buf_1p10,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p10,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.029123722768988225,0.2240186996307559,-0.4000320483936419,0.24061422502319746,91.0,149.0,0.256,256.0,0.9277777777777778,26.0,
lb_26_r2_none_buf_1p10,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.04804755305754127,0.2298870851896182,-0.40003204839364104,-0.09847173121091954,51.0,91.0,0.152,152.0,0.9325396825396826,14.0,
lb_26_r2_none_buf_1p10,layer1_left_neighbor_r2_removed,26,,none,1.1,1p10,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.3001261407257185,0.20164546324888816,-0.35031339331160694,-1.6660064213017836,11.0,28.0,0.048,48.0,0.9563492063492064,4.0,
lb_26_r2_none_buf_1p15,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,full,Full,2016-12-30,2007-01-04,2432.0,0.09232514584482643,0.22796962495510514,-0.3956188253306282,0.5016398397817974,220.0,261.0,0.44700000000000006,447.0,0.9095394736842105,96.0,
lb_26_r2_none_buf_1p15,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p15,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.024560131768311066,0.22366839850664835,-0.39561882533062875,0.22078297756587523,91.0,146.0,0.25,250.0,0.9277777777777778,37.0,
lb_26_r2_none_buf_1p15,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.037342029424305534,0.22926263795258434,-0.39561882533062853,-0.05059451602997578,51.0,88.0,0.146,146.0,0.9325396825396826,19.0,
lb_26_r2_none_buf_1p15,layer1_left_neighbor_r2_removed,26,,none,1.15,1p15,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.30786078210083345,0.20185813759517326,-0.35749339131033264,-1.7190169775934994,11.0,28.0,0.048,48.0,0.9563492063492064,5.0,
lb_26_r2_none_buf_1p20,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,full,Full,2016-12-30,2007-01-04,2432.0,0.10628792779858331,0.22765689948934698,-0.3900414659632555,0.5578055425741448,220.0,254.0,0.43300000000000005,433.0,0.9095394736842105,123.0,
lb_26_r2_none_buf_1p20,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_26_r2_none_buf_1p20,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04309249245125524,0.2234241726519308,-0.3900414659632552,0.30098357628067407,91.0,142.0,0.24200000000000002,242.0,0.9277777777777778,51.0,
lb_26_r2_none_buf_1p20,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.02764910315406055,0.22966098697141038,-0.3900414659632556,-0.0064894645564310596,51.0,88.0,0.146,146.0,0.9325396825396826,23.0,
lb_26_r2_none_buf_1p20,layer1_left_neighbor_r2_removed,26,,none,1.2,1p20,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.3014735726504595,0.20192065567359163,-0.35156420224428575,-1.6729916218354755,11.0,28.0,0.048,48.0,0.9563492063492064,6.0,
lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,full,Full,2016-12-30,2007-01-04,2432.0,0.08807539683344134,0.2221123772011913,-0.38497087925920537,0.49146796078865673,224.0,238.0,0.405,405.0,0.9078947368421053,0.0,
lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0500615688149908,0.21728965941941378,-0.38497087925920337,0.3340209310487415,95.0,132.0,0.22399999999999998,224.0,0.9246031746031746,0.0,
lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.030470033057959367,0.2159278562742629,-0.3849708792592035,-0.03447389110164125,52.0,81.0,0.136,136.0,0.9312169312169312,0.0,
lb_30_r2_none_buf_1p00,layer1_right_neighbor_r2_removed,30,,none,1.0,1p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.22965965174628378,0.20398309112929033,-0.3039914512678008,-1.1750438808306436,13.0,28.0,0.048,48.0,0.9484126984126984,0.0,
lb_30_r2_none_buf_1p02,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,full,Full,2016-12-30,2007-01-04,2432.0,0.10087685655128475,0.22237664056056006,-0.3620804346980614,0.5437637971631568,224.0,230.0,0.389,389.0,0.9078947368421053,22.0,
lb_30_r2_none_buf_1p02,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none_buf_1p02,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06425554402011047,0.21794748269098652,-0.3568931131116089,0.3952827720623359,95.0,126.0,0.21200000000000002,212.0,0.9246031746031746,13.0,
lb_30_r2_none_buf_1p02,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.001273223887393593,0.2169810059660124,-0.35689311311160876,0.1151989422727193,52.0,75.0,0.12400000000000001,124.0,0.9312169312169312,8.0,
lb_30_r2_none_buf_1p02,layer1_right_neighbor_r2_removed,30,,none,1.02,1p02,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.19449150210440702,0.20689635974769394,-0.27221675213731034,-0.9400911140607502,13.0,26.0,0.044000000000000004,44.0,0.9484126984126984,2.0,
lb_30_r2_none_buf_1p03,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,full,Full,2016-12-30,2007-01-04,2432.0,0.0998340345621771,0.22249438565359836,-0.3620804346980614,0.5393327182697913,224.0,230.0,0.389,389.0,0.9078947368421053,27.0,
lb_30_r2_none_buf_1p03,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none_buf_1p03,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06738742642757756,0.21798139102224898,-0.3533358490816709,0.4087383215367083,95.0,126.0,0.21200000000000002,212.0,0.9246031746031746,16.0,
lb_30_r2_none_buf_1p03,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0031159689533331036,0.21689811132343967,-0.35333584908167004,0.1236372916233921,52.0,75.0,0.12400000000000001,124.0,0.9312169312169312,9.0,
lb_30_r2_none_buf_1p03,layer1_right_neighbor_r2_removed,30,,none,1.03,1p03,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.19003593419836762,0.2066582717055653,-0.2681911115758483,-0.914743406034785,13.0,26.0,0.044000000000000004,44.0,0.9484126984126984,3.0,
lb_30_r2_none_buf_1p05,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,full,Full,2016-12-30,2007-01-04,2432.0,0.09464120388452946,0.2226571826986819,-0.373316683395021,0.5178357082167794,224.0,230.0,0.389,389.0,0.9078947368421053,39.0,
lb_30_r2_none_buf_1p05,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none_buf_1p05,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06797775665119721,0.2180576313165109,-0.35555012333551683,0.411207233438491,95.0,126.0,0.21200000000000002,212.0,0.9246031746031746,18.0,
lb_30_r2_none_buf_1p05,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.001969720211896009,0.2169912688205844,-0.35555012333551617,0.11840645128193325,52.0,75.0,0.124,124.0,0.9312169312169312,10.0,
lb_30_r2_none_buf_1p05,layer1_right_neighbor_r2_removed,30,,none,1.05,1p05,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.19280937165411194,0.20693742305067037,-0.26819111157584785,-0.9297974012377977,13.0,26.0,0.044,44.0,0.9484126984126984,4.0,
lb_30_r2_none_buf_1p08,layer1_right_neighbor_r2_removed,30,,none,1.08,1p08,full,Full,2016-12-30,2007-01-04,2432.0,0.07884653133493202,0.2253660224156138,-0.3899316466701207,0.44990682809646515,224.0,228.0,0.385,385.0,0.9078947368421053,61.0,
lb_30_r2_none_buf_1p08,layer1_right_neighbor_r2_removed,30,,none,1.08,1p08,last_10y,10Y,2016-12-30,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none_buf_1p08,layer1_right_neighbor_r2_removed,30,,none,1.08,1p08,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.048727207136167516,0.22053266185541198,-0.35438890560245495,0.32668449873075867,95.0,124.0,0.20800000000000002,208.0,0.9246031746031746,28.0,
lb_30_r2_none_buf_1p08,layer1_right_neighbor_r2_removed,30,,none,1.08,1p08,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0011475878385054372,0.2169317693811551,-0.35438890560245506,0.11459494262378471,52.0,75.0,0.12400000000000001,124.0,0.9312169312169312,15.0,
