candidate,candidate_type,lookback,r2_threshold,switch_buffer,notes,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y
lb_28_r2_none_buf_1p00,r2_removed_layer2_baseline,28,,1.0,R2 removed baseline carried from Layer2 reset,0.09857496100155783,-0.36308912895559775,,,,insufficient rows: 2432 < 2520 trading days,0.01498101235752669,-0.36308912895559664,,-0.040111554524841275,-0.36308912895559675,,-0.26193420358702457,-0.33223464437262706,
lb_28_r2_none_buf_1p05,r2_removed_original_buffer,28,,1.05,R2 removed primary with original switch buffer 1.05,0.11022937550610323,-0.34727751796645057,,,,insufficient rows: 2432 < 2520 trading days,0.025014006929621635,-0.3472775179664499,,-0.010398458172953928,-0.34727751796645034,,-0.24166637675855163,-0.3184452410928932,
lb_28_r2_none_buf_1p08,return_watch_buffer,28,,1.08,R2 removed primary with strongest full-sample annualized return among passing buffers,0.12079153993861635,-0.3472775179664508,,,,insufficient rows: 2432 < 2520 trading days,0.037817310750608346,-0.34727751796645123,,-0.0028756560322720226,-0.34727751796645145,,-0.24166637675855285,-0.31844524109289385,
lb_28_r2_none_buf_1p15,drawdown_watch_buffer,28,,1.15,R2 removed primary with strongest full-sample drawdown improvement among passing buffers,0.11491130851448306,-0.3222433917230325,,,,insufficient rows: 2432 < 2520 trading days,0.040976545153037724,-0.3222433917230324,,0.0014005475517788746,-0.32224339172303174,,-0.21561003179201366,-0.2959389904536466,
lb_26_r2_none_buf_1p00,left_neighbor_baseline,26,,1.0,Layer1 left neighbor with R2 removed,0.08378567910737544,-0.402775064833935,,,,insufficient rows: 2432 < 2520 trading days,0.017849163898455034,-0.40277506483393355,,-0.06953931607381059,-0.4027750648339342,,-0.3057131656102512,-0.35549977824457135,
lb_30_r2_none_buf_1p00,right_neighbor_baseline,30,,1.0,Layer1 right neighbor with R2 removed,0.08807539683344134,-0.38497087925920537,,,,insufficient rows: 2432 < 2520 trading days,0.0500615688149908,-0.38497087925920337,,-0.030470033057959367,-0.3849708792592035,,-0.22965965174628378,-0.3039914512678008,
lb_32_r2_none_buf_1p00,return_peak_watch_baseline,32,,1.0,Layer1 return peak watch with R2 removed,0.11224320669068688,-0.42036691238018453,,,,insufficient rows: 2432 < 2520 trading days,0.03509968656468221,-0.42036691238018287,,-0.05004438519553611,-0.4203669123801834,,-0.16106339754862298,-0.24492454078444537,
lb_25_r2_none_buf_1p05,original_lookback_r2_removed_buffer,25,,1.05,Original lookback with R2 removed and buffer 1.05,0.07119825398765567,-0.48572608812897544,,,,insufficient rows: 2432 < 2520 trading days,-0.016733325276570565,-0.4857260881289768,,-0.1141329872468485,-0.48572608812897766,,-0.30480927046557893,-0.35957280940065905,
orig_full_v1_1_reference,original_full_strategy_reference,25,0.2,1.05,"Full official V1.1 chain; context only, not Layer3 pass baseline",0.11842186595200688,-0.3696391546844574,,,,insufficient rows: 2432 < 2520 trading days,0.1261108093880714,-0.3696391546844572,,0.034126042095226516,-0.3696391546844574,,-0.26975285522327175,-0.36963915468445807,
