candidate,TARGET_VOL,MAX_LEV,R2_THRESHOLD,VOL_WINDOW,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,maxdd_start,maxdd_trough,trades,cash_days,holding_days,holding_day_ratio,avg_weight,max_weight,pct_at_max_lev,pct_below_1x,avg_final_exposure,max_final_exposure,turnover_sum,cost_total,overheat_days,overheat_triggers,staged_initials,staged_fills
tv_20_lev_1p75,0.2,1.75,0.2,80,full,2011-12-09,2026-05-08,3496,0.2854326493887016,0.2134008207991611,1.2832787715991993,-0.26582165772435395,31.571895947193177,2016-03-08,2016-12-05,801,740,2726,0.7797482837528604,1.1425968767295647,1.75,0.05348970251716247,0.3755720823798627,0.7867508020549091,1.75,650.2298751100418,0.6502298751100418,30,11,308,267
tv_20_lev_1p75,0.2,1.75,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3064641423421157,0.21448362797482484,1.3538701225042742,-0.26582165772435395,13.48688272243137,2016-03-08,2016-12-05,636,225,2275,0.9027777777777778,1.1237108245194285,1.75,0.004365079365079365,0.3972222222222222,0.9048966537975551,1.75,530.4418008672983,0.5304418008672984,20,7,261,222
tv_20_lev_1p75,0.2,1.75,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.49296053300576115,0.2127676362356101,1.990100319673324,-0.1504130808783769,6.4172281120589005,2022-03-22,2022-06-09,328,101,1141,0.9055555555555556,1.0170240331337344,1.73082553361815,0.0,0.5333333333333333,0.8224031407922262,1.73082553361815,271.0935764923177,0.2710935764923177,18,6,141,118
tv_20_lev_1p75,0.2,1.75,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7754628772826901,0.21737890103246155,2.750649432271644,-0.1421645493038156,4.596735574225394,2024-07-15,2024-09-10,199,53,695,0.9193121693121693,0.9593605392337099,1.5375237116391869,0.0,0.6865079365079365,0.7739704631313852,1.5375237116391869,160.7253891383332,0.16072538913833323,8,4,89,73
tv_20_lev_1p75,0.2,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.7288403798758465,0.19932915560994688,2.8481044619492124,-0.1038650629864648,0.7288403798758465,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,0.9703201850438837,1.280687594588758,0.0,0.7023809523809523,0.757702349243511,1.280687594588758,62.87181191422817,0.06287181191422818,4,2,38,27
tv_20_lev_2,0.2,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2877678715456049,0.21622088543335827,1.2776332949596017,-0.263494268748786,32.40246902064878,2016-03-08,2016-12-05,810,740,2726,0.7797482837528604,1.156598177655667,2.0,0.03032036613272311,0.3755720823798627,0.7927341665490165,2.0,656.4509884250947,0.6564509884250946,30,11,308,267
tv_20_lev_2,0.2,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3070232998509035,0.2155830767882321,1.3500555928624338,-0.263494268748786,13.549005118442855,2016-03-08,2016-12-05,644,225,2275,0.9027777777777778,1.1280861795256039,1.9673131471995602,0.0,0.3972222222222222,0.9089054721976196,1.9673131471995602,533.3158647410878,0.5333158647410878,20,7,261,222
tv_20_lev_2,0.2,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.49296053300576026,0.21276763623561012,1.9901003196733213,-0.15041308087837735,6.41722811205888,2022-03-22,2022-06-09,328,101,1141,0.9055555555555556,1.0170240331337344,1.73082553361815,0.0,0.5333333333333333,0.8224031407922262,1.73082553361815,271.0935764923177,0.2710935764923177,18,6,141,118
tv_20_lev_2,0.2,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7754628772826897,0.21737890103246155,2.7506494322716395,-0.1421645493038156,4.59673557422539,2024-07-15,2024-09-10,199,53,695,0.9193121693121693,0.9593605392337099,1.5375237116391869,0.0,0.6865079365079365,0.7739704631313852,1.5375237116391869,160.7253891383332,0.16072538913833323,8,4,89,73
tv_20_lev_2,0.2,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.7288403798758456,0.19932915560994682,2.848104461949206,-0.1038650629864648,0.7288403798758456,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,0.9703201850438837,1.280687594588758,0.0,0.7023809523809523,0.757702349243511,1.280687594588758,62.87181191422817,0.06287181191422818,4,2,38,27
tv_22p5_lev_1,0.225,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2666336775586111,0.18569764615868722,1.3658290135582654,-0.19286260851984682,25.550908254294697,2016-03-08,2016-06-22,681,740,2726,0.7797482837528604,0.9693618467017723,1.0,0.790045766590389,0.20995423340961097,0.6747103107618887,1.0,567.5865091451467,0.5675865091451466,30,11,308,267
tv_22p5_lev_1,0.225,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2916274337931102,0.18925658612623777,1.4469667771967571,-0.19286260851984693,11.923275635539937,2016-03-08,2016-06-22,552,225,2275,0.9027777777777778,0.9679507537844937,1.0,0.773015873015873,0.22698412698412698,0.7801541321183325,1.0,472.7419428988827,0.4727419428988827,20,7,261,222
tv_22p5_lev_1,0.225,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.46167391220586684,0.20052388106225763,1.9934653619447313,-0.15730321187026408,5.671945328916009,2022-03-22,2022-06-09,296,101,1141,0.9055555555555556,0.9713430840457211,1.0,0.7373015873015873,0.2626984126984127,0.7829610623854516,1.0,261.8230994451428,0.26182309944514287,18,6,141,118
tv_22p5_lev_1,0.225,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7288988243708279,0.21050897735478263,2.707232711527802,-0.11874702715665397,4.167836166373587,2025-10-22,2025-12-16,184,53,695,0.9193121693121693,0.9522384734095353,1.0,0.5621693121693122,0.43783068783068785,0.76723669127734,1.0,161.32309944514284,0.16132309944514284,8,4,89,73
tv_22p5_lev_1,0.225,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6542678811808347,0.2005532985049709,2.611805589766091,-0.11874702715665386,0.6542678811808347,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,0.9861655893591457,1.0,0.7976190476190477,0.20238095238095238,0.7634284452818334,1.0,66.6792572319276,0.06667925723192758,4,2,38,27
tv_22p5_lev_1p25,0.225,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.2965963742149249,0.2115626653535916,1.3335900010542487,-0.23683123168523057,35.723394660981135,2016-03-08,2016-12-05,713,740,2726,0.7797482837528604,1.1125870161891125,1.25,0.3973112128146453,0.24456521739130435,0.7745598169166904,1.25,644.9949611229316,0.6449949611229316,30,11,308,267
tv_22p5_lev_1p25,0.225,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3218393775794739,0.21557181658684813,1.4023391938071785,-0.23683123168523046,15.284965901417525,2016-03-08,2016-12-05,573,225,2275,0.9027777777777778,1.110884557987697,1.25,0.42936507936507934,0.2706349206349206,0.895691835618484,1.25,533.7725025088613,0.5337725025088613,20,7,261,222
tv_22p5_lev_1p25,0.225,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.5289818799628365,0.22499188338002554,1.999714175513774,-0.16609032393940615,7.356255163990436,2022-03-22,2022-06-09,309,101,1141,0.9055555555555556,1.0792221701573195,1.25,0.20714285714285716,0.3547619047619048,0.8709635219923663,1.25,288.1644120552336,0.2881644120552336,18,6,141,118
tv_22p5_lev_1p25,0.225,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.8468180770984364,0.23274791057371008,2.753127675266939,-0.14348947922941135,5.299010766107495,2024-07-15,2024-09-10,190,53,695,0.9193121693121693,1.0347286751128875,1.25,0.2857142857142857,0.5145502645502645,0.8340183919151161,1.25,173.22109136433224,0.17322109136433222,8,4,89,73
tv_22p5_lev_1p25,0.225,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.7963222694401175,0.21793380912060636,2.798616082320139,-0.11628134398634249,0.7963222694401175,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,1.0572135492180292,1.25,0.27380952380952384,0.5912698412698413,0.8288612735313782,1.25,68.84301931246546,0.06884301931246545,4,2,38,27
tv_22p5_lev_1p5,0.225,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.3105669353462095,0.22645782212695917,1.3075639709837417,-0.2673439710717288,41.610187052339576,2016-03-08,2016-12-05,751,740,2726,0.7797482837528604,1.200544622167953,1.5,0.16018306636155608,0.24456521739130435,0.8334895615191164,1.5,690.1067034916026,0.6901067034916026,30,11,308,267
tv_22p5_lev_1p5,0.225,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.33628980416067655,0.2296108920860021,1.3776129464297118,-0.2673439710717288,17.155430348711757,2016-03-08,2016-12-05,599,225,2275,0.9027777777777778,1.1922064748485892,1.5,0.10753968253968255,0.2706349206349206,0.9609939666158219,1.5,567.2739967965497,0.5672739967965497,20,7,261,222
tv_22p5_lev_1p5,0.225,1.5,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.5543081833594312,0.2335630013762044,2.0050432801631346,-0.16609032393940515,8.071637085366062,2022-03-22,2022-06-09,319,101,1141,0.9055555555555556,1.1160406799179154,1.492916337053542,0.0,0.3547619047619048,0.9016847203274676,1.492916337053542,297.89679103099934,0.29789679103099936,18,6,141,118
tv_22p5_lev_1p5,0.225,1.5,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.8847027089834578,0.24084725736653506,2.7528525995585307,-0.1584419932267016,5.694660599156885,2024-07-15,2024-09-10,196,53,695,0.9193121693121693,1.0660605236641525,1.4734788894403077,0.0,0.5145502645502645,0.8605193254735252,1.4734788894403077,178.3055469220763,0.17830554692207634,8,4,89,73
tv_22p5_lev_1p5,0.225,1.5,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.834158036257987,0.222645181618611,2.8377779325901393,-0.11628134398634227,0.834158036257987,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,1.071073151209105,1.4273583555443021,0.0,0.5912698412698413,0.8420747957428266,1.4273583555443021,69.3126622149419,0.06931266221494188,4,2,38,27
tv_22p5_lev_1p75,0.225,1.75,0.2,80,full,2011-12-09,2026-05-08,3496,0.3171079048113794,0.23499482970377944,1.2895612434923052,-0.2838609972060119,44.6571684301857,2016-03-08,2016-12-05,786,740,2726,0.7797482837528604,1.2531428005356964,1.75,0.10326086956521739,0.24456521739130435,0.8676497027773338,1.75,716.1413258115399,0.7161413258115399,30,11,308,267
tv_22p5_lev_1p75,0.225,1.75,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.34331663922119593,0.237527657359049,1.361604348098891,-0.2838609972060119,18.133038370162645,2016-03-08,2016-12-05,625,225,2275,0.9027777777777778,1.2418008364895745,1.75,0.12976190476190477,0.2706349206349206,1.0002135695259935,1.75,586.006219682012,0.5860062196820119,20,7,261,222
tv_22p5_lev_1p75,0.225,1.75,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.563842209804098,0.23756003410054508,2.0010139069756225,-0.16609032393940548,8.353295497314916,2022-03-22,2022-06-09,326,101,1141,0.9055555555555556,1.1351126707589632,1.75,0.04047619047619048,0.3547619047619048,0.9186378182588565,1.75,301.7683923017979,0.30176839230179797,18,6,141,118
tv_22p5_lev_1p75,0.225,1.75,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.894592931189959,0.24310576063697753,2.751057653458589,-0.15844199322670183,5.800607934144831,2024-07-15,2024-09-10,200,53,695,0.9193121693121693,1.0722839960390225,1.7297141755940852,0.0,0.5145502645502645,0.8664912569079579,1.7297141755940852,179.2663460165727,0.1792663460165727,8,4,89,73
tv_22p5_lev_1p75,0.225,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.8341580362579837,0.22264518161861113,2.8377779325901296,-0.1162813439863426,0.8341580362579837,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,1.071073151209105,1.4273583555443021,0.0,0.5912698412698413,0.8420747957428266,1.4273583555443021,69.3126622149419,0.06931266221494188,4,2,38,27
tv_22p5_lev_2,0.225,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.3214293157472705,0.23980468269215624,1.282005400097156,-0.29561175655677774,46.7798150346066,2016-03-08,2016-12-05,809,740,2726,0.7797482837528604,1.2826150191648114,2.0,0.055491990846681924,0.24456521739130435,0.883862646878775,2.0,729.8193550142016,0.7298193550142016,30,11,308,267
tv_22p5_lev_2,0.225,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3462433020434408,0.24096694979117234,1.3546107294536311,-0.29561175655677774,18.553997516298082,2016-03-08,2016-12-05,642,225,2275,0.9027777777777778,1.2622924974671152,2.0,0.007142857142857143,0.2706349206349206,1.0169001135773177,2.0,595.0547448781493,0.5950547448781494,20,7,261,222
tv_22p5_lev_2,0.225,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.5637241625412392,0.2382231812901713,1.9957951328075751,-0.16609032393940582,8.349765843727463,2022-03-22,2022-06-09,329,101,1141,0.9055555555555556,1.1394911153180938,1.9471787253204187,0.0,0.3547619047619048,0.9226133186446952,1.9471787253204187,303.09274042466166,0.3030927404246616,18,6,141,118
tv_22p5_lev_2,0.225,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.8945929311899599,0.24310576063697767,2.7510576534585938,-0.15844199322670227,5.800607934144842,2024-07-15,2024-09-10,200,53,695,0.9193121693121693,1.0722839960390225,1.7297141755940852,0.0,0.5145502645502645,0.8664912569079579,1.7297141755940852,179.2663460165727,0.1792663460165727,8,4,89,73
tv_22p5_lev_2,0.225,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.8341580362579848,0.22264518161861077,2.8377779325901353,-0.11628134398634271,0.8341580362579848,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,1.071073151209105,1.4273583555443021,0.0,0.5912698412698413,0.8420747957428266,1.4273583555443021,69.3126622149419,0.06931266221494188,4,2,38,27
tv_25_lev_1,0.25,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2718484049536096,0.18980367648500668,1.3620147235362352,-0.19286260851984605,27.108214793193298,2016-03-08,2016-06-22,674,740,2726,0.7797482837528604,0.986399734847556,1.0,0.8870137299771167,0.11298627002288329,0.6866766699920961,1.0,578.8832381331181,0.5788832381331181,30,11,308,267
tv_25_lev_1,0.25,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.299628320479602,0.19329961825756498,1.4526287369969972,-0.19286260851984605,12.746485104195234,2016-03-08,2016-06-22,544,225,2275,0.9027777777777778,0.9848267421882939,1.0,0.875,0.125,0.793437197948171,1.0,482.1063395538455,0.48210633955384546,20,7,261,222
tv_25_lev_1,0.25,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.4727540369465342,0.20477950499096462,1.9931196332813037,-0.15730321187026408,5.928689656385029,2022-03-22,2022-06-09,291,101,1141,0.9055555555555556,0.9926789735966101,1.0,0.9111111111111111,0.08888888888888889,0.7998229460049173,1.0,267.1774495719196,0.26717744957191963,18,6,141,118
tv_25_lev_1,0.25,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7507969810724946,0.21718535961176524,2.6885691490757133,-0.11874702715665364,4.3667005987986265,2025-10-22,2025-12-16,179,53,695,0.9193121693121693,0.9877982893276834,1.0,0.8518518518518519,0.14814814814814814,0.7953398306431162,1.0,166.67744957191962,0.16667744957191963,8,4,89,73
tv_25_lev_1,0.25,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.661443936884458,0.20338542375172122,2.5995263901481573,-0.11874702715665353,0.661443936884458,2025-10-22,2025-12-16,72,19,229,0.9087301587301587,1.0,1.0,1.0,0.0,0.7698412698412699,1.0,67.5,0.0675,4,2,38,27
tv_25_lev_1p25,0.25,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.31516858572730744,0.22131908823250293,1.3485943303792087,-0.23223356719508814,43.73332923736581,2016-03-08,2016-12-05,700,740,2726,0.7797482837528604,1.1593626931671983,1.25,0.37757437070938216,0.1410183066361556,0.8079418009044372,1.25,674.2908044817248,0.6742908044817247,30,11,308,267
tv_25_lev_1p25,0.25,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.34396103073636963,0.22544230691965678,1.424179742357068,-0.23223356719508814,18.225018293289086,2016-03-08,2016-12-05,564,225,2275,0.9027777777777778,1.1574310263802,1.25,0.38055555555555554,0.14642857142857144,0.9333374425413001,1.25,558.9826170835872,0.5589826170835872,20,7,261,222
tv_25_lev_1p25,0.25,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.5637943289543808,0.23739778879200135,2.0020855357723195,-0.17976127891179472,8.351863715033938,2022-03-22,2022-06-09,302,101,1141,0.9055555555555556,1.1442415679452498,1.25,0.09444444444444444,0.14047619047619048,0.9235669414932682,1.25,306.07187001145013,0.3060718700114501,18,6,141,118
tv_25_lev_1p25,0.25,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.8952666350566258,0.24530105732905697,2.730055643033718,-0.13602844852276785,5.807865258652447,2024-07-15,2024-09-10,189,53,695,0.9193121693121693,1.0990915873088907,1.25,0.07671957671957672,0.23412698412698413,0.8860558804760192,1.25,184.97088334236912,0.18497088334236914,8,4,89,73
tv_25_lev_1p25,0.25,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.8203749374932199,0.23311417323176764,2.688075321860577,-0.1285732841280124,0.8203749374932199,2025-10-22,2025-12-16,78,19,229,0.9087301587301587,1.136362990722474,1.2362674337495128,0.0,0.0,0.8850922262678698,1.2362674337495128,75.62434574935145,0.07562434574935145,4,2,38,27
tv_25_lev_1p5,0.25,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.3404402115285221,0.24202916576679495,1.3315673976643754,-0.2808535727448861,57.251332062561865,2016-03-08,2016-12-05,740,740,2726,0.7797482837528604,1.2743206269304739,1.5,0.1209954233409611,0.1410183066361556,0.8878025332171366,1.5,736.9244268842452,0.7369244268842452,30,11,308,267
tv_25_lev_1p5,0.25,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.37056402331090643,0.24628618399841892,1.403199299882653,-0.2808535727448861,22.38801027495534,2016-03-08,2016-12-05,590,225,2275,0.9027777777777778,1.271914691551579,1.5,0.06587301587301587,0.14642857142857144,1.025737644946755,1.5,608.1225400788403,0.6081225400788404,20,7,261,222
tv_25_lev_1p5,0.25,1.5,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.6238955769998937,0.25644170457362736,2.0186333076235057,-0.18099350517126966,10.292510281031126,2022-03-22,2022-06-09,319,101,1141,0.9055555555555556,1.2299363730842006,1.5,0.07698412698412699,0.14047619047619048,0.993144272699262,1.5,328.1542747478454,0.3281542747478455,18,6,141,118
tv_25_lev_1p5,0.25,1.5,0.2,80,last_3y,2023-03-22,2026-05-08,756,1.0080478997182052,0.2644629304582632,2.769216442934991,-0.162956426580385,7.096963930009629,2024-07-15,2024-09-10,197,53,695,0.9193121693121693,1.1755617525516828,1.5,0.11904761904761904,0.23412698412698413,0.9481558856002098,1.5,196.5338322295653,0.19653383222956528,8,4,89,73
tv_25_lev_1p5,0.25,1.5,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.9440619559571344,0.24719256112445928,2.8149638792403366,-0.1285732841280124,0.9440619559571344,2025-10-22,2025-12-16,81,19,229,0.9087301587301587,1.2009766972248879,1.4815309307098972,0.0,0.0,0.9421620077792697,1.4815309307098972,77.87021958368246,0.07787021958368245,4,2,38,27
tv_25_lev_1p75,0.25,1.75,0.2,80,full,2011-12-09,2026-05-08,3496,0.3483766204904646,0.2544670026039024,1.30178046912322,-0.2987422438774666,62.22269838672941,2016-03-08,2016-12-05,783,740,2726,0.7797482837528604,1.3510455132815675,1.75,0.09239130434782608,0.1410183066361556,0.9399034917540873,1.75,777.1356815167762,0.7771356815167763,30,11,308,267
tv_25_lev_1p75,0.25,1.75,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.38011238400323055,0.2581977994431954,1.3770504080716317,-0.2987422438774666,24.069434005944345,2016-03-08,2016-12-05,621,225,2275,0.9027777777777778,1.3455146067275043,1.75,0.10476190476190476,0.14642857142857144,1.0845676046448403,1.75,638.0270580672321,0.6380270580672321,20,7,261,222
tv_25_lev_1p75,0.25,1.75,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.636637490671931,0.26241170416263654,2.0083618698035837,-0.18099350517126966,10.742551592094113,2022-03-22,2022-06-09,328,101,1141,0.9055555555555556,1.2541767824710237,1.75,0.012698412698412698,0.14047619047619048,1.014101180645074,1.75,334.39573629945676,0.3343957362994568,18,6,141,118
tv_25_lev_1p75,0.25,1.75,0.2,80,last_3y,2023-03-22,2026-05-08,756,1.0290687817372537,0.2699152880007129,2.757259279483524,-0.17475165798503234,7.353919908225414,2024-07-15,2024-09-10,204,53,695,0.9193121693121693,1.192961114135095,1.75,0.021164021164021163,0.23412698412698413,0.9634768015416425,1.75,199.48678801526836,0.19948678801526837,8,4,89,73
tv_25_lev_1p75,0.25,1.75,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.9480716239125022,0.2476384984909493,2.818635146775852,-0.1285732841280124,0.9480716239125022,2025-10-22,2025-12-16,83,19,229,0.9087301587301587,1.196331317604635,1.585953728382558,0.0,0.0,0.938834205481199,1.585953728382558,77.65090869631041,0.07765090869631042,4,2,38,27
tv_25_lev_2,0.25,2.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.3542683672593301,0.2626651082447074,1.2857167805927623,-0.3173900918664302,66.16482246212165,2016-03-08,2016-12-05,818,740,2726,0.7797482837528604,1.4029492048530317,2.0,0.1410183066361556,0.1410183066361556,0.971225254552893,2.0,801.6235763043591,0.8016235763043591,30,11,308,267
tv_25_lev_2,0.25,2.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3844131593106672,0.2651784560696463,1.3594609950883123,-0.3173900918664302,24.861707029610816,2016-03-08,2016-12-05,648,225,2275,0.9027777777777778,1.3893920274106737,2.0,0.12142857142857143,0.14642857142857144,1.1189797717700432,2.0,654.9493292023398,0.6549493292023398,20,7,261,222
tv_25_lev_2,0.25,2.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.6414062663586473,0.26481985983169476,2.003494017570206,-0.18099350517126922,10.914626577088242,2022-03-22,2022-06-09,334,101,1141,0.9055555555555556,1.2674849281443747,2.0,0.034126984126984124,0.14047619047619048,1.0258234831280002,2.0,337.2470794929208,0.3372470794929209,18,6,141,118
tv_25_lev_2,0.25,2.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,1.0299926237314763,0.27047562418030047,2.753797261597323,-0.17475165798503245,7.365335809736475,2024-07-15,2024-09-10,206,53,695,0.9193121693121693,1.1948236794824223,1.9219046395489834,0.0,0.23412698412698413,0.9652256733442948,1.9219046395489834,199.89380401899052,0.19989380401899054,8,4,89,73
tv_25_lev_2,0.25,2.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.9480716239125027,0.2476384984909491,2.818635146775853,-0.1285732841280124,0.9480716239125027,2025-10-22,2025-12-16,83,19,229,0.9087301587301587,1.196331317604635,1.585953728382558,0.0,0.0,0.938834205481199,1.585953728382558,77.65090869631041,0.07765090869631042,4,2,38,27
tv_27p5_lev_1,0.275,1.0,0.2,80,full,2011-12-09,2026-05-08,3496,0.2665260647889798,0.18748651245197293,1.354201959673089,-0.19286260851984727,25.519631219948888,2016-03-08,2016-06-22,664,740,2726,0.7797482837528604,0.9750381125295403,1.0,0.5820938215102975,0.4179061784897025,0.6770770481524588,1.0,568.538628352338,0.568538628352338,30,11,308,267
tv_27p5_lev_1,0.275,1.0,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.2901130709268225,0.18929993698319483,1.4405229124658099,-0.19286260851984727,11.772554179955744,2016-03-08,2016-06-22,537,225,2275,0.9027777777777778,0.9653703338901877,1.0,0.42023809523809524,0.5797619047619048,0.7778021271194429,1.0,471.53862835233804,0.47153862835233795,20,7,261,222
tv_27p5_lev_1,0.275,1.0,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.45025193862244994,0.19493849318624382,2.004722186286051,-0.1492936255991376,5.415304479167893,2022-03-22,2022-06-09,287,101,1141,0.9055555555555556,0.9453158341641272,0.9453158341641271,0.0,1.0,0.762254672627582,0.9453158341641271,253.34464355598612,0.25334464355598607,18,6,141,118
tv_27p5_lev_1,0.275,1.0,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.7134263077769016,0.207410176709033,2.7012602907564816,-0.11252869086427308,4.030327864005703,2025-10-22,2025-12-16,175,53,695,0.9193121693121693,0.9453158341641272,0.9453158341641271,0.0,1.0,0.7621296308505762,0.9453158341641271,158.34040222249132,0.1583404022224913,8,4,89,73
tv_27p5_lev_1,0.275,1.0,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.6176852807102988,0.19226698100062548,2.5994581661679543,-0.1125286908642733,0.6176852807102988,2025-10-22,2025-12-16,72,19,229,0.9087301587301587,0.9453158341641271,0.9453158341641271,0.0,1.0,0.727743142173971,0.9453158341641271,63.808818806078584,0.06380881880607858,4,2,38,27
tv_27p5_lev_1p25,0.275,1.25,0.2,80,full,2011-12-09,2026-05-08,3496,0.32873507347276476,0.22897822800034145,1.3558143661320432,-0.23252478625674844,50.57780627320388,2016-03-08,2016-12-05,690,740,2726,0.7797482837528604,1.1908689787086628,1.25,0.43049199084668194,0.060354691075514874,0.8305226318493965,1.25,698.1771657863143,0.6981771657863143,30,11,308,267
tv_27p5_lev_1p25,0.275,1.25,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.3627844502895534,0.2334058060583858,1.4428941448585162,-0.23252478625674833,21.093864956442875,2016-03-08,2016-12-05,556,225,2275,0.9027777777777778,1.1917676883924275,1.25,0.3503968253968254,0.05952380952380952,0.9600526042653041,1.25,581.1136206657975,0.5811136206657976,20,7,261,222
tv_27p5_lev_1p25,0.275,1.25,0.2,80,last_5y,2021-02-24,2026-05-08,1260,0.5889026018539256,0.24911950862711638,1.983168161899927,-0.19309185199804801,9.127129907953963,2022-03-22,2022-06-09,299,101,1141,0.9055555555555556,1.2046545777238848,1.25,0.6626984126984127,0.004761904761904762,0.969741889177215,1.25,324.16355576508175,0.32416355576508177,18,6,141,118
tv_27p5_lev_1p25,0.275,1.25,0.2,80,last_3y,2023-03-22,2026-05-08,756,0.951789076794991,0.26073260379514973,2.6961339149046,-0.14348947922941124,6.435302623920634,2024-07-15,2024-09-10,187,53,695,0.9193121693121693,1.1744242962064748,1.25,0.43783068783068785,0.007936507936507936,0.9441134660890095,1.25,198.53855576508175,0.19853855576508175,8,4,89,73
tv_27p5_lev_1p25,0.275,1.25,0.2,80,last_1y,2025-04-22,2026-05-08,252,0.8510517830895215,0.24598126680927246,2.628010531868176,-0.139666508434118,0.8510517830895215,2025-10-22,2025-12-16,75,19,229,0.9087301587301587,1.2032502898055935,1.25,0.44047619047619047,0.0,0.9297145202784978,1.25,80.7896910021002,0.0807896910021002,4,2,38,27
tv_27p5_lev_1p5,0.275,1.5,0.2,80,full,2011-12-09,2026-05-08,3496,0.3598249810557499,0.25652669291116187,1.3263733173337202,-0.2842928445460736,70.09056883035007,2016-03-08,2016-12-05,728,740,2726,0.7797482837528604,1.343611000951931,1.5,0.41018306636155605,0.06721967963386728,0.9380023862943615,1.5,782.1364856450652,0.7821364856450652,30,11,308,267
tv_27p5_lev_1p5,0.275,1.5,0.2,80,last_10y,2015-12-18,2026-05-08,2520,0.39173125108124296,0.26105835361249713,1.396823090266069,-0.2842928445460736,26.2617539358245,2016-03-08,2016-12-05,587,225,2275,0.9027777777777778,1.3455334532267607,1.5,0.42857142857142855,0.06904761904761905,1.0846217737348351,1.5,647.6013350989259,0.6476013350989259,20,7,261,222
