date,strategy_return,buy_hold_return,strategy_nav,buy_hold_nav,strategy_scale,strategy_vs_cost,annual_rebalance_cost
2009-08-10,-0.0052661000,-0.0037690745,1.1305986296,1.0821877033,1.3930483132,0.0000000000,0.0000000000
2009-08-11,-0.0104199879,-0.0074687939,1.1188178055,1.0741050664,1.3930483132,0.0000000000,0.0000000000
2009-08-12,0.0120887561,0.0088120865,1.1323429212,1.0835701732,1.3930483132,0.0000000000,0.0000000000
2009-08-13,0.0101628985,0.0078469395,1.1438508074,1.0920728828,1.2885686697,0.0000626878,0.0000000000
2009-08-14,-0.0129383171,-0.0089102717,1.1290513029,1.0823422168,1.4207160268,0.0000792884,0.0000000000
2009-08-17,-0.0274471719,-0.0209262346,1.0980620376,1.0596928696,1.3145221248,0.0000637163,0.0000000000
2009-08-18,0.0093796269,0.0092302457,1.1083614498,1.0694740951,1.0361416044,0.0001670283,0.0000000000
2009-08-19,0.0059739493,0.0057517603,1.1149827450,1.0756254538,1.0361416044,0.0000000000,0.0000000000
2009-08-20,0.0071013206,0.0068625981,1.1229005949,1.0830070390,1.0361416044,0.0000000000,0.0000000000
2009-08-21,0.0139332684,0.0134410544,1.1385462703,1.0975637956,1.0361416044,0.0000000000,0.0000000000
2009-08-24,-0.0014397522,-0.0013881481,1.1369070458,1.0960402145,1.0361416044,0.0000000000,0.0000000000
2009-08-25,0.0019774774,0.0019098853,1.1391552538,1.0981335255,1.0361416044,0.0000000000,0.0000000000
2009-08-26,-0.0010377759,-0.0009925989,1.1379730660,1.0970435194,1.0361416044,0.0000000000,0.0000000000
2009-08-27,0.0027356744,0.0026416357,1.1410861899,1.0999415087,1.0361416044,0.0000000000,0.0000000000
2009-08-28,0.0010316920,0.0010046967,1.1422634393,1.1010466163,1.0361416044,0.0000000000,0.0000000000
2009-08-31,-0.0081943026,-0.0079070934,1.1329033870,1.0923405379,1.0361416044,0.0000000000,0.0000000000
2009-09-01,-0.0145585122,-0.0140705987,1.1164099993,1.0769706526,1.0361416044,0.0000000000,0.0000000000
2009-09-02,0.0040130274,0.0039048694,1.1208901832,1.0811760823,1.0361416044,0.0000000000,0.0000000000
2009-09-03,0.0074417309,0.0071835404,1.1292315463,1.0889427544,1.0361416044,0.0000000000,0.0000000000
2009-09-04,0.0108162469,0.0104403501,1.1414455935,1.1003116980,1.0361416044,0.0000000000,0.0000000000
2009-09-08,0.0088222283,0.0085158848,1.1515156872,1.1096818256,1.0361416044,0.0000000000,0.0000000000
2009-09-09,0.0073424827,0.0055725820,1.1599706711,1.1158656186,1.3129402149,0.0001660792,0.0000000000
2009-09-10,0.0112282022,0.0086132030,1.1729950563,1.1254767957,1.3129402149,0.0000000000,0.0000000000
2009-09-11,0.0013140303,0.0009585076,1.1745364073,1.1265555737,1.3129402149,0.0000000000,0.0000000000
2009-09-14,0.0012335291,0.0009489749,1.1759852322,1.1276246467,1.3129402149,0.0000000000,0.0000000000
2009-09-15,0.0070044572,0.0048497331,1.1842223705,1.1330933253,1.4672057778,0.0000925593,0.0000000000
2009-09-16,0.0186332516,0.0127124578,1.2062882839,1.1474977264,1.4672057778,0.0000000000,0.0000000000
2009-09-17,-0.0014292436,-0.0009368782,1.2045642041,1.1464226609,1.3570600891,0.0000660874,0.0000000000
2009-09-18,-0.0014099625,-0.0010857027,1.2028658137,1.1451779867,1.3570600891,0.0000000000,0.0000000000
2009-09-21,-0.0045254928,-0.0031522736,1.1974222532,1.1415680724,1.3570600891,0.0000000000,0.0000000000
2009-09-22,0.0102810497,0.0074144634,1.2097330109,1.1500321871,1.3570600891,0.0000000000,0.0000000000
2009-09-23,-0.0104949828,-0.0076084767,1.1970368838,1.1412821940,1.3570600891,0.0000000000,0.0000000000
2009-09-24,-0.0149702082,-0.0100549825,1.1791169923,1.1298066215,1.5000000000,0.0000857639,0.0000000000
2009-09-25,-0.0071206325,-0.0045885504,1.1707209336,1.1246224469,1.5000000000,0.0000000000,0.0000000000
2009-09-28,0.0159749638,0.0116393941,1.1894231581,1.1377123708,1.3868845922,0.0000678692,0.0000000000
2009-09-29,-0.0023829546,-0.0017071370,1.1865888167,1.1357701400,1.3868845922,0.0000000000,0.0000000000
2009-09-30,0.0037522732,0.0027166109,1.1910412221,1.1388555854,1.3868845922,0.0000000000,0.0000000000
2009-10-01,-0.0268776670,-0.0195390599,1.1590288127,1.1166034180,1.3868845922,0.0000000000,0.0000000000
2009-10-02,-0.0032650818,-0.0027247646,1.1552444888,1.1135609365,1.1423857749,0.0001466993,0.0000000000
2009-10-05,0.0134147698,0.0118021089,1.1707418278,1.1267033040,1.1423857749,0.0000000000,0.0000000000
2009-10-06,0.0148227769,0.0129258551,1.1880954727,1.1412669076,1.1423857749,0.0000000000,0.0000000000
2009-10-07,0.0029685584,0.0030487579,1.1916224035,1.1447463541,1.0016490893,0.0000844420,0.0000000000
2009-10-08,0.0083709165,0.0083564819,1.2015973750,1.1543124063,1.0016490893,0.0000000000,0.0000000000
2009-10-09,0.0010191456,0.0010178916,1.2028219777,1.1554873712,1.0016490893,0.0000000000,0.0000000000
2009-10-12,0.0047627759,0.0047549999,1.2085507493,1.1609817136,1.0016490893,0.0000000000,0.0000000000
2009-10-13,0.0010520366,0.0010503699,1.2098221889,1.1622011738,1.0016490893,0.0000000000,0.0000000000
2009-10-14,0.0119411678,0.0119212150,1.2242688787,1.1760560239,1.0016490893,0.0000000000,0.0000000000
2009-10-15,-0.0011987659,-0.0011967269,1.2228012669,1.1746486060,1.0016490893,0.0000000000,0.0000000000
2009-10-16,-0.0058150403,-0.0051066148,1.2156906283,1.1686501280,1.1147414394,0.0000678554,0.0000000000
2009-10-19,0.0108864116,0.0097474533,1.2289251368,1.1800414905,1.1147414394,0.0000000000,0.0000000000
2009-10-20,-0.0049638051,-0.0044712048,1.2228249920,1.1747652834,1.1147414394,0.0000000000,0.0000000000
2009-10-21,-0.0019762026,-0.0017687055,1.2204084420,1.1726874695,1.1147414394,0.0000000000,0.0000000000
2009-10-22,0.0063866018,0.0057333072,1.2282027049,1.1794108470,1.1147414394,0.0000000000,0.0000000000
2009-10-23,-0.0113037552,-0.0073685059,1.2143194021,1.1707203512,1.5000000000,0.0002311551,0.0000000000
2009-10-26,-0.0144105522,-0.0095938073,1.1968203890,1.1594886858,1.5000000000,0.0000000000,0.0000000000
2009-10-27,-0.0087133161,-0.0063594448,1.1863921146,1.1521149815,1.3541690400,0.0000874986,0.0000000000
2009-10-28,-0.0246537580,-0.0181954416,1.1571430905,1.1311517406,1.3541690400,0.0000000000,0.0000000000
2009-10-29,0.0233942560,0.0202513799,1.1842135922,1.1540591242,1.1629306830,0.0001147430,0.0000000000
2009-10-30,-0.0210841278,-0.0211798511,1.1592454815,1.1296163239,0.9907936802,0.0001032822,0.0000000000
2009-11-02,0.0056858048,0.0066972975,1.1658367250,1.1371817004,0.8602119568,0.0000783490,0.0000000000
2009-11-03,0.0052995812,0.0061607853,1.1720151714,1.1441876327,0.8602119568,0.0000000000,0.0000000000
2009-11-04,0.0025820384,0.0030370170,1.1750413596,1.1476625500,0.8602119568,0.0000000000,0.0000000000
2009-11-05,0.0112573012,0.0130866597,1.1882691541,1.1626816192,0.8602119568,0.0000000000,0.0000000000
2009-11-06,0.0016470655,0.0018793264,1.1902263113,1.1648666775,0.8602119568,0.0000000000,0.0000000000
2009-11-09,0.0158069123,0.0183756017,1.2090401142,1.1862718036,0.8602119568,0.0000000000,0.0000000000
2009-11-10,0.0002019700,0.0003411014,1.2092843041,1.1866764426,0.8602119568,0.0000000000,0.0000000000
2009-11-11,0.0051865201,0.0060293513,1.2155562814,1.1938313317,0.8602119568,0.0000000000,0.0000000000
2009-11-12,-0.0077926886,-0.0090590331,1.2060838298,1.1830163742,0.8602119568,0.0000000000,0.0000000000
2009-11-13,0.0065871355,0.0076575726,1.2140284674,1.1920754080,0.8602119568,0.0000000000,0.0000000000
2009-11-16,0.0113885767,0.0132392681,1.2278545238,1.2078576139,0.8602119568,0.0000000000,0.0000000000
2009-11-17,0.0011491531,0.0013358953,1.2292655166,1.2094711852,0.8602119568,0.0000000000,0.0000000000
2009-11-18,0.0004228850,0.0004916056,1.2297853546,1.2100657680,0.8602119568,0.0000000000,0.0000000000
2009-11-19,-0.0105820983,-0.0123017336,1.2167716451,1.1951798613,0.8602119568,0.0000000000,0.0000000000
2009-11-20,-0.0021443682,-0.0024928370,1.2141624386,1.1922004727,0.8602119568,0.0000000000,0.0000000000
2009-11-23,0.0140689320,0.0122241864,1.2312444074,1.2067741535,1.1664826074,0.0001837624,0.0000000000
2009-11-24,-0.0014549182,-0.0012416060,1.2294530475,1.2052758155,1.1664826074,0.0000000000,0.0000000000
2009-11-25,0.0096297911,0.0082610727,1.2412924235,1.2152326866,1.1664826074,0.0000000000,0.0000000000
2009-11-27,-0.0177688046,-0.0151960150,1.2192361410,1.1967659925,1.1664826074,0.0000000000,0.0000000000
2009-11-30,0.0033929704,0.0034850176,1.2233729731,1.2009367430,1.0019386067,0.0000987264,0.0000000000
2009-12-01,0.0120634236,0.0120401594,1.2381310395,1.2153962129,1.0019386067,0.0000000000,0.0000000000
2009-12-02,0.0025972970,0.0025919265,1.2413468335,1.2185464305,1.0019386067,0.0000000000,0.0000000000
2009-12-03,-0.0047466469,-0.0047373860,1.2354545985,1.2127737057,1.0019386067,0.0000000000,0.0000000000
2009-12-04,-0.0048081171,-0.0047978923,1.2295143881,1.2069549481,1.0019386067,0.0000000000,0.0000000000
2009-12-07,-0.0042339381,-0.0038153463,1.2243087003,1.2023499970,1.1044558925,0.0000615104,0.0000000000
2009-12-08,-0.0110561389,-0.0100067318,1.2107725732,1.1903184031,1.1044558925,0.0000000000,0.0000000000
2009-12-09,0.0029818376,0.0027448825,1.2143829004,1.1935856872,1.1044558925,0.0000000000,0.0000000000
2009-12-10,0.0033549300,0.0030000981,1.2184570700,1.1971665614,1.1044558925,0.0000000000,0.0000000000
2009-12-11,-0.0021427574,-0.0019363492,1.2158462121,1.1948484288,1.1044558925,0.0000000000,0.0000000000
2009-12-14,0.0088177726,0.0070910068,1.2265672675,1.2033211072,1.2495181162,0.0000870373,0.0000000000
2009-12-15,-0.0057431471,-0.0045883654,1.2195229112,1.1977998303,1.2495181162,0.0000000000,0.0000000000
2009-12-16,0.0061092103,0.0049406996,1.2269732332,1.2037177995,1.2495181162,0.0000000000,0.0000000000
2009-12-17,-0.0203248259,-0.0162582072,1.2020352159,1.1841475061,1.2495181162,0.0000000000,0.0000000000
2009-12-18,0.0108681658,0.0087058100,1.2150991339,1.1944564693,1.2495181162,0.0000000000,0.0000000000
2009-12-21,0.0027192075,0.0021841292,1.2184032406,1.1970653166,1.2495181162,0.0000000000,0.0000000000
2009-12-22,0.0029199607,0.0023447937,1.2219609302,1.1998721878,1.2495181162,0.0000000000,0.0000000000
2009-12-23,0.0067386318,0.0048390636,1.2301952750,1.2056784456,1.4166941252,0.0001003056,0.0000000000
2009-12-24,0.0101400113,0.0072333401,1.2426694690,1.2143995279,1.4166941252,0.0000000000,0.0000000000
2009-12-28,0.0037356305,0.0025843985,1.2473116230,1.2175380201,1.4166941252,0.0000000000,0.0000000000
2009-12-29,-0.0041538467,-0.0028945492,1.2421304817,1.2140137964,1.4166941252,0.0000000000,0.0000000000
2009-12-30,-0.0004706588,-0.0002564659,1.2415458621,1.2137024433,1.4166941252,0.0000000000,0.0000000000
2009-12-31,-0.0075358391,-0.0052435996,1.2321897722,1.2073382736,1.4166941252,0.0000000000,0.0000949243
2010-01-04,0.0239102058,0.0167610521,1.2616516833,1.2275745333,1.4166941252,0.0000000000,0.0000000000
2010-01-05,0.0021926067,0.0018076613,1.2644179892,1.2297935723,1.2454927608,0.0001027208,0.0000000000
2010-01-06,0.0042342370,0.0034074697,1.2697718347,1.2339840566,1.2454927608,0.0000000000,0.0000000000
2010-01-07,-0.0020430383,-0.0016325237,1.2671776422,1.2319695483,1.2454927608,0.0000000000,0.0000000000
2010-01-08,0.0057780579,0.0046469959,1.2744994681,1.2376945057,1.2454927608,0.0000000000,0.0000000000
2010-01-11,0.0024152999,0.0019470540,1.2775777664,1.2401043638,1.2454927608,0.0000000000,0.0000000000
2010-01-12,-0.0158720372,-0.0104663277,1.2573000046,1.2271250251,1.5000000000,0.0001527043,0.0000000000
2010-01-13,0.0101109773,0.0068993712,1.2700125364,1.2355914161,1.5000000000,0.0000000000,0.0000000000
2010-01-14,0.0033310561,0.0021613205,1.2742430193,1.2382619251,1.5000000000,0.0000000000,0.0000000000
2010-01-15,-0.0136649800,-0.0090967591,1.2568305140,1.2269977546,1.5000000000,0.0000000000,0.0000000000
2010-01-19,0.0132129628,0.0095262728,1.2734369688,1.2386864699,1.3952465575,0.0000628521,0.0000000000
2010-01-20,-0.0190657566,-0.0136535526,1.2491579295,1.2217739991,1.3952465575,0.0000000000,0.0000000000
2010-01-21,-0.0163318363,-0.0135982191,1.2287568867,1.2051600486,1.1914778435,0.0001222612,0.0000000000
2010-01-22,-0.0173608025,-0.0158892739,1.2074246810,1.1860109305,1.0885019104,0.0000617856,0.0000000000
2010-01-25,0.0043960297,0.0040595469,1.2127325558,1.1908255974,1.0885019104,0.0000000000,0.0000000000
2010-01-26,-0.0020098398,-0.0019771982,1.2102951576,1.1884710992,0.9851440657,0.0000620147,0.0000000000
2010-01-27,-0.0007192646,-0.0005127613,1.2094246352,1.1878616972,1.1442077547,0.0000954382,0.0000000000
2010-01-28,-0.0128642192,-0.0112653390,1.1938663316,1.1744800325,1.1442077547,0.0000000000,0.0000000000
2010-01-29,-0.0102507431,-0.0089263704,1.1816283145,1.1639961887,1.1442077547,0.0000000000,0.0000000000
2010-02-01,0.0164578899,0.0143612214,1.2010754232,1.1807125957,1.1442077547,0.0000000000,0.0000000000
2010-02-02,0.0099392595,0.0100373626,1.2130132235,1.1925638361,0.9989333769,0.0000871646,0.0000000000
2010-02-03,-0.0032737988,-0.0032777597,1.2090420622,1.1886548985,0.9989333769,0.0000000000,0.0000000000
2010-02-04,-0.0275808594,-0.0276103092,1.1756956431,1.1558357693,0.9989333769,0.0000000000,0.0000000000
2010-02-05,0.0001224726,0.0002714400,1.1758396337,1.1561495093,0.8283217359,0.0001023670,0.0000000000
2010-02-08,-0.0041216062,-0.0049758518,1.1709932857,1.1503966807,0.8283217359,0.0000000000,0.0000000000
2010-02-09,0.0098393981,0.0118787154,1.1825151549,1.1640619154,0.8283217359,0.0000000000,0.0000000000
2010-02-10,-0.0021379422,-0.0025810529,1.1799870059,1.1610574101,0.8283217359,0.0000000000,0.0000000000
2010-02-11,0.0094490144,0.0114074206,1.1911367201,1.1743020803,0.8283217359,0.0000000000,0.0000000000
2010-02-12,-0.0011554765,-0.0013949610,1.1897603896,1.1726639747,0.8283217359,0.0000000000,0.0000000000
2010-02-16,0.0132901890,0.0160447184,1.2055725300,1.1914790379,0.8283217359,0.0000000000,0.0000000000
2010-02-17,0.0012495174,0.0016440150,1.2070789139,1.1934378473,0.8283217359,0.0000000000,0.0000000000
2010-02-18,0.0043909779,0.0052105893,1.2123791707,1.1996563618,0.8283217359,0.0000000000,0.0000000000
2010-02-19,-0.0004703584,-0.0004774203,1.2118089180,1.1990836215,0.8283217359,0.0000000000,0.0000000000
2010-02-22,-0.0010289666,-0.0013326949,1.2105620071,1.1974856089,0.8283217359,0.0000000000,0.0000000000
2010-02-23,-0.0092067355,-0.0110245020,1.1994166829,1.1842839264,0.8283217359,0.0000000000,0.0000000000
2010-02-24,0.0047059010,0.0055907834,1.2050610191,1.1909050014,0.8283217359,0.0000000000,0.0000000000
2010-02-25,0.0000803509,0.0000970044,1.2051578468,1.1910205244,0.8283217359,0.0000000000,0.0000000000
2010-02-26,0.0038595126,0.0046594366,1.2098091687,1.1965700091,0.8283217359,0.0000000000,0.0000000000
2010-03-01,0.0089383106,0.0067541071,1.2206228188,1.2046517711,1.3491545507,0.0003124997,0.0000000000
2010-03-02,0.0079201265,0.0059372656,1.2302903059,1.2118041086,1.3491545507,0.0000000000,0.0000000000
2010-03-03,0.0034124858,0.0024830741,1.2344886542,1.2148131081,1.3491545507,0.0000000000,0.0000000000
2010-03-04,0.0004744585,0.0003874874,1.2350743678,1.2152838329,1.4858209543,0.0000819998,0.0000000000
2010-03-05,0.0150237946,0.0101244185,1.2536298714,1.2275878750,1.4858209543,0.0000000000,0.0000000000
2010-03-08,-0.0009375341,-0.0006180122,1.2524545506,1.2268292107,1.4858209543,0.0000000000,0.0000000000
2010-03-09,0.0013680182,0.0009336904,1.2541679311,1.2279746893,1.4858209543,0.0000000000,0.0000000000
2010-03-10,0.0026384102,0.0018601596,1.2574769406,1.2302589182,1.4858209543,0.0000000000,0.0000000000
2010-03-11,0.0032786190,0.0021481360,1.2615997284,1.2329016817,1.4858209543,0.0000000000,0.0000000000
2010-03-12,-0.0011607355,-0.0007682332,1.2601353448,1.2319545258,1.4858209543,0.0000000000,0.0000000000
2010-03-15,-0.0017228757,-0.0011465696,1.2579642882,1.2305420042,1.4858209543,0.0000000000,0.0000000000
2010-03-16,0.0137850377,0.0092906997,1.2753053733,1.2419746004,1.4858209543,0.0000000000,0.0000000000
2010-03-17,0.0031731236,0.0021485780,1.2793520749,1.2446430798,1.4858209543,0.0000000000,0.0000000000
2010-03-18,0.0009185112,0.0006311594,1.2805271742,1.2454286479,1.4858209543,0.0000000000,0.0000000000
2010-03-19,-0.0113076675,-0.0075974086,1.2660473987,1.2359666176,1.4858209543,0.0000000000,0.0000000000
2010-03-22,0.0043543991,0.0030150692,1.2715602744,1.2396931425,1.4858209543,0.0000000000,0.0000000000
2010-03-23,0.0081372541,0.0054895798,1.2819072835,1.2464985370,1.4858209543,0.0000000000,0.0000000000
2010-03-24,-0.0117768244,-0.0079846080,1.2668104865,1.2365457348,1.4858209543,0.0000000000,0.0000000000
2010-03-25,-0.0021961557,-0.0013223852,1.2640283735,1.2349105450,1.4858209543,0.0000000000,0.0000000000
2010-03-26,0.0057023496,0.0038508195,1.2712363052,1.2396659626,1.4858209543,0.0000000000,0.0000000000
2010-03-29,0.0083375462,0.0054817291,1.2818352967,1.2464614756,1.4858209543,0.0000000000,0.0000000000
2010-03-30,0.0006240436,0.0004329743,1.2826352179,1.2470011613,1.4858209543,0.0000000000,0.0000000000
2010-03-31,-0.0009821027,-0.0005052928,1.2813755384,1.2463710606,1.4858209543,0.0000000000,0.0000000000
2010-04-01,0.0101352724,0.0068343033,1.2943626286,1.2548891385,1.4858209543,0.0000000000,0.0000000000
2010-04-05,0.0092071686,0.0060670098,1.3062800436,1.2625025632,1.4858209543,0.0000000000,0.0000000000
2010-04-06,0.0022385594,0.0015195895,1.3092042290,1.2644210489,1.4858209543,0.0000000000,0.0000000000
2010-04-07,-0.0013205774,-0.0008758113,1.3074753235,1.2633136546,1.4858209543,0.0000000000,0.0000000000
2010-04-08,0.0022835995,0.0015499028,1.3104610734,1.2652716680,1.4858209543,0.0000000000,0.0000000000
2010-04-09,0.0094780995,0.0063920071,1.3228817539,1.2733592935,1.4858209543,0.0000000000,0.0000000000
2010-04-12,0.0005237169,0.0003654515,1.3235745694,1.2738246446,1.4858209543,0.0000000000,0.0000000000
2010-04-13,0.0015456405,0.0010532353,1.3256203399,1.2751662817,1.4858209543,0.0000000000,0.0000000000
2010-04-14,0.0124985821,0.0084248783,1.3421887145,1.2859094024,1.4858209543,0.0000000000,0.0000000000
2010-04-15,0.0032686813,0.0022128911,1.3465759017,1.2887549799,1.4858209543,0.0000000000,0.0000000000
2010-04-16,-0.0210140929,-0.0141301105,1.3182788307,1.2705447296,1.4858209543,0.0000000000,0.0000000000
2010-04-19,-0.0009974883,-0.0005869041,1.3169638629,1.2697990417,1.4858209543,0.0000000000,0.0000000000
2010-04-20,0.0085171448,0.0056738138,1.3281806349,1.2770036450,1.4858209543,0.0000000000,0.0000000000
2010-04-21,0.0026160558,0.0017736555,1.3316552296,1.2792686095,1.4858209543,0.0000000000,0.0000000000
2010-04-22,0.0005434663,0.0003787434,1.3323789393,1.2797531240,1.4858209543,0.0000000000,0.0000000000
2010-04-23,0.0089537812,0.0060391259,1.3443087688,1.2874817142,1.4858209543,0.0000000000,0.0000000000
2010-04-26,-0.0038730915,-0.0025222673,1.3391021379,1.2842343412,1.4858209543,0.0000000000,0.0000000000
2010-04-27,-0.0205546891,-0.0138923620,1.3115773098,1.2663932928,1.4858209543,0.0000000000,0.0000000000
2010-04-28,0.0021983803,0.0015640069,1.3144606556,1.2683739406,1.4858209543,0.0000000000,0.0000000000
2010-04-29,0.0152672771,0.0102882892,1.3345288906,1.2814233386,1.4858209543,0.0000000000,0.0000000000
2010-04-30,-0.0110079037,-0.0081420911,1.3198385251,1.2709898730,1.3496162433,0.0000817228,0.0000000000
2010-05-03,0.0109315560,0.0081666456,1.3342664138,1.2813695969,1.3496162433,0.0000000000,0.0000000000
2010-05-04,-0.0274463030,-0.0203826982,1.2976457336,1.2552518271,1.3496162433,0.0000000000,0.0000000000
2010-05-05,-0.0062868235,-0.0059345608,1.2894876639,1.2478024587,1.0254779651,0.0001944830,0.0000000000
2010-05-06,-0.0183998602,-0.0179363171,1.2657612711,1.2254214781,1.0254779651,0.0000000000,0.0000000000
2010-05-07,-0.0114067486,-0.0111223624,1.2513230505,1.2117918963,1.0254779651,0.0000000000,0.0000000000
2010-05-10,0.0320771566,0.0312811867,1.2914619360,1.2496981848,1.0254779651,0.0000000000,0.0000000000
2010-05-11,0.0009899700,0.0016116040,1.2927404446,1.2517122035,0.7258337111,0.0001797866,0.0000000000
2010-05-12,0.0077601270,0.0106913290,1.3027722746,1.2650946705,0.7258337111,0.0000000000,0.0000000000
2010-05-13,-0.0070511306,-0.0096322448,1.2935862572,1.2529089688,0.7258337111,0.0000000000,0.0000000000
2010-05-14,-0.0097739602,-0.0135481386,1.2809427967,1.2359343845,0.7258337111,0.0000000000,0.0000000000
2010-05-17,-0.0012638402,-0.0017412255,1.2793238897,1.2337823440,0.7258337111,0.0000000000,0.0000000000
2010-05-18,-0.0062175394,-0.0084837845,1.2713696430,1.2233152004,0.7258337111,0.0000000000,0.0000000000
2010-05-19,-0.0062411624,-0.0086809112,1.2634348186,1.2126957098,0.7258337111,0.0000000000,0.0000000000
2010-05-20,-0.0185500201,-0.0255568456,1.2399980773,1.1817030328,0.7258337111,0.0000000000,0.0000000000
2010-05-21,0.0071875429,0.0099024650,1.2489106167,1.1934048057,0.7258337111,0.0000000000,0.0000000000
2010-05-24,-0.0030967118,-0.0042664204,1.2450431005,1.1883132391,0.7258337111,0.0000000000,0.0000000000
2010-05-25,-0.0002383840,-0.0003284279,1.2447463021,1.1879229639,0.7258337111,0.0000000000,0.0000000000
2010-05-26,-0.0019835873,-0.0028150822,1.2422772391,1.1845788630,0.7258337111,0.0000000000,0.0000000000
2010-05-27,0.0181369268,0.0251522040,1.2648083305,1.2143736323,0.7258337111,0.0000000000,0.0000000000
2010-05-28,-0.0053883572,-0.0075059792,1.2579930914,1.2052585691,0.7258337111,0.0000000000,0.0000000000
2010-06-01,-0.0050238937,-0.0069215491,1.2516730679,1.1969163127,0.7258337111,0.0000000000,0.0000000000
2010-06-02,0.0116697074,0.0159954174,1.2662797264,1.2160614887,0.7258337111,0.0000000000,0.0000000000
2010-06-03,0.0002004071,0.0004405939,1.2665334979,1.2165972781,0.7258337111,0.0000000000,0.0000000000
2010-06-04,-0.0153303790,-0.0212856217,1.2471170593,1.1907012486,0.7258337111,0.0000000000,0.0000000000
2010-06-07,-0.0035144020,-0.0047596587,1.2427341886,1.1850339170,0.7258337111,0.0000000000,0.0000000000
2010-06-08,0.0029569777,0.0039916629,1.2464089260,1.1897641729,0.7258337111,0.0000000000,0.0000000000
2010-06-09,-0.0026622311,-0.0036678251,1.2430906974,1.1854003260,0.7258337111,0.0000000000,0.0000000000
2010-06-10,0.0115546056,0.0159190809,1.2574541201,1.2042708098,0.7258337111,0.0000000000,0.0000000000
2010-06-11,0.0040053582,0.0055182863,1.2624906743,1.2109163208,0.7258337111,0.0000000000,0.0000000000
2010-06-14,-0.0006318947,-0.0007060900,1.2616929131,1.2100613049,0.7258337111,0.0000000000,0.0000000000
2010-06-15,0.0158749628,0.0190970890,1.2817222412,1.2331699533,0.8346968880,0.0000653179,0.0000000000
2010-06-16,-0.0002889789,-0.0003462082,1.2813518505,1.2327430198,0.8346968880,0.0000000000,0.0000000000
2010-06-17,0.0031474276,0.0037707432,1.2853848127,1.2373913771,0.8346968880,0.0000000000,0.0000000000
2010-06-18,0.0013989235,0.0016328168,1.2871829677,1.2394118106,0.8346968880,0.0000000000,0.0000000000
2010-06-21,-0.0044603728,-0.0053005640,1.2814416518,1.2328422290,0.8346968880,0.0000000000,0.0000000000
2010-06-22,-0.0055373962,-0.0066771695,1.2743458017,1.2246103325,0.8346968880,0.0000000000,0.0000000000
2010-06-23,-0.0019248746,-0.0023060762,1.2718928458,1.2217862878,0.8346968880,0.0000000000,0.0000000000
2010-06-24,-0.0097589212,-0.0096494096,1.2594805438,1.2099967715,1.0010039473,0.0000997842,0.0000000000
2010-06-25,0.0054480511,0.0054426268,1.2663422581,1.2165823324,1.0010039473,0.0000000000,0.0000000000
2010-06-28,-0.0060393941,-0.0049861636,1.2586943182,1.2105162538,1.1873198818,0.0001117896,0.0000000000
2010-06-29,-0.0253083849,-0.0213092967,1.2268387979,1.1847210039,1.1873198818,0.0000000000,0.0000000000
2010-06-30,-0.0055692610,-0.0056722409,1.2200062124,1.1780009810,0.9592867782,0.0001368199,0.0000000000
2010-07-01,-0.0083799040,-0.0087263179,1.2097826775,1.1677213699,0.9592867782,0.0000000000,0.0000000000
2010-07-02,-0.0000517928,-0.0000539909,1.2097200195,1.1676583235,0.9592867782,0.0000000000,0.0000000000
2010-07-06,0.0022201128,0.0021198398,1.2124057344,1.1701335721,1.0734403043,0.0000684921,0.0000000000
2010-07-07,0.0230165253,0.0214445457,1.2403111016,1.1952265549,1.0734403043,0.0000000000,0.0000000000
2010-07-08,0.0047558994,0.0044481421,1.2462098965,1.2005430924,1.0734403043,0.0000000000,0.0000000000
2010-07-09,0.0068823878,0.0063993352,1.2547867963,1.2082257701,1.0734403043,0.0000000000,0.0000000000
2010-07-12,-0.0021567203,-0.0019915451,1.2520805721,1.2058195340,1.0734403043,0.0000000000,0.0000000000
2010-07-13,0.0117020743,0.0109041821,1.2667325119,1.2189680098,1.0734403043,0.0000000000,0.0000000000
2010-07-14,0.0013083704,0.0014665334,1.2683898672,1.2207556670,0.9447873480,0.0000771918,0.0000000000
2010-07-15,0.0010418289,0.0011027126,1.2697113124,1.2221018096,0.9447873480,0.0000000000,0.0000000000
2010-07-16,-0.0185954907,-0.0196821969,1.2461004076,1.1980481611,0.9447873480,0.0000000000,0.0000000000
2010-07-19,0.0025541254,0.0027161165,1.2492831043,1.2013021995,0.9447873480,0.0000000000,0.0000000000
2010-07-20,0.0082841567,0.0087682765,1.2596323613,1.2118355494,0.9447873480,0.0000000000,0.0000000000
2010-07-21,-0.0084810617,-0.0089766885,1.2489493415,1.2009572792,0.9447873480,0.0000000000,0.0000000000
2010-07-22,0.0166442990,0.0176169791,1.2697372278,1.2221145185,0.9447873480,0.0000000000,0.0000000000
2010-07-23,0.0031673920,0.0033397592,1.2737589833,1.2261960867,0.9447873480,0.0000000000,0.0000000000
2010-07-26,0.0042550202,0.0045291766,1.2791788536,1.2317497453,0.9447873480,0.0000000000,0.0000000000
2010-07-27,-0.0032391890,-0.0034284847,1.2750353516,1.2275267102,0.9447873480,0.0000000000,0.0000000000
2010-07-28,-0.0028780896,-0.0030590547,1.2713656856,1.2237716388,0.9447873480,0.0000000000,0.0000000000
2010-07-29,-0.0012024684,-0.0010458610,1.2698369085,1.2224917438,1.0841691725,0.0000836291,0.0000000000
