candidate,r2_threshold,switch_buffer,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_off_full,max_dd_delta_vs_off_full,ann_return_delta_vs_off_last_10y,max_dd_delta_vs_off_last_10y,ann_return_delta_vs_off_last_5y,max_dd_delta_vs_off_last_5y,ann_return_delta_vs_off_last_3y,max_dd_delta_vs_off_last_3y,ann_return_delta_vs_off_last_1y,max_dd_delta_vs_off_last_1y,decision_hint,stability_label
r2_off,off,1.0,0.26887919630600443,0.3453316315428874,0.38262812318433603,0.6083141897867106,0.49146386624645033,0.25460504438911274,0.24231764211886048,0.31939981087959024,0.29149854821173,0.26839790822800824,1.0622269991800415,1.344651479265608,1.1742666235037937,1.7742172088624086,1.62217662713134,-0.3979226332491812,-0.21482886172980264,-0.17184869163190486,-0.17184869163190497,-0.21482886172980264,0.19256567915036332,0.22698412698412698,0.35714285714285715,0.2671957671957672,0.24603174603174602,0.9821129122414757,1.0,1.0,1.0,1.0,0.689,0.5720000000000001,0.09000000000000001,0.202,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.000,0.0,1.0,0.26887919630600443,0.3453316315428874,0.38262812318433603,0.6083141897867106,0.49146386624645033,0.25460504438911274,0.24231764211886048,0.31939981087959024,0.29149854821173,0.26839790822800824,1.0622269991800415,1.344651479265608,1.1742666235037937,1.7742172088624086,1.62217662713134,-0.3979226332491812,-0.21482886172980264,-0.17184869163190486,-0.17184869163190497,-0.21482886172980264,0.19256567915036332,0.22698412698412698,0.35714285714285715,0.2671957671957672,0.24603174603174602,0.9821129122414757,1.0,1.0,1.0,1.0,0.689,0.5720000000000001,0.09000000000000001,0.202,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.010,0.01,1.0,0.24308486100575055,0.34267676776257927,0.3573206826784723,0.5841166416331869,0.4693849477219054,0.2527062741662356,0.24220395844223228,0.31914309686411085,0.29188804689331294,0.2685696212717804,0.987032759121211,1.3370026967263118,1.116993009181983,1.7202043281679484,1.5656900009278536,-0.40873878883078485,-0.2089235976207987,-0.17184869163190508,-0.17184869163190475,-0.20892359762079937,0.23616545556176635,0.24682539682539684,0.3888888888888889,0.2962962962962963,0.26825396825396824,0.9734488541084405,1.0,1.0,1.0,1.0,0.845,0.6220000000000001,0.098,0.224,0.338,-0.02579433530025388,-0.010816155581603648,-0.002654863780308103,0.005905264109003938,-0.02207891852454491,0.005905264109003272,-0.024197548153523707,2.220446049250313e-16,-0.025307440505863754,-2.220446049250313e-16,boundary_mapping,pending_review
r2_0.025,0.025,1.0,0.24057107474782624,0.35509674269998337,0.38908537025978185,0.6089326230215308,0.488628968895539,0.2518450149259774,0.24143661178793277,0.32108389601408194,0.2928456258949678,0.26893649943017006,0.9814861584384699,1.3786390519385667,1.1842725161536096,1.7687139276342492,1.6123769379359023,-0.43058838553776124,-0.20207556414899186,-0.1718486916319052,-0.17184869163190497,-0.2020755641489913,0.24231414197875908,0.25396825396825395,0.3968253968253968,0.30423280423280424,0.2761904761904762,0.9689770821688094,0.9996031746031746,1.0,1.0,1.0,0.867,0.6400000000000001,0.1,0.23,0.34800000000000003,-0.02830812155817819,-0.03266575228858004,0.009765111157095996,0.012753297580810785,-0.0028348973509113584,0.01275329758081134,0.0006184332348202481,0.0,0.0064572470754458156,-3.3306690738754696e-16,boundary_mapping,pending_review
r2_0.050,0.05,1.0,0.24093912063669176,0.33124630843675873,0.44094899382456787,0.5948645421631824,0.47260081422191846,0.24957658192502738,0.24277394194517454,0.32376611784891196,0.29518901683616683,0.27062482164879065,0.9893355248109901,1.299204842928658,1.290562843774378,1.7272281145618433,1.563955430209325,-0.3506972023788212,-0.2319274441655198,-0.1718486916319053,-0.17568768308938987,-0.18661909720009717,0.2529346003353829,0.26746031746031745,0.42063492063492064,0.32275132275132273,0.2920634920634921,0.9597540525433202,0.9996031746031746,1.0,1.0,1.0,0.905,0.674,0.10600000000000001,0.244,0.368,-0.02794007566931267,0.04722543087036002,-0.014085323106128644,-0.017098582435717158,-0.018863052024531868,0.028209764529705472,-0.013449647623528183,-0.003838991457484897,0.05832087064023184,-4.440892098500626e-16,boundary_mapping,pending_review
r2_0.075,0.075,1.0,0.24997514716815705,0.3191719921350198,0.47150226742028156,0.5865785899712661,0.47009914144229126,0.24848185966404987,0.24207415332437449,0.3209384128225903,0.2948198788974441,0.27007312012647655,1.0217899241519617,1.2645757500994521,1.3644729638272184,1.7112956384377218,1.5602728512048376,-0.30705405787806495,-0.2244588435309356,-0.17184869163190475,-0.20531901436868005,-0.20531901436867972,0.25405254332029065,0.27380952380952384,0.4126984126984127,0.3201058201058201,0.2968253968253968,0.9527669088876467,0.9988095238095238,1.0,1.0,1.0,0.909,0.6900000000000001,0.10400000000000001,0.242,0.374,-0.01890404913784738,0.09086857537111626,-0.026159639407867585,-0.009629981801132947,-0.021364724804159074,0.009509847361122925,-0.021735599815444484,-0.03347032273677508,0.08887414423594553,1.1102230246251565e-16,boundary_mapping,pending_review
r2_0.100,0.1,1.0,0.2598917393339939,0.34461755991591714,0.49901725374465844,0.6164259922041941,0.5018833886312195,0.2478321428884789,0.2419956761258662,0.32196923223265933,0.2965294626904403,0.2700647114640274,1.0557240968567427,1.3439244909560837,1.418756051819534,1.7660724704126125,1.6395953867493267,-0.3040237361807847,-0.18999725377327625,-0.17184869163190486,-0.1814025340142268,-0.18999725377327537,0.25181665735047515,0.273015873015873,0.4126984126984127,0.32275132275132273,0.29523809523809524,0.946618222470654,0.998015873015873,1.0,1.0,1.0,0.901,0.6880000000000001,0.10400000000000001,0.244,0.372,-0.008987456972010532,0.09389889706839649,-0.0007140716269702363,0.02483160795652639,0.010419522384769175,0.02483160795652728,0.008111802417483549,-0.00955384238232182,0.1163891305603224,0.0,boundary_mapping,pending_review
r2_0.125,0.125,1.0,0.28488554398886623,0.34922684157712847,0.4964973774723067,0.6188836917739673,0.5020713012795295,0.2426682905759621,0.24071639569537123,0.32275887132987746,0.2956194115036645,0.26927898149561474,1.153878739115116,1.364039373440117,1.4108377134579033,1.7757721412622884,1.6440702922010477,-0.29209838232262275,-0.1978678052741173,-0.17184869163190464,-0.18804952362185456,-0.19786780527411707,0.24846282839575182,0.2722222222222222,0.3968253968253968,0.3201058201058201,0.29365079365079366,0.9407490217998882,0.9972222222222222,1.0,1.0,1.0,0.889,0.686,0.1,0.242,0.37,0.0160063476828618,0.10582425092655845,0.0038952100342410922,0.016961056455685353,0.010607435033079149,0.016961056455685575,0.010569501987256702,-0.016200831989949593,0.11386925428797068,2.220446049250313e-16,boundary_mapping,pending_review
r2_0.150,0.15,1.0,0.26499361917886066,0.32052514974515844,0.4964378994703751,0.6256818603938472,0.4951390822460773,0.24341426859944384,0.24288412693423744,0.32284423248534616,0.29608486852481164,0.26972841868368513,1.0869672031995605,1.2654588722360558,1.4104293968147568,1.7876293884150074,1.6246020651785278,-0.24602826574307224,-0.228684551962963,-0.1583538710310125,-0.2206680016752196,-0.22868455196296378,0.25405254332029065,0.28174603174603174,0.3968253968253968,0.3201058201058201,0.30158730158730157,0.9332029066517608,0.9964285714285714,1.0,1.0,1.0,0.909,0.7100000000000001,0.1,0.24200000000000002,0.38000000000000006,-0.003885577127143769,0.15189436750610896,-0.02480648179772893,-0.013855690233160356,0.0036752159996269462,-0.013855690233161133,0.01736767060713662,-0.048819310043314634,0.11380977628603905,0.013494820600892354,boundary_mapping,pending_review
r2_0.175,0.175,1.0,0.2951755379649823,0.33108307457427477,0.7243603346396499,0.6829670054882593,0.5133011833316101,0.24264369948333012,0.24424811895733034,0.324505418157701,0.29697990013917036,0.27054696195824446,1.186873316696862,1.2923940364168631,1.8424389508169812,1.8999222031963163,1.6651778820517094,-0.2562459621801966,-0.2562459621801966,-0.15835387103101373,-0.2257630838912793,-0.25624596218019713,0.25069871436556734,0.28253968253968254,0.4126984126984127,0.328042328042328,0.3111111111111111,0.9276131917272219,0.9952380952380953,1.0,1.0,1.0,0.897,0.712,0.10400000000000001,0.24800000000000003,0.39199999999999996,0.026296341658977873,0.14167667106898463,-0.014248556968612602,-0.04141710045039393,0.02183731708515979,-0.041417100450394484,0.07465281570154869,-0.05391439225937433,0.34173221145531385,0.013494820600891133,boundary_mapping,pending_review
