candidate,TARGET_VOL,R2_THRESHOLD,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_5y,ann_return_last_3y,ann_return_last_1y,max_dd_full,max_dd_last_10y,max_dd_last_5y,max_dd_last_3y,max_dd_last_1y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_5y,sharpe_repo_last_3y,sharpe_repo_last_1y,ann_vol_full,ann_vol_last_10y,ann_vol_last_5y,ann_vol_last_3y,ann_vol_last_1y,avg_weight_full,avg_weight_last_10y,avg_weight_last_5y,avg_weight_last_3y,avg_weight_last_1y,max_weight_full,max_weight_last_10y,max_weight_last_5y,max_weight_last_3y,max_weight_last_1y,pct_at_max_lev_full,pct_at_max_lev_last_10y,pct_at_max_lev_last_5y,pct_at_max_lev_last_3y,pct_at_max_lev_last_1y,pct_below_1x_full,pct_below_1x_last_10y,pct_below_1x_last_5y,pct_below_1x_last_3y,pct_below_1x_last_1y,avg_final_exposure_full,avg_final_exposure_last_10y,avg_final_exposure_last_5y,avg_final_exposure_last_3y,avg_final_exposure_last_1y,cost_total_full,cost_total_last_10y,cost_total_last_5y,cost_total_last_3y,cost_total_last_1y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_5y,holding_day_ratio_last_3y,holding_day_ratio_last_1y,decision_hint,stability_label
tv_10,0.1,0.2,80,1.5,0.1462316659373945,0.1483963327416275,0.2261365436033118,0.3348672003339366,0.3128126433631293,-0.1365560282933483,-0.1365560282933482,-0.075969459945164,-0.0736723616657301,-0.0525039979314849,1.2835166595424798,1.3445423107687111,1.9784115128443216,2.733987418719336,2.823747899068653,0.1111565342909258,0.1072033226319793,0.105904702438159,0.1078126691294987,0.0981356198359568,0.5996484564440022,0.5630995879324013,0.5077065404224085,0.4766573623287858,0.4773599217276789,1.5,1.0629952136820109,0.8940369510623538,0.7692747316076174,0.640343797294379,0.0143020594965675,0.0,0.0,0.0,0.0,0.9302059496567504,0.99484126984127,1.0,1.0,1.0,0.4014936746861423,0.4534072677679499,0.4107459490235474,0.384600352803436,0.374190482806185,0.3378080753804462,0.2700426105638736,0.1372419244389289,0.0808714033770651,0.0313374556093744,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_12p5,0.125,0.2,80,1.5,0.1796445128531161,0.1866917572179318,0.2879944881447633,0.4321915292127143,0.4030988489792717,-0.1688314567209354,-0.1688314567209354,-0.0941614721554473,-0.0914115803899139,-0.0653157618211796,1.274425032199794,1.3446756985809185,1.9785212442275584,2.734097478378581,2.8238633356802607,0.1370098806956173,0.1339979629716725,0.1323747454694111,0.1347587893553766,0.1226644586922921,0.7378459373470171,0.7038744849155015,0.6346331755280106,0.5958217029109824,0.5966999021595986,1.5,1.3287440171025136,1.117546188827942,0.9615934145095216,0.8004297466179736,0.0177345537757437,0.0,0.0,0.0,0.0,0.8298054919908466,0.8793650793650793,0.9666666666666668,1.0,1.0,0.4987168080006445,0.5667590847099374,0.5134324362794344,0.480750441004295,0.4677381035077313,0.4190100942255577,0.3375532632048419,0.1715524055486612,0.1010892542213314,0.039171819511718,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_15,0.15,0.2,80,1.5,0.2131125371383622,0.2253162467392713,0.3520367817726171,0.5355007997804415,0.4986841005845539,-0.2003509970706322,-0.2003509970706322,-0.1120422791922977,-0.1088854139379248,-0.0780027748956786,1.2725189889075137,1.3447066879544105,1.9786309754094809,2.734207534854986,2.823978769355369,0.1621525083447829,0.1607531175898567,0.1588423363017554,0.1617020916276849,0.1471912717576348,0.8726035524788275,0.8444183244741783,0.7615598106336127,0.7149860434931787,0.7160398825915182,1.5,1.5,1.3410554265935306,1.153912097411426,0.9605156959415684,0.0471967963386727,0.0051587301587301,0.0,0.0,0.0,0.7096681922196796,0.7674603174603175,0.9198412698412698,0.9484126984126984,1.0,0.5944075966037947,0.6798837523745285,0.616118923535321,0.5769005292051539,0.5612857242092775,0.4990140833342465,0.4048481189425778,0.2058628866583934,0.1213071050655977,0.0470061834140616,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_17p5,0.175,0.2,80,1.5,0.2464704961980841,0.263423512655186,0.4184992415532751,0.6450800475308642,0.5998136405718808,-0.2316543830917885,-0.2316543830917885,-0.129616270629352,-0.1260969023019879,-0.0905655253888129,1.2794144773712914,1.3488068672858131,1.980508354598672,2.734317588143949,2.8240942000905216,0.1856811271449908,0.1862561027420164,0.1852086931112622,0.1886425763810978,0.1717160593571141,0.998794396972882,0.9796550848207116,0.8882371525189248,0.8341503840753751,0.8353798630234379,1.5,1.5,1.5,1.3462307803133302,1.120601645265163,0.0969679633867276,0.0646825396825396,0.0087301587301587,0.0,0.0,0.5572082379862701,0.582936507936508,0.765079365079365,0.7857142857142857,0.8690476190476191,0.6860436366534336,0.7885835168673726,0.7185561175709179,0.6730506174060129,0.6548333449108238,0.5739689294917678,0.4682753043681542,0.239919881687765,0.141524955909864,0.0548405473164052,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_20,0.2,0.2,80,1.5,0.2783889078205199,0.3000564816064359,0.486025600940084,0.7609295696939498,0.7067396669831836,-0.2502593033368994,-0.2502593033368994,-0.1468877914512804,-0.1430490617089999,-0.1030045106716907,1.2887613670019875,1.3591889196275115,1.9858735940677863,2.7345101965113328,2.824209627882301,0.2072419388608792,0.2092053071187732,0.210652473126212,0.2155071880236083,0.1962388218159115,1.1083721216119429,1.0952924509874802,1.0093134471743432,0.9531873729294452,0.9547198434553578,1.5,1.5,1.5,1.5,1.280687594588758,0.1824942791762013,0.1611111111111111,0.042063492063492,0.0052910052910052,0.0,0.3778604118993135,0.401984126984127,0.5325396825396825,0.6587301587301587,0.6547619047619048,0.7657999649200702,0.8820158279058801,0.8161106044676977,0.7690981711483483,0.7483809656123701,0.6400236316848049,0.5240652377725988,0.2723395716636821,0.1616657078276999,0.0626749112187488,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_22p5,0.225,0.2,80,1.5,0.3095441927575009,0.3352551898739726,0.5521337000745674,0.8800541028503781,0.8197212455678433,-0.2662269658185313,-0.2662269658185313,-0.1638611421933701,-0.1581316849067967,-0.1153202370635663,1.30318155233278,1.3735889211975107,1.9899290014172024,2.7402196281691804,2.824325052727244,0.2266533104050512,0.2297382916681508,0.2347766654121515,0.2410751281780102,0.2207595594592631,1.2043865847198805,1.1966876976537248,1.125039262530603,1.0689008745371578,1.0740598238872774,1.5,1.5,1.5,1.5,1.4407735439123526,0.2677345537757437,0.2325396825396825,0.0801587301587301,0.0515873015873015,0.0,0.2425629290617849,0.2623015873015873,0.3285714285714285,0.5370370370370371,0.5436507936507936,0.8358393621760224,0.964277740649924,0.9087589510864958,0.8619379674183524,0.8419285863139164,0.6993699601774099,0.5753526223428403,0.3038437675310589,0.1809098941200491,0.0705092751210924,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,conservative_alt_lower_drawdown,recent_sharpe_stable_lower_risk
tv_25,0.25,0.2,80,1.5,0.3381534008419196,0.3672158518460757,0.6142611650000187,0.9901123308212764,0.9273611718414708,-0.2813236162531627,-0.2813236162531627,-0.1805405790872101,-0.165505997002145,-0.1275132196434342,1.3200085722069077,1.3897531274427688,1.9987807355215816,2.745318348368612,2.8123633111984008,0.2430461765341408,0.2470489157562775,0.2559456558921551,0.2633890884093426,0.2440807268277651,1.2816964040673746,1.2793693240207338,1.2280809528035697,1.1703965355968993,1.1906786903829385,1.5,1.5,1.5,1.5,1.5,0.3778604118993135,0.3654761904761904,0.1753968253968253,0.1626984126984127,0.0555555555555555,0.1410183066361556,0.1496031746031746,0.1468253968253968,0.2447089947089947,0.0119047619047619,0.8925230040765308,1.0310074370242666,0.9908673512637356,0.9423933085580376,0.9327550930792036,0.7470743563530058,0.6169148056507711,0.3312590032437805,0.1976672336335866,0.0780155266042721,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,recommended_balanced_keep_default,balanced_recent_stable
tv_27p5,0.275,0.2,80,1.5,0.3592984731999358,0.3915348002201726,0.660314263588182,1.0765757439929318,0.9982827210232044,-0.2848838211791916,-0.2848838211791916,-0.1969303142123479,-0.1701231068400917,-0.1395839820624147,1.3249866212387087,1.3956158607011186,1.9880436135207855,2.7333229979839886,2.769658814186568,0.256493275500631,0.2612108992199807,0.2738316942876295,0.2819362458363333,0.2625925811210606,1.3444465932790082,1.345059737957169,1.3149865962721328,1.2547072068376022,1.2877069347758476,1.5,1.5,1.5,1.5,1.5,0.4733981693363844,0.4650793650793651,0.3103174603174603,0.2711640211640211,0.246031746031746,0.0815217391304347,0.0829365079365079,0.0436507936507936,0.0727513227513227,0.0,0.9377761679306028,1.084127596142793,1.0606050300062326,1.0097865923493032,1.005869148034412,0.7876159080723334,0.6519122727193826,0.3546513161305585,0.2122302031972615,0.0847549689342947,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_30,0.3,0.2,80,1.5,0.3794331433127917,0.4152991206512855,0.6994746910863696,1.1472325353989747,1.0431372755134831,-0.2832461997572901,-0.2832461997572901,-0.2127000357039524,-0.1701186228654275,-0.1515330563569183,1.3378974180795893,1.4107744627113317,1.985563066876148,2.713466472027615,2.706326474139764,0.2670651995891401,0.2725306782799646,0.2878683726340645,0.2980270043953139,0.2785281661786207,1.3920604877265104,1.395404971539745,1.3838529486913167,1.3268491407493406,1.363435946210492,1.5,1.5,1.5,1.5,1.5,0.5995423340961098,0.598015873015873,0.4674603174603174,0.3412698412698413,0.3452380952380952,0.0254576659038901,0.0353174603174603,0.0,0.0,0.0,0.9716711372752816,1.1244384874976945,1.1154851615425456,1.0676084858008064,1.060974676329122,0.8176038242139155,0.6789178745616453,0.3728347674987432,0.225097971312942,0.0910121315118326,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_32p5,0.325,0.2,80,1.5,0.3930611022629287,0.4330066535789483,0.7215961574272431,1.1924523535382558,1.0710430082135778,-0.2820253212781578,-0.2820253212781578,-0.2255853976145587,-0.1701186228654277,-0.1633609827626488,1.346336924447362,1.4252572108781043,1.9789931826005644,2.690832276430549,2.645453735764573,0.2741076503251504,0.2799015083907942,0.2966523386994088,0.309592614817939,0.291461906481079,1.426360473479254,1.4319099900766714,1.4331114449496316,1.3915376176497467,1.4292879907091718,1.5,1.5,1.5,1.5,1.5,0.6819221967963387,0.675,0.580952380952381,0.3941798941798942,0.3888888888888889,0.0117276887871853,0.0162698412698412,0.0,0.0,0.0,0.9962165153818752,1.1533696221755356,1.1538593413815554,1.119049375159277,1.1075462806178211,0.8404633201338846,0.6997781044747033,0.3874559208659601,0.2367811183465607,0.0964235209114358,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,watchlist,pending
tv_35,0.35,0.2,80,1.5,0.4051440070793906,0.4494820192384803,0.7447999096653504,1.2440219579260536,1.09539771123905,-0.2804647920794381,-0.2804647920794381,-0.2275513445205842,-0.1735099430369102,-0.1735099430369102,1.3564197541021477,1.4426677759980269,1.987207969618868,2.689999128041856,2.6011973892221514,0.2795496325311353,0.285542421832985,0.3031404583831397,0.3194975363056992,0.3021356584692759,1.450155782050326,1.45787459585978,1.4668563923963411,1.444760653993902,1.4847484485825402,1.5,1.5,1.5,1.5,1.5,0.7751716247139588,0.7817460317460317,0.7420634920634921,0.5701058201058201,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,1.0139958774229003,1.174459357808678,1.181373519523913,1.1624082468255692,1.146356167294336,0.8557472727508442,0.7137842202201764,0.3965612193013089,0.2458112193013089,0.1006911259297857,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,return_max_cap_saturated_requires_sensitivity,cap_saturated_aggressive
tv_37p5,0.375,0.2,80,1.5,0.4118340382642298,0.4597511503474372,0.7594777208244532,1.275572475579001,1.1086949835601607,-0.2804647920794387,-0.2804647920794387,-0.2275513445205839,-0.1741540798205565,-0.1741540798205565,1.359880631454681,1.452515296196596,1.996281833947968,2.6951488666016767,2.6001501963233205,0.2830628258303907,0.289181401101671,0.306469079390146,0.3246972019439136,0.3050270859629874,1.465303892735513,1.4738976144536056,1.4847715559234818,1.4746192598724697,1.4999228856646587,1.5,1.5,1.5,1.5,1.5,0.8363844393592678,0.8503968253968254,0.8531746031746031,0.7552910052910053,0.988095238095238,0.0,0.0,0.0,0.0,0.0,1.0250987250836827,1.1873919274067355,1.1961122056983793,1.186972723783013,1.1547619047619049,0.8649588409245594,0.7220831946369319,0.4001570551708671,0.2494070551708671,0.10125,0.7797482837528604,0.9027777777777778,0.9055555555555556,0.9193121693121692,0.9087301587301588,return_max_cap_saturated_requires_sensitivity,cap_saturated_aggressive
