candidate,segment,r2_threshold,switch_buffer,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,avg_turnover,turnover_total,cost_total,trade_days,score_min,score_max
r2_0.400,last_10y,0.4,1.0,2016-04-21,2026-09-02,2520,0.23858840643742063,0.20308611603739227,1.1553416189684846,-0.24257904385075102,0.7452380952380953,1.0,1878,0.7452380952380953,0.19563492063492063,493.0,0.493,325,0.5,5.0
r2_0.400,last_5y,0.4,1.0,2021-06-25,2026-09-02,1260,0.35389008345840267,0.2225603227953938,1.4726472850929944,-0.24257904385075268,0.7888888888888889,1.0,994,0.7888888888888889,0.20793650793650795,262.0,0.262,168,0.5,5.0
r2_0.400,last_3y,0.4,1.0,2023-07-24,2026-09-02,756,0.3747409706918807,0.23751860724669852,1.4591008122696385,-0.24257904385075235,0.8174603174603174,1.0,618,0.8174603174603174,0.23544973544973544,178.0,0.178,114,0.5,5.0
r2_0.400,last_1y,0.4,1.0,2025-08-20,2026-09-02,252,0.3737422435300608,0.2841546726892249,1.2597323264728295,-0.17470497525658202,0.746031746031746,1.0,188,0.746031746031746,0.31746031746031744,80.0,0.08,51,0.5,5.0
r2_0.450,full,0.45,1.0,2011-12-09,2026-09-02,3578,0.1764821929362974,0.19486351146957423,0.931644314716109,-0.283425679514819,0.6207378423700392,1.0,2221,0.6207378423700392,0.16405813303521521,587.0,0.587,409,0.5,5.0
r2_0.450,last_10y,0.45,1.0,2016-04-21,2026-09-02,2520,0.20873608802319854,0.20047387237348932,1.0460062062364965,-0.28342567951481934,0.7265873015873016,1.0,1831,0.7265873015873016,0.19563492063492063,493.0,0.493,330,0.5,5.0
r2_0.450,last_5y,0.45,1.0,2021-06-25,2026-09-02,1260,0.31420514870077176,0.22070738557130318,1.348215763500761,-0.28342567951481934,0.7714285714285715,1.0,972,0.7714285714285715,0.20634920634920634,260.0,0.26,169,0.5,5.0
r2_0.450,last_3y,0.45,1.0,2023-07-24,2026-09-02,756,0.3216868815651779,0.23503528735018803,1.3043927551548165,-0.28342567951481845,0.7923280423280423,1.0,599,0.7923280423280423,0.23544973544973544,178.0,0.17800000000000002,115,0.5,5.0
r2_0.450,last_1y,0.45,1.0,2025-08-20,2026-09-02,252,0.3878278288602335,0.2828338900762494,1.3004113772308403,-0.16817484225194868,0.7261904761904762,1.0,183,0.7261904761904762,0.30952380952380953,78.0,0.07800000000000001,50,0.5,5.0
r2_0.500,full,0.5,1.0,2011-12-09,2026-09-02,3578,0.12837581536516995,0.18797259330144533,0.7366762542062912,-0.2678559515735345,0.5933482392397987,1.0,2123,0.5933482392397987,0.16182224706539966,579.0,0.579,410,0.5,5.0
r2_0.500,last_10y,0.5,1.0,2016-04-21,2026-09-02,2520,0.17759575596480603,0.1953207558865251,0.9347207518544782,-0.2678559515735339,0.6996031746031746,1.0,1763,0.6996031746031746,0.19087301587301586,481.0,0.48100000000000004,328,0.5,5.0
r2_0.500,last_5y,0.5,1.0,2021-06-25,2026-09-02,1260,0.29203562980674413,0.2146751244545964,1.3007052121758071,-0.26785595157353426,0.7365079365079366,1.0,928,0.7365079365079366,0.20317460317460317,256.0,0.256,170,0.5,5.0
r2_0.500,last_3y,0.5,1.0,2023-07-24,2026-09-02,756,0.3101727538957253,0.2291007777181194,1.293967228563868,-0.26785595157353437,0.7552910052910053,1.0,571,0.7552910052910053,0.23015873015873015,174.0,0.17400000000000002,115,0.5,5.0
r2_0.500,last_1y,0.5,1.0,2025-08-20,2026-09-02,252,0.44787033573870105,0.27893346593593477,1.4666921582045183,-0.1476608069020231,0.7023809523809523,1.0,177,0.7023809523809523,0.2857142857142857,72.0,0.07200000000000001,46,0.5,5.0
r2_0.600,full,0.6,1.0,2011-12-09,2026-09-02,3578,0.12557005455844683,0.16888920096013263,0.7850492710856196,-0.2897874107667834,0.5164896590273896,1.0,1848,0.5164896590273896,0.15399664617104528,551.0,0.5509999999999999,411,0.5,5.0
