candidate,r2_threshold,switch_buffer,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_off_full,max_dd_delta_vs_off_full,ann_return_delta_vs_off_last_10y,max_dd_delta_vs_off_last_10y,ann_return_delta_vs_off_last_5y,max_dd_delta_vs_off_last_5y,ann_return_delta_vs_off_last_3y,max_dd_delta_vs_off_last_3y,ann_return_delta_vs_off_last_1y,max_dd_delta_vs_off_last_1y,decision_hint,stability_label
r2_0.200,0.2,1.0,0.28916038067615113,0.3312699848521514,0.5506468822661124,0.688239403140761,0.5166869870948196,0.2178733426031284,0.22523413648122081,0.30096386994923213,0.2815624479587968,0.2535577308131204,1.2741945300068973,1.38224460607795,1.608746540051462,1.9992659722882815,1.7681781729771167,-0.2251231610909351,-0.21855882634813306,-0.1586891972572556,-0.15868919725725572,-0.20168476251086953,0.16741196198993852,0.2003968253968254,0.31746031746031744,0.23809523809523808,0.21428571428571427,0.6880939072107323,0.7888888888888889,0.8253968253968254,0.8690476190476191,0.8373015873015873,0.599,0.505,0.08,0.18000000000000002,0.27,0.024838992873598587,0.048899835510317624,-0.0014498976060053348,-0.004397945334376208,0.03520052856473388,-0.004492912444925445,0.08001509261852613,0.0031107563950285577,0.16615540043542176,-4.440892098500626e-16,boundary_mapping,pending_review
r2_0.225,0.225,1.0,0.28458617781103346,0.3267816623339792,0.5597183207462415,0.6820211993648184,0.5229350807167261,0.21594387892452516,0.22315547508868191,0.30161892702606624,0.28133285311728523,0.2530851892183998,1.267237325058179,1.3779716510260354,1.6252653728603192,1.9875265383885856,1.7872791058924038,-0.22512316109093478,-0.21855882634813328,-0.15868919725725505,-0.1586891972572554,-0.20168476251087009,0.16685299049748462,0.19960317460317462,0.30158730158730157,0.23544973544973544,0.2126984126984127,0.6836221352711012,0.7853174603174603,0.8134920634920635,0.8637566137566137,0.8325396825396826,0.597,0.503,0.07600000000000001,0.17800000000000002,0.268,0.020264790008480915,0.04889983551031796,-0.005938220124177551,-0.00439794533437643,0.04144862218664036,-0.0044929124449260005,0.07379688884258351,0.003110756395028891,0.1752268389155509,1.1102230246251565e-16,boundary_mapping,pending_review
r2_0.250,0.25,1.0,0.30028206143548664,0.33972005546018047,0.5985510840115826,0.6750469713351757,0.5298015409997416,0.21500325265093667,0.22248270857605135,0.30028046033984523,0.2805051035196475,0.25217069225571953,1.3283759486146958,1.4251329687053522,1.7132072473414215,1.9777142028637962,1.8107096343355567,-0.22006724591954274,-0.1741502646232026,-0.1377428361092673,-0.15044599600423436,-0.1707205051303593,0.16517607602012296,0.198015873015873,0.30158730158730157,0.23809523809523808,0.2111111111111111,0.6774734488541084,0.7805555555555556,0.8095238095238095,0.8584656084656085,0.8261904761904761,0.591,0.499,0.07600000000000001,0.18000000000000002,0.266,0.03596067363293409,0.05395575068170999,0.007000173002023713,0.040010616390554254,0.04831508246965588,0.026471344935584784,0.06682266081294075,0.011353957648049917,0.21405960218089204,0.02094636114798787,boundary_mapping,pending_review
r2_0.275,0.275,1.0,0.29274648625511523,0.3324940844248665,0.5051127397407649,0.6495552499600779,0.5084286010144432,0.21405449578416758,0.22166150792109807,0.298002261196863,0.2792821809248932,0.25111659804700115,1.3061354222442418,1.4051688817109023,1.5215713903358565,1.9301349423145773,1.7611410834234646,-0.19315865784499486,-0.17661064099988666,-0.13774283610926763,-0.15044599600423414,-0.1707205051303593,0.16573504751257687,0.1988095238095238,0.30952380952380953,0.23809523809523808,0.2111111111111111,0.6713247624371157,0.7753968253968254,0.7976190476190477,0.8505291005291006,0.8198412698412698,0.593,0.501,0.07800000000000001,0.18000000000000002,0.266,0.02842509845256269,0.08086433875625787,-0.00022579803329025872,0.037550240013870195,0.026942142484357445,0.026471344935584784,0.04133093943784294,0.01135395764805014,0.12062125791007428,0.020946361147987536,boundary_mapping,pending_review
r2_0.300,0.3,1.0,0.263920498557618,0.3059754192738915,0.5186044025213805,0.5911256947079657,0.46973785455804773,0.21032392422586163,0.21822679959291716,0.2969684420840706,0.27283921224567054,0.24629137957161237,1.2183927695407077,1.3317819805894147,1.5559285230052977,1.8371429391410086,1.6853514159809642,-0.21152074302256907,-0.16598146117202772,-0.13001365903288165,-0.15332088717136583,-0.16475166203747627,0.1646171045276691,0.19722222222222222,0.30952380952380953,0.23544973544973544,0.2111111111111111,0.6671324762437115,0.7718253968253969,0.7896825396825397,0.8452380952380952,0.8142857142857143,0.589,0.497,0.07800000000000001,0.17800000000000002,0.266,-0.0004008892449345325,0.06250225357868366,-0.026744463184265266,0.04817941984172913,-0.01174860397203803,0.03244018802846782,-0.01709861581426919,0.008479066480918451,0.13411292069068992,0.02867553822437352,boundary_mapping,pending_review
r2_0.325,0.325,1.0,0.26184194411512274,0.301081001432407,0.5249892971661625,0.5558227787659664,0.45634129810161483,0.20914339894039405,0.21698242937492979,0.2959896878149199,0.27010250269609526,0.24418210746583535,1.216203343539382,1.3208426536480162,1.574305963611772,1.7697677441668536,1.660221518678849,-0.21152074302256874,-0.15985015251014978,-0.11887783386850281,-0.1485607469765361,-0.15062739573042028,0.16405813303521521,0.19722222222222222,0.30952380952380953,0.23809523809523808,0.2111111111111111,0.6629401900503075,0.7686507936507937,0.7857142857142857,0.8412698412698413,0.8103174603174603,0.587,0.497,0.07800000000000001,0.18000000000000002,0.266,-0.0024794436874298054,0.062502253578684,-0.03163888102574974,0.054310728503607075,-0.025145160428470925,0.04656445433552381,-0.05240153175626849,0.013239206675748183,0.1404978153354719,0.03981136338875235,boundary_mapping,pending_review
r2_0.350,0.35,1.0,0.2612033168012755,0.294357740981819,0.5458754668401369,0.545153076516594,0.465485129398842,0.20787444605750377,0.21554078945411675,0.29484549042964747,0.2690525708024522,0.2440046079909377,1.2199025188613746,1.30415271332605,1.6254834113924066,1.7499995661077605,1.6869308404523347,-0.217559019840192,-0.16596432068054878,-0.13059918378493096,-0.15047203416723243,-0.15062739573042105,0.16182224706539966,0.19484126984126984,0.30952380952380953,0.23544973544973544,0.20634920634920634,0.6562325321408609,0.7603174603174603,0.7738095238095238,0.832010582010582,0.8015873015873016,0.579,0.491,0.07800000000000001,0.17800000000000002,0.26,-0.003118071001277034,0.05646397676106074,-0.03836214147633776,0.04819656033320807,-0.016001329131243747,0.04656445433552303,-0.06307123400564096,0.011327919485051852,0.16138398500944628,0.028090013472324205,boundary_mapping,pending_review
r2_0.375,0.375,1.0,0.230214068006795,0.2548892601671928,0.41781644276725194,0.4278670971084477,0.391068195169447,0.19962434091425021,0.20464741311197793,0.285197966488403,0.2397095807678313,0.22466840642516742,1.1379571201220176,1.2120136059698754,1.3670447783697564,1.606311865380795,1.5816339174274847,-0.22551368325796395,-0.22533115393255165,-0.18824906740763703,-0.22533115393255132,-0.22533115393255154,0.16182224706539966,0.19404761904761905,0.30952380952380953,0.23015873015873015,0.20476190476190476,0.6495248742314143,0.7543650793650793,0.753968253968254,0.8253968253968254,0.7968253968253968,0.579,0.489,0.07800000000000001,0.17400000000000002,0.258,-0.03410731979575754,0.048509313343288785,-0.07783062229096394,-0.011170272918794799,-0.09041826336063874,-0.028139303866607457,-0.1803572134137872,-0.06353120028026704,0.03332496093656134,-0.02955987015038186,boundary_mapping,pending_review
r2_0.400,0.4,1.0,0.20814880114398182,0.23858840643742063,0.3737422435300608,0.3747409706918807,0.35389008345840267,0.197522958089385,0.20308611603739227,0.2841546726892249,0.23751860724669852,0.2225603227953938,1.0562728749604688,1.1553416189684846,1.2597323264728295,1.4591008122696385,1.4726472850929944,-0.24257904385075202,-0.24257904385075102,-0.17470497525658202,-0.24257904385075235,-0.24257904385075268,0.1634991615427613,0.19563492063492063,0.31746031746031744,0.23544973544973544,0.20793650793650795,0.6391839016210173,0.7452380952380953,0.746031746031746,0.8174603174603174,0.7888888888888889,0.585,0.493,0.08,0.178,0.262,-0.05617258665857072,0.031443952750500714,-0.09413147602073613,-0.028418162836994165,-0.1275963750716831,-0.0453871937848086,-0.2334833398303542,-0.08077909019846807,-0.010749238300629793,-0.016015777999326852,boundary_mapping,pending_review
r2_0.450,0.45,1.0,0.1764821929362974,0.20873608802319854,0.3878278288602335,0.3216868815651779,0.31420514870077176,0.19486351146957423,0.20047387237348932,0.2828338900762494,0.23503528735018803,0.22070738557130318,0.931644314716109,1.0460062062364965,1.3004113772308403,1.3043927551548165,1.348215763500761,-0.283425679514819,-0.28342567951481934,-0.16817484225194868,-0.28342567951481845,-0.28342567951481934,0.16405813303521521,0.19563492063492063,0.30952380952380953,0.23544973544973544,0.20634920634920634,0.6207378423700392,0.7265873015873016,0.7261904761904762,0.7923280423280423,0.7714285714285715,0.587,0.493,0.07800000000000001,0.17800000000000002,0.26,-0.08783919486625513,-0.009402682913566274,-0.12398379443495822,-0.06926479850106249,-0.167281309829314,-0.08623382944887525,-0.286537428957057,-0.12162572586253417,0.0033363470295428854,-0.00948564499469351,boundary_mapping,pending_review
r2_0.500,0.5,1.0,0.12837581536516995,0.17759575596480603,0.44787033573870105,0.3101727538957253,0.29203562980674413,0.18797259330144533,0.1953207558865251,0.27893346593593477,0.2291007777181194,0.2146751244545964,0.7366762542062912,0.9347207518544782,1.4666921582045183,1.293967228563868,1.3007052121758071,-0.2678559515735345,-0.2678559515735339,-0.1476608069020231,-0.26785595157353437,-0.26785595157353426,0.16182224706539966,0.19087301587301586,0.2857142857142857,0.23015873015873015,0.20317460317460317,0.5933482392397987,0.6996031746031746,0.7023809523809523,0.7552910052910053,0.7365079365079366,0.579,0.48100000000000004,0.07200000000000001,0.17400000000000002,0.256,-0.1359455724373826,0.006167045027718254,-0.15512412649335072,-0.05369507055977707,-0.18945082872334162,-0.07066410150759017,-0.2980515566265096,-0.10605599792125009,0.06337885390801046,0.011028390355232065,boundary_mapping,pending_review
r2_0.600,0.6,1.0,0.12557005455844683,0.1756640663795157,0.403359032655241,0.3179218422153893,0.31515330444476475,0.16888920096013263,0.17811311187111226,0.25139184312369467,0.20601787063332966,0.19781071309345824,0.7850492710856196,0.997787293773683,1.474306553161062,1.4433618502736545,1.4838410652157223,-0.2897874107667834,-0.23042368466628982,-0.13154862777842746,-0.13338207273544478,-0.1634271816841283,0.15399664617104528,0.18293650793650792,0.2857142857142857,0.21693121693121692,0.19365079365079366,0.5164896590273896,0.6146825396825397,0.6031746031746031,0.6587301587301587,0.6515873015873016,0.5509999999999999,0.4610000000000001,0.072,0.164,0.244,-0.1387513332441057,-0.01576441416553065,-0.15705581607864105,-0.016262803652532964,-0.166333154085321,0.0337646683818158,-0.2903024683068456,0.0284178809168395,0.018867550824550383,0.027140569478827703,boundary_mapping,pending_review
r2_0.700,0.7,1.0,0.05104636697885789,0.07649702706195671,0.1945123520492622,0.1677332032848151,0.21891840955149222,0.14130885264034707,0.15160853894185258,0.19502191768322402,0.16619966931527874,0.16337261121277302,0.42331207196987375,0.5622460785621881,1.009232793333316,1.0163450387679382,1.2934404964808046,-0.4217988559904797,-0.3117741664420177,-0.1465839119668393,-0.14658391196683884,-0.14658391196683906,0.13555058692006708,0.16626984126984126,0.23015873015873015,0.18253968253968253,0.16666666666666666,0.39798770262716604,0.48928571428571427,0.4523809523809524,0.5185185185185185,0.5253968253968254,0.48500000000000004,0.41900000000000004,0.05800000000000001,0.13799999999999998,0.21000000000000002,-0.21327502082369465,-0.147775859389227,-0.25622285539620004,-0.09761328542826087,-0.26256804897859354,0.05060793809910502,-0.4404911072374198,0.015216041685445436,-0.1899791297814284,0.01210528529041588,boundary_mapping,pending_review
r2_0.800,0.8,1.0,-0.004798265044100303,-0.003455270276094158,-0.05279779992865652,-0.03218186854707494,0.05264705294871308,0.0991539950278603,0.11000758491721833,0.11989895036549975,0.11944734213269403,0.11992510854406543,0.0013131044371267114,0.02382205124441525,-0.392089968760752,-0.21392602263815866,0.4875103627422342,-0.37809005232116144,-0.2860187565929597,-0.14048826714596374,-0.2168635571241544,-0.21686355712415384,0.08747903856903298,0.10833333333333334,0.10714285714285714,0.13756613756613756,0.12222222222222222,0.2193963107881498,0.27380952380952384,0.21428571428571427,0.3055555555555556,0.3134920634920635,0.313,0.273,0.027000000000000003,0.10400000000000001,0.154,-0.26911965284665285,-0.10406705571990871,-0.3361751527342509,-0.07185787557920287,-0.4288394055813727,-0.019671707058209753,-0.6404061790693099,-0.055063603471870115,-0.4372892817593471,0.018200930111291425,boundary_mapping,pending_review
r2_0.900,0.9,1.0,-0.014526036011767607,-0.014842669707125666,-0.026701050616948052,-0.030864511226552427,-0.02738685291820475,0.04322626107645426,0.04860712550911001,0.06056856538633938,0.06424821319759325,0.05819040533411815,-0.316835242452313,-0.2832901674801559,-0.41648190671601976,-0.45572622795900236,-0.4480511846713824,-0.19603015258386036,-0.1663882731902525,-0.047963734197000174,-0.12230178239680867,-0.16543559977553746,0.022358859698155393,0.02857142857142857,0.031746031746031744,0.03968253968253968,0.0380952380952381,0.04220234768026831,0.054365079365079366,0.05555555555555555,0.07539682539682539,0.07857142857142857,0.08,0.07200000000000001,0.008,0.03,0.048,-0.27884742381432015,0.07799284401739237,-0.3475625521652824,0.04777260782350434,-0.5088733114482905,0.03175625029040663,-0.6390888217487873,0.03949817125547561,-0.41119253244763865,0.11072546306025499,boundary_mapping,pending_review
