candidate,r2_threshold,switch_buffer,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_off_full,max_dd_delta_vs_off_full,ann_return_delta_vs_off_last_10y,max_dd_delta_vs_off_last_10y,ann_return_delta_vs_off_last_5y,max_dd_delta_vs_off_last_5y,ann_return_delta_vs_off_last_3y,max_dd_delta_vs_off_last_3y,ann_return_delta_vs_off_last_1y,max_dd_delta_vs_off_last_1y,decision_hint,stability_label
r2_off,off,1.0,0.26432138780255254,0.33271988245815676,0.3844914818306906,0.6082243105222349,0.48148645853008576,0.22458740748758008,0.2259494454374745,0.3002254888767605,0.28160590333884095,0.25379635261785477,1.1561323457415855,1.3834145298374418,1.2340056410274545,1.8262839307063023,1.6741164121744851,-0.27402299660125273,-0.21416088101375685,-0.15868919725725517,-0.16179995365228428,-0.19719185006594409,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.698993851313583,0.794047619047619,0.8373015873015873,0.8756613756613757,0.8428571428571429,0.601,0.503,0.078,0.18200000000000002,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.000,0.0,1.0,0.26432138780255254,0.33271988245815676,0.3844914818306906,0.6082243105222349,0.48148645853008576,0.22458740748758008,0.2259494454374745,0.3002254888767605,0.28160590333884095,0.25379635261785477,1.1561323457415855,1.3834145298374418,1.2340056410274545,1.8262839307063023,1.6741164121744851,-0.27402299660125273,-0.21416088101375685,-0.15868919725725517,-0.16179995365228428,-0.19719185006594409,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.698993851313583,0.794047619047619,0.8373015873015873,0.8756613756613757,0.8428571428571429,0.601,0.503,0.078,0.18200000000000002,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.010,0.01,1.0,0.26432138780255254,0.33271988245815676,0.3844914818306906,0.6082243105222349,0.48148645853008576,0.22458740748758008,0.2259494454374745,0.3002254888767605,0.28160590333884095,0.25379635261785477,1.1561323457415855,1.3834145298374418,1.2340056410274545,1.8262839307063023,1.6741164121744851,-0.27402299660125273,-0.21416088101375685,-0.15868919725725517,-0.16179995365228428,-0.19719185006594409,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.698993851313583,0.794047619047619,0.8373015873015873,0.8756613756613757,0.8428571428571429,0.601,0.503,0.078,0.18200000000000002,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.025,0.025,1.0,0.26432138780255254,0.33271988245815676,0.3844914818306906,0.6082243105222349,0.48148645853008576,0.22458740748758008,0.2259494454374745,0.3002254888767605,0.28160590333884095,0.25379635261785477,1.1561323457415855,1.3834145298374418,1.2340056410274545,1.8262839307063023,1.6741164121744851,-0.27402299660125273,-0.21416088101375685,-0.15868919725725517,-0.16179995365228428,-0.19719185006594409,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.698993851313583,0.794047619047619,0.8373015873015873,0.8756613756613757,0.8428571428571429,0.601,0.503,0.078,0.18200000000000002,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.050,0.05,1.0,0.2606462250615351,0.3327198824581561,0.38449148183068704,0.6082243105222329,0.48148645853008576,0.2236460391197062,0.2259494454374745,0.30022548887676054,0.281605903338841,0.25379635261785477,1.1470604272006921,1.383414529837441,1.234005641027452,1.8262839307062988,1.674116412174484,-0.2694380993454244,-0.21416088101375708,-0.15868919725725572,-0.16179995365228417,-0.19719185006594442,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.6984348798211292,0.794047619047619,0.8373015873015873,0.8756613756613757,0.8428571428571429,0.601,0.503,0.078,0.18200000000000002,0.27,-0.0036751627410174237,0.004584897255828335,-6.661338147750939e-16,-2.220446049250313e-16,0.0,-3.3306690738754696e-16,-1.9984014443252818e-15,1.1102230246251565e-16,-3.552713678800501e-15,-5.551115123125783e-16,boundary_mapping,pending_review
r2_0.075,0.075,1.0,0.2669020541988385,0.3318334675941568,0.3844914818306866,0.6046615511554538,0.4795163897779895,0.22306883427474283,0.2259432448312109,0.3002254888767606,0.2815956201152036,0.2537876494731685,1.1716444842877753,1.3804979622984712,1.2340056410274487,1.8184485494099216,1.6689130722561272,-0.22769170502230562,-0.21416088101375597,-0.1586891972572555,-0.16735830939729612,-0.1971918500659442,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.6975964225824483,0.7936507936507936,0.8373015873015873,0.8743386243386243,0.8420634920634921,0.601,0.503,0.078,0.18200000000000002,0.27,0.0025806663962859577,0.04633129157894711,-0.0008864148639999847,8.881784197001252e-16,-0.0019700687520962656,-1.1102230246251565e-16,-0.0035627593667810764,-0.005558355745011845,-3.9968028886505635e-15,-3.3306690738754696e-16,boundary_mapping,pending_review
r2_0.100,0.1,1.0,0.2656458093895835,0.3315673390641469,0.3844914818306848,0.6160900694755831,0.4858297490860457,0.22294796098985117,0.22580117134000008,0.3002254888767606,0.2815697912192586,0.25377644855664017,1.1677058860399414,1.3803402005732812,1.2340056410274498,1.843844465411276,1.685782036768552,-0.22769170502230507,-0.2141608810137562,-0.1586891972572555,-0.1586891972572555,-0.1971918500659443,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.6967579653437674,0.7928571428571428,0.8373015873015873,0.8743386243386243,0.8420634920634921,0.601,0.503,0.078,0.18200000000000002,0.27,0.001324421587030944,0.046331291578947664,-0.0011525433940098306,6.661338147750939e-16,0.004343290555959944,-2.220446049250313e-16,0.007865758953348179,0.0031107563950287798,-5.773159728050814e-15,-3.3306690738754696e-16,boundary_mapping,pending_review
r2_0.125,0.125,1.0,0.2753723067439682,0.3335864996024325,0.3844914818306904,0.6252337533919141,0.49086806644673886,0.22000924268148,0.22575243670498332,0.30022548887676054,0.28142218108883155,0.2536830603342129,1.215096289932864,1.3873089621511991,1.2340056410274525,1.8647514926379516,1.6996747690277856,-0.22830529075342676,-0.2141608810137582,-0.15868919725725517,-0.1586891972572555,-0.19719185006594453,0.1679709334823924,0.19960317460317462,0.30952380952380953,0.24074074074074073,0.21428571428571427,0.6950810508664058,0.7924603174603174,0.8373015873015873,0.8743386243386243,0.8420634920634921,0.601,0.503,0.078,0.18200000000000002,0.27,0.011050918941415633,0.04571770584782597,0.0008666171442757165,-1.3322676295501878e-15,0.0093816079166531,-4.440892098500626e-16,0.017009442869679203,0.0031107563950287798,-2.220446049250313e-16,0.0,boundary_mapping,pending_review
r2_0.150,0.15,1.0,0.27714233696678203,0.3361177052643234,0.3961817364196947,0.6386016212252625,0.4965329033509984,0.2197779962560888,0.2255637294097357,0.29985521968505247,0.28101765048772354,0.25334020393363765,1.222460334055285,1.3966966829491716,1.2632391471124655,1.8962373554980863,1.7166251475726688,-0.22830529075342598,-0.21855882634813428,-0.15868919725725583,-0.15868919725725528,-0.20168476251086997,0.1685299049748463,0.2003968253968254,0.30952380952380953,0.24074074074074073,0.21587301587301588,0.6917272219116825,0.7908730158730158,0.8293650793650794,0.8703703703703703,0.8388888888888889,0.603,0.505,0.078,0.18200000000000002,0.272,0.01282094916422949,0.04571770584782675,0.0033978228061666282,-0.004397945334377429,0.015046444820912663,-0.0044929124449258895,0.030377310703027627,0.003110756395029002,0.011690254589004079,-6.661338147750939e-16,boundary_mapping,pending_review
r2_0.175,0.175,1.0,0.2902566233781181,0.34254847572450653,0.5506468822661117,0.6923172283520069,0.5188839977799458,0.2189117361381876,0.2256156734242871,0.30096386994923213,0.2815019171650066,0.25351999668101227,1.2730957068682067,1.417715877597679,1.6087465400514611,2.0082247721621997,1.774123510618034,-0.22029271084280022,-0.2185588263481345,-0.15868919725725605,-0.1586891972572556,-0.20168476251086964,0.1685299049748463,0.2011904761904762,0.31746031746031744,0.24338624338624337,0.21746031746031746,0.6897708216880939,0.790079365079365,0.8253968253968254,0.8690476190476191,0.8373015873015873,0.603,0.507,0.08,0.18400000000000002,0.274,0.02593523557556554,0.05373028575845251,0.009828593266349772,-0.004397945334377651,0.03739753924986,-0.004492912444925556,0.08409291782977202,0.0031107563950286687,0.1661554004354211,-8.881784197001252e-16,boundary_mapping,pending_review
