candidate,candidate_type,lookback,notes,ann_return_full,max_dd_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,ann_return_last_3y,max_dd_last_3y,ann_return_last_1y,max_dd_last_1y
orig_layer1_raw_lb25,original_layer1_raw,25,"Original first-layer raw momentum: weighted-slope lookback 25, score range 0..5, no R2/overlay",0.0866059173365956,-0.4643459805380974,,,insufficient rows: 2432 < 2520 trading days,0.0099099886192071,-0.4643459805380957,-0.0883544839979545,-0.4643459805380963,-0.2916521653157299,-0.3474520034693904
lb_28,layer1_primary,28,Width-supported Layer1 raw-signal carry line,0.0985740414214038,-0.3630893009816522,,,insufficient rows: 2432 < 2520 trading days,0.0149802731780264,-0.3630893009816514,-0.0401119977769547,-0.3630893009816522,-0.2619344156763422,-0.3322351681964561
lb_26,layer1_neighbor,26,Left confirmation neighbor for lb_28,0.0837849075209193,-0.4027748204409062,,,insufficient rows: 2432 < 2520 trading days,0.0178489561733934,-0.4027748204409047,-0.0695395660295952,-0.4027748204409054,-0.3057124636461888,-0.3554990387962344
lb_30,layer1_neighbor,30,Right confirmation neighbor for lb_28,0.0880754852635421,-0.3849712672597314,,,insufficient rows: 2432 < 2520 trading days,0.0500612948872563,-0.3849712672597318,-0.0304697660196916,-0.3849712672597313,-0.2296603748074753,-0.3039918882864538
lb_32,return_peak_watch,32,Full-sample return peak; fails 80% width rule,0.1122435520139395,-0.4203668597892455,,,insufficient rows: 2432 < 2520 trading days,0.0351000342859639,-0.420366859789247,-0.0500441552784398,-0.4203668597892468,-0.1610643663516173,-0.2449252096559298
orig_full_v1_1_reference,original_full_strategy_reference,25,Full official V1.1 chain: lookback 25 + R2 0.20 + switch buffer 1.05 + staged entry + target-vol + overheat,0.1184209457926941,-0.3696393710679621,,,insufficient rows: 2432 < 2520 trading days,0.126110185386655,-0.3696393710679623,0.0341259006323093,-0.3696393710679619,-0.2697531575995533,-0.3696393710679619
