candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,scan_family,cap_159915.SZ,cap_159941.SZ,cap_513030.SH,cap_513520.SH,cap_159985.SZ,cap_518880.SH
single_513520_SH_cap_6,full,2011-12-09,2026-05-15,3501,0.3349194211049331,0.24319902320908363,-0.2813236162531625,1.3093577239823917,54.32597900911453,1986,0.7453196522482864,745.3196522482865,740,583,30,0.8928733156383617,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_6,from_2020,2020-01-02,2026-05-15,1540,0.5787148767133028,0.2620392080583711,-0.18198861027808078,1.8738621060520662,15.287557183279493,1269,0.40716138427953413,407.1613842795341,113,345,18,0.9537223247905195,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_6,last_10y,2016-05-16,2026-05-15,2427,0.38455741055379566,0.24776181796322636,-0.18198861027808066,1.437250164730425,21.959329874256746,1577,0.5939350656943492,593.9350656943491,224,477,20,1.0302150596075201,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_6,last_5y,2021-05-17,2026-05-15,1211,0.6423651168742268,0.2562999287636622,-0.18198861027808066,2.0636606733288008,9.850548004309847,955,0.31814468277016583,318.14468277016584,96,244,18,0.9881954605930416,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_6,last_3y,2023-05-15,2026-05-15,727,0.9671740925827812,0.2676700844145025,-0.18198861027808078,2.6620739721456275,6.042277689761551,609,0.18689297684049136,186.89297684049137,53,163,8,0.9279982600673221,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_6,last_1y,2025-05-15,2026-05-15,243,0.9491251254691275,0.2508510209988318,-0.11794854317805292,2.787945702218086,0.9032169693996046,214,0.07026871156754835,70.26871156754837,18,61,4,0.9519641759733413,1.5,single_513520.SH,5.0,5.0,5.0,6.0,5.0,5.0
single_513520_SH_cap_7,full,2011-12-09,2026-05-15,3501,0.32531283163012303,0.24293967436213593,-0.2813236162531625,1.280889673552505,49.04400931004237,1998,0.728413751325048,728.413751325048,740,573,32,0.8861691382008817,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_7,from_2020,2020-01-02,2026-05-15,1540,0.5530052282161273,0.26153376365725456,-0.2031870279368012,1.8144144211767355,13.732584545564134,1281,0.3902554833562957,390.25548335629566,113,335,20,0.9384812045251834,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_7,last_10y,2016-05-16,2026-05-15,2427,0.37020732513129806,0.247400567993612,-0.2031870279368011,1.3970434971879129,19.76740328066049,1589,0.5770291647711108,577.0291647711106,224,467,22,1.0205441386315754,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_7,last_5y,2021-05-17,2026-05-15,1211,0.6084281436542649,0.25565417212938074,-0.2031870279368012,1.9868252010184602,8.814646483838771,967,0.30123878184692743,301.2387818469274,96,234,20,0.9688136891573541,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_7,last_3y,2023-05-15,2026-05-15,727,0.8999304241979051,0.2667312688038548,-0.20318702793680132,2.5404479833722955,5.369951631805225,621,0.16998707591725293,169.9870759172529,53,153,10,0.8957130809633089,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_7,last_1y,2025-05-15,2026-05-15,243,0.8814414887671258,0.2562497031891488,-0.11580751824918711,2.596701863809106,0.8394478376841028,214,0.06386041986969143,63.860419869691434,18,57,4,0.9548641726914247,1.5,single_513520.SH,5.0,5.0,5.0,7.0,5.0,5.0
single_513520_SH_cap_8,full,2011-12-09,2026-05-15,3501,0.32185673893633737,0.24312471092146187,-0.2813236162531625,1.2693584797375896,47.261121568147544,1998,0.725845678644985,725.8456786449849,740,571,32,0.8853420994036604,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_8,from_2020,2020-01-02,2026-05-15,1540,0.5438136563315419,0.261938666299385,-0.2031870279368011,1.7893348950298675,13.207715640077689,1281,0.3876874106762326,387.68741067623256,113,333,20,0.9366010338569554,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_8,last_10y,2016-05-16,2026-05-15,2427,0.3650559305227825,0.2476646453304333,-0.2031870279368011,1.3806052646827998,19.027535527245977,1589,0.5744610920910476,574.4610920910475,224,465,22,1.0193511172763752,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_8,last_5y,2021-05-17,2026-05-15,1211,0.596332045313301,0.25618453322603774,-0.2031870279368011,1.9537494194107725,8.464985992037292,967,0.29867070916686433,298.6707091668643,96,232,20,0.9664227206775263,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_8,last_3y,2023-05-15,2026-05-15,727,0.8761892826353814,0.2676082109411158,-0.2031870279368012,2.485938058983875,5.143013206259663,621,0.16741900323718983,167.4190032371898,53,151,10,0.8917303260402397,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_8,last_1y,2025-05-15,2026-05-15,243,0.9221582014667331,0.25627487029525026,-0.11520227137751693,2.680229176650743,0.8778193199042803,214,0.06243301416713246,62.43301416713247,18,57,4,0.9500980995561249,1.5,single_513520.SH,5.0,5.0,5.0,8.0,5.0,5.0
single_513520_SH_cap_10,full,2011-12-09,2026-05-15,3501,0.32171371673956184,0.24311260549240257,-0.2813236162531625,1.2689651721505681,47.18862705401733,1998,0.7209560562579064,720.9560562579064,740,568,32,0.8851320965448787,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_10,from_2020,2020-01-02,2026-05-15,1540,0.543433943385284,0.26191373383764016,-0.2031870279368011,1.7885419000580896,13.186373793706107,1281,0.3827977882891541,382.797788289154,113,330,20,0.9361236182669584,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_10,last_10y,2016-05-16,2026-05-15,2427,0.36484288057202563,0.24764758832372152,-0.2031870279368011,1.3800538841462178,18.99745155053559,1589,0.5695714697039691,569.5714697039691,224,462,22,1.0190481836098753,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_10,last_5y,2021-05-17,2026-05-15,1211,0.5958327634103822,0.25615227256797435,-0.2031870279368011,1.9527428857812505,8.450768345649337,967,0.2937810867797858,293.7810867797858,96,229,20,0.965815602586201,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_10,last_3y,2023-05-15,2026-05-15,727,0.8752119019407874,0.26755807003509213,-0.2031870279368012,2.4844063648855133,5.133785597302121,621,0.16252938085011132,162.5293808501113,53,148,10,0.8907190192883895,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_10,last_1y,2025-05-15,2026-05-15,243,0.9191640136264794,0.25611871547836074,-0.11178798479468377,2.675620129128958,0.8749985897845178,214,0.05754339178005396,57.543391780053966,18,54,4,0.9470725028129352,1.5,single_513520.SH,5.0,5.0,5.0,10.0,5.0,5.0
single_513520_SH_cap_12,full,2011-12-09,2026-05-15,3501,0.31206005291800687,0.243229446243326,-0.2813236162531625,1.2383448667569357,42.522525256315454,1997,0.718213292619019,718.2132926190191,740,565,33,0.8824146847213173,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_12,from_2020,2020-01-02,2026-05-15,1540,0.5179250716677914,0.2621992378104507,-0.20318702793680066,1.7233047434062139,11.812708090645483,1280,0.38005502465026664,380.0550246502666,113,327,21,0.9299459177511871,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_12,last_10y,2016-05-16,2026-05-15,2427,0.3504861221238411,0.24781836830756804,-0.20318702793680066,1.3366133501653739,17.061099545220856,1588,0.5668287060650816,566.8287060650816,224,459,23,1.015128258272303,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_12,last_5y,2021-05-17,2026-05-15,1211,0.5623680506429978,0.2565330714460687,-0.20318702793680066,1.8675825957386303,7.5356510272441835,966,0.2910383231408984,291.03832314089834,96,226,21,0.9579595672482256,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_12,last_3y,2023-05-15,2026-05-15,727,0.8101674224798756,0.26824702210212303,-0.20318702793680066,2.346982039059892,4.539851514677053,620,0.1597866172112239,159.78661721122387,53,145,11,0.8776328311256822,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_12,last_1y,2025-05-15,2026-05-15,243,0.91916401362648,0.2561187154783607,-0.11178798479468377,2.675620129128966,0.8749985897845185,214,0.057543391780053924,57.54339178005394,18,54,4,0.9470725028129346,1.5,single_513520.SH,5.0,5.0,5.0,12.0,5.0,5.0
single_513520_SH_cap_15,full,2011-12-09,2026-05-15,3501,0.31206005291800687,0.243229446243326,-0.2813236162531625,1.2383448667569357,42.522525256315454,1997,0.718213292619019,718.2132926190191,740,565,33,0.8824146847213173,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_15,from_2020,2020-01-02,2026-05-15,1540,0.5179250716677914,0.2621992378104507,-0.20318702793680066,1.7233047434062139,11.812708090645483,1280,0.38005502465026664,380.0550246502666,113,327,21,0.9299459177511871,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_15,last_10y,2016-05-16,2026-05-15,2427,0.3504861221238411,0.24781836830756804,-0.20318702793680066,1.3366133501653739,17.061099545220856,1588,0.5668287060650816,566.8287060650816,224,459,23,1.015128258272303,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_15,last_5y,2021-05-17,2026-05-15,1211,0.5623680506429978,0.2565330714460687,-0.20318702793680066,1.8675825957386303,7.5356510272441835,966,0.2910383231408984,291.03832314089834,96,226,21,0.9579595672482256,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_15,last_3y,2023-05-15,2026-05-15,727,0.8101674224798756,0.26824702210212303,-0.20318702793680066,2.346982039059892,4.539851514677053,620,0.1597866172112239,159.78661721122387,53,145,11,0.8776328311256822,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_15,last_1y,2025-05-15,2026-05-15,243,0.91916401362648,0.2561187154783607,-0.11178798479468377,2.675620129128966,0.8749985897845185,214,0.057543391780053924,57.54339178005394,18,54,4,0.9470725028129346,1.5,single_513520.SH,5.0,5.0,5.0,15.0,5.0,5.0
single_513520_SH_cap_inf,full,2011-12-09,2026-05-15,3501,0.31206005291800687,0.243229446243326,-0.2813236162531625,1.2383448667569357,42.522525256315454,1997,0.718213292619019,718.2132926190191,740,565,33,0.8824146847213173,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_513520_SH_cap_inf,from_2020,2020-01-02,2026-05-15,1540,0.5179250716677914,0.2621992378104507,-0.20318702793680066,1.7233047434062139,11.812708090645483,1280,0.38005502465026664,380.0550246502666,113,327,21,0.9299459177511871,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_513520_SH_cap_inf,last_10y,2016-05-16,2026-05-15,2427,0.3504861221238411,0.24781836830756804,-0.20318702793680066,1.3366133501653739,17.061099545220856,1588,0.5668287060650816,566.8287060650816,224,459,23,1.015128258272303,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_513520_SH_cap_inf,last_5y,2021-05-17,2026-05-15,1211,0.5623680506429978,0.2565330714460687,-0.20318702793680066,1.8675825957386303,7.5356510272441835,966,0.2910383231408984,291.03832314089834,96,226,21,0.9579595672482256,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_513520_SH_cap_inf,last_3y,2023-05-15,2026-05-15,727,0.8101674224798756,0.26824702210212303,-0.20318702793680066,2.346982039059892,4.539851514677053,620,0.1597866172112239,159.78661721122387,53,145,11,0.8776328311256822,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_513520_SH_cap_inf,last_1y,2025-05-15,2026-05-15,243,0.91916401362648,0.2561187154783607,-0.11178798479468377,2.675620129128966,0.8749985897845185,214,0.057543391780053924,57.54339178005394,18,54,4,0.9470725028129346,1.5,single_513520.SH,5.0,5.0,5.0,inf,5.0,5.0
single_159985_SZ_cap_3,full,2011-12-09,2026-05-15,3501,0.32134749883317637,0.24260829828537334,-0.2813236162531625,1.2698835012769643,47.003460416816175,1967,0.7546014012700741,754.6014012700741,747,588,21,0.8995246580774632,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_3,from_2020,2020-01-02,2026-05-15,1540,0.5424619014629453,0.26085079333670164,-0.24515705912649188,1.792194430397713,13.131862111384994,1250,0.41644313330132177,416.4431333013218,120,350,9,0.9688433312056456,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_3,last_10y,2016-05-16,2026-05-15,2427,0.3642973984212341,0.2469334669030636,-0.24515705912649177,1.3816080369896688,18.920610580319632,1558,0.6032168147161368,603.2168147161367,231,482,11,1.0398097649553957,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_3,last_5y,2021-05-17,2026-05-15,1211,0.5937480866669997,0.25470295044282687,-0.24515705912649188,1.9570772256344666,8.391587312931316,936,0.3318818590884019,331.8818590884019,103,252,9,1.0089667345594702,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_3,last_3y,2023-05-15,2026-05-15,727,0.9899924359483494,0.26365771699742613,-0.16699187284206685,2.7427182469572675,6.280524113288387,604,0.19601849181439274,196.01849181439275,55,166,8,0.9425247960080432,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_3,last_1y,2025-05-15,2026-05-15,243,0.9241864568415386,0.24701962340339415,-0.12751321964343454,2.7751227595461887,0.8797299862844055,212,0.07336736056174521,73.3673605617452,20,65,4,0.9415828177135195,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,3.0,5.0
single_159985_SZ_cap_4,full,2011-12-09,2026-05-15,3501,0.3355735738227823,0.24289230937204395,-0.2813236162531625,1.3127388534310316,54.703827063596535,1989,0.7450585190661917,745.0585190661917,742,581,30,0.89197988522534,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_4,from_2020,2020-01-02,2026-05-15,1540,0.5804741555312725,0.26138916941477447,-0.18048766566331387,1.882171977143087,15.39879284334712,1272,0.4069002510974393,406.9002510974393,115,343,18,0.9516912209749424,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_4,last_10y,2016-05-16,2026-05-15,2427,0.3855362342689672,0.2473270509895616,-0.18048766566331387,1.4422242518272657,22.11613031919364,1580,0.5936739325122544,593.6739325122543,226,475,20,1.0289262669103676,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_4,last_5y,2021-05-17,2026-05-15,1211,0.6436272766410529,0.2553874192470207,-0.18048766566331387,2.0731904302019855,9.890678539388011,958,0.32228572177579773,322.2857217757977,98,245,18,0.9871626637178341,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_4,last_3y,2023-05-15,2026-05-15,727,0.9812087102244915,0.2663346689472629,-0.1655059970021454,2.7009362774075925,6.188199861550573,613,0.19114864083928818,191.1486408392882,54,165,8,0.9280715078432812,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_4,last_1y,2025-05-15,2026-05-15,243,0.8680046393689067,0.24847718194195587,-0.12751321964343454,2.6407440535407276,0.8267784547664214,213,0.07311984745098862,73.1198474509886,19,64,4,0.946472141820899,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,4.0,5.0
single_159985_SZ_cap_5,full,2011-12-09,2026-05-15,3501,0.3403007411137349,0.2431575568051414,-0.2813236162531625,1.3261168063078992,57.50632171310665,1991,0.7476849803630458,747.6849803630457,740,584,30,0.8926791720421778,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_5,from_2020,2020-01-02,2026-05-15,1540,0.5932200361031534,0.26192745528956507,-0.18054057908721044,1.9095598116288215,16.223826447401574,1274,0.40952671239429345,409.52671239429344,113,346,18,0.9532809632773771,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_5,last_10y,2016-05-16,2026-05-15,2427,0.3926159061906629,0.24769951928438352,-0.18054057908721055,1.4610274991917909,23.279117405573842,1582,0.5963003938091085,596.3003938091084,224,478,20,1.0299350032703798,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_5,last_5y,2021-05-17,2026-05-15,1211,0.6615785770724687,0.2561475759488577,-0.18054057908721055,2.1102687392951776,10.47427779269982,960,0.3205100108849252,320.5100108849252,96,245,18,0.9876341916167911,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_5,last_3y,2023-05-15,2026-05-15,727,1.0056575562621899,0.2673731639518687,-0.16550599700214552,2.7374492597054023,6.447093960006493,614,0.18925830495525067,189.2583049552507,53,164,8,0.9270633264631413,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_5,last_1y,2025-05-15,2026-05-15,243,0.9637777319201237,0.25052223051899525,-0.12751321964343498,2.8212676317378276,0.9170116308325889,214,0.071618542769007,71.61854276900701,18,64,4,0.9478664529447356,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159985_SZ_cap_6,full,2011-12-09,2026-05-15,3501,0.34312036895126563,0.2431703943065684,-0.2813236162531625,1.3347064336567134,59.23965769710257,1992,0.7407048483390298,740.7048483390298,739,578,30,0.8932180365934618,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_6,from_2020,2020-01-02,2026-05-15,1540,0.6008499230942377,0.2619415626370651,-0.18054057908721044,1.9277328072313467,16.734107683500778,1275,0.40254658037027746,402.54658037027747,112,340,18,0.954506005351432,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_6,last_10y,2016-05-16,2026-05-15,2427,0.3968440061264906,0.24771575604013082,-0.18054057908721033,1.473194235326622,23.998422031578304,1583,0.5893202617850924,589.3202617850925,223,472,20,1.030712327042133,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_6,last_5y,2021-05-17,2026-05-15,1211,0.6701322699788386,0.2562402634690562,-0.18054057908721033,2.1296771007420205,10.760930095972878,961,0.3168492277161766,316.84922771617653,95,240,18,0.990638898188442,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_6,last_3y,2023-05-15,2026-05-15,727,1.0209269103484488,0.26739001828015246,-0.1655059970021452,2.7657386968618014,6.6118329902486614,615,0.18557180006435486,185.57180006435487,52,159,8,0.9316428173154883,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_6,last_1y,2025-05-15,2026-05-15,243,0.9755881167481195,0.25052218510838026,-0.12751321964343476,2.8452698599613897,0.9281278129036019,215,0.0716157823582505,71.61578235825051,17,65,4,0.9499623259204106,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,6.0,5.0
single_159985_SZ_cap_7,full,2011-12-09,2026-05-15,3501,0.3344219933727306,0.2434365336430655,-0.2813236162531625,1.3067984928446124,54.040251087349255,1996,0.7396922492838629,739.6922492838629,735,576,30,0.8938393388088587,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_7,from_2020,2020-01-02,2026-05-15,1540,0.5773778287402125,0.26254195146483994,-0.1811746049199202,1.867571985891727,15.203441005889395,1279,0.40153398131511053,401.53398131511057,108,338,18,0.9559184592839675,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_7,last_10y,2016-05-16,2026-05-15,2427,0.3838132400796641,0.24809832900154694,-0.1811746049199201,1.4334865269073513,21.84075770025122,1587,0.5883076627299255,588.3076627299256,219,470,20,1.031608568927631,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_7,last_5y,2021-05-17,2026-05-15,1211,0.640851485708662,0.25699747476029833,-0.1811746049199202,2.055206967431701,9.802576424591665,965,0.31618342034970665,316.1834203497067,91,239,18,0.9932351018300579,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_7,last_3y,2023-05-15,2026-05-15,727,0.9759799358141148,0.26874426205120905,-0.1655059970021452,2.669249496960144,6.133606107905143,619,0.18485739235119159,184.8573923511916,48,157,8,0.9368573421149269,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_7,last_1y,2025-05-15,2026-05-15,243,0.8470241392225875,0.2547701725919001,-0.12751321964343443,2.537304539497371,0.8069897698191115,219,0.07090137464508728,70.90137464508729,13,63,4,0.9655629824191432,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,7.0,5.0
single_159985_SZ_cap_8,full,2011-12-09,2026-05-15,3501,0.32822746764775856,0.24344927688471216,-0.2813236162531625,1.2876053603167659,50.59488361933837,1997,0.7323900752625154,732.3900752625154,733,573,30,0.8943740337671888,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_8,from_2020,2020-01-02,2026-05-15,1540,0.5607805439145723,0.26259588254435556,-0.1802329981123516,1.8268808012410072,14.18915042020643,1280,0.394231807293763,394.23180729376304,106,335,18,0.9571340223028726,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_8,last_10y,2016-05-16,2026-05-15,2427,0.37455628833538435,0.24812028571855002,-0.1802329981123516,1.4062911966155207,20.41098944937105,1588,0.581005488708578,581.005488708578,217,467,20,1.0323798779713536,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_8,last_5y,2021-05-17,2026-05-15,1211,0.6398205866150675,0.25703869265347307,-0.1802329981123516,2.0524720589591423,9.770000357844348,966,0.31396821669079034,313.9682166907903,89,240,18,0.9941214543423615,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_8,last_3y,2023-05-15,2026-05-15,727,0.9765578646141799,0.2687389123497928,-0.1655059970021452,2.6703885244761465,6.139626912171012,619,0.1829083972080887,182.9083972080887,47,156,8,0.9388905756878849,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_8,last_1y,2025-05-15,2026-05-15,243,0.848640800394451,0.2547542497236714,-0.12751321964343443,2.5408902042276726,0.808514879497152,219,0.06895237950198442,68.95237950198442,12,62,4,0.9716459487053185,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,8.0,5.0
single_159985_SZ_cap_10,full,2011-12-09,2026-05-15,3501,0.32822746764775856,0.24344927688471216,-0.2813236162531625,1.2876053603167659,50.59488361933837,1997,0.7323900752625154,732.3900752625154,733,573,30,0.8943740337671888,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_10,from_2020,2020-01-02,2026-05-15,1540,0.5607805439145723,0.26259588254435556,-0.1802329981123516,1.8268808012410072,14.18915042020643,1280,0.394231807293763,394.23180729376304,106,335,18,0.9571340223028726,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_10,last_10y,2016-05-16,2026-05-15,2427,0.37455628833538435,0.24812028571855002,-0.1802329981123516,1.4062911966155207,20.41098944937105,1588,0.581005488708578,581.005488708578,217,467,20,1.0323798779713536,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_10,last_5y,2021-05-17,2026-05-15,1211,0.6398205866150675,0.25703869265347307,-0.1802329981123516,2.0524720589591423,9.770000357844348,966,0.31396821669079034,313.9682166907903,89,240,18,0.9941214543423615,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_10,last_3y,2023-05-15,2026-05-15,727,0.9765578646141799,0.2687389123497928,-0.1655059970021452,2.6703885244761465,6.139626912171012,619,0.1829083972080887,182.9083972080887,47,156,8,0.9388905756878849,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_10,last_1y,2025-05-15,2026-05-15,243,0.848640800394451,0.2547542497236714,-0.12751321964343443,2.5408902042276726,0.808514879497152,219,0.06895237950198442,68.95237950198442,12,62,4,0.9716459487053185,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,10.0,5.0
single_159985_SZ_cap_12,full,2011-12-09,2026-05-15,3501,0.3283792098098339,0.24346075850591944,-0.2813236162531625,1.2880264126586853,50.67683417226486,1998,0.7365649212758478,736.5649212758478,731,575,30,0.894748812616623,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_12,from_2020,2020-01-02,2026-05-15,1540,0.5611859391424001,0.2626194106624467,-0.17982358140469623,1.8277324872516303,14.213276054147254,1281,0.3984066533070955,398.4066533070955,104,337,18,0.957986035778112,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_12,last_10y,2016-05-16,2026-05-15,2427,0.3747828203835364,0.24813644023058756,-0.179823581404696,1.4068815189841206,20.444997519570894,1589,0.5851803347219106,585.1803347219105,215,469,20,1.0329205045687448,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_12,last_5y,2021-05-17,2026-05-15,1211,0.6403622444420418,0.2570690086595769,-0.179823581404696,2.053549095487689,9.787106850241067,967,0.31814306270412274,318.14306270412277,87,242,18,0.9952049396865968,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_12,last_3y,2023-05-15,2026-05-15,727,0.9765578646141806,0.268738912349793,-0.1655059970021453,2.6703885244761465,6.139626912171019,619,0.18290839720808882,182.90839720808887,47,156,8,0.9388905756878857,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_12,last_1y,2025-05-15,2026-05-15,243,0.8486408003944528,0.2547542497236719,-0.12751321964343498,2.540890204227666,0.8085148794971537,219,0.0689523795019845,68.9523795019845,12,62,4,0.9716459487053198,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,12.0,5.0
single_159985_SZ_cap_15,full,2011-12-09,2026-05-15,3501,0.3354464936380013,0.24337341976862442,-0.2813236162531625,1.3102278916386376,54.6302368174376,1998,0.7274345841867632,727.4345841867632,731,569,31,0.8935624243500735,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,15.0,5.0
single_159985_SZ_cap_15,from_2020,2020-01-02,2026-05-15,1540,0.5801323000890364,0.26240442967144934,-0.1655059970021452,1.8750670809982681,15.377128421606876,1281,0.38927631621801084,389.27631621801083,104,331,19,0.9552889284266903,1.5,single_159985.SZ,5.0,5.0,5.0,5.0,15.0,5.0
