candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,scan_family,cap_159915.SZ,cap_159941.SZ,cap_513030.SH,cap_513520.SH,cap_159985.SZ,cap_518880.SH
single_159915_SZ_cap_8,last_10y,2016-05-16,2026-05-15,2427,0.4166081373007704,0.24795675939971157,-0.1821640444508078,1.5285935111496924,27.620615416654307,1652,0.5717721881309321,571.772188130932,217,458,35,1.016160775603094,1.5,single_159915.SZ,8.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_8,last_5y,2021-05-17,2026-05-15,1211,0.6787961093178281,0.25513737452540475,-0.18054057908721077,2.158147961243391,11.057025184162747,957,0.31379595333349053,313.79595333349056,89,241,28,0.9759229694409985,1.5,single_159915.SZ,8.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_8,last_3y,2023-05-15,2026-05-15,727,1.0232534544655922,0.26637129804736254,-0.16550599700214508,2.7796680685709263,6.637140820555399,605,0.18595976928369978,185.95976928369976,53,161,18,0.9040459801149824,1.5,single_159915.SZ,8.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_8,last_1y,2025-05-15,2026-05-15,243,1.015773021055673,0.24731545062001534,-0.1199020021548931,2.9607136856716885,0.9659330012398961,205,0.06832000709745617,68.32000709745614,18,61,14,0.8790038570800801,1.5,single_159915.SZ,8.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,full,2011-12-09,2026-05-15,3501,0.37735498309050763,0.24541713009940896,-0.24946557545371806,1.4272132188588786,84.45640340022544,2104,0.6923373786449132,692.3373786449132,681,537,72,0.8808709108909485,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,from_2020,2020-01-02,2026-05-15,1540,0.5966524960501922,0.25988957885132513,-0.18054057908721022,1.9307864032587225,16.451845492520334,1267,0.3895957611472985,389.5957611472985,106,325,36,0.9363882383764824,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,last_10y,2016-05-16,2026-05-15,2427,0.4077572217175436,0.24756591604906633,-0.18216404445080803,1.5052854566307512,25.944108683271633,1648,0.5677432163904428,567.7432163904427,217,451,40,1.0127752605722513,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,last_5y,2021-05-17,2026-05-15,1211,0.658911991059858,0.25468300622054396,-0.1805405790872101,2.114674310791821,10.386055681428664,955,0.31263389168716554,312.63389168716554,89,239,31,0.9725915926215912,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,last_3y,2023-05-15,2026-05-15,727,0.9834930797455215,0.26570172535060793,-0.1655059970021452,2.711112192714196,6.21213643511135,603,0.18479770763737474,184.79770763737474,53,159,21,0.898496740323645,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_10,last_1y,2025-05-15,2026-05-15,243,0.9206634137796283,0.245212178449076,-0.1164379066178951,2.786416610192502,0.8764111471048586,203,0.06514808181258755,65.14808181258755,18,57,16,0.8677622295984283,1.5,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,full,2011-12-09,2026-05-15,3501,0.37438496358667117,0.2446343372565331,-0.24946557545371795,1.4221561821450424,81.93163044668573,2095,0.6856643721113622,685.6643721113622,680,541,83,0.8759927671982677,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,from_2020,2020-01-02,2026-05-15,1540,0.5897722750786527,0.2585457918347048,-0.18054057908721077,1.9227285535995775,15.99730468415191,1263,0.38443732685465326,384.4373268546533,106,322,40,0.931187908008042,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,last_10y,2016-05-16,2026-05-15,2427,0.4030934216363129,0.24670231069405202,-0.1821640444508078,1.4962057809107268,25.096600024010417,1643,0.5608968022298052,560.8968022298052,217,448,45,1.0082512146929057,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,last_5y,2021-05-17,2026-05-15,1211,0.6525857101133685,0.2536425617359983,-0.18054057908721077,2.107226417848804,10.17890303305788,952,0.30864621162449046,308.64621162449043,89,237,34,0.9672690752682708,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,last_3y,2023-05-15,2026-05-15,727,0.9709092259974084,0.26405713606259956,-0.16550599700214497,2.7022008999625022,6.080922149431952,600,0.18081002757469966,180.81002757469963,53,157,24,0.889630758872653,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_12,last_1y,2025-05-15,2026-05-15,243,0.8844378203165089,0.23982364508223258,-0.11080072943359476,2.7640480617507537,0.842272587674731,200,0.06116040174991238,61.16040174991238,18,55,19,0.8412372562862002,1.5,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,full,2011-12-09,2026-05-15,3501,0.37277779961123114,0.2442791172451222,-0.2494655754537174,1.4190926079094002,80.59444209362945,2080,0.6789920157981633,678.9920157981633,678,533,97,0.8718059595327292,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,from_2020,2020-01-02,2026-05-15,1540,0.5976121672591919,0.25862481221351713,-0.18054057908721044,1.941275554852208,16.51604633450321,1259,0.3823152109622434,382.31521096224344,106,323,43,0.9273164860525119,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,last_10y,2016-05-16,2026-05-15,2427,0.4074079475133221,0.24673568198680243,-0.18216404445080814,1.50849622490622,25.87979448637807,1639,0.5586918553357363,558.6918553357364,216,450,49,1.00557573129924,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,last_5y,2021-05-17,2026-05-15,1211,0.6636044682127624,0.2537976922592871,-0.18054057908721044,2.132321742025109,10.54166410890339,949,0.3064529838445179,306.4529838445179,89,237,36,0.9635260972840185,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,last_3y,2023-05-15,2026-05-15,727,0.9928477362818571,0.26427495225446096,-0.16550599700214552,2.7421794423927923,6.310701666197602,597,0.1786167997947271,178.61679979472711,53,157,26,0.8833958945825159,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_15,last_1y,2025-05-15,2026-05-15,243,0.9478913523458634,0.2405621419150235,-0.10711481853745108,2.894279231059942,0.9020552679546492,197,0.05896717396993975,58.96717396993975,18,55,21,0.8225839791712621,1.5,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,full,2011-12-09,2026-05-15,3501,0.3849356583149137,0.24135257966173518,-0.24946557545371817,1.4699806772941582,91.2276602792385,2058,0.640398762261083,640.3987622610831,661,501,149,0.8472970198468723,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,from_2020,2020-01-02,2026-05-15,1540,0.6087269260352914,0.25193333617738684,-0.18054057908721044,2.0134564694446904,17.274119747298233,1237,0.3675957830276445,367.59578302764453,105,308,66,0.90372065947674,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,last_10y,2016-05-16,2026-05-15,2427,0.42405690136379803,0.24153776316537956,-0.1821640444508077,1.5843232066422233,29.103329216580086,1619,0.5344522629148124,534.4522629148123,213,430,81,0.9780669289225612,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,last_5y,2021-05-17,2026-05-15,1211,0.6534061996274858,0.25101797708137086,-0.18054057908721033,2.128535745495205,10.205600011521536,931,0.29134978379289417,291.34978379289413,88,228,55,0.9315235150482356,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,last_3y,2023-05-15,2026-05-15,727,0.9725394870831063,0.25984663717587964,-0.1655059970021452,2.7448228255998606,6.097832505087344,579,0.16351359974310353,163.5135997431035,52,148,45,0.8300876042282763,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159915_SZ_cap_inf,last_1y,2025-05-15,2026-05-15,243,0.9898696513708363,0.24211127917527922,-0.09548596305335066,2.965212523972407,0.9415667244974906,195,0.056101713521684006,56.101713521684,17,51,24,0.7954945812321329,1.5,single_159915.SZ,inf,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,full,2011-12-09,2026-05-15,3501,0.3323980191545677,0.24353609512338922,-0.2813236162531625,1.3001420364514094,52.8917214720754,1970,0.7458170368867003,745.8170368867004,747,592,30,0.8927964094483632,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,from_2020,2020-01-02,2026-05-15,1540,0.5589830120143888,0.2631562827353878,-0.2139468266288923,1.8192008049037143,14.08256192104676,1258,0.4084256269895432,408.4256269895433,120,352,18,0.9527608117596366,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,last_10y,2016-05-16,2026-05-15,2427,0.3807865650909916,0.24824051751522933,-0.2139468266288922,1.424001382752873,21.364137660629662,1561,0.5944324503327629,594.4324503327629,231,486,20,1.03010412076484,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,last_5y,2021-05-17,2026-05-15,1211,0.6442758325220788,0.2565283930993167,-0.2139468266288922,2.0666009360115094,9.911345122336314,944,0.31966955264106967,319.6695526410696,103,249,18,0.983650062806278,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,last_3y,2023-05-15,2026-05-15,727,0.995101122276483,0.26796228258702753,-0.1655059970021454,2.7122029389594706,6.334575223104646,598,0.19004490645333266,190.04490645333266,60,170,8,0.9182373164234388,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_3,last_1y,2025-05-15,2026-05-15,243,1.0349426605870002,0.25291091568455254,-0.11702278713650827,2.9380249185012657,0.9839579171601789,204,0.07074513612693738,70.74513612693738,18,66,4,0.9519549190275152,1.5,single_159941.SZ,5.0,3.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,full,2011-12-09,2026-05-15,3501,0.33692321397703706,0.243419240850659,-0.2813236162531625,1.314574612224021,55.49097802152443,1982,0.7521074844782698,752.1074844782698,745,588,30,0.8923591771797703,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,from_2020,2020-01-02,2026-05-15,1540,0.5752813910971686,0.26271432819202134,-0.1936996251894113,1.8614461788716004,15.072281808453301,1266,0.41357319883698357,413.5731988369836,118,349,18,0.9520342377713582,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,last_10y,2016-05-16,2026-05-15,2427,0.38755640219275733,0.248072214943284,-0.1936996251894113,1.4445128445624391,22.442784430473377,1573,0.6007228979243324,600.7228979243324,229,482,20,1.0294734037593418,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,last_5y,2021-05-17,2026-05-15,1211,0.6550370159408374,0.2567030062668231,-0.1936996251894113,2.090834363569424,10.258813198049616,952,0.32370691556080694,323.7069155608069,101,244,18,0.9845115152026723,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,last_3y,2023-05-15,2026-05-15,727,1.0048805872329334,0.2682027377046345,-0.16550599700214552,2.7283177585845673,6.438774233383961,606,0.19279588960290786,192.79588960290786,58,164,8,0.9221520003539418,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_4,last_1y,2025-05-15,2026-05-15,243,0.9814299673491258,0.253493103726048,-0.12751321964343454,2.826469355589373,0.9336254071514896,210,0.07389945461011982,73.89945461011982,18,63,4,0.9532992593217723,1.5,single_159941.SZ,5.0,4.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,full,2011-12-09,2026-05-15,3501,0.3403007411137349,0.2431575568051414,-0.2813236162531625,1.3261168063078992,57.50632171310665,1991,0.7476849803630458,747.6849803630457,740,584,30,0.8926791720421778,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,from_2020,2020-01-02,2026-05-15,1540,0.5932200361031534,0.26192745528956507,-0.18054057908721044,1.9095598116288215,16.223826447401574,1274,0.40952671239429345,409.52671239429344,113,346,18,0.9532809632773771,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,last_10y,2016-05-16,2026-05-15,2427,0.3926159061906629,0.24769951928438352,-0.18054057908721055,1.4610274991917909,23.279117405573842,1582,0.5963003938091085,596.3003938091084,224,478,20,1.0299350032703798,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,last_5y,2021-05-17,2026-05-15,1211,0.6615785770724687,0.2561475759488577,-0.18054057908721055,2.1102687392951776,10.47427779269982,960,0.3205100108849252,320.5100108849252,96,245,18,0.9876341916167911,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,last_3y,2023-05-15,2026-05-15,727,1.0056575562621899,0.2673731639518687,-0.16550599700214552,2.7374492597054023,6.447093960006493,614,0.18925830495525067,189.2583049552507,53,164,8,0.9270633264631413,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_5,last_1y,2025-05-15,2026-05-15,243,0.9637777319201237,0.25052223051899525,-0.12751321964343498,2.8212676317378276,0.9170116308325889,214,0.071618542769007,71.61854276900701,18,64,4,0.9478664529447356,1.5,single_159941.SZ,5.0,5.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,full,2011-12-09,2026-05-15,3501,0.3322775707894079,0.24299759664004628,-0.29606265307689206,1.302086570558363,52.8240777514011,1991,0.7411641839614223,741.1641839614222,740,579,30,0.8923199800454776,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,from_2020,2020-01-02,2026-05-15,1540,0.5828094579697236,0.2615433259525034,-0.18539051373435145,1.886853827573317,15.547430191257178,1274,0.40438070537757714,404.3807053775771,113,341,18,0.9525681574067174,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,last_10y,2016-05-16,2026-05-15,2427,0.38060650928433537,0.247478308499702,-0.18539051373435156,1.4270604714397088,21.336066679786693,1582,0.5897795974074849,589.7795974074849,224,473,20,1.0294168610452261,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,last_5y,2021-05-17,2026-05-15,1211,0.6567237498506657,0.256050769323584,-0.18539051373435145,2.0995220370378256,10.314061286798385,960,0.31690933173659214,316.9093317365921,96,243,18,0.9881227545650509,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,last_3y,2023-05-15,2026-05-15,727,1.0006547080498116,0.26722895616077086,-0.16550599700214563,2.7294117807400795,6.393630158117353,614,0.18926918068975512,189.2691806897551,53,164,8,0.9271041049168136,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
single_159941_SZ_cap_6,last_1y,2025-05-15,2026-05-15,243,0.9491592684071781,0.25005813542215255,-0.1275132196434351,2.796083237837601,0.9032491174816832,214,0.07162941850351126,71.62941850351125,18,64,4,0.9479884526806169,1.5,single_159941.SZ,5.0,6.0,5.0,5.0,5.0,5.0
