candidate,scan_family,cap_159915.SZ,cap_159941.SZ,cap_513030.SH,cap_513520.SH,cap_159985.SZ,cap_518880.SH,ann_return_full,max_dd_full,sharpe_full,ann_vol_full,ann_return_last_10y,max_dd_last_10y,sharpe_last_10y,ann_vol_last_10y,ann_return_last_5y,max_dd_last_5y,sharpe_last_5y,ann_vol_last_5y,ann_return_last_3y,max_dd_last_3y,sharpe_last_3y,ann_vol_last_3y,ann_return_last_1y,max_dd_last_1y,sharpe_last_1y,ann_vol_last_1y,delta_ann_return_full,delta_max_dd_full,delta_sharpe_full,delta_ann_return_last_10y,delta_max_dd_last_10y,delta_sharpe_last_10y,delta_ann_return_last_5y,delta_max_dd_last_5y,delta_sharpe_last_5y,delta_ann_return_last_3y,delta_max_dd_last_3y,delta_sharpe_last_3y,delta_ann_return_last_1y,delta_max_dd_last_1y,delta_sharpe_last_1y
baseline_all_cap_5,baseline,5.0,5.0,5.0,5.0,5.0,5.0,0.3403007411137349,-0.2813236162531625,1.3261168063078992,0.2431575568051414,0.3926159061906629,-0.18054057908721055,1.4610274991917909,0.24769951928438352,0.6615785770724687,-0.18054057908721055,2.1102687392951776,0.2561475759488577,1.0056575562621899,-0.16550599700214552,2.7374492597054023,0.2673731639518687,0.9637777319201237,-0.12751321964343498,2.8212676317378276,0.25052223051899525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_159915_SZ_cap_3,single_159915.SZ,3.0,5.0,5.0,5.0,5.0,5.0,0.29748751908361926,-0.3221528814752642,1.2161735649572505,0.23729675894738378,0.39536710416092835,-0.19255554544930154,1.4737452615388398,0.24672866577276648,0.6424325566655851,-0.19255554544930154,2.055180581940391,0.2575697210434074,0.9743962874822933,-0.1644589995445136,2.6767981641633742,0.2676089499630778,0.9802367097621796,-0.13474097465368384,2.772857214471985,0.2586101751593632,-0.042813222030115616,-0.04082926522210173,-0.1099432413506487,0.002751197970265462,-0.012014966362090984,0.012717762347048911,-0.019146020406883624,-0.012014966362090984,-0.05508815735478656,-0.031261268779896545,0.0010469974576319263,-0.06065109554202808,0.016458977842055855,-0.00722775501024886,-0.04841041726584239
single_159915_SZ_cap_4,single_159915.SZ,4.0,5.0,5.0,5.0,5.0,5.0,0.3097332028749722,-0.29195890694969295,1.2411779181393974,0.24073167694845327,0.36277488646267586,-0.18054057908720977,1.3689708985221654,0.2486944936682538,0.6285791422464966,-0.18054057908720988,2.021551848512794,0.25763014695548575,0.9462770768894799,-0.1655059970021452,2.611553683195188,0.2688734707984617,0.8179316239824896,-0.13907975413976126,2.4679791981494454,0.2555335653420362,-0.03056753823876268,-0.010635290696530464,-0.08493888816850181,-0.029841019727987028,7.771561172376096e-16,-0.09205660066962551,-0.03299943482597212,6.661338147750939e-16,-0.08871689078238365,-0.05938047937270996,3.3306690738754696e-16,-0.1258955765102141,-0.14584610793763408,-0.011566534496326275,-0.35328843358838213
single_159915_SZ_cap_5,single_159915.SZ,5.0,5.0,5.0,5.0,5.0,5.0,0.3403007411137349,-0.2813236162531625,1.3261168063078992,0.2431575568051414,0.3926159061906629,-0.18054057908721055,1.4610274991917909,0.24769951928438352,0.6615785770724687,-0.18054057908721055,2.1102687392951776,0.2561475759488577,1.0056575562621899,-0.16550599700214552,2.7374492597054023,0.2673731639518687,0.9637777319201237,-0.12751321964343498,2.8212676317378276,0.25052223051899525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_159915_SZ_cap_6,single_159915.SZ,6.0,5.0,5.0,5.0,5.0,5.0,0.3476663587958291,-0.27342351928152986,1.3441767208328075,0.24415720517849354,0.3963233258591883,-0.1821640444508078,1.468578554605503,0.24834379594136843,0.6705230701504654,-0.18054057908721044,2.132115353566493,0.2560357049953074,0.9995851441189896,-0.1655059970021453,2.724948276137833,0.267499577523129,0.946043401987487,-0.12250202215852124,2.781031675982069,0.25092165231589625,0.007365617682094205,0.00790009697163263,0.018059914524908294,0.0037074196685253913,-0.001623465363597254,0.007551055413712149,0.008944493077996718,1.1102230246251565e-16,0.021846614271315623,-0.006072412143200312,2.220446049250313e-16,-0.012500983567569346,-0.017734329932636683,0.005011197484913743,-0.04023595575575856
single_159915_SZ_cap_7,single_159915.SZ,7.0,5.0,5.0,5.0,5.0,5.0,0.3685568522450835,-0.24946557545371872,1.4043454789384082,0.24474704213111806,0.41156189388563025,-0.18216404445080747,1.5184066981951625,0.2471494590894626,0.6860925382986067,-0.18054057908721022,2.170166355864774,0.2558024863198098,1.0224527983444092,-0.1655059970021453,2.7697344180594725,0.26726837992698244,1.0133874391220483,-0.12369713665766424,2.924718537868782,0.2501941555937642,0.028256111131348627,0.031858040799443765,0.07822867263050903,0.01894598769496736,-0.001623465363596921,0.05737919900337163,0.024513961226138026,3.3306690738754696e-16,0.05989761656959658,0.016795242082219275,2.220446049250313e-16,0.0322851583540702,0.04960970720192459,0.0038160829857707412,0.10345090613095431
single_159915_SZ_cap_8,single_159915.SZ,8.0,5.0,5.0,5.0,5.0,5.0,0.381319364930947,-0.24946557545371828,1.4348878962010136,0.24624378545462006,0.4166081373007704,-0.1821640444508078,1.5285935111496924,0.24795675939971157,0.6787961093178281,-0.18054057908721077,2.158147961243391,0.25513737452540475,1.0232534544655922,-0.16550599700214508,2.7796680685709263,0.26637129804736254,1.015773021055673,-0.1199020021548931,2.9607136856716885,0.24731545062001534,0.04101862381721211,0.03185804079944421,0.10877108989311446,0.02399223111010751,-0.001623465363597254,0.06756601195790157,0.01721753224535938,-2.220446049250313e-16,0.04787922194821359,0.01759589820340235,4.440892098500626e-16,0.04221880886552398,0.051995289135549294,0.007611217488541877,0.1394460539338609
single_159915_SZ_cap_10,single_159915.SZ,10.0,5.0,5.0,5.0,5.0,5.0,0.37735498309050763,-0.24946557545371806,1.4272132188588786,0.24541713009940896,0.4077572217175436,-0.18216404445080803,1.5052854566307512,0.24756591604906633,0.658911991059858,-0.1805405790872101,2.114674310791821,0.25468300622054396,0.9834930797455215,-0.1655059970021452,2.711112192714196,0.26570172535060793,0.9206634137796283,-0.1164379066178951,2.786416610192502,0.245212178449076,0.03705424197677276,0.03185804079944443,0.10109641255097945,0.015141315526880694,-0.001623465363597476,0.04425795743896033,-0.0026665860126107166,4.440892098500626e-16,0.004405571496643557,-0.02216447651666842,3.3306690738754696e-16,-0.026337066991206193,-0.04311431814049538,0.011075313025539879,-0.03485102154532571
single_159915_SZ_cap_12,single_159915.SZ,12.0,5.0,5.0,5.0,5.0,5.0,0.37438496358667117,-0.24946557545371795,1.4221561821450424,0.2446343372565331,0.4030934216363129,-0.1821640444508078,1.4962057809107268,0.24670231069405202,0.6525857101133685,-0.18054057908721077,2.107226417848804,0.2536425617359983,0.9709092259974084,-0.16550599700214497,2.7022008999625022,0.26405713606259956,0.8844378203165089,-0.11080072943359476,2.7640480617507537,0.23982364508223258,0.0340842224729363,0.03185804079944454,0.09603937583714317,0.01047751544565001,-0.001623465363597254,0.03517828171893589,-0.008992866959100176,-2.220446049250313e-16,-0.0030423214463737303,-0.034748330264781524,5.551115123125783e-16,-0.03524835974290008,-0.07933991160361487,0.016712490209840225,-0.05721956998707389
single_159915_SZ_cap_15,single_159915.SZ,15.0,5.0,5.0,5.0,5.0,5.0,0.37277779961123114,-0.2494655754537174,1.4190926079094002,0.2442791172451222,0.4074079475133221,-0.18216404445080814,1.50849622490622,0.24673568198680243,0.6636044682127624,-0.18054057908721044,2.132321742025109,0.2537976922592871,0.9928477362818571,-0.16550599700214552,2.7421794423927923,0.26427495225446096,0.9478913523458634,-0.10711481853745108,2.894279231059942,0.2405621419150235,0.03247705849749627,0.0318580407994451,0.09297580160150098,0.01479204132265921,-0.001623465363597587,0.04746872571442906,0.002025891140293723,1.1102230246251565e-16,0.022053002729931492,-0.012809819980332815,0.0,0.0047301826873900055,-0.015886379574260312,0.0203984011059839,0.07301159932211432
