candidate,step_order,segment,window_note,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,avg_effective_exposure,avg_final_exposure,max_final_exposure,avg_turnover,turnover_sum,cost_total,holding_day_ratio,cash_day_ratio,trades,staged_initials,staged_fills,overheat_days,overheat_triggers,r2_threshold,switch_buffer,entry_mode,initial_fraction,target_vol_enabled,overheat_enabled,source_policy
01_score_gate_full_entry,1,full,,2020-01-02,2026-06-17,1561,0.5556996682841617,0.26878330998113814,1.7778949106086408,-0.21562636986157402,14.448042381547905,0.9724535554131967,0.9730941704035875,1.0,0.25816784112748237,403.0,0.403,0.9724535554131967,0.026905829596412557,207,0,0,0,0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
01_score_gate_full_entry,1,last_10y,clipped_to_eval_start,2020-01-02,2026-06-17,1561,0.5556996682841617,0.26878330998113814,1.7778949106086408,-0.21562636986157402,14.448042381547905,0.9724535554131967,0.9730941704035875,1.0,0.25816784112748237,403.0,0.403,0.9724535554131967,0.026905829596412557,207,0,0,0,0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
01_score_gate_full_entry,1,last_5y,,2021-06-17,2026-06-17,1211,0.5374749575082696,0.2618271735400264,1.7722993082999585,-0.2156263698615739,6.901625927510193,0.9694467382328654,0.9694467382328654,1.0,0.23947151114781173,290.0,0.29000000000000004,0.9694467382328654,0.0305532617671346,150,0,0,0,0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
01_score_gate_full_entry,1,last_3y,,2023-06-19,2026-06-17,724,0.717582545456509,0.2843630988188053,2.0427153858287244,-0.17184869163190486,3.7306633736454105,0.962707182320442,0.962707182320442,1.0,0.2596685082872928,188.0,0.188,0.962707182320442,0.03729281767955801,97,0,0,0,0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
01_score_gate_full_entry,1,last_1y,,2025-06-17,2026-06-17,244,0.7394162643594007,0.28728914536545264,2.0717394666156355,-0.17184869163190475,0.7091165067047451,0.9713114754098361,0.9713114754098361,1.0,0.30327868852459017,74.0,0.07400000000000001,0.9713114754098361,0.028688524590163935,38,0,0,0,0,,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
02_add_r2_full_entry,2,full,,2020-01-02,2026-06-17,1561,0.5686440476259997,0.26239027165701795,1.846358265764827,-0.21970182237231684,15.26166722986039,0.9276105060858424,0.9282511210762332,1.0,0.2517616912235746,393.0,0.393,0.9276105060858424,0.07174887892376682,217,0,0,0,0,0.2,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
02_add_r2_full_entry,2,last_10y,clipped_to_eval_start,2020-01-02,2026-06-17,1561,0.5686440476259997,0.26239027165701795,1.846358265764827,-0.21970182237231684,15.26166722986039,0.9276105060858424,0.9282511210762332,1.0,0.2517616912235746,393.0,0.393,0.9276105060858424,0.07174887892376682,217,0,0,0,0,0.2,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
02_add_r2_full_entry,2,last_5y,,2021-06-17,2026-06-17,1211,0.5896334824196088,0.25722965668191344,1.929179526059531,-0.21970182237231728,8.275640859841664,0.925681255161024,0.925681255161024,1.0,0.23286540049545829,282.0,0.28200000000000003,0.925681255161024,0.07431874483897605,157,0,0,0,0,0.2,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
02_add_r2_full_entry,2,last_3y,,2023-06-19,2026-06-17,724,0.7951851511543697,0.28198429375201767,2.2145539245353723,-0.15835387103101295,4.371058728203404,0.9267955801104972,0.9267955801104972,1.0,0.24861878453038674,180.0,0.18000000000000002,0.9267955801104972,0.07320441988950276,97,0,0,0,0,0.2,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
02_add_r2_full_entry,2,last_1y,,2025-06-17,2026-06-17,244,0.9940732691187215,0.28431093043889105,2.5720404786773283,-0.15835387103101295,0.9508573800453779,0.9262295081967213,0.9262295081967213,1.0,0.28688524590163933,70.0,0.07,0.9262295081967213,0.07377049180327869,38,0,0,0,0,0.2,1.0,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
03_add_switch_buffer,3,full,,2020-01-02,2026-06-17,1561,0.5805511331122033,0.2624034582088353,1.8751424394477099,-0.23451844495289143,16.04152754569468,0.9276105060858424,0.9282511210762332,1.0,0.2453555413196669,383.0,0.383,0.9276105060858424,0.07174887892376682,212,0,0,0,0,0.2,1.05,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
03_add_switch_buffer,3,last_10y,clipped_to_eval_start,2020-01-02,2026-06-17,1561,0.5805511331122033,0.2624034582088353,1.8751424394477099,-0.23451844495289143,16.04152754569468,0.9276105060858424,0.9282511210762332,1.0,0.2453555413196669,383.0,0.383,0.9276105060858424,0.07174887892376682,212,0,0,0,0,0.2,1.05,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
03_add_switch_buffer,3,last_5y,,2021-06-17,2026-06-17,1211,0.6016702480726293,0.2569045728772534,1.9607118762137865,-0.2345184449528912,8.618059015374865,0.925681255161024,0.925681255161024,1.0,0.2295623451692816,278.0,0.278,0.925681255161024,0.07431874483897605,155,0,0,0,0,0.2,1.05,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
03_add_switch_buffer,3,last_3y,,2023-06-19,2026-06-17,724,0.822251324560072,0.28140702784993815,2.27182251472674,-0.15563769782154713,4.607014891261803,0.9267955801104972,0.9267955801104972,1.0,0.2430939226519337,176.0,0.17600000000000002,0.9267955801104972,0.07320441988950276,95,0,0,0,0,0.2,1.05,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
03_add_switch_buffer,3,last_1y,,2025-06-17,2026-06-17,244,1.0046832197480247,0.2842352367199803,2.5913675209422466,-0.1556376978215469,0.9609070186475637,0.9262295081967213,0.9262295081967213,1.0,0.28688524590163933,70.0,0.07,0.9262295081967213,0.07377049180327869,38,0,0,0,0,0.2,1.05,full_entry,1.0,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
04_add_staged_entry,4,full,,2020-01-02,2026-06-17,1561,0.5058476758322628,0.2262638350211583,1.9229240465055264,-0.1813135409719253,11.625680470632274,0.813260730301089,0.8139013452914798,1.0,0.2216527866752082,346.0,0.346,0.9276105060858424,0.07174887892376682,367,192,155,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
04_add_staged_entry,4,last_10y,clipped_to_eval_start,2020-01-02,2026-06-17,1561,0.5058476758322628,0.2262638350211583,1.9229240465055264,-0.1813135409719253,11.625680470632274,0.813260730301089,0.8139013452914798,1.0,0.2216527866752082,346.0,0.346,0.9276105060858424,0.07174887892376682,367,192,155,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
04_add_staged_entry,4,last_5y,,2021-06-17,2026-06-17,1211,0.5591003306668298,0.215899396541285,2.1654354623869323,-0.1813135409719252,7.4502007805220405,0.8208092485549133,0.8212221304706854,1.0,0.2093311312964492,253.5,0.2535,0.925681255161024,0.07431874483897605,270,139,115,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
04_add_staged_entry,4,last_3y,,2023-06-19,2026-06-17,724,0.6980634463635851,0.22859783632555028,2.431551699283573,-0.11874702715665442,3.5778466725181914,0.8093922651933702,0.8093922651933702,1.0,0.21961325966850828,159.0,0.159,0.9267955801104972,0.07320441988950276,166,88,71,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
04_add_staged_entry,4,last_1y,,2025-06-17,2026-06-17,244,0.8803096396341579,0.24140140118994802,2.738493047419493,-0.11874702715665486,0.8429929679641732,0.7848360655737705,0.7848360655737705,1.0,0.25,61.0,0.061,0.9262295081967213,0.07377049180327869,64,35,26,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,False,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
05_add_target_vol,5,full,,2020-01-02,2026-06-17,1561,0.6143354855403658,0.26672584316533476,1.9292696110235654,-0.20903292398537676,18.427011511696513,0.9630236823792401,0.9636513292098571,1.5,0.26045501275126126,406.5702749047189,0.40657027490471886,0.9276105060858424,0.07174887892376682,1424,192,155,0,0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,False,sina_raw_split_continuity_159941_pre_20220705_x0.25
