candidate,segment,r2_threshold,switch_buffer,r2_enabled,buffer_enabled,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,avg_turnover,turnover_total,cost_total,trade_days,buffer_blocked_days
r2_off_buffer_1.03,last_3y,off,1.03,False,True,2023-07-24,2026-09-02,756,0.6188519479376364,0.28780963680895433,1.816013901275048,-0.17184869163190464,0.9642857142857143,1.0,729,0.9642857142857143,0.2566137566137566,194.0,0.194,100,6
r2_off_buffer_1.03,last_5y,off,1.03,False,True,2021-06-25,2026-09-02,1260,0.4864792574595831,0.26568662681308464,1.6234078851775489,-0.22973801409035077,0.9706349206349206,1.0,1223,0.9706349206349206,0.2396825396825397,302.0,0.302,156,9
r2_off_buffer_1.05,full,off,1.05,False,True,2011-12-09,2026-09-02,3578,0.23323332679386022,0.24351249444861767,0.9821352869614686,-0.3682837048419231,0.8943543879262158,1.0,3200,0.8943543879262158,0.18921185019564002,677.0,0.677,377,32
r2_off_buffer_1.05,last_10y,off,1.05,False,True,2016-04-21,2026-09-02,2520,0.34524620824017505,0.24060912252844827,1.3522278306417441,-0.229738014090351,0.975,1.0,2457,0.975,0.21746031746031746,548.0,0.548,286,29
r2_off_buffer_1.05,last_1y,off,1.05,False,True,2025-08-20,2026-09-02,252,0.3404664864121423,0.3138081047632351,1.0908378217675034,-0.16917606911306893,0.9722222222222222,1.0,245,0.9722222222222222,0.3492063492063492,88.0,0.08800000000000001,45,2
r2_off_buffer_1.05,last_3y,off,1.05,False,True,2023-07-24,2026-09-02,756,0.6258026652291198,0.2877209516573327,1.8314052035614778,-0.16917606911306882,0.9642857142857143,1.0,729,0.9642857142857143,0.2566137566137566,194.0,0.194,100,9
r2_off_buffer_1.05,last_5y,off,1.05,False,True,2021-06-25,2026-09-02,1260,0.4912371013729344,0.2656326520046402,1.6357336627768546,-0.22973801409035133,0.9706349206349206,1.0,1223,0.9706349206349206,0.2396825396825397,302.0,0.302,156,13
r2_off_buffer_1.08,full,off,1.08,False,True,2011-12-09,2026-09-02,3578,0.2323059526688116,0.24351131234034995,0.9790514525079879,-0.3564365906099184,0.8943543879262158,1.0,3200,0.8943543879262158,0.18418110676355506,659.0,0.659,368,54
r2_off_buffer_1.08,last_10y,off,1.08,False,True,2016-04-21,2026-09-02,2520,0.3476404420303789,0.24064134511747637,1.3594843881610095,-0.22973801409035177,0.975,1.0,2457,0.975,0.21031746031746032,530.0,0.53,277,49
r2_off_buffer_1.08,last_1y,off,1.08,False,True,2025-08-20,2026-09-02,252,0.30053506847191924,0.3138352568118814,0.9943021412656601,-0.16917606911306926,0.9722222222222222,1.0,245,0.9722222222222222,0.31746031746031744,80.0,0.08000000000000002,41,6
r2_off_buffer_1.08,last_3y,off,1.08,False,True,2023-07-24,2026-09-02,756,0.591606793532734,0.2876283433124137,1.7578562820876502,-0.16917606911306882,0.9642857142857143,1.0,729,0.9642857142857143,0.24074074074074073,182.0,0.182,94,16
r2_off_buffer_1.08,last_5y,off,1.08,False,True,2021-06-25,2026-09-02,1260,0.4614169225502527,0.2661330779826224,1.5571541100478776,-0.22973801409035188,0.9706349206349206,1.0,1223,0.9706349206349206,0.23015873015873015,290.0,0.29,150,23
r2_off_buffer_1.10,full,off,1.1,False,True,2011-12-09,2026-09-02,3578,0.21948969236200644,0.24283743723102824,0.9380400187791823,-0.4045784531173461,0.8943543879262158,1.0,3200,0.8943543879262158,0.1830631637786473,655.0,0.655,366,63
r2_off_buffer_1.10,last_10y,off,1.1,False,True,2016-04-21,2026-09-02,2520,0.33914872935590257,0.2407421377924164,1.3327312279762835,-0.2214867092485756,0.975,1.0,2457,0.975,0.20873015873015874,526.0,0.526,275,56
r2_off_buffer_1.10,last_1y,off,1.1,False,True,2025-08-20,2026-09-02,252,0.30053506847192124,0.31383525681188135,0.9943021412656614,-0.16917606911306893,0.9722222222222222,1.0,245,0.9722222222222222,0.31746031746031744,80.0,0.08000000000000002,41,6
r2_off_buffer_1.10,last_3y,off,1.1,False,True,2023-07-24,2026-09-02,756,0.5795611310881841,0.28755948712711216,1.7317361302176502,-0.1691760691130686,0.9642857142857143,1.0,729,0.9642857142857143,0.24074074074074073,182.0,0.182,94,19
r2_off_buffer_1.10,last_5y,off,1.1,False,True,2021-06-25,2026-09-02,1260,0.45318386168797486,0.26646260442702036,1.5343300745252333,-0.22148670924857516,0.9706349206349206,1.0,1223,0.9706349206349206,0.22857142857142856,288.0,0.288,149,30
r2_off_buffer_1.15,full,off,1.15,False,True,2011-12-09,2026-09-02,3578,0.22288141063934064,0.2424785673594913,0.9505340555924752,-0.4086802389848192,0.8943543879262158,1.0,3200,0.8943543879262158,0.18026830631637786,645.0,0.645,361,90
r2_off_buffer_1.15,last_10y,off,1.15,False,True,2016-04-21,2026-09-02,2520,0.3453697384984211,0.24024171139425313,1.3543233760015554,-0.22148670924857572,0.975,1.0,2457,0.975,0.20476190476190476,516.0,0.516,270,81
r2_off_buffer_1.15,last_1y,off,1.15,False,True,2025-08-20,2026-09-02,252,0.2475593921236643,0.3149482941255318,0.8597320904518342,-0.1691760691130687,0.9722222222222222,1.0,245,0.9722222222222222,0.31746031746031744,80.0,0.08000000000000002,41,7
r2_off_buffer_1.15,last_3y,off,1.15,False,True,2023-07-24,2026-09-02,756,0.5674082163055962,0.2871797606379777,1.706714435033968,-0.1691760691130687,0.9642857142857143,1.0,729,0.9642857142857143,0.23544973544973544,178.0,0.178,92,25
r2_off_buffer_1.15,last_5y,off,1.15,False,True,2021-06-25,2026-09-02,1260,0.4539693698143432,0.26585968751695427,1.539244727325743,-0.22148670924857605,0.9706349206349206,1.0,1223,0.9706349206349206,0.22380952380952382,282.0,0.282,146,42
r2_off_buffer_1.20,full,off,1.2,False,True,2011-12-09,2026-09-02,3578,0.2069873147467689,0.24251612863134253,0.8964515854959263,-0.4086802389848202,0.8943543879262158,1.0,3200,0.8943543879262158,0.1791503633314701,641.0,0.641,359,119
r2_off_buffer_1.20,last_10y,off,1.2,False,True,2016-04-21,2026-09-02,2520,0.318055008269885,0.2402735619596084,1.268730090483578,-0.21304355693138655,0.975,1.0,2457,0.975,0.20317460317460317,512.0,0.512,268,109
r2_off_buffer_1.20,last_1y,off,1.2,False,True,2025-08-20,2026-09-02,252,0.16809664756691478,0.311854165766949,0.6540803823041111,-0.2089075616161009,0.9722222222222222,1.0,245,0.9722222222222222,0.31746031746031744,80.0,0.08000000000000002,41,11
r2_off_buffer_1.20,last_3y,off,1.2,False,True,2023-07-24,2026-09-02,756,0.49392078061367073,0.2868045316743218,1.5409026412162605,-0.20890756161610147,0.9642857142857143,1.0,729,0.9642857142857143,0.2328042328042328,176.0,0.17600000000000002,91,38
r2_off_buffer_1.20,last_5y,off,1.2,False,True,2021-06-25,2026-09-02,1260,0.41614326312515204,0.2656666200301295,1.4408368772888775,-0.21304355693138644,0.9706349206349206,1.0,1223,0.9706349206349206,0.22063492063492063,278.0,0.27799999999999997,144,58
r2_0.10_buffer_1.00,full,0.1,1.0,True,False,2011-12-09,2026-09-02,3578,0.24361915163640324,0.2336077551464022,1.0496437325345667,-0.3240982062007908,0.8320290665176076,1.0,2977,0.8320290665176076,0.19256567915036332,689.0,0.6890000000000001,400,0
r2_0.10_buffer_1.00,last_10y,0.1,1.0,True,False,2016-04-21,2026-09-02,2520,0.3404741892306151,0.23615795846373946,1.3581356606474098,-0.19584994960270852,0.9416666666666667,1.0,2373,0.9416666666666667,0.2246031746031746,566.0,0.5660000000000001,308,0
r2_0.10_buffer_1.00,last_1y,0.1,1.0,True,False,2025-08-20,2026-09-02,252,0.32197904977091896,0.31074500975560837,1.0537431664766248,-0.17184869163190453,0.9325396825396826,1.0,235,0.9325396825396826,0.3412698412698413,86.0,0.08600000000000001,46,0
r2_0.10_buffer_1.00,last_3y,0.1,1.0,True,False,2023-07-24,2026-09-02,756,0.6068307087977602,0.28700933928858946,1.7942435764648454,-0.17184869163190464,0.9365079365079365,1.0,708,0.9365079365079365,0.25925925925925924,196.0,0.196,103,0
r2_0.10_buffer_1.00,last_5y,0.1,1.0,True,False,2021-06-25,2026-09-02,1260,0.5013376259411124,0.2629849298508385,1.6752119456976795,-0.1958499496027094,0.942063492063492,1.0,1187,0.942063492063492,0.24126984126984127,304.0,0.304,162,0
r2_0.10_buffer_1.02,full,0.1,1.02,True,True,2011-12-09,2026-09-02,3578,0.24580955898237566,0.23361600361070897,1.0571542698896421,-0.33440891452222254,0.8320290665176076,1.0,2977,0.8320290665176076,0.1897708216880939,679.0,0.679,395,13
r2_0.10_buffer_1.02,last_10y,0.1,1.02,True,True,2016-04-21,2026-09-02,2520,0.34382767314577944,0.23616635063668678,1.368688064650127,-0.21111948134903524,0.9416666666666667,1.0,2373,0.9416666666666667,0.22063492063492063,556.0,0.556,303,13
r2_0.10_buffer_1.02,last_1y,0.1,1.02,True,True,2025-08-20,2026-09-02,252,0.32451459348097944,0.31086527077169723,1.0596253641270061,-0.17184869163190508,0.9325396825396826,1.0,235,0.9325396825396826,0.3412698412698413,86.0,0.08600000000000001,46,1
r2_0.10_buffer_1.02,last_3y,0.1,1.02,True,True,2023-07-24,2026-09-02,756,0.6153351977478969,0.28625943041457,1.8166627405938311,-0.17184869163190486,0.9365079365079365,1.0,708,0.9365079365079365,0.25396825396825395,192.0,0.192,101,4
r2_0.10_buffer_1.02,last_5y,0.1,1.02,True,True,2021-06-25,2026-09-02,1260,0.5004922998301695,0.2626826622675073,1.6746861927582692,-0.21111948134903524,0.942063492063492,1.0,1187,0.942063492063492,0.23809523809523808,300.0,0.3,160,6
r2_0.10_buffer_1.03,full,0.1,1.03,True,True,2011-12-09,2026-09-02,3578,0.24692926229705137,0.23351231571251443,1.0613703004484387,-0.33464262689095947,0.8320290665176076,1.0,2977,0.8320290665176076,0.1897708216880939,679.0,0.679,395,18
r2_0.10_buffer_1.03,last_10y,0.1,1.03,True,True,2016-04-21,2026-09-02,2520,0.34554288037189695,0.2360191107618819,1.3748050165365506,-0.21111948134903502,0.9416666666666667,1.0,2373,0.9416666666666667,0.22063492063492063,556.0,0.556,303,18
r2_0.10_buffer_1.03,last_1y,0.1,1.03,True,True,2025-08-20,2026-09-02,252,0.32451459348098144,0.31086527077169707,1.059625364127012,-0.17184869163190564,0.9325396825396826,1.0,235,0.9325396825396826,0.3412698412698413,86.0,0.08600000000000001,46,1
r2_0.10_buffer_1.03,last_3y,0.1,1.03,True,True,2023-07-24,2026-09-02,756,0.6151684666774835,0.28606260654426796,1.8173550585396339,-0.17184869163190475,0.9365079365079365,1.0,708,0.9365079365079365,0.25396825396825395,192.0,0.192,101,6
r2_0.10_buffer_1.03,last_5y,0.1,1.03,True,True,2021-06-25,2026-09-02,1260,0.5038782556919641,0.2624010544834771,1.684804795555767,-0.21111948134903546,0.942063492063492,1.0,1187,0.942063492063492,0.23809523809523808,300.0,0.3,160,9
r2_0.10_buffer_1.05,full,0.1,1.05,True,True,2011-12-09,2026-09-02,3578,0.2461462159850596,0.23339097964364494,1.0591023834057554,-0.3306794037846875,0.8320290665176076,1.0,2977,0.8320290665176076,0.18921185019564002,677.0,0.677,394,31
r2_0.10_buffer_1.05,last_10y,0.1,1.05,True,True,2016-04-21,2026-09-02,2520,0.3437480843171481,0.23585503929400323,1.36992513837787,-0.2111194813490359,0.9416666666666667,1.0,2373,0.9416666666666667,0.21984126984126984,554.0,0.554,302,29
r2_0.10_buffer_1.05,last_1y,0.1,1.05,True,True,2025-08-20,2026-09-02,252,0.32878908715538024,0.3107044222641633,1.0703933767885692,-0.16917606911306826,0.9325396825396826,1.0,235,0.9325396825396826,0.3412698412698413,86.0,0.08600000000000001,46,2
r2_0.10_buffer_1.05,last_3y,0.1,1.05,True,True,2023-07-24,2026-09-02,756,0.6221033685406789,0.2859735447589112,1.8328432169383069,-0.16917606911306848,0.9365079365079365,1.0,708,0.9365079365079365,0.25396825396825395,192.0,0.192,101,9
r2_0.10_buffer_1.05,last_5y,0.1,1.05,True,True,2021-06-25,2026-09-02,1260,0.5086917893954184,0.262345884274262,1.6973053038226402,-0.2111194813490357,0.942063492063492,1.0,1187,0.942063492063492,0.23809523809523808,300.0,0.3,160,13
r2_0.10_buffer_1.08,full,0.1,1.08,True,True,2011-12-09,2026-09-02,3578,0.24599345543024098,0.23335757731585843,1.0586989772714406,-0.3064251971111832,0.8320290665176076,1.0,2977,0.8320290665176076,0.1830631637786473,655.0,0.655,383,53
r2_0.10_buffer_1.08,last_10y,0.1,1.08,True,True,2016-04-21,2026-09-02,2520,0.3473436905448333,0.23584147377937198,1.3813411548335266,-0.21111948134903546,0.9416666666666667,1.0,2373,0.9416666666666667,0.2111111111111111,532.0,0.532,291,49
r2_0.10_buffer_1.08,last_1y,0.1,1.08,True,True,2025-08-20,2026-09-02,252,0.2892055295420686,0.31072808158426435,0.9729061904831202,-0.16917606911306882,0.9325396825396826,1.0,235,0.9325396825396826,0.30952380952380953,78.0,0.07800000000000001,42,6
r2_0.10_buffer_1.08,last_3y,0.1,1.08,True,True,2023-07-24,2026-09-02,756,0.5879853049803201,0.2858795448209989,1.7588537655231717,-0.16917606911306904,0.9365079365079365,1.0,708,0.9365079365079365,0.23809523809523808,180.0,0.18,95,16
r2_0.10_buffer_1.08,last_5y,0.1,1.08,True,True,2021-06-25,2026-09-02,1260,0.4785225702238569,0.2628558369662286,1.6175672988879688,-0.2111194813490359,0.942063492063492,1.0,1187,0.942063492063492,0.22857142857142856,288.0,0.288,154,23
r2_0.10_buffer_1.10,full,0.1,1.1,True,True,2011-12-09,2026-09-02,3578,0.2399044750836079,0.23341289093820833,1.0374993040790372,-0.306425197111184,0.8320290665176076,1.0,2977,0.8320290665176076,0.1819452207937395,651.0,0.651,381,61
r2_0.10_buffer_1.10,last_10y,0.1,1.1,True,True,2016-04-21,2026-09-02,2520,0.33885384775216854,0.23594417160298384,1.3540234737311327,-0.20266872853739326,0.9416666666666667,1.0,2373,0.9416666666666667,0.20952380952380953,528.0,0.528,289,56
r2_0.10_buffer_1.10,last_1y,0.1,1.1,True,True,2025-08-20,2026-09-02,252,0.28920552954206813,0.31072808158426435,0.972906190483123,-0.1691760691130687,0.9325396825396826,1.0,235,0.9325396825396826,0.30952380952380953,78.0,0.07800000000000001,42,6
r2_0.10_buffer_1.10,last_3y,0.1,1.1,True,True,2023-07-24,2026-09-02,756,0.5759670508308519,0.28580997178531,1.7325783773321914,-0.1691760691130686,0.9365079365079365,1.0,708,0.9365079365079365,0.23809523809523808,180.0,0.18,95,19
r2_0.10_buffer_1.10,last_5y,0.1,1.1,True,True,2021-06-25,2026-09-02,1260,0.47019314272163437,0.2631903715449702,1.5943530731900866,-0.20266872853739326,0.942063492063492,1.0,1187,0.942063492063492,0.22698412698412698,286.0,0.286,153,30
r2_0.10_buffer_1.15,full,0.1,1.15,True,True,2011-12-09,2026-09-02,3578,0.24335297218582075,0.23303884901270586,1.0507201472837053,-0.31141546395526687,0.8320290665176076,1.0,2977,0.8320290665176076,0.1791503633314701,641.0,0.641,376,88
r2_0.10_buffer_1.15,last_10y,0.1,1.15,True,True,2016-04-21,2026-09-02,2520,0.34507348702357965,0.2354336515257712,1.3761598881337265,-0.2026687285373936,0.9416666666666667,1.0,2373,0.9416666666666667,0.20555555555555555,518.0,0.518,284,81
r2_0.10_buffer_1.15,last_1y,0.1,1.15,True,True,2025-08-20,2026-09-02,252,0.23669134785248835,0.3118470943725932,0.8370556156552291,-0.17559388738742354,0.9325396825396826,1.0,235,0.9325396825396826,0.30952380952380953,78.0,0.07800000000000001,42,7
r2_0.10_buffer_1.15,last_3y,0.1,1.15,True,True,2023-07-24,2026-09-02,756,0.5638417883817037,0.28542761367046693,1.7074201769046844,-0.17559388738742387,0.9365079365079365,1.0,708,0.9365079365079365,0.2328042328042328,176.0,0.176,93,25
r2_0.10_buffer_1.15,last_5y,0.1,1.15,True,True,2021-06-25,2026-09-02,1260,0.4709878450930165,0.26257987914134695,1.599512931418942,-0.20266872853739382,0.942063492063492,1.0,1187,0.942063492063492,0.2222222222222222,280.0,0.27999999999999997,150,42
r2_0.10_buffer_1.20,full,0.1,1.2,True,True,2011-12-09,2026-09-02,3578,0.22409647983037595,0.23315394600066455,0.9833266643232924,-0.3114154639552664,0.8320290665176076,1.0,2977,0.8320290665176076,0.1785913918390162,639.0,0.639,375,113
r2_0.10_buffer_1.20,last_10y,0.1,1.2,True,True,2016-04-21,2026-09-02,2520,0.3130465223313881,0.23557228427111426,1.2730916340073097,-0.20266872853739304,0.9416666666666667,1.0,2373,0.9416666666666667,0.20476190476190476,516.0,0.516,283,105
r2_0.10_buffer_1.20,last_1y,0.1,1.2,True,True,2025-08-20,2026-09-02,252,0.1376887556799684,0.309445440792556,0.5714097466208747,-0.2021161621865818,0.9325396825396826,1.0,235,0.9325396825396826,0.30952380952380953,78.0,0.07800000000000001,42,9
r2_0.10_buffer_1.20,last_3y,0.1,1.2,True,True,2023-07-24,2026-09-02,756,0.4817893260503787,0.28533287155172243,1.5187254659197245,-0.2021161621865819,0.9365079365079365,1.0,708,0.9365079365079365,0.23015873015873015,174.0,0.17400000000000002,92,36
r2_0.10_buffer_1.20,last_5y,0.1,1.2,True,True,2021-06-25,2026-09-02,1260,0.4213674083713941,0.26257161433556025,1.4687006205591016,-0.20266872853739293,0.942063492063492,1.0,1187,0.942063492063492,0.22063492063492063,278.0,0.27799999999999997,149,54
r2_0.15_buffer_1.00,full,0.15,1.0,True,False,2011-12-09,2026-09-02,3578,0.27545735019690554,0.22731609244341103,1.1834788068652509,-0.2560600106000752,0.8099496925656792,1.0,2898,0.8099496925656792,0.18865287870318614,675.0,0.675,402,0
r2_0.15_buffer_1.00,last_10y,0.15,1.0,True,False,2016-04-21,2026-09-02,2520,0.3538392869306626,0.23399849460926206,1.4109473905946743,-0.21454808154272653,0.9257936507936508,1.0,2333,0.9257936507936508,0.21984126984126984,554.0,0.554,312,0
r2_0.15_buffer_1.00,last_1y,0.15,1.0,True,False,2025-08-20,2026-09-02,252,0.384855050289185,0.30818393902066493,1.2108537978587262,-0.15835387103101362,0.9246031746031746,1.0,233,0.9246031746031746,0.3333333333333333,84.0,0.084,45,0
r2_0.15_buffer_1.00,last_3y,0.15,1.0,True,False,2023-07-24,2026-09-02,756,0.6409343527357345,0.2854759011592279,1.8760412710009748,-0.15835387103101373,0.9298941798941799,1.0,703,0.9298941798941799,0.25396825396825395,192.0,0.192,103,0
r2_0.15_buffer_1.00,last_5y,0.15,1.0,True,False,2021-06-25,2026-09-02,1260,0.518655724948851,0.2617780788177163,1.7255955030969186,-0.21454808154272642,0.9349206349206349,1.0,1178,0.9349206349206349,0.23809523809523808,300.0,0.3,163,0
r2_0.15_buffer_1.02,full,0.15,1.02,True,True,2011-12-09,2026-09-02,3578,0.27770383469794324,0.22732383606191642,1.191195002811623,-0.2560600106000752,0.8099496925656792,1.0,2898,0.8099496925656792,0.18585802124091672,665.0,0.665,397,13
r2_0.15_buffer_1.02,last_10y,0.15,1.02,True,True,2016-04-21,2026-09-02,2520,0.3572262065065215,0.2340065640937882,1.4215972407158919,-0.22946256547289723,0.9257936507936508,1.0,2333,0.9257936507936508,0.21587301587301588,544.0,0.544,307,13
r2_0.15_buffer_1.02,last_1y,0.15,1.02,True,True,2025-08-20,2026-09-02,252,0.38751118959238795,0.30830404839596526,1.216724172592343,-0.15835387103101406,0.9246031746031746,1.0,233,0.9246031746031746,0.3333333333333333,84.0,0.084,45,1
r2_0.15_buffer_1.02,last_3y,0.15,1.02,True,True,2023-07-24,2026-09-02,756,0.6496193423829499,0.28472049723877035,1.8988332616296029,-0.15835387103101384,0.9298941798941799,1.0,703,0.9298941798941799,0.24867724867724866,188.0,0.188,101,4
r2_0.15_buffer_1.02,last_5y,0.15,1.02,True,True,2021-06-25,2026-09-02,1260,0.5178006479057853,0.2614745253309561,1.7251340511969384,-0.2294625654728969,0.9349206349206349,1.0,1178,0.9349206349206349,0.23492063492063492,296.0,0.296,161,6
r2_0.15_buffer_1.03,full,0.15,1.03,True,True,2011-12-09,2026-09-02,3578,0.27885220381148135,0.2272169128872869,1.195605974218438,-0.2562078969734217,0.8099496925656792,1.0,2898,0.8099496925656792,0.18585802124091672,665.0,0.665,397,18
r2_0.15_buffer_1.03,last_10y,0.15,1.03,True,True,2016-04-21,2026-09-02,2520,0.35895851507807164,0.23385776573083475,1.4278135124876485,-0.22946256547289645,0.9257936507936508,1.0,2333,0.9257936507936508,0.21587301587301588,544.0,0.544,307,18
r2_0.15_buffer_1.03,last_1y,0.15,1.03,True,True,2025-08-20,2026-09-02,252,0.38751118959238884,0.30830404839596526,1.2167241725923459,-0.1583538710310134,0.9246031746031746,1.0,233,0.9246031746031746,0.3333333333333333,84.0,0.084,45,1
r2_0.15_buffer_1.03,last_3y,0.15,1.03,True,True,2023-07-24,2026-09-02,756,0.6494490725843902,0.2845226546148051,1.8995929685841964,-0.15835387103101328,0.9298941798941799,1.0,703,0.9298941798941799,0.24867724867724866,188.0,0.188,101,6
r2_0.15_buffer_1.03,last_5y,0.15,1.03,True,True,2021-06-25,2026-09-02,1260,0.5212256611507009,0.2611912445042023,1.7353649637286013,-0.22946256547289634,0.9349206349206349,1.0,1178,0.9349206349206349,0.23492063492063492,296.0,0.296,161,9
r2_0.15_buffer_1.05,full,0.15,1.05,True,True,2011-12-09,2026-09-02,3578,0.27804911053902726,0.2270924870989012,1.193363145004757,-0.25177747481516966,0.8099496925656792,1.0,2898,0.8099496925656792,0.18529904974846284,663.0,0.6629999999999999,396,31
r2_0.15_buffer_1.05,last_10y,0.15,1.05,True,True,2016-04-21,2026-09-02,2520,0.3571458241434242,0.23369239712393383,1.4229336164596382,-0.22946256547289678,0.9257936507936508,1.0,2333,0.9257936507936508,0.2150793650793651,542.0,0.542,306,29
r2_0.15_buffer_1.05,last_1y,0.15,1.05,True,True,2025-08-20,2026-09-02,252,0.39198898684148076,0.30813999340947446,1.227676466142214,-0.15563769782154746,0.9246031746031746,1.0,233,0.9246031746031746,0.3333333333333333,84.0,0.084,45,2
r2_0.15_buffer_1.05,last_3y,0.15,1.05,True,True,2023-07-24,2026-09-02,756,0.6565311619655967,0.28443188420762405,1.9152022365554016,-0.15563769782154746,0.9298941798941799,1.0,703,0.9298941798941799,0.24867724867724866,188.0,0.188,101,9
r2_0.15_buffer_1.05,last_5y,0.15,1.05,True,True,2021-06-25,2026-09-02,1260,0.5260947195088441,0.2611352779350112,1.7479393976058362,-0.22946256547289678,0.9349206349206349,1.0,1178,0.9349206349206349,0.23492063492063492,296.0,0.296,161,13
r2_0.15_buffer_1.08,full,0.15,1.08,True,True,2011-12-09,2026-09-02,3578,0.27682944920553165,0.2271044292415821,1.1891088137300474,-0.22946256547289723,0.8099496925656792,1.0,2898,0.8099496925656792,0.1791503633314701,641.0,0.641,385,52
r2_0.15_buffer_1.08,last_10y,0.15,1.08,True,True,2016-04-21,2026-09-02,2520,0.3591703912511126,0.23374330967045218,1.4290670412833475,-0.229462565472897,0.9257936507936508,1.0,2333,0.9257936507936508,0.20634920634920634,520.0,0.52,295,48
r2_0.15_buffer_1.08,last_1y,0.15,1.08,True,True,2025-08-20,2026-09-02,252,0.3505227550742622,0.30818166842558103,1.129299930017955,-0.15563769782154846,0.9246031746031746,1.0,233,0.9246031746031746,0.30158730158730157,76.0,0.07600000000000001,41,6
r2_0.15_buffer_1.08,last_3y,0.15,1.08,True,True,2023-07-24,2026-09-02,756,0.621688970913058,0.28434350519548857,1.8408024568085117,-0.1556376978215478,0.9298941798941799,1.0,703,0.9298941798941799,0.2328042328042328,176.0,0.176,95,16
r2_0.15_buffer_1.08,last_5y,0.15,1.08,True,True,2021-06-25,2026-09-02,1260,0.4920474421464647,0.26177070252374485,1.658012883711354,-0.22946256547289756,0.9349206349206349,1.0,1178,0.9349206349206349,0.2253968253968254,284.0,0.284,155,22
r2_0.15_buffer_1.10,full,0.15,1.1,True,True,2011-12-09,2026-09-02,3578,0.2696366067874407,0.22716437772208448,1.1639641883304932,-0.229462565472897,0.8099496925656792,1.0,2898,0.8099496925656792,0.17803242034656233,637.0,0.637,383,59
