candidate,r2_threshold,switch_buffer,r2_enabled,buffer_enabled,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_base_full,max_dd_delta_vs_base_full,ann_return_delta_vs_current_pair_full,ann_return_delta_vs_base_last_10y,max_dd_delta_vs_base_last_10y,ann_return_delta_vs_current_pair_last_10y,ann_return_delta_vs_base_last_5y,max_dd_delta_vs_base_last_5y,ann_return_delta_vs_current_pair_last_5y,ann_return_delta_vs_base_last_3y,max_dd_delta_vs_base_last_3y,ann_return_delta_vs_current_pair_last_3y,ann_return_delta_vs_base_last_1y,max_dd_delta_vs_base_last_1y,ann_return_delta_vs_current_pair_last_1y,decision_hint,stability_label
r2_0.10_buffer_1.03,0.1,1.03,True,True,0.24692926229705137,0.34554288037189695,0.32451459348098144,0.6151684666774835,0.5038782556919641,0.23351231571251443,0.2360191107618819,0.31086527077169707,0.28606260654426796,0.2624010544834771,1.0613703004484387,1.3748050165365506,1.059625364127012,1.8173550585396339,1.684804795555767,-0.33464262689095947,-0.21111948134903502,-0.17184869163190564,-0.17184869163190475,-0.21111948134903546,0.1897708216880939,0.22063492063492063,0.3412698412698413,0.25396825396825395,0.23809523809523808,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.679,0.556,0.08600000000000001,0.192,0.3,0.01647762116381357,0.030026753654156413,-0.04991032570519249,0.0038428528265717077,0.003709380380766847,4.2289535082229435e-05,0.019910234372161995,0.003709380380767069,-0.030535078421024764,0.004673291338800789,2.220446049250313e-16,-0.07058230694721757,-0.009082008934274688,-5.551115123125783e-16,-0.2106026180729217,research_only,pending_review
r2_0.10_buffer_1.05,0.1,1.05,True,True,0.2461462159850596,0.3437480843171481,0.32878908715538024,0.6221033685406789,0.5086917893954184,0.23339097964364494,0.23585503929400323,0.3107044222641633,0.2859735447589112,0.262345884274262,1.0591023834057554,1.36992513837787,1.0703933767885692,1.8328432169383069,1.6973053038226402,-0.3306794037846875,-0.2111194813490359,-0.16917606911306826,-0.16917606911306848,-0.2111194813490357,0.18921185019564002,0.21984126984126984,0.3412698412698413,0.25396825396825395,0.23809523809523808,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.677,0.554,0.08600000000000001,0.192,0.3,0.015694574851821796,0.033989976760428364,-0.05069337201718427,0.002048056771822848,0.0037093803807659587,-0.00175250651966663,0.02472376807561627,0.003709380380766847,-0.025721544717570488,0.011608193201996242,0.002672622518836487,-0.06364740508402211,-0.004807515259875883,0.0026726225188368202,-0.20632812439852288,research_only,pending_review
r2_0.10_buffer_1.08,0.1,1.08,True,True,0.24599345543024098,0.3473436905448333,0.2892055295420686,0.5879853049803201,0.4785225702238569,0.23335757731585843,0.23584147377937198,0.31072808158426435,0.2858795448209989,0.2628558369662286,1.0586989772714406,1.3813411548335266,0.9729061904831202,1.7588537655231717,1.6175672988879688,-0.3064251971111832,-0.21111948134903546,-0.16917606911306882,-0.16917606911306904,-0.2111194813490359,0.1830631637786473,0.2111111111111111,0.30952380952380953,0.23809523809523808,0.22857142857142856,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.655,0.532,0.07800000000000001,0.18,0.288,0.015541814297003187,0.05824418343393267,-0.05084613257200288,0.005643662999508026,0.0037093803807664028,0.0018430997080185474,-0.005445451095945186,0.003709380380766625,-0.055890763889131945,-0.022509870358362605,0.002672622518835932,-0.09776546864438096,-0.044391072873187554,0.002672622518836265,-0.24591168201183455,research_only,pending_review
r2_0.10_buffer_1.10,0.1,1.1,True,True,0.2399044750836079,0.33885384775216854,0.28920552954206813,0.5759670508308519,0.47019314272163437,0.23341289093820833,0.23594417160298384,0.31072808158426435,0.28580997178531,0.2631903715449702,1.0374993040790372,1.3540234737311327,0.972906190483123,1.7325783773321914,1.5943530731900866,-0.306425197111184,-0.20266872853739326,-0.1691760691130687,-0.1691760691130686,-0.20266872853739326,0.1819452207937395,0.20952380952380953,0.30952380952380953,0.23809523809523808,0.22698412698412698,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.651,0.528,0.07800000000000001,0.18,0.286,0.00945283395037011,0.058244183433931895,-0.056935112918635955,-0.002846179793156711,0.012160133192408606,-0.0066467430846461895,-0.013774878598167728,0.012160133192409273,-0.06422019139135449,-0.034528124507830826,0.002672622518836376,-0.10978372279384918,-0.044391072873188,0.002672622518836376,-0.245911682011835,research_only,pending_review
r2_0.10_buffer_1.15,0.1,1.15,True,True,0.24335297218582075,0.34507348702357965,0.23669134785248835,0.5638417883817037,0.4709878450930165,0.23303884901270586,0.2354336515257712,0.3118470943725932,0.28542761367046693,0.26257987914134695,1.0507201472837053,1.3761598881337265,0.8370556156552291,1.7074201769046844,1.599512931418942,-0.31141546395526687,-0.2026687285373936,-0.17559388738742354,-0.17559388738742387,-0.20266872853739382,0.1791503633314701,0.20555555555555555,0.30952380952380953,0.2328042328042328,0.2222222222222222,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.641,0.518,0.07800000000000001,0.176,0.27999999999999997,0.012901331052582954,0.053253916589849015,-0.05348661581642311,0.0033734594782544036,0.012160133192408273,-0.0004271038132350746,-0.0129801762267856,0.012160133192408717,-0.06342548901997236,-0.04665338695697896,-0.003745195755518904,-0.12190898524299731,-0.09690525456276777,-0.00374519575551846,-0.2984258637014148,research_only,pending_review
r2_0.10_buffer_1.20,0.1,1.2,True,True,0.22409647983037595,0.3130465223313881,0.1376887556799684,0.4817893260503787,0.4213674083713941,0.23315394600066455,0.23557228427111426,0.309445440792556,0.28533287155172243,0.26257161433556025,0.9833266643232924,1.2730916340073097,0.5714097466208747,1.5187254659197245,1.4687006205591016,-0.3114154639552664,-0.20266872853739304,-0.2021161621865818,-0.2021161621865819,-0.20266872853739293,0.1785913918390162,0.20476190476190476,0.30952380952380953,0.23015873015873015,0.22063492063492063,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.639,0.516,0.07800000000000001,0.17400000000000002,0.27799999999999997,-0.006355161302861845,0.05325391658984946,-0.07274310817186791,-0.02865350521393717,0.012160133192408829,-0.03245406850542665,-0.06260061294840802,0.012160133192409606,-0.11304592574159478,-0.12870584928830398,-0.030267470554676934,-0.20396144757432233,-0.19590784673528772,-0.030267470554676712,-0.3974284558739347,research_only,pending_review
r2_0.15_buffer_1.00,0.15,1.0,True,False,0.27545735019690554,0.3538392869306626,0.384855050289185,0.6409343527357345,0.518655724948851,0.22731609244341103,0.23399849460926206,0.30818393902066493,0.2854759011592279,0.2617780788177163,1.1834788068652509,1.4109473905946743,1.2108537978587262,1.8760412710009748,1.7255955030969186,-0.2560600106000752,-0.21454808154272653,-0.15835387103101362,-0.15835387103101373,-0.21454808154272642,0.18865287870318614,0.21984126984126984,0.3333333333333333,0.25396825396825395,0.23809523809523808,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.675,0.554,0.084,0.192,0.3,0.04500570906366774,0.10860936994504067,-0.021382237805338322,0.012139259385337331,0.0002807801870753357,0.008338696093847853,0.03468770362904894,0.00028078018707611285,-0.01575760916413782,0.03043917739705182,0.013494820600891244,-0.044816420888966535,0.05125844787392886,0.013494820600891466,-0.15026216126471814,research_only,pending_review
r2_0.15_buffer_1.02,0.15,1.02,True,True,0.27770383469794324,0.3572262065065215,0.38751118959238795,0.6496193423829499,0.5178006479057853,0.22732383606191642,0.2340065640937882,0.30830404839596526,0.28472049723877035,0.2614745253309561,1.191195002811623,1.4215972407158919,1.216724172592343,1.8988332616296029,1.7251340511969384,-0.2560600106000752,-0.22946256547289723,-0.15835387103101406,-0.15835387103101384,-0.2294625654728969,0.18585802124091672,0.21587301587301588,0.3333333333333333,0.24867724867724866,0.23492063492063492,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.665,0.544,0.084,0.188,0.296,0.04725219356470545,0.10860936994504067,-0.019135753304300618,0.015526178961196235,-0.014633703743095361,0.011725615669706757,0.03383262658598318,-0.014633703743094362,-0.016612686207203575,0.039124167044267244,0.013494820600891133,-0.03613143124175111,0.05391458717713182,0.013494820600891022,-0.14760602196151518,research_only,pending_review
r2_0.15_buffer_1.03,0.15,1.03,True,True,0.27885220381148135,0.35895851507807164,0.38751118959238884,0.6494490725843902,0.5212256611507009,0.2272169128872869,0.23385776573083475,0.30830404839596526,0.2845226546148051,0.2611912445042023,1.195605974218438,1.4278135124876485,1.2167241725923459,1.8995929685841964,1.7353649637286013,-0.2562078969734217,-0.22946256547289645,-0.1583538710310134,-0.15835387103101328,-0.22946256547289634,0.18585802124091672,0.21587301587301588,0.3333333333333333,0.24867724867724866,0.23492063492063492,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.665,0.544,0.084,0.188,0.296,0.04840056267824355,0.10846148357169416,-0.017987384190762512,0.01725848753274639,-0.014633703743094584,0.013457924241256913,0.0372576398308988,-0.014633703743093807,-0.013187672962287955,0.038953897245707525,0.013494820600891688,-0.03630170104031083,0.05391458717713271,0.013494820600891688,-0.1476060219615143,research_only,pending_review
r2_0.15_buffer_1.05,0.15,1.05,True,True,0.27804911053902726,0.3571458241434242,0.39198898684148076,0.6565311619655967,0.5260947195088441,0.2270924870989012,0.23369239712393383,0.30813999340947446,0.28443188420762405,0.2611352779350112,1.193363145004757,1.4229336164596382,1.227676466142214,1.9152022365554016,1.7479393976058362,-0.25177747481516966,-0.22946256547289678,-0.15563769782154746,-0.15563769782154746,-0.22946256547289678,0.18529904974846284,0.2150793650793651,0.3333333333333333,0.24867724867724866,0.23492063492063492,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.6629999999999999,0.542,0.084,0.188,0.296,0.04759746940578946,0.11289190572994623,-0.018790477463216604,0.015445796598098971,-0.014633703743094917,0.011645233306609493,0.04212669818904202,-0.01463370374309425,-0.008318614604144736,0.046035986626913994,0.01621099381035751,-0.02921961165910436,0.05839238442622463,0.01621099381035762,-0.14312822471242237,research_only,pending_review
r2_0.15_buffer_1.08,0.15,1.08,True,True,0.27682944920553165,0.3591703912511126,0.3505227550742622,0.621688970913058,0.4920474421464647,0.2271044292415821,0.23374330967045218,0.30818166842558103,0.28434350519548857,0.26177070252374485,1.1891088137300474,1.4290670412833475,1.129299930017955,1.8408024568085117,1.658012883711354,-0.22946256547289723,-0.229462565472897,-0.15563769782154846,-0.1556376978215478,-0.22946256547289756,0.1791503633314701,0.20634920634920634,0.30158730158730157,0.2328042328042328,0.2253968253968254,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.641,0.52,0.07600000000000001,0.176,0.284,0.04637780807229386,0.13520681507221866,-0.020010138796712207,0.017470363705787362,-0.014633703743095139,0.013669800414297884,0.008079420826662576,-0.014633703743095028,-0.04236589196652418,0.011193795574375276,0.016210993810357177,-0.06406180271164308,0.0169261526590061,0.016210993810356622,-0.1845944564796409,research_only,pending_review
r2_0.15_buffer_1.10,0.15,1.1,True,True,0.2696366067874407,0.34916767282839034,0.3505227550742609,0.6094156393257337,0.48048343826943074,0.22716437772208448,0.23385052471233853,0.3081816684255811,0.2842757509179992,0.2621154412820221,1.1639641883304932,1.3968967035660895,1.1292999300179534,1.8143935405059157,1.626451592685783,-0.229462565472897,-0.22946256547289667,-0.1556376978215478,-0.1556376978215479,-0.22946256547289623,0.17803242034656233,0.20476190476190476,0.30158730158730157,0.2328042328042328,0.22380952380952382,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.637,0.516,0.07600000000000001,0.176,0.282,0.03918496565420293,0.13520681507221888,-0.027202981214803135,0.007467645283065094,-0.014633703743094806,0.003667081991575616,-0.0034845830503713593,-0.014633703743093696,-0.05392989584355812,-0.0010795360129489673,0.016210993810357066,-0.07633513429896732,0.016926152659004767,0.016210993810357288,-0.18459445647964223,research_only,pending_review
r2_0.15_buffer_1.15,0.15,1.15,True,True,0.2741854416521494,0.35599422359487787,0.3505227550742618,0.6193255822324095,0.49365539621147536,0.22667526669045537,0.23316598669490218,0.30818166842558115,0.28343938524866136,0.2612171497366798,1.1817807154680338,1.4219866167581934,1.1292999300179531,1.8406172195721189,1.6651081079529726,-0.22946256547289767,-0.22946256547289745,-0.1556376978215478,-0.15563769782154746,-0.22946256547289756,0.1752375628842929,0.2007936507936508,0.30158730158730157,0.2275132275132275,0.21904761904761905,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.627,0.506,0.07600000000000001,0.172,0.27599999999999997,0.043733800518911625,0.1352068150722182,-0.02265414635009444,0.014294196049552621,-0.014633703743095583,0.010493632758063143,0.009687374891673262,-0.014633703743095028,-0.0407579379015135,0.008830406893726828,0.01621099381035751,-0.06642519139229153,0.016926152659005655,0.016210993810357288,-0.18459445647964134,research_only,pending_review
r2_0.15_buffer_1.20,0.15,1.2,True,True,0.2635497672730258,0.3336337978942834,0.33878417952317696,0.5730529170260943,0.4649978437458191,0.22700089133833226,0.2336340654547075,0.3083266342705862,0.2842017221802077,0.26177477812631705,1.1434516653077036,1.3483532939307126,1.1005609060479442,1.7342358651293752,1.5879954610031897,-0.2294625654728969,-0.229462565472897,-0.15563769782154768,-0.15563769782154757,-0.22946256547289678,0.17356064840693125,0.2,0.30158730158730157,0.22486772486772486,0.21746031746031746,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.621,0.504,0.07600000000000001,0.17,0.27399999999999997,0.03309812613978802,0.135206815072219,-0.033289820729218045,-0.008066229651041867,-0.014633703743095139,-0.011866792942531346,-0.018970177573983005,-0.01463370374309425,-0.06941549036716976,-0.037442258312588406,0.0162109938103574,-0.11269785659860676,0.005187577107920838,0.0162109938103574,-0.19633303203072616,research_only,pending_review
r2_0.20_buffer_1.00,0.2,1.0,True,False,0.29461149930063835,0.3428140869138545,0.5272497435702592,0.6819611338737437,0.5335530383962759,0.2242118815709998,0.2326634317129105,0.3084161469615029,0.2853758843900614,0.2611886053180006,1.2632125331110529,1.3825063939970774,1.5278605925534297,1.9632550008084166,1.7663001197117523,-0.24395899370024787,-0.21834692555630153,-0.15868919725725483,-0.15868919725725406,-0.21834692555630109,0.1825041922861934,0.21587301587301588,0.3333333333333333,0.25132275132275134,0.2365079365079365,0.7926215762996087,0.9107142857142857,0.9087301587301587,0.9232804232804233,0.9246031746031746,0.6529999999999999,0.544,0.084,0.19,0.298,0.06415985816740055,0.12071038684486801,-0.002228088701605513,0.0011140593685292632,-0.003518063826499662,-0.002686503922960215,0.04958501707647378,-0.003518063826498552,-0.0008602957167129777,0.07146595853506099,0.013159494374650915,-0.003789639750957363,0.1936531411550031,0.013159494374650249,-0.007867467983643905,research_only,pending_review
r2_0.20_buffer_1.02,0.2,1.02,True,True,0.29563759880743934,0.3443254817850361,0.530178994591048,0.6831386116030544,0.5284845006134862,0.2242781037623443,0.23275328164828335,0.30853370012722425,0.28485523844228683,0.2610351884944665,1.2664437104533421,1.386903708256592,1.5336158482647149,1.9687839916540208,1.7544813517154687,-0.253908265059273,-0.2331892754746212,-0.15868919725725605,-0.15868919725725605,-0.2331892754746211,0.17970933482392398,0.2119047619047619,0.3333333333333333,0.24603174603174602,0.23333333333333334,0.7926215762996087,0.9107142857142857,0.9087301587301587,0.9232804232804233,0.9246031746031746,0.643,0.534,0.084,0.186,0.294,0.06518595767420154,0.11076111548584289,-0.0012019891948045203,0.002625454239710834,-0.018360413744819337,-0.0011751090517786444,0.044516479293684075,-0.01836041374481856,-0.005928833499502684,0.07264343626437175,0.013159494374648917,-0.0026121620216466024,0.19658239217579188,0.013159494374649028,-0.004938216962855124,research_only,pending_review
