candidate,baseline_candidate,line_id,line_role,overheat_direction,overheat_parameter_label,overheat_enabled,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,score_max,score_max_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,nav_label,ann_return_full,ann_vol_full,max_dd_full,sharpe_repo_full,trades_full,cost_total_full,turnover_total_full,avg_exposure_effective_full,avg_final_exposure_full,avg_existing_overlay_scale_effective_full,avg_overheat_scale_effective_full,avg_combined_overlay_scale_effective_full,overheat_day_ratio_full,trigger_count_full,recovery_count_full,effect_day_ratio_full,effect_day_count_full,return_abs_diff_sum_full,reason_full,ann_return_last_10y,ann_vol_last_10y,max_dd_last_10y,sharpe_repo_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,avg_exposure_effective_last_10y,avg_final_exposure_last_10y,avg_existing_overlay_scale_effective_last_10y,avg_overheat_scale_effective_last_10y,avg_combined_overlay_scale_effective_last_10y,overheat_day_ratio_last_10y,trigger_count_last_10y,recovery_count_last_10y,effect_day_ratio_last_10y,effect_day_count_last_10y,return_abs_diff_sum_last_10y,reason_last_10y,ann_return_last_5y,ann_vol_last_5y,max_dd_last_5y,sharpe_repo_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,avg_exposure_effective_last_5y,avg_final_exposure_last_5y,avg_existing_overlay_scale_effective_last_5y,avg_overheat_scale_effective_last_5y,avg_combined_overlay_scale_effective_last_5y,overheat_day_ratio_last_5y,trigger_count_last_5y,recovery_count_last_5y,effect_day_ratio_last_5y,effect_day_count_last_5y,return_abs_diff_sum_last_5y,reason_last_5y,ann_return_last_3y,ann_vol_last_3y,max_dd_last_3y,sharpe_repo_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,avg_exposure_effective_last_3y,avg_final_exposure_last_3y,avg_existing_overlay_scale_effective_last_3y,avg_overheat_scale_effective_last_3y,avg_combined_overlay_scale_effective_last_3y,overheat_day_ratio_last_3y,trigger_count_last_3y,recovery_count_last_3y,effect_day_ratio_last_3y,effect_day_count_last_3y,return_abs_diff_sum_last_3y,reason_last_3y,ann_return_last_1y,ann_vol_last_1y,max_dd_last_1y,sharpe_repo_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,avg_exposure_effective_last_1y,avg_final_exposure_last_1y,avg_existing_overlay_scale_effective_last_1y,avg_overheat_scale_effective_last_1y,avg_combined_overlay_scale_effective_last_1y,overheat_day_ratio_last_1y,trigger_count_last_1y,recovery_count_last_1y,effect_day_ratio_last_1y,effect_day_count_last_1y,return_abs_diff_sum_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,material_effect,layer8_pass,pass_reason
A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.09143272696397364,0.16705674866959325,-0.23103883036577655,0.6075021483256143,404.0,0.364,364.0,0.555407072368421,0.5558182565789473,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.09573620229554702,0.16128975696976994,-0.19530185131015465,0.6479006106717634,211.0,0.19525000000000003,195.25,0.564484126984127,0.5646825396825397,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07434865783367761,0.15997455795067667,-0.1953018513101551,0.5287847197768859,121.0,0.11175000000000002,111.75,0.5396825396825397,0.5400132275132276,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018351894656198686,0.13150704503499355,-0.19530185131015498,0.20466567342320513,34.0,0.0315,31.5,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,baseline/no new overheat
A_clean_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.0978991695916882,0.15322650708972235,-0.2066175898367102,0.6863777392675696,605.0,0.3780573649472595,378.05736494725954,0.5216899671052632,0.5221011513157895,1.0,0.9671052631578947,0.9671052631578947,0.03289473684210526,14.0,10.0,0.19161184210526316,466.0,1.496042132147878,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.11197572421366431,0.14505907229161494,-0.19531043404949622,0.8045514080961842,299.0,0.20398910270558052,203.9891027055805,0.5263888888888889,0.5265873015873016,1.0,0.9626984126984127,0.9626984126984127,0.0373015873015873,9.0,7.0,0.18571428571428572,234.0,0.8889246403217872,,0.07043010833010555,0.14527165369709275,-0.195310434049496,0.5414852761053517,163.0,0.11435710992907044,114.35710992907042,0.5099206349206349,0.5102513227513228,1.0,0.9708994708994709,0.9708994708994709,0.0291005291005291,5.0,3.0,0.1626984126984127,123.0,0.43515726846815406,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,0.6466442627714564,2.4421240529066357,,,1.6239521918117283,-0.0008582739341567169,-0.39185495035720663,-0.0008582739340901036,-0.0023013887333833694,-0.0008582739341234102,1,True,True,True,False,full_mdd=True;dd_windows=1;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p18_exit_0p16_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p18_exit_0p16_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.10313654585275467,0.16031562754145157,-0.23107402475505479,0.6926836347528502,600.0,0.375603866074938,375.60386607493797,0.5399876644736842,0.5403988486842105,1.0,0.9851973684210527,0.9851973684210527,0.014802631578947368,8.0,7.0,0.17105263157894737,416.0,0.7127763068709574,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.10171903502225055,0.153193047006706,-0.19531043404949633,0.7092886861873434,294.0,0.2000217828393816,200.02178283938161,0.547420634920635,0.5476190476190477,1.0,0.9833333333333333,0.9833333333333333,0.016666666666666666,4.0,3.0,0.1619047619047619,204.0,0.42898006271916855,,0.08514282128975537,0.1527614058494326,-0.19531043404949644,0.611646767390883,158.0,0.11286540756286971,112.86540756286972,0.529431216931217,0.5297619047619048,1.0,0.9894179894179894,0.9894179894179894,0.010582010582010581,2.0,1.0,0.13756613756613756,104.0,0.1878580382736792,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,1.1703818888781026,-0.0035194389278236926,,,0.5982832726703524,-0.0008582739341678192,1.0794163456077754,-0.0008582739341345125,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p2_exit_0p18_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p2_exit_0p18_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.10566274412408383,0.16328011353426272,-0.23107402475505479,0.6970250753272783,599.0,0.37309208380464015,373.0920838046402,0.5494449013157895,0.5498560855263158,1.0,0.9946546052631579,0.9946546052631579,0.005345394736842105,6.0,5.0,0.16200657894736842,394.0,0.3504032639293557,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.11165469648769988,0.1557187148584342,-0.19531043404949633,0.757952781858025,294.0,0.20001845359610199,200.018453596102,0.5561507936507937,0.5563492063492064,1.0,0.9920634920634921,0.9920634920634921,0.007936507936507936,4.0,3.0,0.15317460317460319,193.0,0.25542008976308084,,0.08514282128975537,0.1527614058494326,-0.19531043404949644,0.611646767390883,158.0,0.11286540756286971,112.86540756286972,0.529431216931217,0.5297619047619048,1.0,0.9894179894179894,0.9894179894179894,0.010582010582010581,2.0,1.0,0.13756613756613756,104.0,0.1878580382736792,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,1.4230017160110187,-0.0035194389278236926,,,1.5918494192152854,-0.0008582739341678192,1.0794163456077754,-0.0008582739341345125,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p22_exit_0p2_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p22_exit_0p2_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.10489781209000282,0.16515933840828173,-0.23107402475505479,0.6867759011899719,591.0,0.36807583956275536,368.07583956275533,0.5538651315789473,0.5542763157894737,1.0,0.998766447368421,0.998766447368421,0.0012335526315789473,2.0,2.0,0.15583881578947367,379.0,0.1280151221560133,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.11464869640728614,0.1582485586778896,-0.19531043404949622,0.7653431093543973,290.0,0.19701137643671018,197.0113764367102,0.5626984126984127,0.5628968253968254,1.0,0.9984126984126984,0.9984126984126984,0.0015873015873015873,1.0,1.0,0.14523809523809525,183.0,0.08956729576533706,,0.10548403532031903,0.15484079674094173,-0.19531043404949677,0.7254598578659697,160.0,0.11336937722351309,113.3693772235131,0.5367063492063492,0.5370370370370371,1.0,0.9973544973544973,0.9973544973544973,0.0026455026455026454,1.0,1.0,0.13227513227513227,100.0,0.08942216180706608,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,1.3465085126029175,-0.0035194389278236926,,,1.891249411173912,-0.0008582739341567169,3.1135377486641413,-0.0008582739341678192,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p25_exit_0p22_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p25_exit_0p22_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.09136833932647903,0.16705390182806942,-0.23107402475505479,0.6071563969682472,585.0,0.36456932868231173,364.5693286823117,0.555407072368421,0.5558182565789473,1.0,1.0,1.0,0.0,0.0,0.0,0.15254934210526316,371.0,0.0007082309667965081,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.09567927693666745,0.1612864779269034,-0.19531043404949655,0.6475882521134803,288.0,0.19550975723445732,195.50975723445734,0.564484126984127,0.5646825396825397,1.0,1.0,1.0,0.0,0.0,0.0,0.14206349206349206,179.0,0.0003316459688194051,,0.07430649312009519,0.15996993587932024,-0.19531043404949622,0.5285498755260741,158.0,0.11186775802126023,111.86775802126023,0.5396825396825397,0.5400132275132276,1.0,1.0,1.0,0.0,0.0,0.0,0.12698412698412698,96.0,0.00018651201054842304,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,-0.006438763749461174,-0.0035194389278236926,,,-0.005692535887957817,-0.0008582739341900236,-0.004216471358242657,-0.000858273934112308,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p2_exit_0p18_scale_0p50_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p2_exit_0p18_scale_0p50_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.09848756998087937,0.1646378032465457,-0.23107402475505479,0.6530796216150814,600.0,0.3693956635162916,369.3956635162916,0.5528371710526315,0.5532483552631579,1.0,0.997327302631579,0.997327302631579,0.005345394736842105,6.0,5.0,0.1591282894736842,387.0,0.15782728741160856,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.10480335588195078,0.15747238612462763,-0.19531043404949633,0.7119882033221124,298.0,0.1983168644088964,198.31686440889638,0.5607142857142857,0.5609126984126984,1.0,0.996031746031746,0.996031746031746,0.007936507936507936,4.0,3.0,0.15079365079365079,190.0,0.11934491729124919,,0.08030591768991457,0.15467473122941822,-0.19531043404949622,0.5771122371177771,164.0,0.11266156933208428,112.66156933208427,0.5347222222222222,0.53505291005291,1.0,0.9947089947089947,0.9947089947089947,0.010582010582010581,2.0,1.0,0.13624338624338625,103.0,0.09293699779765074,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,0.7054843016905732,-0.0035194389278236926,,,0.9067153586403753,-0.0008582739341678192,0.5957259856236963,-0.000858273934112308,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p2_exit_0p18_scale_0p75_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p2_exit_0p18_scale_0p75_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.09495785894517783,0.16565957881066767,-0.23107402475505479,0.6306548039076415,600.0,0.3670023894180607,367.00238941806066,0.5541221217105263,0.5545333059210527,1.0,0.9986636513157895,0.9986636513157895,0.005345394736842105,6.0,5.0,0.1591282894736842,387.0,0.07926728068586797,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.10028727632555978,0.1590847266970085,-0.19531043404949622,0.6806541388538475,298.0,0.19692831884267936,196.92831884267937,0.5625992063492063,0.562797619047619,1.0,0.998015873015873,0.998015873015873,0.007936507936507936,4.0,3.0,0.15079365079365079,190.0,0.05983683196061562,,0.07737745110279182,0.15691250687063507,-0.19531043404949677,0.5538527473410071,164.0,0.11227628056432978,112.27628056432978,0.5372023809523809,0.5375330687830688,1.0,0.9973544973544973,0.9973544973544973,0.010582010582010581,2.0,1.0,0.13624338624338625,103.0,0.04656030523468113,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,0.3525131981204188,-0.0035194389278236926,,,0.45510740300127583,-0.0008582739341567169,0.3028793269114205,-0.0008582739341678192,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_fixed_same_side_fixed_enter_0p2_exit_0p18_scale_0p00_exit_only,A_clean_scoremax_5_overheat_off,A_clean,A_clean,fixed_same_side,fixed_enter_0p2_exit_0p18_scale_0p00_exit_only,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.10566274412408383,0.16328011353426272,-0.23107402475505479,0.6970250753272783,599.0,0.37309208380464015,373.0920838046402,0.5494449013157895,0.5498560855263158,1.0,0.9946546052631579,0.9946546052631579,0.005345394736842105,6.0,5.0,0.16200657894736842,394.0,0.3504032639293557,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.11165469648769988,0.1557187148584342,-0.19531043404949633,0.757952781858025,294.0,0.20001845359610199,200.018453596102,0.5561507936507937,0.5563492063492064,1.0,0.9920634920634921,0.9920634920634921,0.007936507936507936,4.0,3.0,0.15317460317460319,193.0,0.25542008976308084,,0.08514282128975537,0.1527614058494326,-0.19531043404949644,0.611646767390883,158.0,0.11286540756286971,112.86540756286972,0.529431216931217,0.5297619047619048,1.0,0.9894179894179894,0.9894179894179894,0.010582010582010581,2.0,1.0,0.13756613756613756,104.0,0.1878580382736792,,0.018328880768864853,0.13150720662558313,-0.19531043404949622,0.20449372797683346,40.0,0.03152259908971774,31.522599089717737,0.5128968253968254,0.5168650793650794,1.0,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,21.0,2.7966708255666717e-05,,1.4230017160110187,-0.0035194389278236926,,,1.5918494192152854,-0.0008582739341678192,1.0794163456077754,-0.0008582739341345125,-0.0023013887333833694,-0.0008582739341234102,0,True,False,True,False,full_mdd=False;dd_windows=0;return_tol=True;material=True
A_clean_adaptive_quantile_adaptive_w252_eq0p85_xq0p6_floor_0p1_0p05_scale_0p00_same_side_or_exit,A_clean_scoremax_5_overheat_off,A_clean,A_clean,adaptive_quantile,adaptive_w252_eq0p85_xq0p6_floor_0p1_0p05_scale_0p00_same_side_or_exit,True,28,0.5,0p50,1.0,1p00,0.75,0p75,5.0,5,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.05269341772964986,0.13907824832615215,-0.20309063173998065,0.4389765314482764,552.0,0.34796540388255387,347.9654038825539,0.4350328947368421,0.4354440789473684,1.0,0.8754111842105263,0.8754111842105263,0.12458881578947369,39.0,11.0,0.2689144736842105,654.0,3.823795789555432,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.05936055656498418,0.14002350204552363,-0.19531043404949633,0.48224582277648953,285.0,0.19247974683512642,192.47974683512643,0.47559523809523807,0.47579365079365077,1.0,0.9087301587301587,0.9087301587301587,0.09126984126984126,15.0,5.0,0.23095238095238096,291.0,1.548585070198024,,0.028603230139648828,0.14447831867155425,-0.19531043404949622,0.26794377070066655,158.0,0.11286033274866478,112.86033274866477,0.4771825396825397,0.4775132275132275,1.0,0.9365079365079365,0.9365079365079365,0.06349206349206349,4.0,1.0,0.18915343915343916,143.0,0.6610178925211824,,-0.01012894193702174,0.12067307977249372,-0.195310434049496,-0.023311986568785158,42.0,0.03302274216815636,33.022742168156356,0.4365079365079365,0.44047619047619047,1.0,0.9246031746031746,0.9246031746031746,0.07539682539682539,1.0,1.0,0.16666666666666666,42.0,0.19348771263033016,,-3.873930923432378,2.7948198625795895,,,-3.6375645730562844,-0.0008582739341678192,-4.574542769402878,-0.000858273934112308,-2.8480836593220427,-0.0008582739341012058,1,False,True,True,False,full_mdd=True;dd_windows=1;return_tol=False;material=True
