candidate,candidate_type,line_id,overheat_direction,overheat_parameter_label,notes,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,lookback,r2_threshold
A_clean_scoremax_5_overheat_off,two_line_baseline,A_clean,baseline,overheat_off,Carried line before Layer8 overheat tests,0.09143272696397364,-0.23103883036577655,,,,insufficient rows: 2432 < 2520 trading days,0.09573620229554702,-0.19530185131015465,,0.07434865783367761,-0.1953018513101551,,0.018351894656198686,-0.19530185131015498,,,
G_decay_nav_scoremax_5_overheat_off,two_line_baseline,G_decay_nav,baseline,overheat_off,Carried line before Layer8 overheat tests,0.08191523199824347,-0.20052720610960928,,,,insufficient rows: 2432 < 2520 trading days,0.08671600995786455,-0.16936621979018873,,0.06534958650090283,-0.16936621979018884,,0.033251943178143506,-0.1693662197901884,,,
A_clean_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,best_diagnostic_no_pass,A_clean,fixed_same_side,fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,Best candidate within its line and overheat direction,0.0978991695916882,-0.2066175898367102,,,,insufficient rows: 2432 < 2520 trading days,0.11197572421366431,-0.19531043404949622,,0.07043010833010555,-0.195310434049496,,0.018328880768864853,-0.19531043404949622,,,
A_clean_adaptive_quantile_adaptive_w252_eq0p95_xq0p8_floor_0p1_0p05_scale_0p00_same_side_or_exit,best_diagnostic_no_pass,A_clean,adaptive_quantile,adaptive_w252_eq0p95_xq0p8_floor_0p1_0p05_scale_0p00_same_side_or_exit,Best candidate within its line and overheat direction,0.05132618670691347,-0.195310434049496,,,,insufficient rows: 2432 < 2520 trading days,0.05469435752201601,-0.19531043404949633,,0.030619944104993024,-0.19531043404949622,,-0.01012894193702174,-0.195310434049496,,,
A_clean_score_veto_scoremax_4,best_diagnostic_no_pass,A_clean,score_veto,scoremax_4,Best candidate within its line and overheat direction,0.05243182775420108,-0.2279670520956094,,,,insufficient rows: 2432 < 2520 trading days,0.05557235884199785,-0.22336450181249867,,0.0048167977844089105,-0.22336450181249823,,-0.057507614545941776,-0.22336450181249823,,,
G_decay_nav_fixed_same_side_fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,best_diagnostic_no_pass,G_decay_nav,fixed_same_side,fixed_enter_0p15_exit_0p13_scale_0p00_same_side_or_exit,Best candidate within its line and overheat direction,0.09273787785729581,-0.1750992000567,,,,insufficient rows: 2432 < 2520 trading days,0.10800979062601868,-0.16936621979018884,,0.06426973813917813,-0.1693662197901894,,0.033251943178143506,-0.1693662197901884,,,
G_decay_nav_adaptive_quantile_adaptive_w252_eq0p85_xq0p8_floor_0p1_0p05_scale_0p00_same_side_or_exit,best_diagnostic_no_pass,G_decay_nav,adaptive_quantile,adaptive_w252_eq0p85_xq0p8_floor_0p1_0p05_scale_0p00_same_side_or_exit,Best candidate within its line and overheat direction,0.06415536154847934,-0.1693662197901884,,,,insufficient rows: 2432 < 2520 trading days,0.07268267363587522,-0.1693662197901884,,0.04470983540908002,-0.16936621979018807,,0.0048018010881833995,-0.16936621979018873,,,
G_decay_nav_score_veto_scoremax_4,best_diagnostic_no_pass,G_decay_nav,score_veto,scoremax_4,Best candidate within its line and overheat direction,0.04040139277483101,-0.19960823965075936,,,,insufficient rows: 2432 < 2520 trading days,0.04147621539080726,-0.1996082396507587,,-0.01137243829763046,-0.1996082396507589,,-0.04505091686681195,-0.19960823965075913,,,
orig_full_v1_1_reference,original_full_strategy_reference,original,original_full_chain,original_v1_1,"Full official V1.1 chain including target-vol and original overheat; context only, not Layer8 pass baseline",0.11842115742436188,-0.36963916274146336,,,,insufficient rows: 2432 < 2520 trading days,0.12610955935036383,-0.3696391627414637,,0.0341252545571622,-0.36963916274146336,,-0.2697531717827292,-0.36963916274146347,,25.0,0.2
