candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_scale_effective,avg_scale_next,avg_exposure_effective,avg_final_exposure,scale_change_days,avg_realized_vol,reason
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.04324318053207987,0.16177992748889203,-0.2209416989040942,0.34349942364892444,116.0,134.0,0.03857476496136443,38.57476496136443,0.5396825396825397,0.509563492063492,1.2479381492463333,1.2490786592628322,0.6040290894374843,0.6098343653498854,10.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10140551978202317,0.2130841087384326,-0.3184950142119932,0.5604402777115101,982.0,1436.0,0.4722492991477911,472.24929914779113,0.5962171052631579,0.542890625,1.3030868009015784,1.3032923930068414,0.7050282561012324,0.7056450324170219,105.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11442025761864572,0.20562838371703696,-0.2406930931763136,0.6304349210638708,501.0,760.0,0.24828810070023544,248.28810070023542,0.6023809523809524,0.5526190476190476,1.2968494147356293,1.297341381403685,0.7161215419605368,0.7168440167709913,55.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07799025397854797,0.20308210834374235,-0.2406930931763135,0.47250124209638933,322.0,437.0,0.14433763529003488,144.33763529003485,0.5740740740740741,0.5291137566137566,1.300401532565748,1.3010622334131243,0.6850824069193377,0.6861798383918416,35.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv22,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.22,tv22,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.03787238391981029,0.1744919042940042,-0.2406930931763137,0.301586995918575,116.0,134.0,0.04095554577579145,40.95554577579145,0.5396825396825397,0.509563492063492,1.3261536214682155,1.326974759935104,0.6491290907595146,0.6550814717118956,8.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv25,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.25,tv25,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10959522887155781,0.22609569998417073,-0.3242371831966284,0.5735874271825027,982.0,1435.0,0.5005936641789404,500.59366417894034,0.5962171052631579,0.542890625,1.3800557684444925,1.3802595432498914,0.7495894157895143,0.75020437480544,71.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv25,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.25,tv25,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv25,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.25,tv25,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.12467088536721316,0.21627238570366014,-0.2562102515593684,0.652152668347329,501.0,759.0,0.26207520075863205,262.07520075863204,0.6023809523809524,0.5526190476190476,1.3700993119382865,1.3704925196306328,0.7570369518775452,0.7576921006407991,40.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv25,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.25,tv25,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09483877155426046,0.21222213112815405,-0.25621025155936805,0.5341351824779103,322.0,436.0,0.150430185464971,150.430185464971,0.5740740740740741,0.5291137566137566,1.3748998770077374,1.3753925623911778,0.7219704648079663,0.7229533966971746,23.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv25,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.25,tv25,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05141071308924183,0.18689654611212855,-0.2562102515593684,0.36300758457216586,116.0,134.0,0.043867893541318204,43.86789354131821,0.5396825396825397,0.509563492063492,1.421973999147566,1.4220101545022124,0.7102690469594597,0.7162038895258526,7.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv28,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.28,tv28,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11599479713819316,0.2329995397575246,-0.3253621741824507,0.5880217704932674,982.0,1435.0,0.5160773820405027,516.0773820405027,0.5962171052631579,0.542890625,1.417205101667294,1.4173885744935484,0.7726253789968256,0.7732200360336062,41.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv28,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.28,tv28,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv28,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.28,tv28,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.13121988717598843,0.22365084184681816,-0.2662587995843285,0.6638385208813004,501.0,759.0,0.2732808938997652,273.28089389976515,0.6023809523809524,0.5526190476190476,1.4151493361839713,1.4154081065355193,0.7855910066203494,0.7861431509713142,23.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv28,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.28,tv28,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.10004914302910484,0.2197879423019007,-0.26625879958432885,0.5446981845296015,322.0,436.0,0.15591185973594066,155.91185973594065,0.5740740740740741,0.5291137566137566,1.4132928187294396,1.4135857513406982,0.7475831438206112,0.7484106890292,12.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv28,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.28,tv28,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.03160064598665313,0.18893878066350508,-0.26625879958432885,0.2604826741355802,116.0,134.0,0.04516180016267463,45.16180016267462,0.5396825396825397,0.509563492063492,1.4386661337575564,1.438643411954494,0.7288545285181188,0.7345934408730802,2.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv30,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.3,tv30,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11846944384184854,0.23853128515835817,-0.3264273970880951,0.5891331261842586,982.0,1435.0,0.5275411588842516,527.5411588842514,0.5962171052631579,0.542890625,1.4458913174020127,1.446096909507276,0.7876148165450013,0.7882315928607907,29.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv30,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.3,tv30,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv30,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.3,tv30,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.13074544700985724,0.22909957063273326,-0.276149495936061,0.6516828792597675,501.0,759.0,0.27994835376022087,279.94835376022087,0.6023809523809524,0.5526190476190476,1.4474852230564368,1.4477231862617943,0.8008627865921121,0.8014150790825588,18.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv30,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.3,tv30,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09888547153097682,0.22791916693888392,-0.2761494959360614,0.5287316995422578,322.0,436.0,0.16112060067898376,161.12060067898378,0.5740740740740741,0.5291137566137566,1.461852046423207,1.4620534588409049,0.7701836307794186,0.7709733390040383,10.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv30,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.3,tv30,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.029307637799119046,0.19606870535069618,-0.2761494959360613,0.24681180563403737,116.0,134.0,0.047141193375478244,47.14119337547824,0.5396825396825397,0.509563492063492,1.5,1.5,0.7583928571428572,0.7643452380952381,0.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv35,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.35,tv35,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11836825317972721,0.2406287480201775,-0.3264273970880951,0.5856613818573995,982.0,1435.0,0.5296971704287383,529.6971704287383,0.5962171052631579,0.542890625,1.4532552094755105,1.4534453984681062,0.7913668446827851,0.7919682178859069,7.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv35,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.35,tv35,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv35,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.35,tv35,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.12923294741942604,0.23158099094670156,-0.27009377652891076,0.6413842592800941,501.0,759.0,0.2824952227282478,282.49522272824777,0.6023809523809524,0.5526190476190476,1.459655698552364,1.4596462053640307,0.8070143946231172,0.8073910802805031,4.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv35,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.35,tv35,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.10193019170846118,0.2296899410283513,-0.27009377652891087,0.538436286043147,322.0,436.0,0.16150476720395268,161.5047672039527,0.5740740740740741,0.5291137566137566,1.462539629992357,1.462539629992357,0.7732114276658003,0.7738498378217494,0.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv35,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.35,tv35,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.02909519281113715,0.19117523806858425,-0.2700937765289104,0.2469822062766133,116.0,134.0,0.045921661633007996,45.92166163300799,0.5396825396825397,0.509563492063492,1.462539629992357,1.462539629992357,0.739453072449707,0.7452568011401528,0.0,0.14128537137266137,
lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,,no_tv,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08386142262836938,0.17596345246657638,-0.2852663184753961,0.5458778382646036,839.0,423.0,0.386,386.0,0.655016447368421,0.6128700657894737,1.0,1.0,0.6124588815789473,0.6128700657894737,0.0,,
lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,,no_tv,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,,no_tv,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08773181488796067,0.17347670545599195,-0.23341861428394672,0.5718959412222895,417.0,224.0,0.20875,208.75,0.669047619047619,0.6293650793650793,1.0,1.0,0.6291666666666667,0.6293650793650793,0.0,,
lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,,no_tv,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06425288828948861,0.17365976492059332,-0.23341861428394706,0.44592676816073235,263.0,135.0,0.12325,123.25,0.6521164021164021,0.6154100529100529,1.0,1.0,0.6150793650793651,0.6154100529100529,0.0,,
lb_28_r2_0p40_buf_1p00_entry_0p75_no_tv,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,,no_tv,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.07568647792406746,0.15202980239549538,-0.2334186142839465,-0.440997596253615,93.0,43.0,0.0395,39.5,0.6309523809523809,0.5982142857142857,1.0,1.0,0.5942460317460317,0.5982142857142857,0.0,,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.06831457744099634,0.16321960860828608,-0.3061018785525892,0.4868070729381972,839.0,1574.0,0.37158651137083265,371.5865113708327,0.655016447368421,0.6128700657894737,0.940912936749136,0.9411112122658938,0.5718670611267256,0.5724765208540097,159.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08614000244371023,0.1609067280439789,-0.21005020697024912,0.5942377472597493,417.0,841.0,0.2000858458648074,200.0858458648074,0.669047619047619,0.6293650793650793,0.9449730330179553,0.9456991637471064,0.5924725910557874,0.593311277605975,84.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05776125042745628,0.1598868608859558,-0.210050206970249,0.43150974652347385,263.0,496.0,0.11913633522521083,119.13633522521081,0.6521164021164021,0.6154100529100529,0.9360640182152165,0.9371427461033421,0.5697100116766602,0.571009205098295,53.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv15,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.15,tv15,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.05263062486910797,0.1362379949032106,-0.21005020697024968,-0.3286368872161987,93.0,159.0,0.035813979895915685,35.81397989591568,0.6309523809523809,0.5982142857142857,0.9712068488424339,0.9738906613469447,0.5175762071296959,0.5234579771961831,13.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.07472527776492299,0.190524295774464,-0.3539605523669891,0.4739577209717917,839.0,1575.0,0.42895156290440756,428.9515629044075,0.655016447368421,0.6128700657894737,1.0916660329982188,1.091871625103482,0.6634790818704814,0.664095858186271,151.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08980153614424635,0.18678057718418348,-0.2418501603502039,0.5541872311586094,417.0,841.0,0.22820503066330233,228.20503066330235,0.669047619047619,0.6293650793650793,1.0837497128040523,1.084399921053553,0.679782581330761,0.6805678565655053,74.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05902456401481948,0.18677361767899103,-0.241850160350204,0.4009789858225768,263.0,496.0,0.1366227112798701,136.6227112798701,0.6521164021164021,0.6154100529100529,1.0847454286286455,1.0857756808772923,0.6606489341548408,0.6619176550873576,48.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv18,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.06263678999600575,0.1630517667260819,-0.24185016035020446,-0.31502342141992457,93.0,158.0,0.04197459274740854,41.97459274740854,0.6309523809523809,0.5982142857142857,1.1123439888284337,1.1144588207064432,0.6108637158917495,0.6168160968441305,13.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08350323064823328,0.2069114668676468,-0.3864701556223741,0.4915581647798267,839.0,1573.0,0.4642513088649042,464.2513088649042,0.655016447368421,0.6128700657894737,1.18421135076393,1.184398141948491,0.7220207938533063,0.7226187692483933,130.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10041400167865855,0.20178301623928635,-0.2609092233103302,0.5755781326149042,417.0,840.0,0.24521512760053754,245.21512760053758,0.669047619047619,0.6293650793650793,1.1677149816671102,1.1682688713841625,0.7350136972804214,0.7357176614255225,60.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06629405611266992,0.20077491413087206,-0.26090922331032995,0.42078656841394746,263.0,495.0,0.14571851479595385,145.71851479595387,0.6521164021164021,0.6154100529100529,1.1619966070143302,1.1627909925318454,0.7116240232565842,0.7127007238235735,36.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv20,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.07292767677479017,0.17662858725876168,-0.2609092233103293,-0.3400282652118182,93.0,158.0,0.04536871712545232,45.36871712545232,0.6309523809523809,0.5982142857142857,1.1785758893091427,1.1800828830394117,0.6642238031866926,0.6699947403329299,11.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08719011953070455,0.21967860215837862,-0.3966376378453673,0.49094668285234433,839.0,1573.0,0.4907839124515352,490.7839124515351,0.655016447368421,0.6128700657894737,1.256074150442073,1.256279742547336,0.7671442791360954,0.7677610554518849,113.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09744559956960619,0.214871269409854,-0.27871553002899574,0.5408077552499336,417.0,840.0,0.2587587967550512,258.7587967550512,0.669047619047619,0.6293650793650793,1.2396513840404824,1.2401815327475438,0.7805396701332526,0.7812349007111677,61.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06574190436064842,0.21323327747402573,-0.27871553002899596,0.40608802459424903,263.0,495.0,0.15379893075208786,153.79893075208787,0.6521164021164021,0.6154100529100529,1.2381440541668705,1.2389322302346986,0.7592581702661406,0.7603453340630434,35.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv22,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08118848396279399,0.19020535719367604,-0.27871553002899563,-0.34945419374624653,93.0,158.0,0.048755388760374906,48.755388760374906,0.6309523809523809,0.5982142857142857,1.2608805468371223,1.2621425900319378,0.718981056135043,0.724933437087424,10.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.09638748926667806,0.2352338084154692,-0.411794882026949,0.5093978182089066,839.0,1574.0,0.5254716924311383,525.4716924311383,0.655016447368421,0.6128700657894737,1.3438508030201348,1.344056395125398,0.8222878299007242,0.8229046062165137,75.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11025646524064903,0.22893814004262733,-0.2974746042468158,0.5720069686861131,417.0,841.0,0.27658713636792265,276.5871363679226,0.669047619047619,0.6293650793650793,1.3264190232136037,1.3268591272638355,0.8341616865904086,0.834789383675702,38.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07984790052624113,0.22695407603563325,-0.2974746042468158,0.4528989928340078,263.0,496.0,0.16399819313470532,163.99819313470533,0.6521164021164021,0.6154100529100529,1.3225239769490653,1.3231490688010346,0.8103892804225539,0.8113541310575624,22.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv25,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08968973064240393,0.20445501941321595,-0.2974746042468158,-0.35635688020586465,93.0,158.0,0.052504400366746404,52.5044003667464,0.6309523809523809,0.5982142857142857,1.3523269333169197,1.3529493849993401,0.7858908702488081,0.791843251201189,6.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10407742837741507,0.24727633397024734,-0.4097329116672479,0.5246249373532627,839.0,1574.0,0.5524205482144589,552.4205482144588,0.655016447368421,0.6128700657894737,1.40729717311162,1.4074857327661592,0.864312404441653,0.8649121483067186,50.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11549247410726671,0.2411538449079978,-0.310850251898222,0.5745435051387418,417.0,840.0,0.2929086446913881,292.9086446913881,0.669047619047619,0.6293650793650793,1.3956858307102684,1.3960030147702107,0.8802073142477527,0.8807346025069631,29.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.08636332462013874,0.2401680590352869,-0.31085025189822235,0.4659633658034705,263.0,495.0,0.17349254874865344,173.4925487486534,0.6521164021164021,0.6154100529100529,1.3963107151435563,1.3967179305572317,0.857473656558841,0.8582614018095208,19.0,0.1718430588344428,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv28,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.09171878210909579,0.21838110495227714,-0.31085025189822235,-0.33015920382392117,93.0,158.0,0.05576700942761639,55.76700942761639,0.6309523809523809,0.5982142857142857,1.423318244086307,1.4231538674190034,0.8424109043759793,0.8481989086610566,4.0,0.1639981384902836,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv30,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10708965881869825,0.25123053211812396,-0.406680861096523,0.531108386462765,839.0,1574.0,0.5606201632170451,560.620163217045,0.655016447368421,0.6128700657894737,1.4269075867042775,1.427104420671901,0.8770562874110458,0.8776643055891957,32.0,0.17097847837763486,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv30,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40_buf_1p00_entry_0p75_tv30,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11824909215116763,0.24702571751386485,-0.3176066316917445,0.5767205935863694,417.0,841.0,0.3012288870730065,301.2288870730065,0.669047619047619,0.6293650793650793,1.430647248993381,1.4309203740197398,0.9028275218811024,0.903325758549534,20.0,0.17283058073767618,
lb_28_r2_0p40_buf_1p00_entry_0p75_tv30,r2_neighbor,28,0.4,0p40,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.08636314150418611,0.2467415891803632,-0.3176066316917442,0.460086353822142,263.0,495.0,0.17845280513215395,178.4528051321539,0.6521164021164021,0.6154100529100529,1.4342111224016383,1.4344364316315539,0.8815979057569967,0.8822558758438718,10.0,0.1718430588344428,
