candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_scale_effective,avg_scale_next,avg_exposure_effective,avg_final_exposure,scale_change_days,avg_realized_vol,reason
lb_28_r2_0p50_buf_1p00_entry_0p75_tv18,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08840045319342749,0.18781791375874507,-0.3063237828983483,0.5454670020761748,982.0,1435.0,0.42058877233844294,420.58877233844294,0.5962171052631579,0.5558182565789473,1.135037882040535,1.135243474145798,0.6260020305108758,0.6266188068266653,152.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv18,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv18,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10389736026378493,0.1812306124560275,-0.2052501692516152,0.6365900417362559,501.0,759.0,0.22384377530949245,223.84377530949246,0.6023809523809524,0.5646825396825397,1.1374016967938771,1.13802933288303,0.6399358088366742,0.6407041549511574,70.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv18,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06296968615975773,0.17925045623705205,-0.2052501692516151,0.4311509312938629,322.0,436.0,0.13124473802733838,131.24473802733837,0.5740740740740741,0.5400132275132276,1.1373600210673749,1.1383218627371081,0.6080631398619711,0.6092805528603027,43.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv18,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.18,tv18,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.04133699374943656,0.14855877114477375,-0.2052501692516151,0.34758855647627884,116.0,134.0,0.036960629683105706,36.96062968310571,0.5396825396825397,0.5168650793650794,1.180797229964293,1.1826547849571944,0.561387584643797,0.5673399655961779,12.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv20,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.09569951495594875,0.20333481737455245,-0.3261727640748512,0.5517728190747287,982.0,1437.0,0.45231895199540145,452.31895199540145,0.5962171052631579,0.5558182565789473,1.2237641402565034,1.2239506718488053,0.6773438340210785,0.6779415498239068,122.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv20,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv20,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11124114657415451,0.1955235844447724,-0.22327961350555459,0.637950587918656,501.0,761.0,0.23807839552631027,238.07839552631026,0.6023809523809524,0.5646825396825397,1.2136247911120985,1.2141530995967218,0.6861494167350095,0.6868340696922226,60.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv20,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06987551169134387,0.19317709276399245,-0.22327961350555448,0.44731404023574367,322.0,438.0,0.13903459940221974,139.03459940221975,0.5740740740740741,0.5400132275132276,1.212781277756736,1.2135082413803964,0.6537091922591021,0.6547351176330903,35.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv20,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.2,tv20,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.03572108749768943,0.1614188422670399,-0.2232796135055547,0.29905444736571984,116.0,135.0,0.03901954285422687,39.01954285422687,0.5396825396825397,0.5168650793650794,1.2355010879175667,1.2367197131708372,0.6065974937518678,0.612365925626782,11.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv22,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10388548061207814,0.21410786194538114,-0.32394207850652645,0.5693347629973513,982.0,1437.0,0.47504648360818785,475.0464836081878,0.5962171052631579,0.5558182565789473,1.2883863029298326,1.2885918950350956,0.7132228793931399,0.7138396557089294,106.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv22,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv22,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.11432353195613398,0.20639705319069981,-0.2436857670746997,0.6284770442851383,501.0,761.0,0.25048663799988957,250.48663799988952,0.6023809523809524,0.5646825396825397,1.2830172216713605,1.2835197821824411,0.723358548890797,0.7240330883217265,51.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv22,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07686273604091776,0.2044921529914741,-0.24368576707469958,0.46555998849109065,322.0,438.0,0.14642193928790753,146.42193928790755,0.5740740740740741,0.5400132275132276,1.289654000170077,1.290338520668957,0.6932686507901357,0.6942780729103272,33.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv22,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.22,tv22,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.027224327331810905,0.17442301479895886,-0.24368576707470013,0.24251645969831867,116.0,135.0,0.04149024009861294,41.490240098612944,0.5396825396825397,0.5168650793650794,1.3171075796027796,1.3180551732713521,0.6534024853026275,0.6593548662550084,9.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv25,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.1135777942384173,0.22767103223551055,-0.33137788386694267,0.5869592473657833,982.0,1435.0,0.5047762243405909,504.77622434059083,0.5962171052631579,0.5558182565789473,1.3688051353616832,1.3690064549130754,0.760524960704756,0.7611374644666746,68.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv25,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv25,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.13018875431921972,0.21792198507946547,-0.25931139110727275,0.6713232711951415,501.0,759.0,0.2652278413077404,265.2278413077404,0.6023809523809524,0.5646825396825397,1.3607530064167899,1.3611535135371624,0.7673504306398814,0.7679463683509914,39.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv25,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09572488544683555,0.21403155775986024,-0.2593113911072732,0.5352071781407256,322.0,436.0,0.1531172155781068,153.11721557810682,0.5740740740740741,0.5400132275132276,1.3656946594007155,1.3661882163215022,0.7312410506766684,0.7321038139853094,23.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv25,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.25,tv25,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.0412222825901718,0.1863583992773906,-0.25931139110727286,0.31126213014969467,116.0,134.0,0.04434199428014093,44.34199428014092,0.5396825396825397,0.5168650793650794,1.4118426425694721,1.4118915527937956,0.7138043488573628,0.7197154962739735,9.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv28,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11937853367554863,0.23695467891308133,-0.3334639363773494,0.5949691619900799,982.0,1435.0,0.5256905100674658,525.6905100674657,0.5962171052631579,0.5558182565789473,1.4171930149219572,1.4173731363326028,0.7907004322179904,0.7912917378391625,42.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv28,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv28,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.1324189333163237,0.22568868467796346,-0.2695120935790931,0.6646069237027051,501.0,759.0,0.2769901091002596,276.99010910025964,0.6023809523809524,0.5646825396825397,1.4057510779546214,1.4060168626150154,0.7968557454843472,0.797340412406367,22.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv28,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09577145199143655,0.22174545380502592,-0.26951209357909356,0.5243181921566643,322.0,436.0,0.15853718190513524,158.53718190513524,0.5740740740740741,0.5400132275132276,1.4034894111412801,1.4037375560351888,0.7568586446556351,0.7575203007039407,10.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv28,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.28,tv28,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.022939456183089346,0.1890937093446628,-0.269512093579093,0.21582112575951243,116.0,134.0,0.04560036914068091,45.60036914068091,0.5396825396825397,0.5168650793650794,1.4309443466667469,1.4309172905631038,0.7354628977823877,0.7411694663168746,2.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv30,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.12186461664646209,0.2405761394778231,-0.33451284100407164,0.5988210281587075,982.0,1435.0,0.5333831084162309,533.383108416231,0.5962171052631579,0.5558182565789473,1.4355943875932606,1.435799979698524,0.7998777658943697,0.800494542210159,31.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv30,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv30,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.13378687831135583,0.23004992428165,-0.2794173102868388,0.6616469955822826,501.0,759.0,0.2827204844842537,282.7204844842537,0.6023809523809524,0.5646825396825397,1.4325340226323735,1.4327864319873103,0.8092943811629787,0.8097813072268002,17.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv30,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09725708064802618,0.2296971825252655,-0.27941731028683847,0.5200066435108119,322.0,436.0,0.16351033354858288,163.51033354858288,0.5740740740740741,0.5400132275132276,1.449702089389574,1.4499824075163776,0.77896478228316,0.7796710526242946,9.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv30,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.3,tv30,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.022198214489177692,0.1969304789907569,-0.2794173102868386,0.2113960779801024,116.0,134.0,0.04769655500477071,47.696555004770715,0.5396825396825397,0.5168650793650794,1.4932230116153002,1.4932230116153002,0.7673429460724859,0.7732953270248668,2.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv35,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.1206649704706435,0.24219149468662893,-0.33451284100407164,0.591974621126743,982.0,1435.0,0.5333850657158286,533.3850657158285,0.5962171052631579,0.5558182565789473,1.4377838271487093,1.4379654087045184,0.8010197084010745,0.80161247416741,8.0,0.16112600933199311,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv35,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_tv35,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.1315284887773296,0.23213500232993836,-0.27113111000137524,0.6491894048215556,501.0,759.0,0.2842774045655447,284.27740456554466,0.6023809523809524,0.5646825396825397,1.4387250198882424,1.4387747405989442,0.8128914569197188,0.813214780457453,3.0,0.1586913692127162,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv35,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.09922040199745275,0.2305855942510619,-0.2711311100013756,0.5266128417928482,322.0,436.0,0.16292144663157504,162.92144663157504,0.5740740740740741,0.5400132275132276,1.441606343727489,1.441606343727489,0.7780097728053115,0.7784864944798243,0.0,0.15482047571274596,
lb_28_r2_0p50_buf_1p00_entry_0p75_tv35,layer4_primary,28,0.5,0p50,1.0,1p00,0.75,0p75,0.35,tv35,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.02038123511633816,0.18954267953726295,-0.27113111000137524,0.20255121776791654,116.0,134.0,0.045926049382058264,45.92604938205827,0.5396825396825397,0.5168650793650794,1.4416063437274889,1.4416063437274889,0.7393953171697536,0.7451159772639103,0.0,0.14273511003801984,
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08829065109061274,0.16419941288794684,-0.2251590626672112,0.5976030519777523,982.0,404.0,0.35728,357.28,0.5962171052631579,0.542890625,1.0,1.0,0.5424794407894736,0.542890625,0.0,,
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09302398868662642,0.15861472597402326,-0.1919135502961803,0.6404721845501965,501.0,211.0,0.19117,191.17000000000002,0.6023809523809524,0.5526190476190476,1.0,1.0,0.5523571428571429,0.5526190476190476,0.0,,
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07522416746551541,0.15707101755515693,-0.19191355029618018,0.5407710052942842,322.0,121.0,0.10911,109.11,0.5740740740740741,0.5291137566137566,1.0,1.0,0.5286772486772486,0.5291137566137566,0.0,,
lb_28_r2_0p50_buf_1p00_entry_0p67_no_tv,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,,no_tv,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.024249341055555096,0.13074007350804076,-0.19191355029617962,0.24926357875479963,116.0,34.0,0.03102,31.02,0.5396825396825397,0.509563492063492,1.0,1.0,0.5055952380952381,0.509563492063492,0.0,,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.07735545830927815,0.16135686251822004,-0.26698820627858344,0.5428555416951377,982.0,1435.0,0.3639303915802684,363.9303915802684,0.5962171052631579,0.542890625,0.9987477971312252,0.9989533892364882,0.5359857931636306,0.5366025694794201,154.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09133010893287308,0.1573740930273797,-0.17852686645613614,0.6344772754394934,501.0,759.0,0.19557169043675238,195.57169043675236,0.6023809523809524,0.5526190476190476,1.0173248002584834,1.0180390199564004,0.5572323453066611,0.5581037296471225,75.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05365782196679891,0.1554959801640682,-0.17220330150324248,0.41457020554143786,322.0,436.0,0.1145482708231762,114.54827082317621,0.5740740740740741,0.5291137566137566,1.0178391595374932,1.019003301871502,0.5270698524060465,0.5285045896745942,47.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv15,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.15,tv15,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.041005499851999305,0.12626620889521248,-0.17220330150324314,0.3819561322367838,116.0,134.0,0.031537737363494245,31.53773736349424,0.5396825396825397,0.509563492063492,1.0706586873696442,1.0731124939000984,0.4758664720924339,0.48181885304481475,12.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.0879706688184847,0.18790575766024067,-0.2978585951703264,0.5432202144309627,982.0,1436.0,0.4188095143301792,418.8095143301792,0.5962171052631579,0.542890625,1.1512041757911111,1.1514097678963744,0.6203487185467198,0.6209654948625093,149.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10121220961737643,0.18150684734969008,-0.205388694296453,0.6225737947704952,501.0,760.0,0.22127578005338583,221.2757800533858,0.6023809523809524,0.5526190476190476,1.1513132159513444,1.1519321843507493,0.6343618106416279,0.6351693766120863,68.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.062108634307477706,0.1801680675356817,-0.20286913325605171,0.42554310211981455,322.0,437.0,0.12938776710200925,129.38776710200924,0.5740740740740741,0.5291137566137566,1.153076891837942,1.1540628320836113,0.6049644081279221,0.6062797499972824,41.0,0.15225524042795394,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv18,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.18,tv18,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.048272866315799634,0.14866227507849336,-0.20286913325605127,0.39212500359732727,116.0,134.0,0.03640312650668954,36.40312650668953,0.5396825396825397,0.509563492063492,1.1876982366275504,1.1894523282736196,0.5568101338369987,0.5627625147893797,12.0,0.14128537137266137,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.09324411449100745,0.20168954083610507,-0.32151840252359654,0.5434580639304436,982.0,1437.0,0.44717284357112236,447.1728435711223,0.5962171052631579,0.542890625,1.232782848267112,1.2329731975804035,0.6663383531219211,0.6669398866457389,118.0,0.15838185224444917,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.10740725632114967,0.19320496673177848,-0.22094169890409476,0.6253687444558819,501.0,760.0,0.23397487414394208,233.97487414394206,0.6023809523809524,0.5526190476190476,1.2170818775514491,1.2176079240771835,0.6732943434773005,0.674029942859761,59.0,0.15618064245795854,
lb_28_r2_0p50_buf_1p00_entry_0p67_tv20,entry_neighbor,28,0.5,0p50,1.0,1p00,0.67,0p67,0.2,tv20,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07110915358278058,0.19143517210056063,-0.22094169890409465,0.45565096011638867,322.0,437.0,0.13702256699629123,137.02256699629123,0.5740740740740741,0.5291137566137566,1.2224590061746836,1.22328500176942,0.6459372567754784,0.6471292541743158,37.0,0.15225524042795394,
