start,end,rows,total,annual,maxdd,vol,sharpe,trades,avg_scale,avg_final_exposure,cash_days,zero_exposure_days,overheat_days,window,ann_delta_pp,mdd_improvement_pp
2011-12-09,2026-09-02,3578,43.18251688347543,0.30579698250879606,-0.22006724591954296,0.21645402832078992,1.3405084083887353,375,1.0,0.6797093348239239,1145,1146,0,Full,5.551115123125783e-15,-5.551115123125783e-15
2016-04-21,2026-09-02,2520,19.656798524157963,0.3536497312133964,-0.16309804295217523,0.22398610830496826,1.4633116546373284,304,1.0,0.7825396825396825,547,548,0,10Y,0.0,-2.7755575615628914e-15
2021-06-25,2026-09-02,1260,7.861471205536532,0.5470386578978854,-0.15962238350856595,0.2538776941116274,1.844478216251348,152,1.0,0.8301587301587302,214,214,0,5Y,0.0,-5.551115123125783e-15
2023-07-24,2026-09-02,756,3.837503138589475,0.69124718443817,-0.1433795586170049,0.28331073572793714,1.995016559501891,103,1.0,0.8637566137566137,103,103,0,3Y,0.0,0.0
2025-08-20,2026-09-02,252,0.6938076376977635,0.6938076376977635,-0.13425567972398955,0.3005991226640197,1.90453363259385,45,1.0,0.8214285714285714,45,45,0,1Y,0.0,-5.551115123125783e-15
