candidate,line_role,line_order,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_scale_effective,avg_scale_next,avg_exposure_effective,avg_final_exposure,scale_change_days,avg_realized_vol,reason
lb_28_r2_none_buf_1p15_entry_0p75_tv20,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.2,tv20,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.036634586572952044,0.20560366776702121,-0.3376332153263599,0.2780274583500594,91.0,1151.0,0.22582728308608851,225.82728308608853,0.9277777777777778,0.8837301587301587,0.9988795150181702,0.9995551070701624,0.8839743445633641,0.884778657649977,61.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv20,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.2,tv20,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0013460747205229495,0.20264820257178134,-0.3376332153263608,0.09516962611824517,51.0,696.0,0.1402289675434587,140.22896754345868,0.9325396825396826,0.8912037037037037,1.0074109864260385,1.008434528163126,0.8986622958540407,0.8999259839028877,41.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv20,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.2,tv20,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.23188964924631617,0.1785960650606796,-0.30361554647696254,-1.3862300310906577,12.0,234.0,0.04938265656629802,49.38265656629801,0.9523809523809523,0.9077380952380952,0.9848027751784273,0.9874285379699896,0.8813669581753248,0.8839927209668873,12.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv22,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.22,tv22,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11694567774093856,0.22953996772910826,-0.34651497537904785,0.5969043553997091,220.0,2128.0,0.4340104284820982,434.01042848209823,0.9095394736842105,0.8666735197368421,1.0939578284938425,1.0941394326975225,0.952518287869441,0.9531110762836471,113.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv22,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.22,tv22,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv22,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.22,tv22,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04361112656960486,0.22444006408582035,-0.3465149753790485,0.3026986205190045,91.0,1150.0,0.2456736015333847,245.67360153338467,0.9277777777777778,0.8837301587301587,1.088517697112862,1.0890955002933465,0.9637098227316833,0.964429219050251,60.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv22,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.22,tv22,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.006142162062707124,0.2226738981443558,-0.3465149753790471,0.13941786686475158,51.0,695.0,0.15233100502370267,152.33100502370266,0.9325396825396826,0.8912037037037037,1.0984998903318108,1.0992594239876436,0.9811991434933219,0.9822455336238703,39.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv22,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.22,tv22,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.23230371279585404,0.19384907072189975,-0.31053140453335415,-1.2650673866000066,12.0,234.0,0.05215422439072939,52.1542243907294,0.9523809523809523,0.9077380952380952,1.0532254644256989,1.0552870631128837,0.9466035719951713,0.948665170682356,11.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv25,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.25,tv25,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.12474259533497856,0.25374023218046676,-0.37324115162214677,0.5905298685492518,220.0,2129.0,0.47834342632214666,478.34342632214657,0.9095394736842105,0.8666735197368421,1.2057523808825348,1.2059579729877983,1.0497682468153062,1.0503850231310956,105.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv25,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.25,tv25,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv25,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.25,tv25,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0454902306114735,0.24854993762946734,-0.37324115162214566,0.3036135372622666,91.0,1150.0,0.2706795898803598,270.67958988035974,0.9277777777777778,0.8837301587301587,1.204125966232596,1.2046728372499673,1.0651088935034951,1.0658166658141426,58.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv25,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.25,tv25,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.012608764266042405,0.24760942599667343,-0.37324115162214644,0.17505545487538166,51.0,695.0,0.168462247511651,168.46224751165101,0.9325396825396826,0.8912037037037037,1.2164956930655109,1.2171761485370263,1.085678869413821,1.0866852427634894,36.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv25,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.25,tv25,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.25090572345204853,0.2178187072965648,-0.33318531548054986,-1.215282569327222,12.0,234.0,0.05747028396446439,57.470283964464386,0.9523809523809523,0.9077380952380952,1.1671708982435922,1.16896500649495,1.0508399486020494,1.0526340568534072,11.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv28,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.28,tv28,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.1304704445749365,0.2738135290660071,-0.38464815993006174,0.585215986114262,220.0,2127.0,0.5135690964415276,513.5690964415276,0.9095394736842105,0.8666735197368421,1.2939650469540616,1.2941445853683171,1.1268939994296703,1.1274847220544524,86.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv28,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.28,tv28,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv28,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.28,tv28,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04856265791821812,0.2668523771425338,-0.3846481599300611,0.31158127279770625,91.0,1150.0,0.2890138003262259,289.0138003262259,0.9277777777777778,0.8837301587301587,1.2919878514338226,1.2924072020712702,1.1425556935396068,1.143155253625524,48.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv28,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.28,tv28,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.019863812673561076,0.2645585276705205,-0.3846481599300623,0.2073544042215483,51.0,695.0,0.17787455910497826,177.87455910497823,0.9325396825396826,0.8912037037037037,1.2897144577529158,1.2902284687028163,1.1508162773991442,1.1516768641246213,31.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv28,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.28,tv28,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2488759904523845,0.2356139011224515,-0.33930472166068026,-1.0947182467924577,12.0,234.0,0.06026465531726537,60.26465531726535,0.9523809523809523,0.9077380952380952,1.2370063497728028,1.2380500265042838,1.1171333893107855,1.1181770660422663,10.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv30,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.3,tv30,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.13717533354196365,0.28267631921792796,-0.3991982485989858,0.5965265322404796,220.0,2127.0,0.5286562782743762,528.6562782743763,0.9095394736842105,0.8666735197368421,1.3287445981553985,1.3289501902606615,1.1576747624149215,1.158291538730711,72.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv30,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.3,tv30,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv30,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.3,tv30,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.05362598422435627,0.27535570435754936,-0.3991982485989849,0.3278846066297715,91.0,1150.0,0.29744554028713466,297.44554028713463,0.9277777777777778,0.8837301587301587,1.328732092323305,1.3291502423060555,1.1751697639269227,1.1757809954616043,40.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv30,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.3,tv30,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.02106490313117071,0.2770558450578587,-0.39919824859898556,0.21457051431705548,51.0,695.0,0.18550290162198077,185.50290162198078,0.9325396825396826,0.8912037037037037,1.3469449694012252,1.3474216495683018,1.2016517297366043,1.2025052716079434,27.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv30,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.3,tv30,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2574994950208065,0.2500268883349779,-0.3513582654096091,-1.0635341519578112,12.0,234.0,0.06385909066787476,63.85909066787476,0.9523809523809523,0.9077380952380952,1.3103980659112549,1.3113605196224083,1.183870950269579,1.1848334039807324,11.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv35,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.35,tv35,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.1421315375559744,0.3042607978928105,-0.42937652253168557,0.5894083970779006,220.0,2128.0,0.563493631430365,563.493631430365,0.9095394736842105,0.8666735197368421,1.4161154930058657,1.416320175022329,1.2330377536916381,1.2336536199186277,44.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv35,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.35,tv35,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv35,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.35,tv35,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.05371522222600977,0.30021807619092056,-0.42937652253168523,0.32512565336902116,91.0,1151.0,0.31995515169675515,319.95515169675514,0.9277777777777778,0.8837301587301587,1.4372040844458058,1.4374917567780927,1.2709462946501977,1.2714592287930715,24.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv35,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.35,tv35,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.015248054371170383,0.30111522262981444,-0.4293765225316847,0.20193168819399485,51.0,695.0,0.19767075802111922,197.67075802111924,0.9325396825396826,0.8912037037037037,1.4488366349549928,1.4490375647722524,1.2916479248693562,1.292293922055065,14.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv35,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.35,tv35,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.269849902652594,0.28265761711066006,-0.3695203521560968,-0.9684711402186366,12.0,234.0,0.06910588198490003,69.10588198490002,0.9523809523809523,0.9077380952380952,1.4277990927002446,1.4280220794913288,1.2930844088315478,1.293307395622632,9.0,0.214042295372752,
