candidate,baseline_candidate,line_role,line_order,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,ann_return_full,ann_vol_full,max_dd_full,sharpe_repo_full,trades_full,cost_total_full,turnover_total_full,holding_day_ratio_full,avg_holding_fraction_full,avg_scale_effective_full,avg_exposure_effective_full,avg_final_exposure_full,scale_change_days_full,avg_realized_vol_full,reason_full,ann_return_last_10y,ann_vol_last_10y,max_dd_last_10y,sharpe_repo_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,holding_day_ratio_last_10y,avg_holding_fraction_last_10y,avg_scale_effective_last_10y,avg_exposure_effective_last_10y,avg_final_exposure_last_10y,scale_change_days_last_10y,avg_realized_vol_last_10y,reason_last_10y,ann_return_last_5y,ann_vol_last_5y,max_dd_last_5y,sharpe_repo_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,holding_day_ratio_last_5y,avg_holding_fraction_last_5y,avg_scale_effective_last_5y,avg_exposure_effective_last_5y,avg_final_exposure_last_5y,scale_change_days_last_5y,avg_realized_vol_last_5y,reason_last_5y,ann_return_last_3y,ann_vol_last_3y,max_dd_last_3y,sharpe_repo_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,holding_day_ratio_last_3y,avg_holding_fraction_last_3y,avg_scale_effective_last_3y,avg_exposure_effective_last_3y,avg_final_exposure_last_3y,scale_change_days_last_3y,avg_realized_vol_last_3y,reason_last_3y,ann_return_last_1y,ann_vol_last_1y,max_dd_last_1y,sharpe_repo_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,holding_day_ratio_last_1y,avg_holding_fraction_last_1y,avg_scale_effective_last_1y,avg_exposure_effective_last_1y,avg_final_exposure_last_1y,scale_change_days_last_1y,avg_realized_vol_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer5_pass,pass_reason,selection_role
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,0.10629936351207303,0.2048704915429674,-0.29479232237902786,0.5957192001622582,412.0,0.366,366.0,0.9095394736842105,0.7809416118421053,1.0,0.780530427631579,0.7809416118421053,0.0,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.054864473189959906,0.19594727377270932,-0.262192468909514,0.37086687328461854,230.0,0.20375,203.75,0.9277777777777778,0.7956349206349206,1.0,0.7950396825396825,0.7956349206349206,0.0,,,0.05722962365315776,0.19387572181042365,-0.26219246890951364,0.38443267885736865,143.0,0.12625,126.25,0.9325396825396826,0.808531746031746,1.0,0.8075396825396826,0.808531746031746,0.0,,,-0.11112490020721,0.1887072110666986,-0.21356653470205,-0.5286289433411333,49.0,0.043500000000000004,43.5,0.9523809523809523,0.8184523809523809,1.0,0.8184523809523809,0.8184523809523809,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no target-vol,baseline_no_target_vol_pass
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,0.112666551982606,0.2156223279852574,-0.30365423480543297,0.603199649462924,412.0,0.388,388.0,0.9095394736842105,0.8666735197368421,1.0,0.8662623355263158,0.8666735197368421,0.0,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04629228131268537,0.2091355122100833,-0.3011060615433433,0.32136005729290035,230.0,0.21725,217.25,0.9277777777777778,0.8837301587301587,1.0,0.883531746031746,0.8837301587301587,0.0,,,0.020448913047014017,0.2086167628010162,-0.30110606154334185,0.20193703352050713,143.0,0.13275,132.75,0.9325396825396826,0.8912037037037037,1.0,0.8908730158730159,0.8912037037037037,0.0,,,-0.1818065163416056,0.19871970508501438,-0.2691977327287638,-0.9087714565478343,49.0,0.0465,46.5,0.9523809523809523,0.9077380952380952,1.0,0.9077380952380952,0.9077380952380952,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no target-vol,baseline_no_target_vol_pass
