candidate,SWITCH_BUFFER,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,trades_full,trades_last_10y,trades_last_1y,trades_last_3y,trades_last_5y,asset_switches_full,asset_switches_last_10y,asset_switches_last_1y,asset_switches_last_3y,asset_switches_last_5y,buffer_blocked_days_full,buffer_blocked_days_last_10y,buffer_blocked_days_last_1y,buffer_blocked_days_last_3y,buffer_blocked_days_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,decision_hint,stability_label
switch_1.00,1.0,0.3,0.25,20,1.5,0.228125956000236,0.22804842089411936,0.6717235319675838,0.43176338122953206,0.2996381905357348,-0.24667265780930658,-0.24667265780930647,-0.19530655308001332,-0.19530655308001343,-0.24667265780930647,1.019923480018033,1.0157262456411413,2.0430014990412984,1.5447607673083115,1.1834352338413674,0.22676954961709575,0.2279061691375019,0.2699954170692337,0.25323635063518485,0.2473992305941668,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.190173257638253,1.191047621706892,1.0929028425401015,1.18643601684711,1.164486918752082,1.5,1.5,1.5,1.5,1.5,951.0,905.0,124.0,284.0,531.0,122,114,8,28,51,0,0,0,0,0,0.5706339872761316,0.5282737160425737,0.03792549696464357,0.14132505310400895,0.25396103918489404,exploratory,pending
switch_1.01,1.01,0.3,0.25,20,1.5,0.23545242004478895,0.23598105720286666,0.6717235319675865,0.4317633812295336,0.2996381905357355,-0.2466726578093067,-0.24667265780930658,-0.19530655308001332,-0.19530655308001332,-0.24667265780930658,1.0475279911778845,1.0454474609645976,2.0430014990413006,1.5447607673083128,1.1834352338413678,0.22639239647684017,0.22749984855851238,0.26999541706923375,0.25323635063518507,0.24739923059416674,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1900864484110414,1.1909536472736244,1.0929028425401015,1.18643601684711,1.164486918752082,1.5,1.5,1.5,1.5,1.5,950.0,904.0,124.0,284.0,531.0,120,112,8,28,51,2,2,0,0,0,0.5645557592247878,0.52219548799123,0.03792549696464357,0.14132505310400895,0.25396103918489404,exploratory,pending
switch_1.02,1.02,0.3,0.25,20,1.5,0.2354524200447885,0.23598105720286622,0.6717235319675843,0.4317633812295334,0.29963819053573504,-0.24667265780930703,-0.24667265780930703,-0.19530655308001332,-0.19530655308001332,-0.24667265780930714,1.047527991177884,1.0454474609645956,2.043001499041296,1.5447607673083124,1.1834352338413676,0.2263923964768402,0.2274998485585124,0.2699954170692338,0.25323635063518496,0.2473992305941667,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1900864484110414,1.1909536472736244,1.0929028425401015,1.18643601684711,1.164486918752082,1.5,1.5,1.5,1.5,1.5,950.0,904.0,124.0,284.0,531.0,120,112,8,28,51,2,2,0,0,0,0.5645557592247878,0.52219548799123,0.03792549696464357,0.14132505310400895,0.25396103918489404,exploratory,pending
switch_1.03,1.03,0.3,0.25,20,1.5,0.2374891167622295,0.2381869556265368,0.6717235319675863,0.4317633812295334,0.29963819053573504,-0.2466726578093067,-0.2466726578093067,-0.19530655308001377,-0.19530655308001366,-0.2466726578093067,1.0542953746157417,1.0527423496826127,2.043001499041298,1.544760767308313,1.1834352338413687,0.2265328597565982,0.227651138079293,0.26999541706923397,0.25323635063518485,0.2473992305941668,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1899913394431674,1.1908506880417353,1.092902842540102,1.1864360168471102,1.164486918752082,1.5,1.5,1.5,1.5,1.5,954.0,908.0,124.0,284.0,531.0,118,110,8,28,51,5,5,0,0,0,0.5606848396836677,0.5183245684501097,0.03792549696464359,0.14132505310400897,0.25396103918489404,exploratory,pending
switch_1.04,1.04,0.3,0.25,20,1.5,0.23470933602890387,0.23517631504604175,0.671723531967588,0.43176338122953406,0.2996381905357355,-0.2466726578093067,-0.2466726578093067,-0.19530655308001343,-0.19530655308001355,-0.24667265780930658,1.0440963418737215,1.0417581944892969,2.043001499041307,1.5447607673083121,1.1834352338413685,0.22660631586596078,0.2277302965891061,0.2699954170692342,0.2532363506351849,0.2473992305941668,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1894832891632614,1.1903007034530122,1.0929028425401024,1.1864360168471104,1.1644869187520825,1.5,1.5,1.5,1.5,1.5,962.0,916.0,124.0,284.0,531.0,118,110,8,28,51,6,6,0,0,0,0.5607482261889645,0.5183879549554066,0.037925496964643604,0.141325053104009,0.2539610391848941,exploratory,pending
switch_1.05,1.05,0.3,0.25,20,1.5,0.23801669663170855,0.23875841389074126,0.6717235319675867,0.42498869719218724,0.29594498723293494,-0.24667265780930736,-0.24667265780930725,-0.19530655308001377,-0.19530655308001388,-0.24667265780930714,1.05607687784949,1.054662345300339,2.0430014990412966,1.525466380666952,1.171690973120115,0.22656119257998833,0.2276816517846027,0.2699954170692342,0.2533432590183684,0.24746046526961832,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1894832891632618,1.1903007034530122,1.092902842540103,1.1864360168471106,1.164486918752083,1.5,1.5,1.5,1.5,1.5,960.0,914.0,124.0,284.0,531.0,116,108,8,28,51,11,11,0,1,1,0.5547482261889646,0.5123879549554067,0.03792549696464362,0.141325053104009,0.2539610391848942,exploratory,pending
switch_1.06,1.06,0.3,0.25,20,1.5,0.2514248086141182,0.2532883933725236,0.6717235319675867,0.4249886971921868,0.2959449872329354,-0.24667265780930692,-0.2466726578093068,-0.19530655308001355,-0.19530655308001366,-0.2466726578093068,1.1038187769605718,1.1060911424363808,2.0430014990413006,1.5254663806669548,1.1716909731201175,0.22651771029767556,0.22763454648331535,0.2699954170692339,0.2533432590183682,0.24746046526961812,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1896086181773728,1.1904363770841608,1.092902842540102,1.18643601684711,1.164486918752082,1.5,1.5,1.5,1.5,1.5,953.0,907.0,124.0,284.0,531.0,112,104,8,28,51,12,12,0,1,1,0.5432644791827923,0.5009042079492344,0.03792549696464359,0.14132505310400897,0.25396103918489404,exploratory,pending
switch_1.07,1.07,0.3,0.25,20,1.5,0.2548668197078008,0.2570204790183763,0.70610425364193,0.4346912718910567,0.3058188306380514,-0.24667265780930703,-0.24667265780930692,-0.19530655308001366,-0.19530655308001377,-0.24667265780930692,1.1158944959549781,1.1191000978940555,2.1178662470174676,1.552011771988332,1.2024596329289738,0.22653346570702404,0.2276514218019331,0.27009793388478176,0.2533980197518845,0.24744453642115327,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.189681793307244,1.1905155920660215,1.092548646586909,1.186317951529379,1.1646453487158037,1.5,1.5,1.5,1.5,1.5,953.0,907.0,124.0,284.0,531.0,112,104,8,28,51,15,15,1,2,3,0.5432625152359054,0.5009022440023475,0.03792310610068536,0.14132266224005074,0.25395907523800715,exploratory,pending
switch_1.08,1.08,0.3,0.25,20,1.5,0.25810087268821746,0.25862641517117835,0.7080392173795778,0.43523344797302843,0.3091575212631421,-0.24667265780930703,-0.24667265780930692,-0.19530655308001355,-0.19530655308001366,-0.24667265780930692,1.1276193947534738,1.125075456798259,2.1272464530270985,1.5548711413817995,1.2134566433524705,0.22644454154472127,0.22755923758328822,0.2693429647661623,0.2531308793417497,0.24727314121674687,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1899639316271986,1.1908543349637888,1.095489290164081,1.187298166055103,1.1653228345113376,1.5,1.5,1.5,1.5,1.5,950.0,905.0,122.0,282.0,529.0,110,102,6,26,49,20,18,3,4,6,0.5371274098070795,0.4947681703260536,0.031781144175559925,0.1351807003149253,0.2478250015617132,exploratory,pending
switch_1.09,1.09,0.3,0.25,20,1.5,0.2553412906925301,0.255638080974673,0.7543746698953535,0.44809609945238904,0.30294828266967677,-0.24667265780930703,-0.24667265780930692,-0.19530655308001355,-0.19530655308001343,-0.24667265780930692,1.12008961443079,1.1169420094358065,2.2262679010732866,1.58988120710071,1.1984081043734076,0.22590279927146598,0.2269756279601834,0.26942087272140447,0.2531849270293636,0.24620147050374214,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1921881496235427,1.1932621392074498,1.0954892901640816,1.1872981660551034,1.17013844299866,1.5,1.5,1.5,1.5,1.5,930.0,885.0,122.0,282.0,509.0,110,102,6,26,49,23,21,5,6,9,0.5365781574032993,0.49421891792227335,0.031781144175559946,0.13518070031492535,0.24727574915793293,exploratory,pending
