candidate,SWITCH_BUFFER,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,trades_full,trades_last_10y,trades_last_1y,trades_last_3y,trades_last_5y,asset_switches_full,asset_switches_last_10y,asset_switches_last_1y,asset_switches_last_3y,asset_switches_last_5y,buffer_blocked_days_full,buffer_blocked_days_last_10y,buffer_blocked_days_last_1y,buffer_blocked_days_last_3y,buffer_blocked_days_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,decision_hint,stability_label
switch_1.10,1.1,0.3,0.25,20,1.5,0.2547565018549329,0.25500488635868424,0.7543746698953544,0.4480960994523884,0.30294828266967655,-0.24667265780930658,-0.24667265780930647,-0.19530655308001377,-0.19530655308001377,-0.24667265780930658,1.1170821998524043,1.1137117007956718,2.2262679010732924,1.5898812071007082,1.1984081043734063,0.22614362432066812,0.22723509204494194,0.2694208727214043,0.2531849270293637,0.24620147050374216,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1921881496235427,1.1932621392074498,1.0954892901640816,1.1872981660551034,1.17013844299866,1.5,1.5,1.5,1.5,1.5,930.0,885.0,122.0,282.0,509.0,110,102,6,26,49,25,23,5,6,9,0.5365781574032993,0.49421891792227335,0.031781144175559946,0.13518070031492535,0.24727574915793293,exploratory,pending
switch_1.11,1.11,0.3,0.25,20,1.5,0.26238461235955857,0.2632663217211051,0.8733432603654983,0.4801158921924116,0.32015881699117577,-0.24667265780930692,-0.24667265780930692,-0.19530655308001355,-0.19530655308001355,-0.24667265780930703,1.144084809669088,1.1428016744151628,2.4766402987699654,1.6774937388315474,1.2521597812090857,0.2260994890312964,0.22718746246477572,0.26865482154987047,0.2529885625271563,0.24610397612424753,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1921881496235427,1.1932621392074498,1.0954892901640816,1.1872981660551034,1.17013844299866,1.5,1.5,1.5,1.5,1.5,928.0,883.0,120.0,280.0,507.0,108,100,4,24,47,27,25,7,8,11,0.5305781574032993,0.48821891792227334,0.025781144175559944,0.12918070031492535,0.24127574915793293,exploratory,pending
switch_1.12,1.12,0.3,0.25,20,1.5,0.2623846123595588,0.2632663217211053,0.8733432603654963,0.4801158921924116,0.32015881699117554,-0.24667265780930692,-0.24667265780930703,-0.19530655308001366,-0.19530655308001366,-0.2466726578093068,1.1440848096690897,1.142801674415162,2.4766402987699574,1.6774937388315485,1.2521597812090863,0.2260994890312964,0.22718746246477572,0.26865482154987036,0.2529885625271562,0.24610397612424753,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1921881496235427,1.1932621392074498,1.0954892901640816,1.1872981660551034,1.17013844299866,1.5,1.5,1.5,1.5,1.5,928.0,883.0,120.0,280.0,507.0,108,100,4,24,47,27,25,7,8,11,0.5305781574032993,0.48821891792227334,0.025781144175559944,0.12918070031492535,0.24127574915793293,exploratory,pending
switch_1.13,1.13,0.3,0.25,20,1.5,0.26357571516700107,0.2645566885953423,0.8733432603654951,0.4801158921924118,0.31930446960490744,-0.24667265780930725,-0.24667265780930714,-0.19530655308001377,-0.19530655308001366,-0.24667265780930725,1.1484411768624398,1.1474937572826223,2.4766402987699605,1.677493738831551,1.2495168050297931,0.22605506995365557,0.22713958946825258,0.26865482154987047,0.2529885625271562,0.2461062502008721,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1921881496235427,1.1932621392074498,1.0954892901640816,1.1872981660551034,1.17013844299866,1.5,1.5,1.5,1.5,1.5,928.0,883.0,120.0,280.0,507.0,108,100,4,24,47,30,28,7,8,12,0.5305781574032993,0.48821891792227334,0.025781144175559944,0.12918070031492535,0.24127574915793293,exploratory,pending
switch_1.14,1.14,0.3,0.25,20,1.5,0.25993564899225685,0.2606135825660203,0.8733432603654956,0.4647875908579375,0.31108965908184616,-0.24667265780930725,-0.24667265780930714,-0.19530655308001377,-0.2132485459384591,-0.24667265780930725,1.1351100829884746,1.1331359770568925,2.476640298769959,1.6336890192270814,1.2229976294627842,0.22619658930553402,0.22729210406051223,0.2686548215498702,0.2534705542566707,0.24639221460466604,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915427010644872,1.1925634155292344,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,31,29,7,9,13,0.5305667236399878,0.48820748415896187,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.15,1.15,0.3,0.25,20,1.5,0.25993564899225685,0.2606135825660203,0.8733432603654956,0.4647875908579375,0.31108965908184616,-0.24667265780930725,-0.24667265780930714,-0.19530655308001377,-0.2132485459384591,-0.24667265780930725,1.1351100829884746,1.1331359770568925,2.476640298769959,1.6336890192270814,1.2229976294627842,0.22619658930553402,0.22729210406051223,0.2686548215498702,0.2534705542566707,0.24639221460466604,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915427010644872,1.1925634155292344,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,31,29,7,9,13,0.5305667236399878,0.48820748415896187,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.16,1.16,0.3,0.25,20,1.5,0.25993564899225663,0.2606135825660201,0.8733432603654963,0.46478759085793664,0.31108965908184594,-0.24667265780930725,-0.24667265780930725,-0.19530655308001388,-0.21324854593845965,-0.24667265780930725,1.1351100829884735,1.133135977056891,2.4766402987699605,1.633689019227077,1.2229976294627853,0.226196589305534,0.22729210406051223,0.26865482154987014,0.25347055425667075,0.24639221460466604,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915427010644872,1.1925634155292344,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,31,29,7,9,13,0.5305667236399878,0.48820748415896187,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.17,1.17,0.3,0.25,20,1.5,0.2599356489922564,0.26061358256601985,0.8733432603654956,0.46478759085793553,0.3110896590818455,-0.24667265780930625,-0.24667265780930636,-0.19530655308001388,-0.21324854593846032,-0.24667265780930636,1.135110082988474,1.1331359770568905,2.4766402987699556,1.6336890192270763,1.222997629462785,0.22619658930553402,0.22729210406051226,0.2686548215498702,0.25347055425667064,0.24639221460466604,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915427010644872,1.1925634155292344,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,31,29,7,9,13,0.5305667236399878,0.48820748415896187,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.18,1.18,0.3,0.25,20,1.5,0.2599356489922564,0.26061358256601985,0.8733432603654956,0.46478759085793553,0.3110896590818455,-0.24667265780930625,-0.24667265780930636,-0.19530655308001388,-0.21324854593846032,-0.24667265780930636,1.135110082988474,1.1331359770568905,2.4766402987699556,1.6336890192270763,1.222997629462785,0.22619658930553402,0.22729210406051226,0.2686548215498702,0.25347055425667064,0.24639221460466604,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915427010644872,1.1925634155292344,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,31,29,7,9,13,0.5305667236399878,0.48820748415896187,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.19,1.19,0.3,0.25,20,1.5,0.2600020619930079,0.2606855161156365,0.8733432603654954,0.4647875908579362,0.3110896590818457,-0.24667265780930736,-0.24667265780930736,-0.19530655308001377,-0.2132485459384602,-0.24667265780930736,1.135432962784104,1.1334830376207405,2.476640298769959,1.633689019227076,1.222997629462786,0.22617424392647145,0.22726803008844326,0.2686548215498702,0.25347055425667075,0.24639221460466607,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.191579702028671,1.1926034705412554,1.0954892901640811,1.1849690871277176,1.1687409956422288,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,32,30,7,9,13,0.5305692290446467,0.4882099895636207,0.025781144175559934,0.1291692665516139,0.2412643153946215,exploratory,pending
switch_1.20,1.2,0.3,0.25,20,1.5,0.26119861371448794,0.26198158422312257,0.8733432603654951,0.46478759085793575,0.31378681860032964,-0.24667265780930736,-0.24667265780930736,-0.1953065530800142,-0.21324854593846077,-0.24667265780930747,1.1395386917109065,1.1379071314259066,2.476640298769955,1.6336890192270763,1.2311668931557673,0.22619769294958622,0.22729327718854647,0.26865482154987036,0.25347055425667075,0.24643731401878222,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.191615862384847,1.1926426155617507,1.0954892901640816,1.1849690871277176,1.168819285683219,1.5,1.5,1.5,1.5,1.5,935.0,890.0,120.0,287.0,514.0,108,100,4,24,47,33,31,7,9,14,0.5305730414345984,0.4882138019535724,0.025781144175559944,0.12916926655161393,0.2412681277845732,exploratory,pending
switch_1.21,1.21,0.3,0.25,20,1.5,0.26197034082388715,0.2633207480945372,0.8733432603654956,0.46478759085793553,0.3137868186003301,-0.24667265780930603,-0.24667265780930603,-0.19530655308001366,-0.21324854593845954,-0.24667265780930603,1.1420584234683386,1.1425754922377398,2.4766402987699605,1.6336890192270759,1.2311668931557684,0.2262440153892416,0.22729387732340384,0.26865482154987036,0.2534705542566707,0.24643731401878216,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915884617831336,1.1926426155617507,1.0954892901640816,1.1849690871277176,1.168819285683219,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,35,32,7,9,14,0.5305794084427405,0.48821380195357234,0.025781144175559944,0.12916926655161393,0.2412681277845732,exploratory,pending
switch_1.22,1.22,0.3,0.25,20,1.5,0.26197034082388715,0.2633207480945372,0.8733432603654956,0.46478759085793553,0.3137868186003301,-0.24667265780930603,-0.24667265780930603,-0.19530655308001366,-0.21324854593845954,-0.24667265780930603,1.1420584234683386,1.1425754922377398,2.4766402987699605,1.6336890192270759,1.2311668931557684,0.2262440153892416,0.22729387732340384,0.26865482154987036,0.2534705542566707,0.24643731401878216,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915884617831336,1.1926426155617507,1.0954892901640816,1.1849690871277176,1.168819285683219,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,35,32,7,9,14,0.5305794084427405,0.48821380195357234,0.025781144175559944,0.12916926655161393,0.2412681277845732,exploratory,pending
switch_1.23,1.23,0.3,0.25,20,1.5,0.2622088112408181,0.2635791800439595,0.8733432603654949,0.46478759085793553,0.31378681860032964,-0.2466726578093067,-0.2466726578093067,-0.19530655308001388,-0.2132485459384601,-0.2466726578093068,1.1429236053217915,1.1435076221571792,2.476640298769952,1.6336890192270757,1.231166893155765,0.22623680473940258,0.22728610286160408,0.26865482154987047,0.25347055425667087,0.24643731401878238,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915925869297381,1.1926470811966459,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,36,33,7,9,14,0.5305882685243996,0.48822266203523135,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.24,1.24,0.3,0.25,20,1.5,0.2622088112408174,0.26357918004395886,0.8733432603654925,0.46478759085793464,0.313786818600329,-0.24667265780930647,-0.24667265780930647,-0.19530655308001388,-0.2132485459384612,-0.24667265780930636,1.142923605321791,1.143507622157177,2.4766402987699503,1.6336890192270739,1.2311668931557638,0.22623680473940258,0.227286102861604,0.26865482154987047,0.25347055425667087,0.24643731401878238,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1915925869297381,1.1926470811966459,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,36,33,7,9,14,0.5305882685243996,0.48822266203523135,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.25,1.25,0.3,0.25,20,1.5,0.2646249276098416,0.26619776828893893,0.8733432603654956,0.4647875908579362,0.31378681860032986,-0.2466726578093067,-0.2466726578093068,-0.19530655308001366,-0.21324854593845965,-0.2466726578093067,1.1513544868777892,1.1525926726038767,2.4766402987699596,1.6336890192270797,1.2311668931557658,0.2262451488644331,0.22729504286938298,0.26865482154987036,0.25347055425667087,0.24643731401878238,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917535124738148,1.1928212894840435,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,38,35,7,9,14,0.5306725056017076,0.48830689911253944,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.26,1.26,0.3,0.25,20,1.5,0.264624927609842,0.2661977682889396,0.873343260365496,0.46478759085793686,0.3137868186003301,-0.24667265780930725,-0.24667265780930703,-0.19530655308001388,-0.21324854593846054,-0.24667265780930725,1.1513544868777896,1.1525926726038775,2.4766402987699587,1.6336890192270788,1.231166893155768,0.22624514886443314,0.22729504286938304,0.26865482154987047,0.2534705542566709,0.2464373140187824,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917535124738148,1.1928212894840435,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,38,35,7,9,14,0.5306725056017076,0.48830689911253944,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.27,1.27,0.3,0.25,20,1.5,0.26398603547747435,0.26550529645316945,0.8733432603654974,0.4647875908579371,0.31378681860033053,-0.24667265780930703,-0.24667265780930714,-0.1953065530800141,-0.21324854593846077,-0.24667265780930703,1.1491707824983695,1.1502393154325128,2.4766402987699583,1.6336890192270785,1.231166893155767,0.22623236485462922,0.22728128169526332,0.2686548215498705,0.25347055425667087,0.24643731401878238,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917657762577125,1.192834565516771,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,39,36,7,9,14,0.5306721369322469,0.4883065304430787,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.28,1.28,0.3,0.25,20,1.5,0.26398603547747435,0.26550529645316945,0.8733432603654974,0.4647875908579371,0.31378681860033053,-0.24667265780930703,-0.24667265780930714,-0.1953065530800141,-0.21324854593846077,-0.24667265780930703,1.1491707824983695,1.1502393154325128,2.4766402987699583,1.6336890192270785,1.231166893155767,0.22623236485462922,0.22728128169526332,0.2686548215498705,0.25347055425667087,0.24643731401878238,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917657762577125,1.192834565516771,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,39,36,7,9,14,0.5306721369322469,0.4883065304430787,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.29,1.29,0.3,0.25,20,1.5,0.2639860354774741,0.265505296453169,0.8733432603654983,0.4647875908579373,0.3137868186003301,-0.24667265780930725,-0.24667265780930714,-0.19530655308001332,-0.21324854593845977,-0.24667265780930714,1.1491707824983686,1.15023931543251,2.4766402987699636,1.6336890192270772,1.2311668931557689,0.22623236485462925,0.2272812816952633,0.2686548215498704,0.25347055425667087,0.24643731401878244,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917657762577125,1.192834565516771,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,39,36,7,9,14,0.5306721369322469,0.4883065304430787,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
switch_1.30,1.3,0.3,0.25,20,1.5,0.2639860354774741,0.265505296453169,0.8733432603654983,0.4647875908579373,0.3137868186003301,-0.24667265780930725,-0.24667265780930714,-0.19530655308001332,-0.21324854593845977,-0.24667265780930714,1.1491707824983686,1.15023931543251,2.4766402987699636,1.6336890192270772,1.2311668931557689,0.22623236485462925,0.2272812816952633,0.2686548215498704,0.25347055425667087,0.24643731401878244,0.8599706744868035,0.8638888888888889,0.8571428571428571,0.8743386243386243,0.8626984126984127,1.1917657762577125,1.192834565516771,1.0954892901640823,1.184969087127718,1.1688192856832194,1.5,1.5,1.5,1.5,1.5,936.0,890.0,120.0,287.0,514.0,108,100,4,24,47,39,36,7,9,14,0.5306721369322469,0.4883065304430787,0.025781144175559975,0.12916926655161398,0.24126812778457335,exploratory,pending
