candidate,R2_THRESHOLD,TARGET_VOL,VOL_WINDOW,MAX_LEV,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,avg_weight_full,avg_weight_last_10y,avg_weight_last_1y,avg_weight_last_3y,avg_weight_last_5y,max_weight_full,max_weight_last_10y,max_weight_last_1y,max_weight_last_3y,max_weight_last_5y,decision_hint,stability_label
r2_0.20_no_tv_vw_60,0.2,,60,1.5,0.23740538958317203,0.23175780502502508,0.5758807172225819,0.3930133102489175,0.2842121754630915,-0.2512482906587016,-0.2512482906587016,-0.15295665801712255,-0.15295665801712233,-0.2512482906587016,1.243427212916492,1.207558428844641,2.030618463004442,1.7065275907429636,1.3532853141995793,0.1852016289310846,0.18722704697359452,0.23837730805596288,0.20689038298224222,0.19964890929386953,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,exploratory,pending
r2_0.20_tv_15_vw_60,0.2,0.15,60,1.5,0.20469525721079362,0.19750753611578564,0.48164068644365954,0.33199408387736984,0.26477456002760524,-0.19059661675883666,-0.19059661675883666,-0.10077211374730088,-0.11102442160192028,-0.17786272696128202,1.2239249353330501,1.187357552443555,2.407184616476049,1.754350904479884,1.5005660483976575,0.1630774382047401,0.1630542054448225,0.16947464102050064,0.1719037118827695,0.16574950015278453,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9205405171615731,0.9225226130695838,0.6581701986234475,0.8322079890834844,0.829611052943195,1.5,1.5,1.3433044781348054,1.4008881836189753,1.5,exploratory,pending
r2_0.20_tv_20_vw_60,0.2,0.2,60,1.5,0.26960219670391083,0.2587918701705647,0.6364782604009016,0.4414241454210741,0.34528911710522214,-0.23119632419314207,-0.23119632419314218,-0.13289758878946611,-0.14567817716796594,-0.23119632419314207,1.2626872503750572,1.2232215169013654,2.336164378721646,1.7364444030695223,1.4863669026648534,0.20592098422246544,0.20549962595740104,0.2217144236999539,0.22529342243930678,0.21522186729855072,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.1357728872850714,1.1336736570435095,0.853594302764576,1.088805929036995,1.0642584456603685,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_tv_25_vw_60,0.2,0.25,60,1.5,0.3038405706890408,0.2913411303093496,0.7149279877318933,0.5192213074250633,0.3953830069090576,-0.28171974269644695,-0.28171974269644695,-0.16430534076119763,-0.16430534076119763,-0.28171974269644706,1.2516705533082468,1.2106435528125559,2.1812050547982236,1.7315893100105921,1.4508510036291962,0.23394351241794079,0.23390320478979032,0.2638512518116878,0.26138128374685576,0.25154601763199114,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.2475503350653998,1.2432382360163061,0.9917649405586301,1.2311146377194684,1.2092635294764806,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_tv_30_vw_60,0.2,0.3,60,1.5,0.3218703139785677,0.30947716898377076,0.7916672145934784,0.5648353769584629,0.416130438947081,-0.32944775624419864,-0.32944775624419864,-0.18035459297405565,-0.18035459297405554,-0.32944775624419864,1.2324146060997536,1.190796715811392,2.110303342544572,1.7311710576055757,1.3983039634983612,0.25241312001214866,0.25356695643886273,0.29830971868090195,0.28175055823646555,0.2762199264641804,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.3048148229297156,1.3029900146635969,1.114184680370096,1.2999464211325218,1.300364358285353,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_no_tv_vw_80,0.2,,80,1.5,0.23740538958317203,0.23175780502502508,0.5758807172225819,0.3930133102489175,0.2842121754630915,-0.2512482906587016,-0.2512482906587016,-0.15295665801712255,-0.15295665801712233,-0.2512482906587016,1.243427212916492,1.207558428844641,2.030618463004442,1.7065275907429636,1.3532853141995793,0.1852016289310846,0.18722704697359452,0.23837730805596288,0.20689038298224222,0.19964890929386953,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,exploratory,pending
r2_0.20_tv_15_vw_80,0.2,0.15,80,1.5,0.19795051813945141,0.1907986121477523,0.4265961267881715,0.3207416955296045,0.2525552535461384,-0.19435569913511674,-0.19435569913511674,-0.11174940779868026,-0.11174940779868014,-0.18718185011393695,1.1941414124819751,1.158975234025762,2.2459561902780596,1.7417357793983073,1.4601670830463536,0.1623403136927154,0.1620573665796679,0.16437254279455116,0.16787693593499756,0.163415866966367,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9090156688201387,0.9091181520472832,0.6192512004184254,0.8137876526153414,0.8166030354398756,1.5,1.5,1.2966957008572668,1.2966957008572668,1.5,exploratory,pending
r2_0.20_tv_20_vw_80,0.2,0.2,80,1.5,0.2620468705837016,0.25056882389303525,0.5674808109508318,0.42901624070810085,0.33076604464664516,-0.24392468879318363,-0.24392468879318363,-0.14718873721632886,-0.14718873721632875,-0.24392468879318363,1.2320766802626604,1.1907870051489486,2.188349420146434,1.722951958537351,1.4474073555507476,0.20624249188115537,0.20560729863390204,0.21641654169144403,0.22153575274351534,0.21320327478379653,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.1296001769078077,1.1255445097732018,0.811241647363344,1.072162878922035,1.054404406849469,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_tv_25_vw_80,0.2,0.25,80,1.5,0.29314841727323837,0.2796771738276862,0.6292145246470708,0.5000188952346465,0.3741034349532042,-0.2978671021308307,-0.2978671021308307,-0.17455071051440907,-0.17455071051440896,-0.29786710213083056,1.2151372810651233,1.1710438288748148,2.053030553406747,1.7014879193797956,1.3989194226980224,0.23425129146539697,0.2340930177674663,0.2539753724038442,0.25796897050455037,0.2495065080607219,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.2438732295096222,1.238240339047719,0.9601621373959716,1.2242323264063235,1.2064527949243784,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_tv_30_vw_80,0.2,0.3,80,1.5,0.3096089767882193,0.29633327689409406,0.7063672050114644,0.5426982557550728,0.3942561550267223,-0.34863318915040553,-0.34863318915040553,-0.18856727352400116,-0.18856727352400104,-0.34863318915040553,1.1959937565643222,1.1515260340774909,2.013522488846652,1.6954282496981785,1.3488854405397483,0.2522719911220921,0.25341336053515484,0.2864839098101673,0.27870233025451935,0.2743610829917341,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.3024539960543557,1.3004343258874138,1.0963513682440114,1.2995332564677675,1.30106908538159,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_no_tv_vw_120,0.2,,120,1.5,0.23740538958317203,0.23175780502502508,0.5758807172225819,0.3930133102489175,0.2842121754630915,-0.2512482906587016,-0.2512482906587016,-0.15295665801712255,-0.15295665801712233,-0.2512482906587016,1.243427212916492,1.207558428844641,2.030618463004442,1.7065275907429636,1.3532853141995793,0.1852016289310846,0.18722704697359452,0.23837730805596288,0.20689038298224222,0.19964890929386953,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,exploratory,pending
r2_0.20_tv_15_vw_120,0.2,0.15,120,1.5,0.1984242784427248,0.18918090393295106,0.34726872696657374,0.2962598794737905,0.23743482393647009,-0.19729991019983883,-0.19729991019983872,-0.11402929061438527,-0.11402929061438538,-0.19234494379868072,1.1948754635505638,1.1503359592718785,1.889406579253392,1.6205244047763332,1.3770065236966278,0.16261000173871176,0.16210068945497882,0.16516657759145728,0.1689944003108009,0.16460002777350244,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.8958418722461294,0.8924833707943043,0.589886956861563,0.800214252529573,0.8016306030664365,1.5,1.5,1.0089338255406572,1.293904727941904,1.4222998820720327,exploratory,pending
r2_0.20_tv_20_vw_120,0.2,0.2,120,1.5,0.25809994884526377,0.24528082480688584,0.4786376306430882,0.4037266538104973,0.3144887219798218,-0.24945069275018505,-0.24945069275018505,-0.15008609865135347,-0.15008609865135347,-0.24945069275018494,1.206371833362622,1.1610507926272333,1.8894065792533865,1.6238285099738907,1.3730879469964699,0.20842192485619945,0.20758311405326485,0.22022210345527637,0.2244514883717109,0.2162514496035509,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.1258601477745722,1.1187465940134265,0.7865159424820842,1.061373240783009,1.0479066344014472,1.5,1.5,1.3452451007208763,1.5,1.5,exploratory,pending
r2_0.20_tv_25_vw_120,0.2,0.25,120,1.5,0.2973009461933327,0.28318851968137504,0.6004594956627118,0.4904413826048408,0.37102768146784504,-0.303267588784774,-0.3032675887847739,-0.181466399057013,-0.18146639905701312,-0.303267588784774,1.2139446505802414,1.1679445334789833,1.8782164263106875,1.631251586891862,1.361811415866502,0.23783673212993534,0.23783525988686852,0.27054085935287364,0.2665258255360403,0.2558400519741629,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.24334086396154,1.2365884284369384,0.9772114871950317,1.234764762123935,1.2152882409540513,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_tv_30_vw_120,0.2,0.3,120,1.5,0.31379969230752214,0.30082449685991697,0.7275719557223173,0.5512828269248957,0.3995324093539403,-0.3446213437322987,-0.3446213437322987,-0.18951980882104547,-0.18951980882104558,-0.3446213437322987,1.1959426094158931,1.1522075913040928,1.9371690843143516,1.6722693426407076,1.341632423419567,0.25577074470423705,0.2571826433507778,0.307572537498964,0.28743022216059805,0.2798492711608706,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.3038025099538242,1.3018941456960442,1.13799786093044,1.317508222975049,1.3113523264547402,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_no_tv_vw_160,0.2,,160,1.5,0.23740538958317203,0.23175780502502508,0.5758807172225819,0.3930133102489175,0.2842121754630915,-0.2512482906587016,-0.2512482906587016,-0.15295665801712255,-0.15295665801712233,-0.2512482906587016,1.243427212916492,1.207558428844641,2.030618463004442,1.7065275907429636,1.3532853141995793,0.1852016289310846,0.18722704697359452,0.23837730805596288,0.20689038298224222,0.19964890929386953,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,exploratory,pending
r2_0.20_tv_15_vw_160,0.2,0.15,160,1.5,0.20262268196820088,0.19279513277594718,0.3515243579875511,0.3042543434520273,0.24068517878796647,-0.20632797884210796,-0.20632797884210785,-0.1030679116480121,-0.11069774597367532,-0.20632797884210785,1.2145752627851008,1.1676114243297868,1.9908432096776356,1.673374748798905,1.3950913990817455,0.16289003361344181,0.16233415343506463,0.1577287641631051,0.1671365404141773,0.16430532792996555,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.8867479698857447,0.8827165970393589,0.5859374190063773,0.7931805178447542,0.7932048894392808,1.5,1.5,0.8278445373421285,1.1824416082764915,1.3404864365365714,exploratory,pending
r2_0.20_tv_20_vw_160,0.2,0.2,160,1.5,0.26425199920476095,0.2509722442508078,0.4856730761425958,0.4138713271608281,0.31904429695058933,-0.2669897414382285,-0.2669897414382286,-0.13719799068164984,-0.14574778634506058,-0.2669897414382286,1.2207329562703184,1.1755987541405937,1.9908432096776392,1.669499072849398,1.3851783765043018,0.21028732676272044,0.20917635722794956,0.21030501888414016,0.22231807106767595,0.21695733129099243,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.1274901925975314,1.1184909111687513,0.7812498920085031,1.0546296477516421,1.0465441550560637,1.5,1.5,1.1037927164561714,1.5,1.5,exploratory,pending
r2_0.20_tv_25_vw_160,0.2,0.25,160,1.5,0.30129592444408093,0.28742763233049806,0.6283153122743887,0.5004969017674654,0.37128691944169545,-0.3222779664794192,-0.3222779664794192,-0.17113813396171462,-0.17113813396171473,-0.3222779664794192,1.2201895390886646,1.1749707442342736,1.9908432096776396,1.6587157481929666,1.3561525455905188,0.2394648097269606,0.23958278549917394,0.2628812736051751,0.2660519104484709,0.2572933609503591,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.2447746410831164,1.2379941352677546,0.9765623650106288,1.2359550828460164,1.2209136008495463,1.5,1.5,1.3797408955702142,1.5,1.5,exploratory,pending
r2_0.20_tv_30_vw_160,0.2,0.3,160,1.5,0.32230622602166115,0.3099446432235453,0.7554624677066779,0.561301346155821,0.40328471225496076,-0.3509408358530135,-0.3509408358530135,-0.20484438362438973,-0.20484438362438961,-0.3509408358530135,1.2136934905410317,1.1717282909319677,1.971128037034833,1.6823078124103166,1.341783076633147,0.25779463420646853,0.2593620261314712,0.3110524896659286,0.29002891406136366,0.28237247109748653,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.308002678192347,1.3064409944875883,1.1566065104905097,1.3276458578105177,1.3203388594048318,1.5,1.5,1.5,1.5,1.5,exploratory,pending
r2_0.20_no_tv_vw_252,0.2,,252,1.5,0.23740538958317203,0.23175780502502508,0.5758807172225819,0.3930133102489175,0.2842121754630915,-0.2512482906587016,-0.2512482906587016,-0.15295665801712255,-0.15295665801712233,-0.2512482906587016,1.243427212916492,1.207558428844641,2.030618463004442,1.7065275907429636,1.3532853141995793,0.1852016289310846,0.18722704697359452,0.23837730805596288,0.20689038298224222,0.19964890929386953,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,exploratory,pending
r2_0.20_tv_15_vw_252,0.2,0.15,252,1.5,0.19782691576895917,0.18702280061938503,0.36014808277897825,0.3032849030824627,0.22331885044004318,-0.23319133522636504,-0.23319133522636504,-0.09216945129792631,-0.11499702038943571,-0.23319133522636504,1.1852449785363899,1.1356382432295833,2.122396987663518,1.6979303095209353,1.3211037833155928,0.16365791579398223,0.1626858046268161,0.15039534751599687,0.1639709581595061,0.16262091403514317,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,0.8740605054138226,0.8662410496493633,0.5982693539518384,0.7839527316958107,0.773634339448932,1.5,1.5,0.7153310898011157,1.1109996214789402,1.1109996214789402,exploratory,pending
r2_0.20_tv_20_vw_252,0.2,0.2,252,1.5,0.2634181641654536,0.24798263005838406,0.4991609730175659,0.415111061911112,0.3006666192252716,-0.30043876999409247,-0.30043876999409247,-0.12272529727707404,-0.1513410843876013,-0.30043876999409247,1.2061318504121086,1.1547763640416506,2.122396987663519,1.6979303095209313,1.3211037833155908,0.21272409992924726,0.2112691734177807,0.20052713002132908,0.2186279442126747,0.21682788538019082,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.1215053878429941,1.1092156313770025,0.7976924719357846,1.0452703089277475,1.0315124525985762,1.5,1.5,0.9537747864014877,1.481332828638587,1.481332828638587,exploratory,pending
r2_0.20_tv_25_vw_252,0.2,0.25,252,1.5,0.30039156663944855,0.2864590904295874,0.6480037515374273,0.5055618534775903,0.35722197579512827,-0.34785150369848505,-0.34785150369848505,-0.15313574313092415,-0.1582016539018961,-0.34785150369848516,1.2055491556870261,1.159755088896043,2.1223969876635147,1.6923653713357076,1.3116814235584267,0.24241345764641492,0.2427716719525794,0.2506589125266614,0.2621228887055224,0.25834392778875026,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.246362196420489,1.239712726918688,0.9971155899197308,1.242223048156241,1.2266634351193586,1.5,1.5,1.1922184830018596,1.5,1.5,exploratory,pending
r2_0.20_tv_30_vw_252,0.2,0.3,252,1.5,0.333775133398063,0.32224851477474714,0.8067705186261396,0.5772914214983393,0.4079620850750747,-0.35701143570525484,-0.35701143570525473,-0.18336544785049036,-0.18336544785049036,-0.35701143570525473,1.2385982374099616,1.1989564263015149,2.122396987663522,1.7289636092249643,1.3519220304877178,0.26000928558212616,0.26174557478337535,0.3007906950319937,0.28761333685772683,0.28272316487847354,0.9167888563049853,0.9194444444444444,0.9285714285714286,0.9431216931216931,0.9285714285714286,1.3149500005290728,1.3139617466044884,1.196538707903677,1.3438438625276645,1.3362329578256134,1.5,1.5,1.4306621796022314,1.5,1.5,exploratory,pending
