candidate,r2_threshold,switch_buffer,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,avg_turnover_full,avg_turnover_last_10y,avg_turnover_last_1y,avg_turnover_last_3y,avg_turnover_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,cost_total_full,cost_total_last_10y,cost_total_last_1y,cost_total_last_3y,cost_total_last_5y,ann_return_delta_vs_off_full,max_dd_delta_vs_off_full,ann_return_delta_vs_off_last_10y,max_dd_delta_vs_off_last_10y,ann_return_delta_vs_off_last_5y,max_dd_delta_vs_off_last_5y,ann_return_delta_vs_off_last_3y,max_dd_delta_vs_off_last_3y,ann_return_delta_vs_off_last_1y,max_dd_delta_vs_off_last_1y,decision_hint,stability_label
r2_off,off,1.0,0.2304516411332378,0.34170002754532525,0.3335966024152561,0.6104951753386827,0.4839680213198021,0.24371634664376826,0.24090591081288873,0.3138489225670585,0.28875082988023815,0.26626305032071723,0.9722486786218211,1.3398950386378166,1.0743488348190062,1.7930810447278684,1.6141132068788797,-0.3646693805451159,-0.21482886172980187,-0.17184869163190508,-0.17184869163190497,-0.21482886172980253,0.19312465064281722,0.22301587301587303,0.3492063492063492,0.2619047619047619,0.24285714285714285,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0.691,0.562,0.08800000000000001,0.198,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.000,0.0,1.0,0.2304516411332378,0.34170002754532525,0.3335966024152561,0.6104951753386827,0.4839680213198021,0.24371634664376826,0.24090591081288873,0.3138489225670585,0.28875082988023815,0.26626305032071723,0.9722486786218211,1.3398950386378166,1.0743488348190062,1.7930810447278684,1.6141132068788797,-0.3646693805451159,-0.21482886172980187,-0.17184869163190508,-0.17184869163190497,-0.21482886172980253,0.19312465064281722,0.22301587301587303,0.3492063492063492,0.2619047619047619,0.24285714285714285,0.8943543879262158,0.975,0.9722222222222222,0.9642857142857143,0.9706349206349206,0.691,0.562,0.08800000000000001,0.198,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_mapping,pending_review
r2_0.010,0.01,1.0,0.22328242997173064,0.33836788670640594,0.3032591879960207,0.5826185672274691,0.4652023937563523,0.2411201950612407,0.24045187911035265,0.31330627864119454,0.2884785909750582,0.26581838809217767,0.9559174572364328,1.331616047594986,1.00213225193748,1.7338541085888721,1.5684167497470876,-0.37141957811454074,-0.22361125982005037,-0.17184869163190475,-0.17240602621298073,-0.22361125982005092,0.19200670765790945,0.2222222222222222,0.3492063492063492,0.26455026455026454,0.24285714285714285,0.87842370039128,0.9686507936507937,0.9642857142857143,0.955026455026455,0.9634920634920635,0.6869999999999999,0.56,0.08800000000000001,0.2,0.306,-0.00716921116150715,-0.006750197569424854,-0.0033321408389193063,-0.0087823980902485,-0.018765627563449794,-0.008782398090248389,-0.02787660811121362,-0.0005573345810757635,-0.03033741441923543,3.3306690738754696e-16,boundary_mapping,pending_review
r2_0.025,0.025,1.0,0.22926217155924689,0.34438580020091303,0.3032591879960207,0.5972325400345666,0.47674311474010267,0.23985505946886537,0.2389798288756109,0.31330627864119454,0.28801731063669284,0.2651291772201235,0.9800196596961411,1.357109234508515,1.0021322519374776,1.7681389709870556,1.6014372796462275,-0.35492846345585083,-0.2236112598200517,-0.17184869163190553,-0.1718486916319052,-0.22361125982005126,0.19256567915036332,0.2222222222222222,0.3492063492063492,0.2619047619047619,0.24126984126984127,0.8697596422582449,0.9642857142857143,0.9642857142857143,0.9537037037037037,0.9595238095238096,0.689,0.56,0.08800000000000001,0.198,0.304,-0.001189469573990909,0.009740917089265055,0.0026857726555877814,-0.008782398090249832,-0.0072249065796994305,-0.008782398090248722,-0.013262635304116088,-2.220446049250313e-16,-0.03033741441923543,-4.440892098500626e-16,boundary_mapping,pending_review
r2_0.050,0.05,1.0,0.22905277206468333,0.34211148701468974,0.3548097516157338,0.617210885687953,0.4888458508498905,0.236453174380904,0.23791418724033556,0.3110909088302935,0.28713197492180914,0.26446470557491997,0.9899943961105682,1.3550006071248506,1.131873750726343,1.8160713606557084,1.6357029681566442,-0.3480461544239455,-0.21230405302042055,-0.17184869163190508,-0.17184869163190464,-0.21230405302042077,0.1936836221352711,0.22380952380952382,0.3492063492063492,0.2619047619047619,0.24126984126984127,0.8529904974846283,0.9543650793650794,0.9444444444444444,0.9431216931216931,0.9492063492063492,0.6930000000000001,0.5640000000000001,0.08800000000000001,0.198,0.304,-0.0013988690685544647,0.016623226121170398,0.0004114594693644946,0.002524808709381321,0.004877829530088418,0.002524808709381765,0.006715710349270321,3.3306690738754696e-16,0.021213149200477677,0.0,boundary_mapping,pending_review
r2_0.075,0.075,1.0,0.23723221814046003,0.33387008981643174,0.34004214467967087,0.6063876906700212,0.48652498511049336,0.2346001498153895,0.23715816765753908,0.31098698928501844,0.2871188989239678,0.264096125077469,1.0242350011676298,1.3325668361754013,1.09685973828347,1.7927064362242844,1.631695215537161,-0.33386066236389267,-0.19283264883724116,-0.1718486916319053,-0.1718486916319052,-0.19283264883724072,0.19480156512017888,0.2261904761904762,0.3492063492063492,0.2619047619047619,0.24603174603174602,0.8423700391280045,0.9492063492063492,0.9365079365079365,0.9404761904761905,0.9476190476190476,0.6970000000000001,0.5700000000000001,0.08800000000000001,0.198,0.31,0.006780577007222233,0.030808718181223216,-0.00782993772889351,0.021996212892560707,0.002556963790691258,0.021996212892561817,-0.00410748466866151,-2.220446049250313e-16,0.006445542264414739,-2.220446049250313e-16,boundary_mapping,pending_review
r2_0.100,0.1,1.0,0.24361915163640324,0.3404741892306151,0.32197904977091896,0.6068307087977602,0.5013376259411124,0.2336077551464022,0.23615795846373946,0.31074500975560837,0.28700933928858946,0.2629849298508385,1.0496437325345667,1.3581356606474098,1.0537431664766248,1.7942435764648454,1.6752119456976795,-0.3240982062007908,-0.19584994960270852,-0.17184869163190453,-0.17184869163190464,-0.1958499496027094,0.19256567915036332,0.2246031746031746,0.3412698412698413,0.25925925925925924,0.24126984126984127,0.8320290665176076,0.9416666666666667,0.9325396825396826,0.9365079365079365,0.942063492063492,0.6890000000000001,0.5660000000000001,0.08600000000000001,0.196,0.304,0.013167510503165447,0.04057117434432511,-0.001225838314710126,0.01897891212709335,0.01736960462131032,0.018978912127093128,-0.003664466540922451,3.3306690738754696e-16,-0.01161755264433717,5.551115123125783e-16,boundary_mapping,pending_review
r2_0.125,0.125,1.0,0.27283663868721897,0.3540686665146868,0.3709985042217756,0.6381594764991962,0.5216056408145961,0.2280656989862096,0.2346517404972146,0.30852241608587333,0.2860457037470806,0.26210100950804327,1.171314980331373,1.4084026637937739,1.1772240074356142,1.8669469315772114,1.731210333753517,-0.2527209621736839,-0.20285269906502568,-0.1718486916319053,-0.1718486916319052,-0.20285269906502534,0.19144773616545557,0.22142857142857142,0.3333333333333333,0.2566137566137566,0.23809523809523808,0.8216880939072108,0.9341269841269841,0.9285714285714286,0.9338624338624338,0.9388888888888889,0.685,0.558,0.084,0.194,0.3,0.042384997553981174,0.11194841837143199,0.012368638969361578,0.011976162664776191,0.03763761949479405,0.01197616266477719,0.02766430116051355,-2.220446049250313e-16,0.03740190180651948,-2.220446049250313e-16,boundary_mapping,pending_review
r2_0.150,0.15,1.0,0.27545735019690554,0.3538392869306626,0.384855050289185,0.6409343527357345,0.518655724948851,0.22731609244341103,0.23399849460926206,0.30818393902066493,0.2854759011592279,0.2617780788177163,1.1834788068652509,1.4109473905946743,1.2108537978587262,1.8760412710009748,1.7255955030969186,-0.2560600106000752,-0.21454808154272653,-0.15835387103101362,-0.15835387103101373,-0.21454808154272642,0.18865287870318614,0.21984126984126984,0.3333333333333333,0.25396825396825395,0.23809523809523808,0.8099496925656792,0.9257936507936508,0.9246031746031746,0.9298941798941799,0.9349206349206349,0.675,0.554,0.084,0.192,0.3,0.04500570906366774,0.10860936994504067,0.012139259385337331,0.0002807801870753357,0.03468770362904894,0.00028078018707611285,0.03043917739705182,0.013494820600891244,0.05125844787392886,0.013494820600891466,boundary_mapping,pending_review
r2_0.175,0.175,1.0,0.30160414090917453,0.36321671820599666,0.528210562482136,0.6974398611384816,0.550848409812488,0.22570869982577646,0.2335268768291578,0.30838411173059815,0.2854304887252246,0.26134007218149324,1.2802411417733355,1.4429009270244513,1.5300301606020368,1.9950985691400773,1.8084181030167237,-0.219734211530614,-0.2084730407853127,-0.1586891972572556,-0.15868919725725572,-0.20847304078531315,0.18585802124091672,0.21904761904761905,0.3333333333333333,0.2566137566137566,0.24126984126984127,0.8021240916713248,0.9198412698412698,0.9126984126984127,0.9259259259259259,0.930952380952381,0.665,0.552,0.084,0.194,0.304,0.07115249977593674,0.14493516901450187,0.02151669066067141,0.006355820944489166,0.06688038849268585,0.006355820944489388,0.08694468579979886,0.01315949437464925,0.19461396006687992,0.013159494374649472,boundary_mapping,pending_review
