candidate,segment,r2_threshold,switch_buffer,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,avg_turnover,turnover_total,cost_total,trade_days
r2_off,full,off,1.0,2011-12-09,2026-09-02,3578,0.2304516411332378,0.24371634664376826,0.9722486786218211,-0.3646693805451159,0.8943543879262158,1.0,3200,0.8943543879262158,0.19312465064281722,691.0,0.691,384
r2_off,last_10y,off,1.0,2016-04-21,2026-09-02,2520,0.34170002754532525,0.24090591081288873,1.3398950386378166,-0.21482886172980187,0.975,1.0,2457,0.975,0.22301587301587303,562.0,0.562,293
r2_off,last_5y,off,1.0,2021-06-25,2026-09-02,1260,0.4839680213198021,0.26626305032071723,1.6141132068788797,-0.21482886172980253,0.9706349206349206,1.0,1223,0.9706349206349206,0.24285714285714285,306.0,0.306,158
r2_off,last_3y,off,1.0,2023-07-24,2026-09-02,756,0.6104951753386827,0.28875082988023815,1.7930810447278684,-0.17184869163190497,0.9642857142857143,1.0,729,0.9642857142857143,0.2619047619047619,198.0,0.198,102
r2_off,last_1y,off,1.0,2025-08-20,2026-09-02,252,0.3335966024152561,0.3138489225670585,1.0743488348190062,-0.17184869163190508,0.9722222222222222,1.0,245,0.9722222222222222,0.3492063492063492,88.0,0.08800000000000001,45
r2_0.000,full,0.0,1.0,2011-12-09,2026-09-02,3578,0.2304516411332378,0.24371634664376826,0.9722486786218211,-0.3646693805451159,0.8943543879262158,1.0,3200,0.8943543879262158,0.19312465064281722,691.0,0.691,384
r2_0.000,last_10y,0.0,1.0,2016-04-21,2026-09-02,2520,0.34170002754532525,0.24090591081288873,1.3398950386378166,-0.21482886172980187,0.975,1.0,2457,0.975,0.22301587301587303,562.0,0.562,293
r2_0.000,last_5y,0.0,1.0,2021-06-25,2026-09-02,1260,0.4839680213198021,0.26626305032071723,1.6141132068788797,-0.21482886172980253,0.9706349206349206,1.0,1223,0.9706349206349206,0.24285714285714285,306.0,0.306,158
r2_0.000,last_3y,0.0,1.0,2023-07-24,2026-09-02,756,0.6104951753386827,0.28875082988023815,1.7930810447278684,-0.17184869163190497,0.9642857142857143,1.0,729,0.9642857142857143,0.2619047619047619,198.0,0.198,102
r2_0.000,last_1y,0.0,1.0,2025-08-20,2026-09-02,252,0.3335966024152561,0.3138489225670585,1.0743488348190062,-0.17184869163190508,0.9722222222222222,1.0,245,0.9722222222222222,0.3492063492063492,88.0,0.08800000000000001,45
