candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,ann_return_full,ann_vol_full,max_dd_full,sharpe_repo_full,trades_full,cost_total_full,turnover_total_full,holding_day_ratio_full,avg_holding_fraction_full,partial_position_days_full,pending_days_full,staged_initials_full,staged_fills_full,reason_full,ann_return_last_10y,ann_vol_last_10y,max_dd_last_10y,sharpe_repo_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,holding_day_ratio_last_10y,avg_holding_fraction_last_10y,partial_position_days_last_10y,pending_days_last_10y,staged_initials_last_10y,staged_fills_last_10y,reason_last_10y,ann_return_last_5y,ann_vol_last_5y,max_dd_last_5y,sharpe_repo_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,holding_day_ratio_last_5y,avg_holding_fraction_last_5y,partial_position_days_last_5y,pending_days_last_5y,staged_initials_last_5y,staged_fills_last_5y,reason_last_5y,ann_return_last_3y,ann_vol_last_3y,max_dd_last_3y,sharpe_repo_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,holding_day_ratio_last_3y,avg_holding_fraction_last_3y,partial_position_days_last_3y,pending_days_last_3y,staged_initials_last_3y,staged_fills_last_3y,reason_last_3y,ann_return_last_1y,ann_vol_last_1y,max_dd_last_1y,sharpe_repo_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,holding_day_ratio_last_1y,avg_holding_fraction_last_1y,partial_position_days_last_1y,pending_days_last_1y,staged_initials_last_1y,staged_fills_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer4_pass,pass_reason,selection_role
lb_28_r2_none_buf_1p15_entry_0p75,lb_28_r2_none_buf_1p15_entry_full,primary_drawdown_r2_removed,28,,none,0.0,1.15,1p15,0.75,0p75,0.11266655415225668,0.2156223280226824,-0.30365446368566806,0.6031996571284222,412.0,0.388,388.0,0.9095394736842105,0.8666735197368421,417.0,417.0,200.0,178.0,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04629291453254747,0.20913549587920208,-0.30110622783603724,0.32136296016157795,230.0,0.21725,217.25,0.9277777777777778,0.8837301587301587,222.0,222.0,112.0,99.0,,0.020449241573620602,0.20861678982555903,-0.30110622783603713,0.20193857887847694,143.0,0.13275,132.75,0.9325396825396826,0.8912037037037037,125.0,125.0,68.0,62.0,,-0.18180684896375943,0.19871984432305914,-0.269197883587211,-0.9087727185570582,49.0,0.0465,46.5,0.9523809523809523,0.9077380952380952,45.0,45.0,24.0,21.0,,-0.22446033051608527,1.8589481759513138,178.0,,,,0.531657589427259,2.1137717609143403,99.0,1.904874538656487,2.1137717609144735,62.0,3.380379929565336,2.674182132944558,21.0,4,True,True,True,pass,return_watch_pass
lb_28_r2_none_buf_1p15_entry_0p25,lb_28_r2_none_buf_1p15_entry_full,primary_drawdown_r2_removed,28,,none,0.0,1.15,1p15,0.25,0p25,0.10629928953682533,0.20487049660060608,-0.29479256975122814,0.5957188623024303,412.0,0.366,366.0,0.9095394736842105,0.7809416118421053,417.0,417.0,200.0,178.0,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.054865212637917216,0.19594723070667125,-0.262192769834413,0.370870489220382,230.0,0.20375,203.75,0.9277777777777778,0.7956349206349206,222.0,222.0,112.0,99.0,,0.057229830249120095,0.19387573623193527,-0.2621927698344141,0.3844336738267652,143.0,0.12625,126.25,0.9325396825396826,0.808531746031746,125.0,125.0,68.0,62.0,,-0.11112491826593729,0.1887073428711214,-0.2135666977253129,-0.5286285436140468,49.0,0.043500000000000004,43.5,0.9523809523809523,0.8184523809523809,45.0,45.0,24.0,21.0,,-0.8611867920592209,2.745137569395306,178.0,,,,1.3888873999642337,6.0051175610767675,99.0,5.582933406206436,6.005117561076778,62.0,10.44857299934755,8.237300719134366,21.0,4,True,True,True,pass,selected_drawdown_pass
lb_28_r2_none_buf_1p08_entry_0p75,lb_28_r2_none_buf_1p08_entry_full,return_watch_r2_removed,28,,none,0.0,1.08,1p08,0.75,0p75,0.1166430681713011,0.21726415118009554,-0.33393678422100004,0.6167132103144775,423.0,0.39949999999999997,399.5,0.9095394736842105,0.8663651315789473,420.0,420.0,206.0,183.0,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.04560071907475449,0.21189462821881155,-0.33393678422100026,0.31681646798111246,237.0,0.22375,223.75,0.9277777777777778,0.8847222222222222,217.0,217.0,115.0,103.0,,0.019182984885772525,0.21296230764313318,-0.3339367842209996,0.19632526074632428,149.0,0.13874999999999998,138.75,0.9325396825396826,0.8931878306878307,119.0,119.0,71.0,65.0,,-0.2169147236248684,0.20389785024203821,-0.2942390656392545,-1.095269340711903,50.0,0.047,47.0,0.9523809523809523,0.9146825396825397,38.0,38.0,24.0,22.0,,-0.41480956035631067,1.3341659873245537,183.0,,,,0.7784000291055859,1.3341659873245093,103.0,2.205876408124252,1.3341659873247202,65.0,2.4752376936871934,2.42071117059538,22.0,4,True,True,True,pass,return_watch_pass
lb_28_r2_none_buf_1p08_entry_0p50,lb_28_r2_none_buf_1p08_entry_full,return_watch_r2_removed,28,,none,0.0,1.08,1p08,0.5,0p50,0.1118952338618786,0.2109077001332422,-0.3221615150132221,0.6085924004996516,423.0,0.388,388.0,0.9095394736842105,0.8231907894736842,420.0,420.0,206.0,183.0,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.05277983015839727,0.20451164224406604,-0.32216151501322166,0.35412046293953287,237.0,0.2175,217.5,0.9277777777777778,0.8416666666666667,217.0,217.0,115.0,103.0,,0.041007332335807334,0.20494835165594405,-0.3221615150132219,0.2990951492032284,149.0,0.1355,135.5,0.9325396825396826,0.8538359788359788,119.0,119.0,71.0,65.0,,-0.19155995104727852,0.20089361405431988,-0.2693021420921883,-0.9562109045543976,50.0,0.046,46.0,0.9523809523809523,0.876984126984127,38.0,38.0,24.0,22.0,,-0.8895929912985601,2.5116929081023476,183.0,,,,1.4963111374698634,2.51169290810237,103.0,4.388311153127733,2.511692908102492,65.0,5.010714951446182,4.914403525302003,22.0,4,True,True,True,pass,selected_drawdown_pass
lb_30_r2_none_buf_1p03_entry_full,lb_30_r2_none_buf_1p03_entry_full,width_confirm_r2_removed,30,,none,0.0,1.03,1p03,1.0,full,0.09983406126153338,0.22249442421288745,-0.36208109959636225,0.5393327699561995,230.0,0.389,389.0,0.9078947368421053,0.9078947368421053,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days,0.06738749431419921,0.21798146279707636,-0.3533362660335939,0.40873854863895104,126.0,0.21200000000000002,212.0,0.9246031746031746,0.9246031746031746,0.0,0.0,0.0,0.0,,0.0031164525330249493,0.21689807455917556,-0.35333626603359314,0.12363949704102756,75.0,0.12400000000000001,124.0,0.9312169312169312,0.9312169312169312,0.0,0.0,0.0,0.0,,-0.19003625427414705,0.20665823815282333,-0.26819177182020526,-0.9147454992171095,26.0,0.044000000000000004,44.0,0.9484126984126984,0.9484126984126984,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/full entry,baseline_no_staged_entry_pass
