candidate,candidate_type,line_role,lookback,r2_threshold,switch_buffer,entry_fraction,notes,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y
lb_28_r2_none_buf_1p15_entry_full,line_baseline_full_entry,primary_drawdown_r2_removed,28,,1.15,1.0,Line baseline before staged-entry layer,0.11491115745741753,-0.3222439454451812,,,,insufficient rows: 2432 < 2520 trading days,0.04097633863827488,-0.32224394544518065,,0.001400496187055733,-0.32224394544518187,,-0.21561064825941278,-0.29593970491665655,
lb_28_r2_none_buf_1p08_entry_full,line_baseline_full_entry,return_watch_r2_removed,28,,1.08,1.0,Line baseline before staged-entry layer,0.12079116377486421,-0.3472784440942456,,,,insufficient rows: 2432 < 2520 trading days,0.03781671878369863,-0.34727844409424535,,-0.0028757791954699963,-0.3472784440942468,,-0.24166710056174034,-0.3184461773452083,
lb_30_r2_none_buf_1p03_entry_full,line_baseline_full_entry,width_confirm_r2_removed,30,,1.03,1.0,Line baseline before staged-entry layer,0.09983406126153338,-0.36208109959636225,,,,insufficient rows: 2432 < 2520 trading days,0.06738749431419921,-0.3533362660335939,,0.0031164525330249493,-0.35333626603359314,,-0.19003625427414705,-0.26819177182020526,
lb_28_r2_none_buf_1p15_entry_0p75,return_watch_pass,primary_drawdown_r2_removed,28,,1.15,0.75,Line-level selected/watch staged-entry candidate,0.11266655415225668,-0.30365446368566806,,,,insufficient rows: 2432 < 2520 trading days,0.04629291453254747,-0.30110622783603724,,0.020449241573620602,-0.30110622783603713,,-0.18180684896375943,-0.269197883587211,
lb_28_r2_none_buf_1p15_entry_0p25,selected_drawdown_pass,primary_drawdown_r2_removed,28,,1.15,0.25,Line-level selected/watch staged-entry candidate,0.10629928953682533,-0.29479256975122814,,,,insufficient rows: 2432 < 2520 trading days,0.054865212637917216,-0.262192769834413,,0.057229830249120095,-0.2621927698344141,,-0.11112491826593729,-0.2135666977253129,
lb_28_r2_none_buf_1p08_entry_0p75,return_watch_pass,return_watch_r2_removed,28,,1.08,0.75,Line-level selected/watch staged-entry candidate,0.1166430681713011,-0.33393678422100004,,,,insufficient rows: 2432 < 2520 trading days,0.04560071907475449,-0.33393678422100026,,0.019182984885772525,-0.3339367842209996,,-0.2169147236248684,-0.2942390656392545,
lb_28_r2_none_buf_1p08_entry_0p50,selected_drawdown_pass,return_watch_r2_removed,28,,1.08,0.5,Line-level selected/watch staged-entry candidate,0.1118952338618786,-0.3221615150132221,,,,insufficient rows: 2432 < 2520 trading days,0.05277983015839727,-0.32216151501322166,,0.041007332335807334,-0.3221615150132219,,-0.19155995104727852,-0.2693021420921883,
lb_30_r2_none_buf_1p03_entry_full,baseline_no_staged_entry_pass,width_confirm_r2_removed,30,,1.03,1.0,Line-level selected/watch staged-entry candidate,0.09983406126153338,-0.36208109959636225,,,,insufficient rows: 2432 < 2520 trading days,0.06738749431419921,-0.3533362660335939,,0.0031164525330249493,-0.35333626603359314,,-0.19003625427414705,-0.26819177182020526,
orig_full_v1_1_reference,original_full_strategy_reference,,25,0.2,1.05,0.5,"Full official V1.1 chain; context only, not Layer4 pass baseline",0.11842132294776464,-0.36963871037770935,,,,insufficient rows: 2432 < 2520 trading days,0.12611067290858813,-0.3696387103777098,,0.03412609489300911,-0.36963871037771,,-0.26975249781150046,-0.36963871037770946,
