candidate,lookback,r2_threshold,r2_label,segment,window,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,reason
lb_28_r2_0p35,28,0.35,0p35,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.09814706016349994,0.18934980588845782,-0.23624289281463406,0.589650266697075,377.0,139.0,0.22600000000000003,226.0,0.7007936507936507,
lb_28_r2_0p35,28,0.35,0p35,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.06491933151579543,0.19344851058228318,-0.23624289281463395,0.42256665399064014,232.0,85.0,0.134,134.0,0.6931216931216931,
lb_28_r2_0p35,28,0.35,0p35,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.05299206621938568,0.17192623258694842,-0.23624289281463418,-0.23008031040486865,80.0,26.0,0.041,41.0,0.6825396825396826,
lb_28_r2_0p40,28,0.4,0p40,full,Full,2007-01-04,2016-12-30,2432.0,0.08864471316385747,0.18794393834479073,-0.31353216012577345,0.5462563545560826,839.0,264.0,0.40900000000000003,409.0,0.655016447368421,
lb_28_r2_0p40,28,0.4,0p40,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p40,28,0.4,0p40,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.08775747499608166,0.18667956546878964,-0.2650377984493427,0.5444882709771199,417.0,139.0,0.22200000000000003,222.0,0.669047619047619,
lb_28_r2_0p40,28,0.4,0p40,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.04877345427614865,0.18880243520230067,-0.2650377984493426,0.34738236884381746,263.0,86.0,0.132,132.0,0.6521164021164021,
lb_28_r2_0p40,28,0.4,0p40,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.12156291580169643,0.1617477828565216,-0.2650377984493425,-0.7193514634814461,93.0,28.0,0.043,43.0,0.6309523809523809,
lb_28_r2_0p50,28,0.5,0p50,full,Full,2007-01-04,2016-12-30,2432.0,0.10092426114601971,0.17758956288613126,-0.2630208809879706,0.6305720987995688,982.0,253.0,0.385,385.0,0.5962171052631579,
lb_28_r2_0p50,28,0.5,0p50,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50,28,0.5,0p50,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.1039073319173871,0.1711563905035689,-0.2072997034402897,0.663676258724438,501.0,132.0,0.20800000000000002,208.0,0.6023809523809524,
lb_28_r2_0p50,28,0.5,0p50,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.07125512347785312,0.1706510778379273,-0.2058168143083119,0.489343679003321,322.0,77.0,0.12000000000000001,120.0,0.5740740740740741,
lb_28_r2_0p50,28,0.5,0p50,last_1y,1Y,2015-12-22,2016-12-30,252.0,7.50844519465943e-05,0.13434534568627182,-0.2058168143083119,0.06835651522152536,116.0,20.0,0.033,33.0,0.5396825396825397,
lb_28_r2_0p60,28,0.6,0p60,full,Full,2007-01-04,2016-12-30,2432.0,0.028341910901242606,0.1624328910455244,-0.3866018325363313,0.2535156115230861,1146.0,266.0,0.393,393.0,0.5287828947368421,
lb_28_r2_0p60,28,0.6,0p60,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p60,28,0.6,0p60,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.01897334011275431,0.15690662817123227,-0.38660183253632996,0.19878624469842734,591.0,140.0,0.215,215.0,0.530952380952381,
lb_28_r2_0p60,28,0.6,0p60,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.024306735477217956,0.15933555946891098,-0.255250085559771,0.23109367654472152,379.0,76.0,0.113,113.0,0.49867724867724866,
lb_28_r2_0p60,28,0.6,0p60,last_1y,1Y,2015-12-22,2016-12-30,252.0,0.10232728497258958,0.11576652799885527,-0.11985038444008034,0.8997346983384418,135.0,20.0,0.031,31.0,0.4642857142857143,
lb_30_r2_none,30,,none,full,Full,2007-01-04,2016-12-30,2432.0,0.08807543048693334,0.2221124251163401,-0.38497096121335483,0.49146804136575645,224.0,238.0,0.405,405.0,0.9078947368421053,
lb_30_r2_none,30,,none,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_none,30,,none,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.050061480930956526,0.2172896914637914,-0.3849709612133535,0.3340205274512352,95.0,132.0,0.22399999999999998,224.0,0.9246031746031746,
lb_30_r2_none,30,,none,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.030469881823900313,0.21592778229329532,-0.38497096121335495,-0.03447325634858716,52.0,81.0,0.136,136.0,0.9312169312169312,
lb_30_r2_none,30,,none,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.22966085167450812,0.2039829643032459,-0.3039922719095626,-1.1750523721051982,13.0,28.0,0.048,48.0,0.9484126984126984,
lb_30_r2_0p10,30,0.1,0p10,full,Full,2007-01-04,2016-12-30,2432.0,0.05877626717029205,0.21182967013844026,-0.3990494289515992,0.3759288896066458,431.0,244.0,0.399,399.0,0.8227796052631579,
lb_30_r2_0p10,30,0.1,0p10,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p10,30,0.1,0p10,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.03196583998637026,0.20740302639318073,-0.39904942895159823,0.2559887742975132,225.0,135.0,0.22,220.0,0.8214285714285714,
lb_30_r2_0p10,30,0.1,0p10,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.05253842153978738,0.20739226940842506,-0.39904942895159856,-0.15554914187327165,133.0,84.0,0.132,132.0,0.8240740740740741,
lb_30_r2_0p10,30,0.1,0p10,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.21617634122574214,0.19732108458588477,-0.2702108220227878,-1.133668417639874,36.0,30.0,0.049,49.0,0.8571428571428571,
lb_30_r2_0p15,30,0.15,0p15,full,Full,2007-01-04,2016-12-30,2432.0,0.08989773846376448,0.20554320181221106,-0.3110555024688928,0.5219351335641409,499.0,244.0,0.393,393.0,0.7948190789473685,
lb_30_r2_0p15,30,0.15,0p15,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p15,30,0.15,0p15,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.07035373739158701,0.19896677230010143,-0.3110555024688937,0.44165363487509507,271.0,130.0,0.20800000000000002,208.0,0.7849206349206349,
lb_30_r2_0p15,30,0.15,0p15,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.004800272857322874,0.19957365195599489,-0.31105550246889346,0.07634957816738662,164.0,80.0,0.124,124.0,0.783068783068783,
lb_30_r2_0p15,30,0.15,0p15,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.14385205908112286,0.1777943813623315,-0.2652007330761237,-0.78384425632845,51.0,28.0,0.043,43.0,0.7976190476190477,
lb_30_r2_0p20,30,0.2,0p20,full,Full,2007-01-04,2016-12-30,2432.0,0.07158281480287099,0.20369411797665507,-0.36298558185102836,0.44161481076142167,580.0,245.0,0.387,387.0,0.7615131578947368,
lb_30_r2_0p20,30,0.2,0p20,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p20,30,0.2,0p20,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.054463110591279396,0.19704563697467262,-0.36298558185102836,0.3681142523856842,311.0,129.0,0.20400000000000001,204.0,0.7531746031746032,
lb_30_r2_0p20,30,0.2,0p20,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.028477994567120413,0.19713216269854753,-0.3629855818510278,-0.047282653925427645,193.0,82.0,0.12400000000000001,124.0,0.7447089947089947,
lb_30_r2_0p20,30,0.2,0p20,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1481905563402457,0.17661427499960003,-0.27813709412640397,-0.819014805114124,63.0,29.0,0.043,43.0,0.75,
lb_30_r2_0p25,30,0.25,0p25,full,Full,2007-01-04,2016-12-30,2432.0,0.09219231440851483,0.19903410151218393,-0.3163106893588008,0.5429693725113264,640.0,233.0,0.373,373.0,0.7368421052631579,
lb_30_r2_0p25,30,0.25,0p25,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p25,30,0.25,0p25,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.10212748945352668,0.1933074297966654,-0.31631068935880013,0.6002045141984004,337.0,119.0,0.192,192.0,0.7325396825396825,
lb_30_r2_0p25,30,0.25,0p25,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.009579565193540418,0.19404414353765656,-0.31631068935880025,0.14686471138734072,209.0,75.0,0.11600000000000002,116.0,0.7235449735449735,
lb_30_r2_0p25,30,0.25,0p25,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.09845742845487593,0.1746704299487611,-0.25368054116181715,-0.5053608655299189,68.0,27.0,0.041,41.0,0.7301587301587301,
lb_30_r2_0p30,30,0.3,0p30,full,Full,2007-01-04,2016-12-30,2432.0,0.077137426640562,0.1945298887300089,-0.2721230023704737,0.47966749604210984,700.0,231.0,0.373,373.0,0.712171052631579,
lb_30_r2_0p30,30,0.3,0p30,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p30,30,0.3,0p30,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.10388377628280887,0.18815035103660047,-0.27212300237047304,0.6199942633646819,362.0,113.0,0.186,186.0,0.7126984126984127,
lb_30_r2_0p30,30,0.3,0p30,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.04168703192469603,0.19023389873418273,-0.2721230023704734,0.31060997743878166,229.0,69.0,0.10800000000000001,108.0,0.6970899470899471,
lb_30_r2_0p30,30,0.3,0p30,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.029368672204372226,0.16451049954770325,-0.23739274412010003,-0.09810594529805125,80.0,22.0,0.035,35.0,0.6825396825396826,
lb_30_r2_0p35,30,0.35,0p35,full,Full,2007-01-04,2016-12-30,2432.0,0.06569487591235856,0.18958412732532728,-0.34646342626892024,0.4307750060832303,761.0,241.0,0.375,375.0,0.6870888157894737,
lb_30_r2_0p35,30,0.35,0p35,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p35,30,0.35,0p35,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.1151704052832383,0.18251518270120504,-0.22667049277259266,0.6890651470559022,390.0,121.0,0.194,194.0,0.6904761904761905,
lb_30_r2_0p35,30,0.35,0p35,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.057336338535888265,0.18124720096833596,-0.22667049277259288,0.3989082217528321,246.0,73.0,0.11400000000000002,114.0,0.6746031746031746,
lb_30_r2_0p35,30,0.35,0p35,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.030419729263259088,0.1519201437744677,-0.226670492772593,-0.12695956399414174,85.0,25.0,0.03900000000000001,39.0,0.6626984126984127,
lb_30_r2_0p40,30,0.4,0p40,full,Full,2007-01-04,2016-12-30,2432.0,0.06727035707245821,0.1855294149769548,-0.31064582963293086,0.44405766075470343,839.0,237.0,0.365,365.0,0.655016447368421,
lb_30_r2_0p40,30,0.4,0p40,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p40,30,0.4,0p40,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.11052361124078969,0.17895021053742274,-0.23641011650315646,0.6758728981079971,422.0,120.0,0.19,190.0,0.665079365079365,
lb_30_r2_0p40,30,0.4,0p40,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.04987693617632383,0.17707679998412712,-0.23641011650315658,0.3641501364558007,271.0,72.0,0.11000000000000001,110.0,0.6415343915343915,
lb_30_r2_0p40,30,0.4,0p40,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.07763472000572358,0.14375474862911367,-0.22835931750995153,-0.4895798304198421,95.0,24.0,0.035,35.0,0.623015873015873,
lb_30_r2_0p50,30,0.5,0p50,full,Full,2007-01-04,2016-12-30,2432.0,0.06688155283199126,0.1779822014447809,-0.2668465869178944,0.453018144399795,969.0,217.0,0.331,331.0,0.6015625,
lb_30_r2_0p50,30,0.5,0p50,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p50,30,0.5,0p50,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.09575828213807402,0.17039224232907657,-0.21665694442014216,0.6222566144410301,485.0,108.0,0.17,170.0,0.6150793650793651,
lb_30_r2_0p50,30,0.5,0p50,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.0546971136890837,0.16443281706918486,-0.21665694442014183,0.4065130983959966,312.0,60.0,0.092,92.0,0.5873015873015873,
lb_30_r2_0p50,30,0.5,0p50,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.03159165959905097,0.13853175090809253,-0.21665694442014216,-0.16183651393543413,110.0,19.0,0.029,29.0,0.5634920634920635,
lb_30_r2_0p60,30,0.6,0p60,full,Full,2007-01-04,2016-12-30,2432.0,0.08482922867958198,0.1627923926900438,-0.2778597362884174,0.5816967448164295,1157.0,218.0,0.321,321.0,0.5242598684210527,
lb_30_r2_0p60,30,0.6,0p60,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_30_r2_0p60,30,0.6,0p60,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.08251706188548158,0.15571557150201812,-0.2778597362884182,0.5873337058907483,593.0,117.0,0.17500000000000002,175.0,0.5293650793650794,
lb_30_r2_0p60,30,0.6,0p60,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.059872636505526655,0.15083753912988454,-0.21471458653424902,0.46119065346343047,383.0,60.0,0.08499999999999999,85.0,0.4933862433862434,
lb_30_r2_0p60,30,0.6,0p60,last_1y,1Y,2015-12-22,2016-12-30,252.0,0.0757825248566597,0.12376231204147846,-0.14097149756119576,0.6525766945335411,138.0,16.0,0.023000000000000003,23.0,0.4523809523809524,
lb_32_r2_none,32,,none,full,Full,2007-01-04,2016-12-30,2432.0,0.1122433355611634,0.22600313946289352,-0.4203664194391956,0.5841732263107667,226.0,205.0,0.35300000000000004,353.0,0.9070723684210527,
lb_32_r2_none,32,,none,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_none,32,,none,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.03509936004923708,0.2200434436228335,-0.42036641943919484,0.26748124768375514,100.0,113.0,0.192,192.0,0.9206349206349206,
lb_32_r2_none,32,,none,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.05004459012152318,0.21324395426669346,-0.42036641943919517,-0.13319301313067483,54.0,74.0,0.12400000000000001,124.0,0.9285714285714286,
lb_32_r2_none,32,,none,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.16106419190154753,0.19235363915720785,-0.24492507825419652,-0.8153651627780303,14.0,25.0,0.042,42.0,0.9444444444444444,
lb_32_r2_0p10,32,0.1,0p10,full,Full,2007-01-04,2016-12-30,2432.0,0.07892634818795186,0.21562195993681663,-0.3224460117069168,0.46059469169071604,423.0,221.0,0.357,357.0,0.8260690789473685,
lb_32_r2_0p10,32,0.1,0p10,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p10,32,0.1,0p10,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.04635983197628035,0.21034276835403365,-0.3224460117069152,0.321253741008044,221.0,120.0,0.192,192.0,0.8246031746031746,
lb_32_r2_0p10,32,0.1,0p10,last_3y,3Y,2013-11-29,2016-12-30,756.0,-0.008851477487993642,0.20501506315977422,-0.3224460117069149,0.059989980147893286,130.0,77.0,0.12000000000000001,120.0,0.828042328042328,
lb_32_r2_0p10,32,0.1,0p10,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.15493106080905727,0.18698542761027542,-0.20741617827080805,-0.805298756100731,37.0,27.0,0.043000000000000003,43.0,0.8531746031746031,
lb_32_r2_0p15,32,0.15,0p15,full,Full,2007-01-04,2016-12-30,2432.0,0.07519957012231515,0.21006303364469717,-0.3217532235464564,0.45059178838283886,497.0,232.0,0.367,367.0,0.795641447368421,
lb_32_r2_0p15,32,0.15,0p15,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p15,32,0.15,0p15,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.04180544595593716,0.20218024362528467,-0.3217532235464565,0.3041980510749253,273.0,126.0,0.194,194.0,0.7833333333333333,
lb_32_r2_0p15,32,0.15,0p15,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.005339905516383192,0.19507766515823588,-0.32175322354645797,0.12543767104332357,172.0,79.0,0.11800000000000001,118.0,0.7724867724867724,
lb_32_r2_0p15,32,0.15,0p15,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.1238037376719261,0.16567084503891666,-0.23202003801483884,-0.7145723698490953,55.0,31.0,0.045,45.0,0.7817460317460317,
lb_32_r2_0p20,32,0.2,0p20,full,Full,2007-01-04,2016-12-30,2432.0,0.07680399464023391,0.20763997474536536,-0.28597144786494266,0.4606007370706526,560.0,224.0,0.357,357.0,0.7697368421052632,
lb_32_r2_0p20,32,0.2,0p20,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p20,32,0.2,0p20,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.06815521413011583,0.19924139802657695,-0.2821095277323715,0.4311115802711123,313.0,112.0,0.18,180.0,0.7515873015873016,
lb_32_r2_0p20,32,0.2,0p20,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.03289804809679997,0.1915639239805711,-0.28210952773237163,0.265365871300156,200.0,69.0,0.10600000000000001,106.0,0.7354497354497355,
lb_32_r2_0p20,32,0.2,0p20,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.07842507196335691,0.16253613935578193,-0.23447606243192753,-0.4210203184313779,65.0,26.0,0.039,39.0,0.7420634920634921,
lb_32_r2_0p25,32,0.25,0p25,full,Full,2007-01-04,2016-12-30,2432.0,0.0890090370303096,0.20341531774237978,-0.3100762707239585,0.52132927368678,628.0,216.0,0.34099999999999997,341.0,0.7417763157894737,
lb_32_r2_0p25,32,0.25,0p25,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p25,32,0.25,0p25,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.08595104307587276,0.19451029889258167,-0.25614022134271197,0.5217866097803573,342.0,104.0,0.16799999999999998,168.0,0.7285714285714285,
lb_32_r2_0p25,32,0.25,0p25,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.0464296824501218,0.18657623234295992,-0.25614022134271297,0.33725977114737377,221.0,63.0,0.098,98.0,0.7076719576719577,
lb_32_r2_0p25,32,0.25,0p25,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.013162284403697488,0.15202588859784597,-0.20891514420346646,-0.010788022410406557,76.0,20.0,0.031,31.0,0.6984126984126984,
lb_32_r2_0p30,32,0.3,0p30,full,Full,2007-01-04,2016-12-30,2432.0,0.07715884650853999,0.19893016363951868,-0.29987782146882036,0.47353222822956204,697.0,209.0,0.32899999999999996,329.0,0.7134046052631579,
lb_32_r2_0p30,32,0.3,0p30,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p30,32,0.3,0p30,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.0710359767676716,0.19105194036891116,-0.26667517475246083,0.45536395560987303,369.0,104.0,0.16799999999999998,168.0,0.7071428571428572,
lb_32_r2_0p30,32,0.3,0p30,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.02447123725269207,0.18328264361609775,-0.2666751747524604,0.22434232882569236,238.0,63.0,0.098,98.0,0.6851851851851852,
lb_32_r2_0p30,32,0.3,0p30,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.04801503143103303,0.14685105776730503,-0.22007956794868166,-0.2610533838949297,82.0,20.0,0.031000000000000003,31.0,0.6746031746031746,
lb_32_r2_0p35,32,0.35,0p35,full,Full,2007-01-04,2016-12-30,2432.0,0.09058229603186296,0.19343427868975174,-0.3166805301168284,0.5453352550699704,758.0,214.0,0.333,333.0,0.6883223684210527,
lb_32_r2_0p35,32,0.35,0p35,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p35,32,0.35,0p35,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.09006550219659881,0.18499078792878831,-0.30685681511859353,0.5591085476634283,396.0,107.0,0.16999999999999998,170.0,0.6857142857142857,
lb_32_r2_0p35,32,0.35,0p35,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.03904770914901423,0.17458884706023733,-0.3068568151185941,0.30712717544811613,254.0,66.0,0.1,100.0,0.6640211640211641,
lb_32_r2_0p35,32,0.35,0p35,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.08776106600841826,0.14580291007305762,-0.24495527461709488,-0.5564042971100688,88.0,23.0,0.035,35.0,0.6507936507936508,
lb_32_r2_0p40,32,0.4,0p40,full,Full,2007-01-04,2016-12-30,2432.0,0.06865412364693668,0.18694439870773613,-0.3143651168294239,0.4489992406627665,840.0,220.0,0.33899999999999997,339.0,0.6546052631578947,
lb_32_r2_0p40,32,0.4,0p40,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p40,32,0.4,0p40,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.07979488164227777,0.17935393038838005,-0.2513083737377565,0.5181972618922918,429.0,108.0,0.172,172.0,0.6595238095238095,
lb_32_r2_0p40,32,0.4,0p40,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.05209949897624622,0.16926255008300362,-0.2513083737377575,0.3850805076896116,280.0,64.0,0.098,98.0,0.6296296296296297,
lb_32_r2_0p40,32,0.4,0p40,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.0970055658091693,0.14535725858632217,-0.2384716199782959,-0.6285907538493252,94.0,22.0,0.035,35.0,0.626984126984127,
lb_32_r2_0p50,32,0.5,0p50,full,Full,2007-01-04,2016-12-30,2432.0,0.11470088984273619,0.17645092645471944,-0.19610373516545732,0.7038143466320224,981.0,202.0,0.307,307.0,0.5966282894736842,
lb_32_r2_0p50,32,0.5,0p50,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50,32,0.5,0p50,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.11497572842319537,0.17223424637749704,-0.19610373516545765,0.7184050435648859,495.0,104.0,0.158,158.0,0.6071428571428571,
lb_32_r2_0p50,32,0.5,0p50,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.09124636787920481,0.16524692964241247,-0.19610373516545732,0.6115388081469508,320.0,58.0,0.084,84.0,0.5767195767195767,
lb_32_r2_0p50,32,0.5,0p50,last_1y,1Y,2015-12-22,2016-12-30,252.0,-0.020349262762306974,0.13958644895214545,-0.19610373516545765,-0.0768563218458136,114.0,21.0,0.029,29.0,0.5476190476190477,
lb_32_r2_0p60,32,0.6,0p60,full,Full,2007-01-04,2016-12-30,2432.0,0.09631292883392195,0.16409605512941552,-0.214029544427495,0.6425738503316325,1152.0,205.0,0.30300000000000005,303.0,0.5263157894736842,
lb_32_r2_0p60,32,0.6,0p60,last_10y,10Y,,2016-12-30,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p60,32,0.6,0p60,last_5y,5Y,2011-10-28,2016-12-30,1260.0,0.07073281256351005,0.15868286330413525,-0.21402954442749655,0.510301888097902,585.0,107.0,0.16,160.0,0.5357142857142857,
lb_32_r2_0p60,32,0.6,0p60,last_3y,3Y,2013-11-29,2016-12-30,756.0,0.06169338226814158,0.15214428338523808,-0.1930368180109968,0.46984270865427635,377.0,57.0,0.081,81.0,0.5013227513227513,
lb_32_r2_0p60,32,0.6,0p60,last_1y,1Y,2015-12-22,2016-12-30,252.0,0.010774718373534276,0.12293611399716321,-0.15964703032130967,0.14916699738810552,139.0,16.0,0.023,23.0,0.44841269841269843,
