candidate,baseline_candidate,lookback,r2_threshold,r2_label,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,ann_delta_full_pp,mdd_improve_full_pp,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,layer2_pass,pass_reason
lb_26_r2_none,lb_26_r2_none,26,,none,0.08378526819684629,-0.4027752207112,,,,insufficient rows: 2432 < 2520 trading days,0.017848673555556527,-0.40277522071119987,,-0.06953980611391508,-0.4027752207111993,,-0.3057135964639527,-0.3554999697223721,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no R2
lb_26_r2_0p10,lb_26_r2_none,26,0.1,0p10,0.06313949507577887,-0.43473227101238143,,,,insufficient rows: 2432 < 2520 trading days,-0.010591126196408784,-0.43473227101238054,,-0.069739366853383,-0.43473227101238077,,-0.31697189607909015,-0.3413558203181838,,-2.0645773121067412,-3.1957050301181456,,,-2.843979975196531,-3.195705030118068,-0.019956073946791886,-3.1957050301181456,-1.1258299615137468,1.4144149404188289,1,False,False,False,full_mdd=False;dd_windows=1;return_tol=False
lb_26_r2_0p15,lb_26_r2_none,26,0.15,0p15,0.08148985769157258,-0.4024635372798828,,,,insufficient rows: 2432 < 2520 trading days,0.020422728181920036,-0.4024635372798836,,-0.049992211636766704,-0.4024635372798836,,-0.2960113676116988,-0.3092313989670157,,-0.22954105052737095,0.03116834313171557,,,0.2574054626363509,0.031168343131626752,1.9547594477148378,0.03116834313157124,0.9702228852253914,4.626857075535639,4,True,True,True,pass
lb_26_r2_0p20,lb_26_r2_none,26,0.2,0p20,0.08453667706878476,-0.3909084431200125,,,,insufficient rows: 2432 < 2520 trading days,0.057199220080027535,-0.3909084431200125,,-0.023968645122938503,-0.3909084431200134,,-0.29019606275188814,-0.3172372551219965,,0.07514088719384748,1.1866777591187483,,,3.935054652447101,1.1866777591187372,4.557116099097658,1.1866777591185929,1.5517533712064546,3.826271460037556,4,True,True,True,pass
lb_26_r2_0p25,lb_26_r2_none,26,0.25,0p25,0.08920987547617276,-0.3239422026432043,,,,insufficient rows: 2432 < 2520 trading days,0.09745727217412026,-0.3239422026432055,,0.023908638985234543,-0.3239422026432047,,-0.23336419379080842,-0.32324081447294306,,0.5424607279326477,7.88330180679957,,,7.960859861856373,7.8833018067994365,9.344844509914962,7.883301806799459,7.2349402673144265,3.2259155249429017,4,True,True,True,pass
lb_26_r2_0p30,lb_26_r2_none,26,0.3,0p30,0.07380168566521372,-0.3041696470556855,,,,insufficient rows: 2432 < 2520 trading days,0.09663038536857727,-0.30416964705568483,,0.035888266205358565,-0.3041696470556843,,-0.22144652333273118,-0.3041696470556845,,-0.9983582531632562,9.860557365551447,,,7.878171181302074,9.860557365551504,10.542807231927364,9.860557365551504,8.42670731312215,5.133032266668758,4,True,True,True,pass
lb_26_r2_0p35,lb_26_r2_none,26,0.35,0p35,0.08757841540081879,-0.2891086107324604,,,,insufficient rows: 2432 < 2520 trading days,0.1049764015171315,-0.28910861073246075,,0.06694275717824794,-0.2891086107324605,,-0.1591162061610224,-0.2891086107324605,,0.3793147203972502,11.366660997873957,,,8.712772796157498,11.366660997873911,13.648256329216302,11.366660997873879,14.659739030293029,6.639135898991155,4,True,True,True,pass
lb_26_r2_0p40,lb_26_r2_none,26,0.4,0p40,0.09257959706902286,-0.28563382432484363,,,,insufficient rows: 2432 < 2520 trading days,0.10790675000865901,-0.28563382432484297,,0.058662256186891915,-0.28563382432484363,,-0.1538667185258722,-0.2856338243248431,,0.8794328872176571,11.714139638635634,,,9.005807645310249,11.71413963863569,12.8202062300807,11.714139638635569,15.184687793808049,6.9866145397529,4,True,True,True,pass
lb_26_r2_0p50,lb_26_r2_none,26,0.5,0p50,0.05294907954333916,-0.30219403249139287,,,,insufficient rows: 2432 < 2520 trading days,0.03914383145060252,-0.3021940324913934,,0.007543487503986146,-0.27526911270012977,,-0.1604592327345301,-0.27526911270013,,-3.0836188653507124,10.05811882198071,,,2.129515789504599,10.058118821980644,7.708329361790122,12.750610801106955,14.525436372942258,8.023085702224208,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_26_r2_0p60,lb_26_r2_none,26,0.6,0p60,0.022870887491656777,-0.30513200692012143,,,,insufficient rows: 2432 < 2520 trading days,0.02863448071740793,-0.305132006920121,,0.031128287654887066,-0.17953395835991504,,0.0032816875540999657,-0.17953395835991437,,-6.091438070518951,9.764321379107855,,,1.0785807161851402,9.764321379107887,10.066809376880215,22.32412623512843,30.899528401805266,17.59660113624577,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_28_r2_none,lb_28_r2_none,28,,none,0.09857397504333987,-0.36308997006504484,,,,insufficient rows: 2432 < 2520 trading days,0.014980238101832022,-0.3630899700650443,,-0.04011202544250281,-0.3630899700650435,,-0.2619347480859766,-0.3322353120529721,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no R2
lb_28_r2_0p10,lb_28_r2_none,28,0.1,0p10,0.09227686599264673,-0.31791141747945173,,,,insufficient rows: 2432 < 2520 trading days,0.03377512944757122,-0.31791141747945195,,-0.027834761360403193,-0.3179114174794526,,-0.22894558696204426,-0.26688894568719335,,-0.6297109050693139,4.517855258559312,,,1.8794891345739195,4.5178552585592335,1.2277264082099615,4.51785525855909,3.2989161123932353,6.534636636577873,4,True,True,True,pass
lb_28_r2_0p15,lb_28_r2_none,28,0.15,0p15,0.08420262117357402,-0.34613433986231157,,,,insufficient rows: 2432 < 2520 trading days,0.026188627577852452,-0.34613433986231223,,-0.05172637843765493,-0.34613433986231124,,-0.22444246570835324,-0.27278912067010097,,-1.4371353869765846,1.6955630202733274,,,1.120838947602043,1.6955630202732053,-1.1614352995152122,1.6955630202732275,3.7492282377623365,5.944619138287111,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_28_r2_0p20,lb_28_r2_none,28,0.2,0p20,0.0601110983506028,-0.2867236833486091,,,,insufficient rows: 2432 < 2520 trading days,0.030848574537129636,-0.2867236833486103,,-0.015064028546162844,-0.28672368334861087,,-0.15748683893119564,-0.27500220110883566,,-3.846287669273707,7.6366286716435745,,,1.5868336435297614,7.636628671643397,2.5047996896339964,7.636628671643264,10.444790915478098,5.723311094413641,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_28_r2_0p25,lb_28_r2_none,28,0.25,0p25,0.08034220484276533,-0.29327372248121186,,,,insufficient rows: 2432 < 2520 trading days,0.06442926037963947,-0.284688624350634,,0.013584180313086502,-0.2846886243506338,,-0.1734884321697533,-0.2846886243506336,,-1.8231770200574537,6.9816247583832975,,,4.944902227780745,7.840134571441027,5.3696205755589315,7.840134571440971,8.844631591622331,4.75466877023385,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_28_r2_0p30,lb_28_r2_none,28,0.3,0p30,0.07237937036862796,-0.3746167658584162,,,,insufficient rows: 2432 < 2520 trading days,0.07672350146856033,-0.2814349394385818,,0.028709276990317,-0.2814349394385822,,-0.11997843409497433,-0.28143493943858267,,-2.6194604674711908,-1.1526795793371347,,,6.174326336672831,8.165503062646252,6.882130243281981,8.16550306264613,14.195631399100229,5.080037261438941,3,False,False,False,full_mdd=False;dd_windows=3;return_tol=False
lb_28_r2_0p35,lb_28_r2_none,28,0.35,0p35,0.08336399970383424,-0.32656594363952984,,,,insufficient rows: 2432 < 2520 trading days,0.09814706016349994,-0.23624289281463406,,0.06491933151579543,-0.23624289281463395,,-0.05299206621938568,-0.23624289281463418,,-1.5209975339505633,3.6524026425515,,,8.316682206166792,12.684707725041022,10.503135695829824,12.684707725040955,20.894268186659094,9.599241923833791,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_28_r2_0p40,lb_28_r2_none,28,0.4,0p40,0.08864471316385747,-0.31353216012577345,,,,insufficient rows: 2432 < 2520 trading days,0.08775747499608166,-0.2650377984493427,,0.04877345427614865,-0.2650377984493426,,-0.12156291580169643,-0.2650377984493425,,-0.9929261879482398,4.955780993927139,,,7.277723689424964,9.805217161570157,8.888547971865146,9.80521716157009,14.037183228428018,6.719751360362958,4,True,True,True,pass
lb_28_r2_0p50,lb_28_r2_none,28,0.5,0p50,0.10092426114601971,-0.2630208809879706,,,,insufficient rows: 2432 < 2520 trading days,0.1039073319173871,-0.2072997034402897,,0.07125512347785312,-0.2058168143083119,,7.50844519465943e-05,-0.2058168143083119,,0.23502861026798438,10.006908907707423,,,8.892709381555509,15.57902666247546,11.136714892035593,15.727315575673162,26.20098325379232,12.641849774466019,4,True,True,True,pass
lb_28_r2_0p60,lb_28_r2_none,28,0.6,0p60,0.028341910901242606,-0.3866018325363313,,,,insufficient rows: 2432 < 2520 trading days,0.01897334011275431,-0.38660183253632996,,0.024306735477217956,-0.255250085559771,,0.10232728497258958,-0.11985038444008034,,-7.023206414209726,-2.351186247128645,,,0.3993102010922289,-2.351186247128567,6.441876091972077,10.783988450527248,36.42620330585662,21.238492761289173,2,False,False,False,full_mdd=False;dd_windows=2;return_tol=False
lb_30_r2_none,lb_30_r2_none,30,,none,0.08807543048693334,-0.38497096121335483,,,,insufficient rows: 2432 < 2520 trading days,0.050061480930956526,-0.3849709612133535,,-0.030469881823900313,-0.38497096121335495,,-0.22966085167450812,-0.3039922719095626,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no R2
lb_30_r2_0p10,lb_30_r2_none,30,0.1,0p10,0.05877626717029205,-0.3990494289515992,,,,insufficient rows: 2432 < 2520 trading days,0.03196583998637026,-0.39904942895159823,,-0.05253842153978738,-0.39904942895159856,,-0.21617634122574214,-0.2702108220227878,,-2.9299163316641286,-1.4078467738244393,,,-1.8095640944586266,-1.4078467738244727,-2.206853971588707,-1.4078467738243616,1.3484510448765974,3.3781449886774784,1,False,False,False,full_mdd=False;dd_windows=1;return_tol=False
lb_30_r2_0p15,lb_30_r2_none,30,0.15,0p15,0.08989773846376448,-0.3110555024688928,,,,insufficient rows: 2432 < 2520 trading days,0.07035373739158701,-0.3110555024688937,,-0.004800272857322874,-0.31105550246889346,,-0.14385205908112286,-0.2652007330761237,,0.1822307976831139,7.391545874446203,,,2.0292256460630487,7.391545874445981,2.566960896657744,7.391545874446148,8.580879259338525,3.8791538833438888,4,True,True,True,pass
lb_30_r2_0p20,lb_30_r2_none,30,0.2,0p20,0.07158281480287099,-0.36298558185102836,,,,insufficient rows: 2432 < 2520 trading days,0.054463110591279396,-0.36298558185102836,,-0.028477994567120413,-0.3629855818510278,,-0.1481905563402457,-0.27813709412640397,,-1.649261568406235,2.1985379362326474,,,0.440162966032287,2.198537936232514,0.19918872567799006,2.198537936232714,8.147029533426242,2.58551777831586,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_30_r2_0p25,lb_30_r2_none,30,0.25,0p25,0.09219231440851483,-0.3163106893588008,,,,insufficient rows: 2432 < 2520 trading days,0.10212748945352668,-0.31631068935880013,,0.009579565193540418,-0.31631068935880025,,-0.09845742845487593,-0.25368054116181715,,0.41168839215814934,6.866027185455403,,,5.206600852257015,6.866027185455337,4.004944701744073,6.86602718545547,13.120342321963218,5.031173074774542,4,True,True,True,pass
lb_30_r2_0p30,lb_30_r2_none,30,0.3,0p30,0.077137426640562,-0.2721230023704737,,,,insufficient rows: 2432 < 2520 trading days,0.10388377628280887,-0.27212300237047304,,0.04168703192469603,-0.2721230023704734,,-0.029368672204372226,-0.23739274412010003,,-1.0938003846371336,11.284795884288112,,,5.3822295351852345,11.284795884288046,7.2156913748596345,11.284795884288156,20.02921794701359,6.659952778946254,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_30_r2_0p35,lb_30_r2_none,30,0.35,0p35,0.06569487591235856,-0.34646342626892024,,,,insufficient rows: 2432 < 2520 trading days,0.1151704052832383,-0.22667049277259266,,0.057336338535888265,-0.22667049277259288,,-0.030419729263259088,-0.226670492772593,,-2.2380554574574774,3.8507534944434596,,,6.510892435228177,15.830046844076085,8.780622035978858,15.830046844076207,19.924112241124902,7.732177913696958,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_30_r2_0p40,lb_30_r2_none,30,0.4,0p40,0.06727035707245821,-0.31064582963293086,,,,insufficient rows: 2432 < 2520 trading days,0.11052361124078969,-0.23641011650315646,,0.04987693617632383,-0.23641011650315658,,-0.07763472000572358,-0.22835931750995153,,-2.080507341447513,7.432513158042397,,,6.046213030983316,14.856084471019704,8.034681800022414,14.856084471019837,15.202613166878454,7.563295439961104,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_30_r2_0p50,lb_30_r2_none,30,0.5,0p50,0.06688155283199126,-0.2668465869178944,,,,insufficient rows: 2432 < 2520 trading days,0.09575828213807402,-0.21665694442014216,,0.0546971136890837,-0.21665694442014183,,-0.03159165959905097,-0.21665694442014216,,-2.1193877654942073,11.81243742954604,,,4.56968012071175,16.831401679321132,8.516699551298402,16.83140167932131,19.806919207545715,8.733532748942041,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_30_r2_0p60,lb_30_r2_none,30,0.6,0p60,0.08482922867958198,-0.2778597362884174,,,,insufficient rows: 2432 < 2520 trading days,0.08251706188548158,-0.2778597362884182,,0.059872636505526655,-0.21471458653424902,,0.0757825248566597,-0.14097149756119576,,-0.32462018073513565,10.711122492493741,,,3.2455580954525054,10.71112249249353,9.034251832942697,17.02563746791059,30.54433765311678,16.302077434836683,4,True,True,True,pass
lb_32_r2_none,lb_32_r2_none,32,,none,0.1122433355611634,-0.4203664194391956,,,,insufficient rows: 2432 < 2520 trading days,0.03509936004923708,-0.42036641943919484,,-0.05004459012152318,-0.42036641943919517,,-0.16106419190154753,-0.24492507825419652,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,baseline/no R2
lb_32_r2_0p10,lb_32_r2_none,32,0.1,0p10,0.07892634818795186,-0.3224460117069168,,,,insufficient rows: 2432 < 2520 trading days,0.04635983197628035,-0.3224460117069152,,-0.008851477487993642,-0.3224460117069149,,-0.15493106080905727,-0.20741617827080805,,-3.3316987373211537,9.792040773227884,,,1.126047192704327,9.792040773227962,4.119311263352953,9.792040773228027,0.6133131092490252,3.7508899983388466,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p15,lb_32_r2_none,32,0.15,0p15,0.07519957012231515,-0.3217532235464564,,,,insufficient rows: 2432 < 2520 trading days,0.04180544595593716,-0.3217532235464565,,0.005339905516383192,-0.32175322354645797,,-0.1238037376719261,-0.23202003801483884,,-3.704376543884824,9.86131958927392,,,0.6706085906700077,9.861319589273831,5.538449563790637,9.86131958927372,3.726045422962143,1.290504023935768,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p20,lb_32_r2_none,32,0.2,0p20,0.07680399464023391,-0.28597144786494266,,,,insufficient rows: 2432 < 2520 trading days,0.06815521413011583,-0.2821095277323715,,0.03289804809679997,-0.28210952773237163,,-0.07842507196335691,-0.23447606243192753,,-3.5439340920929485,13.439497157425295,,,3.3055854080878744,13.825689170682331,8.294263821832315,13.825689170682354,8.263911993819061,1.044901582226898,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p25,lb_32_r2_none,32,0.25,0p25,0.0890090370303096,-0.3100762707239585,,,,insufficient rows: 2432 < 2520 trading days,0.08595104307587276,-0.25614022134271197,,0.0464296824501218,-0.25614022134271297,,-0.013162284403697488,-0.20891514420346646,,-2.323429853085379,11.029014871523712,,,5.0851683026635675,16.422619809648285,9.647427257164498,16.42261980964822,14.790190749785005,3.6009934050730052,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p30,lb_32_r2_none,32,0.3,0p30,0.07715884650853999,-0.29987782146882036,,,,insufficient rows: 2432 < 2520 trading days,0.0710359767676716,-0.26667517475246083,,0.02447123725269207,-0.2666751747524604,,-0.04801503143103303,-0.22007956794868166,,-3.50844890526234,12.048859797037526,,,3.593661671843451,15.369124468673402,7.451582737421525,15.369124468673478,11.30491604705145,2.484551030551485,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p35,lb_32_r2_none,32,0.35,0p35,0.09058229603186296,-0.3166805301168284,,,,insufficient rows: 2432 < 2520 trading days,0.09006550219659881,-0.30685681511859353,,0.03904770914901423,-0.3068568151185941,,-0.08776106600841826,-0.24495527461709488,,-2.166103952930043,10.368588932236722,,,5.496614214736173,11.35096043206013,8.90922992705374,11.35096043206011,7.330312589312927,-0.0030196362898360363,3,False,True,False,full_mdd=True;dd_windows=3;return_tol=False
lb_32_r2_0p40,lb_32_r2_none,32,0.4,0p40,0.06865412364693668,-0.3143651168294239,,,,insufficient rows: 2432 < 2520 trading days,0.07979488164227777,-0.2513083737377565,,0.05209949897624622,-0.2513083737377575,,-0.0970055658091693,-0.2384716199782959,,-4.358921191422671,10.60013026097717,,,4.469552159304069,16.905804570143836,10.214408909776939,16.90580457014377,6.405862609237822,0.6453458275900603,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
lb_32_r2_0p50,lb_32_r2_none,32,0.5,0p50,0.11470088984273619,-0.19610373516545732,,,,insufficient rows: 2432 < 2520 trading days,0.11497572842319537,-0.19610373516545765,,0.09124636787920481,-0.19610373516545732,,-0.020349262762306974,-0.19610373516545765,,0.24575542815727935,22.42626842737383,,,7.987636837395828,22.42626842737372,14.1290958000728,22.426268427373785,14.071492913924056,4.882134308873887,4,True,True,True,pass
lb_32_r2_0p60,lb_32_r2_none,32,0.6,0p60,0.09631292883392195,-0.214029544427495,,,,insufficient rows: 2432 < 2520 trading days,0.07073281256351005,-0.21402954442749655,,0.06169338226814158,-0.1930368180109968,,0.010774718373534276,-0.15964703032130967,,-1.5930406727241442,20.633687501170062,,,3.5633452514272967,20.633687501169828,11.173797238966475,22.732960142819834,17.18389102750818,8.527804793288684,4,False,True,False,full_mdd=True;dd_windows=4;return_tol=False
