candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,nav_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,trades,cost_total,turnover_total,avg_exposure_effective,avg_final_exposure,avg_nav_defense_scale_effective,avg_nav_defense_scale_next,defense_day_ratio,trigger_count,recovery_count,reason
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.25,nav_enter_0p075_exit_0p03_scale_0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.025997845820691978,0.04717464128407426,-0.05693195939419671,-0.5347071642730228,234.0,0.011122890333335723,11.122890333335723,0.20461309523809523,0.20461309523809523,0.25,0.25,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.05195747071080792,0.15015300769728818,-0.24995288221835688,0.4125575363340797,1578.0,0.2615972485207861,261.59724852078614,0.5370579769736842,0.5372635690789473,0.6796875,0.6794819078947368,0.640625,19.0,18.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.015454715687774456,0.14344668913137276,-0.18559022181009965,0.17893542492176506,880.0,0.13716086379776216,137.16086379776215,0.5256944444444445,0.5258928571428572,0.6527777777777778,0.6523809523809524,0.6944444444444444,9.0,8.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.046816368704222455,0.13544647624483855,-0.18559022181009954,0.40565323935052744,536.0,0.08221844101307743,82.21844101307744,0.5282738095238095,0.5287698412698413,0.6435185185185185,0.6435185185185185,0.7129629629629629,3.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.05327921978228978,0.09435095268162709,-0.11148225746635432,-0.5327886262754725,234.0,0.022089811411938998,22.089811411938996,0.40922619047619047,0.40922619047619047,0.5,0.5,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.0795527549057169,0.1750273746633848,-0.25807466203847584,0.5250169723006817,1578.0,0.3147447759257149,314.7447759257149,0.6587942023026315,0.6591025904605263,0.83984375,0.8397409539473685,0.640625,19.0,18.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.035638243704954053,0.16732287792661144,-0.2236368721986276,0.29323518191218184,880.0,0.17094216671285012,170.9421667128501,0.6603670634920635,0.6607638888888889,0.8263888888888888,0.8261904761904761,0.6944444444444444,9.0,8.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0527583189324734,0.16235570249162945,-0.22363687219862693,0.39810331688706124,536.0,0.10452236561052583,104.52236561052585,0.667906746031746,0.6686507936507936,0.8217592592592593,0.8217592592592593,0.7129629629629629,3.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.0817168214592785,0.14152893773138983,-0.16369137969937986,-0.530870142923422,234.0,0.032902311998630716,32.902311998630715,0.6138392857142857,0.6138392857142857,0.75,0.75,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,-0.010057272804063211,0.1354698470040743,-0.3234470945237201,-0.00676960593467081,285.0,0.1847936711114188,184.7936711114188,0.3469366776315789,0.3469366776315789,0.42105263157894735,0.4206414473684211,0.5789473684210527,29.0,28.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,-0.023837948279333165,0.12878242283730182,-0.3019211612189896,-0.12265018385490982,126.0,0.08287641248987557,82.87641248987555,0.30734126984126986,0.30714285714285716,0.36904761904761907,0.3682539682539683,0.6309523809523809,13.0,12.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.047047564735978264,0.1148030300259466,-0.12127362428080413,0.4578855347990039,57.0,0.042553501151117,42.553501151117,0.2880291005291005,0.2880291005291005,0.33201058201058203,0.33201058201058203,0.667989417989418,4.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,full,Full,2016-12-30,2007-01-04,2432.0,0.01991846499304728,0.1406704095943454,-0.24968107410269424,0.2106569420140133,1475.0,0.23173605990454585,231.73605990454584,0.4553351151315789,0.4554379111842105,0.5657894736842105,0.5654810855263158,0.5789473684210527,29.0,28.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_5y,5Y,2016-12-30,2011-10-28,1260.0,-0.0028688702719052994,0.13386785285738412,-0.22251282577850184,0.04576015767433296,831.0,0.11397520725316151,113.97520725316153,0.429265873015873,0.429265873015873,0.5267857142857143,0.5261904761904762,0.6309523809523809,13.0,12.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05180027122701314,0.12118700115822163,-0.14855884934875507,0.47736797958009947,511.0,0.0640351886308114,64.03518863081139,0.41790674603174605,0.4181547619047619,0.4990079365079365,0.4990079365079365,0.667989417989418,4.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.025997845820691978,0.04717464128407426,-0.05693195939419671,-0.5347071642730228,234.0,0.011122890333335723,11.122890333335723,0.20461309523809523,0.20461309523809523,0.25,0.25,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.049354881959717156,0.15557457699704635,-0.24907946545764303,0.3875832962973887,1475.0,0.27770117564856356,277.70117564856355,0.563733552631579,0.5639391447368421,0.7105263157894737,0.7103207236842105,0.5789473684210527,29.0,28.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.01727054948072082,0.1483265634798983,-0.18559022181009988,0.18988037990426876,831.0,0.14454973104130536,144.54973104130534,0.5511904761904762,0.5513888888888889,0.6845238095238095,0.6841269841269841,0.6309523809523809,13.0,12.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05508248088228607,0.13876732387082016,-0.18559022181009854,0.4558762564570211,511.0,0.08518085706985903,85.18085706985903,0.5477843915343915,0.5482804232804233,0.666005291005291,0.666005291005291,0.667989417989418,4.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.05327921978228978,0.09435095268162709,-0.11148225746635432,-0.5327886262754725,234.0,0.022089811411938998,22.089811411938996,0.40922619047619047,0.40922619047619047,0.5,0.5,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.0781543095864543,0.17775840530741588,-0.2530775821610285,0.5123676122599801,1475.0,0.322691078542217,322.6910785422169,0.672131990131579,0.6724403782894737,0.8552631578947368,0.8551603618421053,0.5789473684210527,29.0,28.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03651080977776244,0.16978126432894203,-0.22363687219862827,0.29638301297939545,831.0,0.17460215844805854,174.60215844805853,0.6731150793650794,0.6735119047619048,0.8422619047619048,0.8420634920634921,0.6309523809523809,13.0,12.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.056871800026021324,0.16398244729143666,-0.2236368721986277,0.4195354480181759,511.0,0.10599272034551585,105.99272034551585,0.6776620370370371,0.6784060846560847,0.8330026455026455,0.8330026455026455,0.667989417989418,4.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.0817168214592785,0.14152893773138983,-0.16369137969937986,-0.530870142923422,234.0,0.032902311998630716,32.902311998630715,0.6138392857142857,0.6138392857142857,0.75,0.75,1.0,0.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p1_exit_0p03_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.1,0.03,0.0,nav_enter_0p1_exit_0p03_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,-0.0062448919588599106,0.1430670557989833,-0.34147030874634077,0.027778001646915143,294.0,0.18282553089539627,182.8255308953963,0.3863075657894737,0.3863075657894737,0.4798519736842105,0.47944078947368424,0.5201480263157895,13.0,12.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p1_exit_0p03_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.1,0.03,0.0,nav_enter_0p1_exit_0p03_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p1_exit_0p03_scale_0p00,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.1,0.03,0.0,nav_enter_0p1_exit_0p03_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,-0.040487350051155224,0.1375634588092507,-0.3414703087463399,-0.2313658871615966,137.0,0.08890099533910464,88.90099533910464,0.34563492063492063,0.34543650793650793,0.4238095238095238,0.423015873015873,0.5761904761904761,7.0,6.0,
