candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,nav_label,ann_return_full,max_dd_full,reason_full,trades_full,cost_total_full,turnover_total_full,avg_exposure_effective_full,avg_final_exposure_full,avg_nav_defense_scale_effective_full,avg_nav_defense_scale_next_full,defense_day_ratio_full,trigger_count_full,recovery_count_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,avg_exposure_effective_last_10y,avg_final_exposure_last_10y,avg_nav_defense_scale_effective_last_10y,avg_nav_defense_scale_next_last_10y,defense_day_ratio_last_10y,trigger_count_last_10y,recovery_count_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,avg_exposure_effective_last_5y,avg_final_exposure_last_5y,avg_nav_defense_scale_effective_last_5y,avg_nav_defense_scale_next_last_5y,defense_day_ratio_last_5y,trigger_count_last_5y,recovery_count_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,avg_exposure_effective_last_3y,avg_final_exposure_last_3y,avg_nav_defense_scale_effective_last_3y,avg_nav_defense_scale_next_last_3y,defense_day_ratio_last_3y,trigger_count_last_3y,recovery_count_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,avg_exposure_effective_last_1y,avg_final_exposure_last_1y,avg_nav_defense_scale_effective_last_1y,avg_nav_defense_scale_next_last_1y,defense_day_ratio_last_1y,trigger_count_last_1y,recovery_count_last_1y,ann_delta_full_pp,mdd_improve_full_pp,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,material_defense,layer7_pass,pass_reason,selection_role
lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_enter_0p2_exit_0p05_scale_0p50,lb_28_r2_none_buf_1p15_entry_0p25_decay_off_nav_off,main_line_r2_removed,28,,none,1.15,1p15,0.25,0p25,False,,,,1.0,decay_off,True,0.2,0.05,0.5,nav_enter_0p2_exit_0p05_scale_0p50,0.09937082852527146,-0.250563794278291,,883.0,0.32668034009455005,326.68034009455005,0.7104235197368421,0.7106291118421053,0.9058388157894737,0.9056332236842105,0.18832236842105263,2.0,1.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.06002246155019697,-0.22879869950403586,,529.0,0.17478156338232434,174.78156338232435,0.6974206349206349,0.6976190476190476,0.8781746031746032,0.8777777777777778,0.24365079365079365,1.0,0.0,0.06591981162208427,-0.2287986995040353,,391.0,0.09711083545354912,97.11083545354913,0.6448412698412699,0.6451719576719577,0.796957671957672,0.7962962962962963,0.4060846560846561,1.0,0.0,-0.05327921978228978,-0.11148225746635432,,234.0,0.022089811411938998,22.089811411938996,0.40922619047619047,0.40922619047619047,0.5,0.5,1.0,0.0,0.0,-0.6928336666116808,4.422853148130423,,,0.515774854252693,3.3393223464912247,0.8690231198080323,3.3393223464913024,5.7845628168022305,10.208425590543568,4,True,True,True,True,pass,selected_drawdown_nav_defense_pass
lb_28_r2_none_buf_1p15_entry_0p75_decay_off_nav_enter_0p15_exit_0p1_scale_0p75,lb_28_r2_none_buf_1p15_entry_0p75_decay_off_nav_off,return_watch_line_r2_removed,28,,none,1.15,1p15,0.75,0p75,False,,,,1.0,decay_off,True,0.15,0.1,0.75,nav_enter_0p15_exit_0p1_scale_0p75,0.10415868044379883,-0.2905350450427151,,932.0,0.36564589484209975,365.6458948420998,0.8193616365131579,0.8196700246710527,0.9435649671052632,0.9434621710526315,0.22574013157894737,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.03720431446689609,-0.290535045042716,,567.0,0.20073815072223955,200.73815072223954,0.8168154761904762,0.8168154761904762,0.9232142857142858,0.9230158730158731,0.30714285714285716,6.0,5.0,0.017260689837147236,-0.2905350450427142,,382.0,0.1198687590491668,119.8687590491668,0.8035714285714286,0.8035714285714286,0.90244708994709,0.9021164021164021,0.39021164021164023,4.0,3.0,-0.16325028745289205,-0.23480018052943652,,203.0,0.038229561795199304,38.2295617951993,0.7254464285714286,0.7244543650793651,0.7966269841269841,0.7956349206349206,0.8134920634920635,2.0,1.0,-0.8507973458282025,1.311977844328871,,,-0.9088323960403377,1.0570386039906787,-0.31883255234330665,1.0570386039907453,1.8556172563646056,3.439732087205871,4,True,True,True,True,pass,return_watch_nav_defense_pass
