date,candidate,baseline_candidate,line_id,line_role,overheat_direction,overheat_parameter_label,overheat_enabled,lookback,r2_threshold,switch_buffer,entry_fraction,score_max,decay_label,nav_label,position_before,fraction_before,position,holding_fraction,actual_position_before,actual_position_next,score_decay_multiplier_effective,score_decay_multiplier_next,nav_defense_scale_effective,nav_defense_scale_next,overheat_rule_scale_effective,overheat_rule_scale_next,overheat_rule_on_effective,overheat_rule_on_next,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_enter_threshold,overheat_exit_threshold,combined_overlay_scale_effective,combined_overlay_scale_next,asset_return,gross_return,turnover,cost,return,nav,exposure_effective,final_exposure_after_overheat,effect_vs_baseline
2019-08-20,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.007795380191040424,0.007795380191040424,0.0,0.0,0.007795380191040424,0.9743536283122125,1.0,1.0,False
2019-08-21,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.003164420123660472,-0.003164420123660472,0.0,0.0,-0.003164420123660472,0.9712703640832198,1.0,1.0,False
2019-08-22,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0025395077899371676,-0.0025395077899371676,0.0,0.0,-0.0025395077899371676,0.9688038154274953,1.0,1.0,False
2019-08-23,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.019589847185487175,0.019589847185487175,0.0,0.0,0.019589847185487175,0.9877825341244368,1.0,1.0,False
2019-08-26,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.00013875475282665306,0.00013875475282665306,0.0,0.0,0.00013875475282665306,0.9879195936458057,1.0,1.0,False
2019-08-27,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.00957073902105865,0.00957073902105865,0.0,0.0,0.00957073902105865,0.99737471425038,1.0,1.0,False
2019-08-28,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,GLD,1.0,GLD,GLD,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.002816539407023644,-0.002816539407023644,0.0,0.0,-0.002816539407023644,0.9945655690641249,1.0,1.0,False
2019-08-29,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,GLD,1.0,CN_CYB_399006,0.75,GLD,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.007164566813753437,-0.007164566813753437,1.75,0.00175,-0.008902028821829444,0.9857119177031168,1.0,0.75,False
2019-08-30,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,0.75,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0061448860481471135,-0.004608664536110335,0.25,0.00025,-0.004857512369976225,0.980923809869641,0.75,1.0,False
2019-09-02,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.025693711589794388,0.025693711589794388,0.0,0.0,0.025693711589794388,1.006127383331994,1.0,1.0,False
2019-09-03,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0049264959541002185,0.0049264959541002185,0.0,0.0,0.0049264959541002185,1.0110840658152884,1.0,1.0,False
2019-09-04,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0054082376251933795,0.0054082376251933795,0.0,0.0,0.0054082376251933795,1.0165522487022642,1.0,1.0,False
2019-09-05,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.011764635410114854,0.011764635410114854,0.0,0.0,0.011764635410114854,1.0285116152835787,1.0,1.0,False
2019-09-06,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.001888635623575441,0.001888635623575441,0.0,0.0,0.001888635623575441,1.0304540989594644,1.0,1.0,False
2019-09-09,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.02422233252966488,0.02422233252966488,0.0,0.0,0.02422233252966488,1.0554141008010167,1.0,1.0,False
2019-09-10,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.004569503181920509,-0.004569503181920509,0.0,0.0,-0.00456950318192062,1.0505913827091626,1.0,1.0,False
2019-09-11,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.01261802226846187,-0.01261802226846187,0.0,0.0,-0.01261802226846187,1.0373349972470842,1.0,1.0,False
2019-09-12,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.004126700869953037,0.004126700869953037,0.0,0.0,0.004126700869953037,1.0416157684826566,1.0,1.0,False
2019-09-16,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.002221481728312824,0.002221481728312824,0.0,0.0,0.002221481728312824,1.0439296988802633,1.0,1.0,False
2019-09-17,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.02122062331935337,-0.02122062331935337,0.0,0.0,-0.02122062331935326,1.0217768599684394,1.0,1.0,False
2019-09-18,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0007866554627857791,0.0007866554627857791,0.0,0.0,0.0007866554627857791,1.0225806463170817,1.0,1.0,False
2019-09-19,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,CN_CYB_399006,1.0,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.01565523935425861,0.01565523935425861,0.0,0.0,0.01565523935425861,1.0385893910942081,1.0,1.0,False
2019-09-20,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CN_CYB_399006,1.0,EWJ,0.75,CN_CYB_399006,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0003224671669793677,-0.0003224671669793677,1.75,0.00175,-0.002071902849437035,1.036437534775405,1.0,0.75,False
2019-09-23,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,0.75,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.00105360540423316,-0.00079020405317487,0.25,0.00025,-0.0010400065021615168,1.0353596330001542,0.75,1.0,False
2019-09-24,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0014061850173994195,0.0014061850173994195,0.0,0.0,0.0014061850173994195,1.0368155402036991,1.0,1.0,False
2019-09-25,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.00403722168890619,0.00403722168890619,0.0,0.0,0.00403722168890619,1.0410013943900045,1.0,1.0,False
2019-09-26,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.001748360103765778,0.001748360103765778,0.0,0.0,0.001748360103765778,1.0428214396959206,1.0,1.0,False
2019-09-27,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.014310726815457087,-0.014310726815457087,0.0,0.0,-0.014310726815457087,1.0278979069551306,1.0,1.0,False
2019-09-30,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0046034335520952485,0.0046034335520952485,0.0,0.0,0.0046034335520952485,1.0326297666681363,1.0,1.0,False
2019-10-08,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.012513235408169954,-0.012513235408169954,0.0,0.0,-0.012513235408169843,1.0197082273083344,1.0,1.0,False
2019-10-09,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.008745516572261192,0.008745516572261192,0.0,0.0,0.008745516572261192,1.0286261025091306,1.0,1.0,False
2019-10-10,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0012386623544260456,-0.0012386623544260456,0.0,0.0,-0.0012386623544260456,1.0273519820791726,1.0,1.0,False
2019-10-11,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.01240025833936964,0.01240025833936964,0.0,0.0,0.01240025833936964,1.0400914120624178,1.0,1.0,False
2019-10-14,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,CASH,0.0,EWJ,CASH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.004374375447853351,-0.004374375447853351,1.0,0.001,-0.005370001072405484,1.034506120064243,1.0,0.0,False
2019-10-15,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CASH,0.0,CASH,0.0,CASH,CASH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.034506120064243,0.0,0.0,False
2019-10-16,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CASH,0.0,EWJ,0.75,CASH,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0,0.0,0.75,0.00075,-0.0007499999999999174,1.0337302404741948,0.0,0.75,False
2019-10-17,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,0.75,EWJ,1.0,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0026029335253070496,-0.0019522001439802872,0.25,0.00025,-0.0022017120939442636,1.031454264101867,0.75,1.0,False
2019-10-18,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,1.0,CASH,0.0,EWJ,CASH,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0019136966154815749,-0.0019136966154815749,1.0,0.001,-0.0029117829188661792,1.0284508931940635,1.0,0.0,False
2019-10-21,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,CASH,0.0,EWJ,0.75,CASH,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0,0.0,0.75,0.00075,-0.0007499999999999174,1.027679555024168,0.0,0.75,False
2019-10-22,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,0.75,EWJ,0.75,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.001211574668187998,0.0009086810011409985,0.0,0.0,0.000908681001140943,1.0286133879110795,0.75,0.75,False
2019-10-23,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,0.75,EWJ,0.75,EWJ,EWJ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0041487027815796385,0.003111527086184729,0.0,0.0,0.0031115270861847844,1.0318139463287772,0.75,0.75,False
2019-10-24,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWJ,0.75,EWG,0.75,EWJ,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0005163117671709294,0.00038723382537819706,1.5,0.0015,-0.0011133470253599231,1.0306651793409072,0.75,0.75,False
2019-10-25,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,0.75,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.001756785667717753,-0.0013175892507883147,0.25,0.00025,-0.001567259853475611,1.0290498591829509,0.75,1.0,False
2019-10-28,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.006335843956480902,0.006335843956480902,0.0,0.0,0.006335843956480902,1.0355697585141728,1.0,1.0,False
2019-10-29,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.002798201678133383,-0.002798201678133383,0.0,0.0,-0.002798201678133494,1.0326720254780741,1.0,1.0,False
2019-10-30,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0038582446937485138,0.0038582446937485138,0.0,0.0,0.0038582446937485138,1.0366563268407574,1.0,1.0,False
2019-10-31,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0024457028014370774,-0.0024457028014370774,0.0,0.0,-0.0024457028014370774,1.0341209735580754,1.0,1.0,False
2019-11-01,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.00805602161627883,0.00805602161627883,0.0,0.0,0.00805602161627883,1.0424518744749065,1.0,1.0,False
2019-11-04,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.010076437052977782,0.010076437052977782,0.0,0.0,0.010076437052977782,1.0529560751688116,1.0,1.0,False
2019-11-05,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.004128074492948941,-0.004128074492948941,0.0,0.0,-0.00412807449294883,1.0486093940527117,1.0,1.0,False
2019-11-06,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0006910069536270047,0.0006910069536270047,0.0,0.0,0.0006910069536270047,1.0493339904356407,1.0,1.0,False
2019-11-07,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.004832464911541656,0.004832464911541656,0.0,0.0,0.004832464911541656,1.054404860124909,1.0,1.0,False
2019-11-08,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0030915890707488014,-0.0030915890707488014,0.0,0.0,-0.0030915890707488014,1.0511450735832024,1.0,1.0,False
2019-11-11,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0031014094148299476,-0.0031014094148299476,0.0,0.0,-0.0031014094148299476,1.0478850423556394,1.0,1.0,False
2019-11-12,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,EWG,1.0,EWG,EWG,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0003457423064747722,0.0003457423064747722,0.0,0.0,0.0003457423064747722,1.0482473405471038,1.0,1.0,False
2019-11-13,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,EWG,1.0,QQQ,0.75,EWG,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.002073347820650495,-0.002073347820650495,1.75,0.00175,-0.003819719461964466,1.0442433297794635,1.0,0.75,False
2019-11-14,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,QQQ,0.75,QQQ,1.0,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,-0.0007935012640467587,-0.000595125948035069,0.25,0.00025,-0.0008449771665478556,1.04336096800948,0.75,1.0,False
2019-11-15,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0073473321798056546,0.0073473321798056546,0.0,0.0,0.0073473321798056546,1.0510268876248892,1.0,1.0,False
2019-11-18,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0007886523618980679,0.0007886523618980679,0.0,0.0,0.0007886523618980679,1.051855782462233,1.0,1.0,False
2019-11-19,A_clean_scoremax_5_overheat_off,A_clean_scoremax_5_overheat_off,A_clean,A_clean,baseline,overheat_off,False,28,0.5,1.0,0.75,5.0,decay_off,nav_off,QQQ,1.0,QQQ,1.0,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,,,False,,,1.0,1.0,0.0014772645581742072,0.0014772645581742072,0.0,0.0,0.0014772645581742072,1.0534096517299751,1.0,1.0,False
