candidate,candidate_type,lookback,r2_threshold,switch_buffer,notes,ann_return_full,max_dd_full,reason_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y
lb_28_r2_0p50_buf_1p00,layer2_carried_baseline,28,0.5,1.0,Layer2 carried primary line before switch buffer,0.10092421030037846,-0.263020759917026,,,,insufficient rows: 2432 < 2520 trading days,0.10390699008030158,-0.20729986340862616,,0.07125425340528535,-0.20581668109433926,,7.520639264080309e-05,-0.20581668109433982,
lb_28_r2_0p50_buf_1p05,layer3_primary_original_buffer,28,0.5,1.05,Layer2 primary with original switch buffer 1.05,0.10448872994436043,-0.2770488446000583,,,,insufficient rows: 2432 < 2520 trading days,0.10577762926085121,-0.2058166810943396,,0.08199177264466728,-0.20581668109433915,,0.006748472563994579,-0.20581668109433982,
lb_28_r2_0p40_buf_1p05,r2_neighbor_original_buffer,28,0.4,1.05,R2 neighbor with original switch buffer 1.05,0.09514875276736934,-0.3265990152305658,,,,insufficient rows: 2432 < 2520 trading days,0.09578375530099503,-0.2650377196374192,,0.07423677143630569,-0.2650377196374193,,-0.11570154300512658,-0.26503771963741984,
lb_32_r2_0p50_buf_1p05,return_peak_watch_original_buffer,32,0.5,1.05,Return peak watch line with original switch buffer 1.05,0.11732276608480463,-0.19610331505200573,,,,insufficient rows: 2432 < 2520 trading days,0.11117207549384744,-0.19610331505200596,,0.08377419283009813,-0.19610331505200562,,-0.03059528963305236,-0.19610331505200607,
orig_layer3_lb25_r2_0p20_buf_1p05,original_layer3_switch_buffer,25,0.2,1.05,Original first-layer parameter plus original R2 0.20 and switch buffer 1.05,0.0970575890823564,-0.34544948386263197,,,,insufficient rows: 2432 < 2520 trading days,0.08362067887654079,-0.3454494838626325,,-0.005144571949816545,-0.34544948386263263,,-0.23281619131649645,-0.30902220071738196,
orig_full_v1_1_reference,original_full_strategy_reference,25,0.2,,"Full official V1.1 chain; reference only, not Layer3 pass baseline",0.11842130190224753,-0.3696383143475923,,,,insufficient rows: 2432 < 2520 trading days,0.1261108603989387,-0.3696383143475921,,0.034126726008824715,-0.3696383143475924,,-0.2697521870392585,-0.3696383143475922,
