start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,holding_day_ratio,cash_days,trade_days,avg_turnover,turnover_total,cost_total,candidate,segment,score_max,score_min,lookback,r2,switch_buffer,initial_entry_fraction,overheat,target_vol
2011-12-09,2026-09-02,3578,0.10357063005576217,0.2191221489308164,0.5592947072065259,-0.5484807969776636,0.9689770821688094,0.9689770821688094,111,507,0.28032420346562326,1003.0,1.0030000000000001,score_max_2,full,2,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.15880522330111035,0.20926583098302712,0.8088163907696512,-0.2600163646831629,1.0,1.0,0,421,0.3341269841269841,842.0,0.8420000000000001,score_max_2,last_10y,2,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.20322486716663257,0.22421403717445687,0.936924203017086,-0.26001636468316347,1.0,1.0,0,237,0.3761904761904762,474.0,0.47400000000000003,score_max_2,last_5y,2,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.2717659397542509,0.23155854075010113,1.1538929427309146,-0.22005002765059267,1.0,1.0,0,155,0.41005291005291006,310.0,0.31000000000000005,score_max_2,last_3y,2,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.07249403294261003,0.27813225258334984,0.3905210070658188,-0.22005002765059267,1.0,1.0,0,64,0.5079365079365079,128.0,0.128,score_max_2,last_1y,2,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.17822343678077956,0.23652846465022812,0.8118067008172756,-0.4813950494313969,0.9751257685858021,0.9751257685858021,89,440,0.24287311347121296,869.0,0.8690000000000001,score_max_3,full,3,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.24268645650130471,0.225129247116715,1.077722779402443,-0.280911370308368,1.0,1.0,0,362,0.2873015873015873,724.0,0.724,score_max_3,last_10y,3,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.2951708925251717,0.24172086999890616,1.1906007176082611,-0.2809113703083682,1.0,1.0,0,203,0.32222222222222224,406.0,0.406,score_max_3,last_5y,3,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.3836902519322878,0.25545624154189567,1.3991475308493593,-0.15852378177262139,1.0,1.0,0,138,0.36507936507936506,276.0,0.276,score_max_3,last_3y,3,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.16087162723603488,0.30484719473921673,0.6415275711793554,-0.14674175784273136,1.0,1.0,0,60,0.47619047619047616,120.0,0.12000000000000001,score_max_3,last_1y,3,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.2137567191871883,0.2492271536232223,0.9014559153492138,-0.4760989922931418,0.9787590832867524,0.9787590832867524,76,385,0.2121296813862493,759.0,0.759,score_max_4,full,4,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.27586216336334135,0.23957416280035507,1.135815250914466,-0.2384574969188853,1.0,1.0,0,314,0.2492063492063492,628.0,0.628,score_max_4,last_10y,4,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.3847834593749049,0.26535318823252935,1.3577385569322915,-0.2384574969188853,1.0,1.0,0,174,0.2761904761904762,348.0,0.34800000000000003,score_max_4,last_5y,4,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.45156083959226967,0.28672320109526855,1.4408022016249706,-0.16377427200035177,1.0,1.0,0,113,0.29894179894179895,226.0,0.226,score_max_4,last_3y,4,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.14886794485500787,0.3095758933049676,0.6027723294759895,-0.16377427200035266,1.0,1.0,0,47,0.373015873015873,94.0,0.094,score_max_4,last_1y,4,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.23921294748910404,0.25126725875934997,0.9788249183863832,-0.46423411982803287,0.980715483510341,0.980715483510341,69,360,0.19815539407490218,709.0,0.7090000000000001,score_max_4p5,full,4.5,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.3062869178988523,0.2399816262584112,1.232580844962237,-0.2284820915548248,1.0,1.0,0,291,0.23095238095238096,582.0,0.5820000000000001,score_max_4p5,last_10y,4.5,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.4665182071083245,0.2652514840293707,1.5746211049901522,-0.22848209155482457,1.0,1.0,0,157,0.2492063492063492,314.0,0.314,score_max_4p5,last_5y,4.5,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6074511484063718,0.2867644951650933,1.7969372768144403,-0.15852378177262083,1.0,1.0,0,102,0.2698412698412698,204.0,0.20400000000000001,score_max_4p5,last_3y,4.5,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.41447236466124715,0.3095572429757984,1.2753115378834747,-0.15337104448115801,1.0,1.0,0,43,0.3412698412698413,86.0,0.086,score_max_4p5,last_1y,4.5,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.26887919630600443,0.25460504438911274,1.0622269991800415,-0.3979226332491812,0.9821129122414757,0.9821129122414757,64,349,0.19256567915036332,689.0,0.689,score_max_5,full,5,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.3453316315428874,0.24231764211886048,1.344651479265608,-0.21482886172980264,1.0,1.0,0,286,0.22698412698412698,572.0,0.5720000000000001,score_max_5,last_10y,5,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.49146386624645033,0.26839790822800824,1.62217662713134,-0.21482886172980264,1.0,1.0,0,155,0.24603174603174602,310.0,0.31000000000000005,score_max_5,last_5y,5,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6083141897867106,0.29149854821173,1.7742172088624086,-0.17184869163190497,1.0,1.0,0,101,0.2671957671957672,202.0,0.202,score_max_5,last_3y,5,-inf,25,off,1.0,1.0,off,off
