start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,holding_day_ratio,cash_days,trade_days,avg_turnover,turnover_total,cost_total,candidate,segment,score_max,score_min,lookback,r2,switch_buffer,initial_entry_fraction,overheat,target_vol
2025-08-20,2026-09-02,252,0.38262812318433603,0.31939981087959024,1.1742666235037937,-0.17184869163190486,1.0,1.0,0,45,0.35714285714285715,90.0,0.09000000000000001,score_max_5,last_1y,5,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.2763887809334038,0.2556405863696988,1.082074447500865,-0.397922633249181,0.9829513694801565,0.9829513694801565,61,336,0.18585802124091672,665.0,0.665,score_max_5p5,full,5.5,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.36254366712955144,0.2434088738310803,1.3920103293586854,-0.20432103555014436,1.0,1.0,0,275,0.21825396825396826,550.0,0.55,score_max_5p5,last_10y,5.5,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.5154320751308703,0.26947778092925095,1.6760361027240633,-0.20432103555014514,1.0,1.0,0,145,0.23015873015873015,290.0,0.29000000000000004,score_max_5p5,last_5y,5.5,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6391902006888142,0.2933583247630654,1.8298118102106884,-0.17686362897116148,1.0,1.0,0,96,0.25396825396825395,192.0,0.192,score_max_5p5,last_3y,5.5,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.502342701804209,0.3174146109967122,1.4414942509364284,-0.17686362897116148,1.0,1.0,0,43,0.3412698412698413,86.0,0.08600000000000001,score_max_5p5,last_1y,5.5,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.26892761329631387,0.2567330113129827,1.0556957678634484,-0.3974227765727587,0.9840693124650642,0.9840693124650642,57,330,0.1819452207937395,651.0,0.651,score_max_6,full,6,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.33567398777741153,0.24403249530243862,1.3073636439100982,-0.21194767734914188,1.0,1.0,0,265,0.21031746031746032,530.0,0.53,score_max_6,last_10y,6,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.49372019732237904,0.26952652909247965,1.6221552538102173,-0.20432103555014514,1.0,1.0,0,138,0.21904761904761905,276.0,0.276,score_max_6,last_5y,6,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.5812621315698536,0.293285883567125,1.7072825496252464,-0.17222095229252765,1.0,1.0,0,93,0.24603174603174602,186.0,0.186,score_max_6,last_3y,6,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.42026193870061834,0.3182487084981124,1.2617206466601603,-0.17222095229252732,1.0,1.0,0,40,0.31746031746031744,80.0,0.08000000000000002,score_max_6,last_1y,6,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.25504171305671797,0.2587530322655853,1.0069184478403093,-0.4531953295017025,0.9860257126886529,0.9860257126886529,50,322,0.17747344885410843,635.0,0.635,score_max_6p5,full,6.5,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.3236171153206404,0.24498776355686483,1.26618003529993,-0.21194767734914188,1.0,1.0,0,261,0.20714285714285716,522.0,0.522,score_max_6p5,last_10y,6.5,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.46427172189202603,0.27146044633294936,1.5391036839396084,-0.20432103555014391,1.0,1.0,0,134,0.2126984126984127,268.0,0.268,score_max_6p5,last_5y,6.5,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.5336008067185547,0.29645366821544283,1.588836985625192,-0.1736108927133312,1.0,1.0,0,89,0.23544973544973544,178.0,0.178,score_max_6p5,last_3y,6.5,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.3399022414409023,0.3253942884130396,1.0620157960089092,-0.17361089271333097,1.0,1.0,0,38,0.30158730158730157,76.0,0.07600000000000001,score_max_6p5,last_1y,6.5,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.25951603265243794,0.2618723151198897,1.0116880336487428,-0.4508922959658773,0.9877026271660145,0.9877026271660145,44,312,0.17300167691447735,619.0,0.619,score_max_7,full,7,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.3152824983900899,0.2479395050776758,1.2286828179888174,-0.20432103555014447,1.0,1.0,0,253,0.2007936507936508,506.0,0.506,score_max_7,last_10y,7,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.4701089110980152,0.2759197716175586,1.5332992993509824,-0.20432103555014525,1.0,1.0,0,129,0.20476190476190476,258.0,0.258,score_max_7,last_5y,7,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.5854822992011413,0.29769472118789286,1.6954068002483846,-0.16890475391354365,1.0,1.0,0,84,0.2222222222222222,168.0,0.168,score_max_7,last_3y,7,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.4081824543557615,0.3240456108874371,1.2186767072235156,-0.16890475391354332,1.0,1.0,0,35,0.2777777777777778,70.0,0.07,score_max_7,last_1y,7,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.2796337691330866,0.26625131999022744,1.0589525791227814,-0.45420202104411067,0.9907769703745108,0.9907769703745108,33,307,0.16908887646730017,605.0,0.605,score_max_8,full,8,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.3224382199173581,0.252965669804354,1.2307100533449262,-0.2342752103218516,1.0,1.0,0,246,0.19523809523809524,492.0,0.492,score_max_8,last_10y,8,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.5089270465697462,0.2806389125851205,1.605156311435554,-0.20432103555014425,1.0,1.0,0,122,0.19365079365079366,244.0,0.24400000000000002,score_max_8,last_5y,8,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6907735293292188,0.3028001606886697,1.8845330738407045,-0.1612280170538356,1.0,1.0,0,81,0.21428571428571427,162.0,0.162,score_max_8,last_3y,8,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.618147144160351,0.3347127835975919,1.6060401761860161,-0.16122801705383538,1.0,1.0,0,32,0.25396825396825395,64.0,0.064,score_max_8,last_1y,8,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.2694079951273347,0.268172179347975,1.0233453825473893,-0.4485792420835265,0.9930128563443265,0.9930128563443265,25,280,0.1562325321408608,559.0,0.559,score_max_10,full,10,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.30332501958332747,0.2535097923558704,1.1711504110032644,-0.23427521032185183,1.0,1.0,0,232,0.18412698412698414,464.0,0.464,score_max_10,last_10y,10,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.4648315631387212,0.28067874021345784,1.499188280849559,-0.2043210355501448,1.0,1.0,0,117,0.18571428571428572,234.0,0.234,score_max_10,last_5y,10,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.6092289993705049,0.30293314249201353,1.7204187048121127,-0.16920314586198626,1.0,1.0,0,76,0.20105820105820105,152.0,0.15200000000000002,score_max_10,last_3y,10,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.47103896626244035,0.3331349037935929,1.3256547423568106,-0.1692031458619857,1.0,1.0,0,27,0.21428571428571427,54.0,0.054000000000000006,score_max_10,last_1y,10,-inf,25,off,1.0,1.0,off,off
2011-12-09,2026-09-02,3578,0.25646421924537144,0.29304729631784093,0.9254146791716795,-0.40351766394028343,0.9930128563443265,0.9930128563443265,25,237,0.13219675796534378,473.0,0.47300000000000003,score_max_inf,full,inf,-inf,25,off,1.0,1.0,off,off
2016-04-21,2026-09-02,2520,0.2378706940824713,0.2824848230607712,0.8961442886891813,-0.30048698363910953,1.0,1.0,0,202,0.16031746031746033,404.0,0.404,score_max_inf,last_10y,inf,-inf,25,off,1.0,1.0,off,off
2021-06-25,2026-09-02,1260,0.326298943586528,0.3236878704257165,1.0329523304320811,-0.30048698363910964,1.0,1.0,0,100,0.15873015873015872,200.0,0.2,score_max_inf,last_5y,inf,-inf,25,off,1.0,1.0,off,off
2023-07-24,2026-09-02,756,0.36490373134676735,0.3662058293249166,1.0308086768267202,-0.30048698363910964,1.0,1.0,0,61,0.16137566137566137,122.0,0.122,score_max_inf,last_3y,inf,-inf,25,off,1.0,1.0,off,off
2025-08-20,2026-09-02,252,0.23673537717199,0.369645652871539,0.7606185650148134,-0.2045976555015533,1.0,1.0,0,20,0.15873015873015872,40.0,0.04,score_max_inf,last_1y,inf,-inf,25,off,1.0,1.0,off,off
