start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,avg_weight,held_day_avg_weight,holding_days,holding_day_ratio,partial_position_days,pending_days,max_pending_days,staged_initials,staged_fills,avg_turnover,turnover_total,cost_total,trade_days,candidate,segment,initial_entry_fraction,r2_threshold,switch_buffer
2011-12-09,2026-09-02,3578,0.29461149930063835,0.2242118815709998,1.2632125331110529,-0.24395899370024787,0.7926215762996087,1.0,2836,0.7926215762996087,0,0,0,0,0,0.1825041922861934,653.0,0.6529999999999999,400,full_entry_1.00,full,1.0,0.2,1.0
2016-04-21,2026-09-02,2520,0.3428140869138545,0.2326634317129105,1.3825063939970774,-0.21834692555630153,0.9107142857142857,1.0,2295,0.9107142857142857,0,0,0,0,0,0.21587301587301588,544.0,0.544,316,full_entry_1.00,last_10y,1.0,0.2,1.0
2021-06-25,2026-09-02,1260,0.5335530383962759,0.2611886053180006,1.7663001197117523,-0.21834692555630109,0.9246031746031746,1.0,1165,0.9246031746031746,0,0,0,0,0,0.2365079365079365,298.0,0.298,167,full_entry_1.00,last_5y,1.0,0.2,1.0
2023-07-24,2026-09-02,756,0.6819611338737437,0.2853758843900614,1.9632550008084166,-0.15868919725725406,0.9232804232804233,1.0,698,0.9232804232804233,0,0,0,0,0,0.25132275132275134,190.0,0.19,104,full_entry_1.00,last_3y,1.0,0.2,1.0
2025-08-20,2026-09-02,252,0.5272497435702592,0.3084161469615029,1.5278605925534297,-0.15868919725725483,0.9087301587301587,1.0,229,0.9087301587301587,0,0,0,0,0,0.3333333333333333,84.0,0.084,47,full_entry_1.00,last_1y,1.0,0.2,1.0
2011-12-09,2026-09-02,3578,0.2888622568846373,0.21837892193420097,1.2708906181215236,-0.2354065542871483,0.7752375628842929,0.9780677009873061,2836,0.7926215762996087,622,622,7,327,276,0.1796534376746786,642.8,0.6428,676,staged_0.90,full,0.9,0.2,1.0
2016-04-21,2026-09-02,2520,0.3348698983488181,0.22586441614235422,1.3912422425321862,-0.20781054657519882,0.8901190476190476,0.9773856209150329,2295,0.9107142857142857,519,518,7,272,224,0.2120238095238095,534.3,0.5343,540,staged_0.90,last_10y,0.9,0.2,1.0
2021-06-25,2026-09-02,1260,0.525308203402681,0.2516192319903215,1.8028290393935371,-0.20781054657519926,0.9032539682539682,0.9769098712446354,1165,0.9246031746031746,269,269,7,149,120,0.2319047619047619,292.2,0.2922,287,staged_0.90,last_5y,0.9,0.2,1.0
2023-07-24,2026-09-02,756,0.6592328478336862,0.2730866836181674,1.9899259519694767,-0.15341755625062103,0.8998677248677249,0.9746418338108883,698,0.9232804232804233,177,177,7,95,73,0.2455026455026455,185.6,0.18560000000000001,177,staged_0.90,last_3y,0.9,0.2,1.0
2025-08-20,2026-09-02,252,0.5072512162227178,0.297750221947185,1.5274163601017263,-0.1534175562506216,0.8777777777777779,0.9659388646288212,229,0.9087301587301587,78,78,4,42,31,0.3246031746031746,81.8,0.08180000000000001,78,staged_0.90,last_1y,0.9,0.2,1.0
