candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,exempt_count,exempt_assets
baseline_no_exempt,full,2011-12-09,2026-05-15,3501,0.3403007411137349,0.2431575568051414,-0.2813236162531625,1.3261168063078992,57.50632171310665,1991,0.7476849803630458,747.6849803630457,740,584,30,0.8926791720421778,1.5,0,
baseline_no_exempt,from_2020,2020-01-02,2026-05-15,1540,0.5932200361031534,0.26192745528956507,-0.18054057908721044,1.9095598116288215,16.223826447401574,1274,0.40952671239429345,409.52671239429344,113,346,18,0.9532809632773771,1.5,0,
baseline_no_exempt,last_10y,2016-05-16,2026-05-15,2427,0.3926159061906629,0.24769951928438352,-0.18054057908721055,1.4610274991917909,23.279117405573842,1582,0.5963003938091085,596.3003938091084,224,478,20,1.0299350032703798,1.5,0,
baseline_no_exempt,last_5y,2021-05-17,2026-05-15,1211,0.6615785770724687,0.2561475759488577,-0.18054057908721055,2.1102687392951776,10.47427779269982,960,0.3205100108849252,320.5100108849252,96,245,18,0.9876341916167911,1.5,0,
baseline_no_exempt,last_3y,2023-05-15,2026-05-15,727,1.0056575562621899,0.2673731639518687,-0.16550599700214552,2.7374492597054023,6.447093960006493,614,0.18925830495525067,189.2583049552507,53,164,8,0.9270633264631413,1.5,0,
baseline_no_exempt,last_1y,2025-05-15,2026-05-15,243,0.9637777319201237,0.25052223051899525,-0.12751321964343498,2.8212676317378276,0.9170116308325889,214,0.071618542769007,71.61854276900701,18,64,4,0.9478664529447356,1.5,0,
exempt_159915_SZ,full,2011-12-09,2026-05-15,3501,0.3849356583149137,0.24135257966173518,-0.24946557545371817,1.4699806772941582,91.2276602792385,2058,0.640398762261083,640.3987622610831,661,501,149,0.8472970198468723,1.5,1,159915.SZ
exempt_159915_SZ,from_2020,2020-01-02,2026-05-15,1540,0.6087269260352914,0.25193333617738684,-0.18054057908721044,2.0134564694446904,17.274119747298233,1237,0.3675957830276445,367.59578302764453,105,308,66,0.90372065947674,1.5,1,159915.SZ
exempt_159915_SZ,last_10y,2016-05-16,2026-05-15,2427,0.42405690136379803,0.24153776316537956,-0.1821640444508077,1.5843232066422233,29.103329216580086,1619,0.5344522629148124,534.4522629148123,213,430,81,0.9780669289225612,1.5,1,159915.SZ
exempt_159915_SZ,last_5y,2021-05-17,2026-05-15,1211,0.6534061996274858,0.25101797708137086,-0.18054057908721033,2.128535745495205,10.205600011521536,931,0.29134978379289417,291.34978379289413,88,228,55,0.9315235150482356,1.5,1,159915.SZ
exempt_159915_SZ,last_3y,2023-05-15,2026-05-15,727,0.9725394870831063,0.25984663717587964,-0.1655059970021452,2.7448228255998606,6.097832505087344,579,0.16351359974310353,163.5135997431035,52,148,45,0.8300876042282763,1.5,1,159915.SZ
exempt_159915_SZ,last_1y,2025-05-15,2026-05-15,243,0.9898696513708363,0.24211127917527922,-0.09548596305335066,2.965212523972407,0.9415667244974906,195,0.056101713521684006,56.101713521684,17,51,24,0.7954945812321329,1.5,1,159915.SZ
exempt_159941_SZ,full,2011-12-09,2026-05-15,3501,0.3142695943725353,0.24204538561676772,-0.32083992478277656,1.249973607929148,43.5519026948818,1989,0.7221815584207361,722.1815584207361,740,567,35,0.8864652945390222,1.5,1,159941.SZ
exempt_159941_SZ,from_2020,2020-01-02,2026-05-15,1540,0.5436146268714899,0.2593872372415997,-0.18539051373435123,1.8035401773248079,13.196525801017431,1271,0.38966373709110563,389.66373709110565,113,331,23,0.9392248520816633,1.5,1,159941.SZ
