candidate,exempt_count,exempt_assets,ann_return_full,max_dd_full,sharpe_full,ann_vol_full,ann_return_last_10y,max_dd_last_10y,sharpe_last_10y,ann_vol_last_10y,ann_return_last_5y,max_dd_last_5y,sharpe_last_5y,ann_vol_last_5y,ann_return_last_3y,max_dd_last_3y,sharpe_last_3y,ann_vol_last_3y,ann_return_last_1y,max_dd_last_1y,sharpe_last_1y,ann_vol_last_1y,delta_ann_return_full,delta_max_dd_full,delta_sharpe_full,delta_ann_return_last_10y,delta_max_dd_last_10y,delta_sharpe_last_10y,delta_ann_return_last_5y,delta_max_dd_last_5y,delta_sharpe_last_5y,delta_ann_return_last_3y,delta_max_dd_last_3y,delta_sharpe_last_3y,delta_ann_return_last_1y,delta_max_dd_last_1y,delta_sharpe_last_1y
baseline_no_exempt,0,,0.3403007411137349,-0.2813236162531625,1.3261168063078992,0.2431575568051414,0.3926159061906629,-0.18054057908721055,1.4610274991917909,0.24769951928438352,0.6615785770724687,-0.18054057908721055,2.1102687392951776,0.2561475759488577,1.0056575562621899,-0.16550599700214552,2.7374492597054023,0.2673731639518687,0.9637777319201237,-0.12751321964343498,2.8212676317378276,0.25052223051899525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exempt_159915_SZ,1,159915.SZ,0.3849356583149137,-0.24946557545371817,1.4699806772941582,0.24135257966173518,0.42405690136379803,-0.1821640444508077,1.5843232066422233,0.24153776316537956,0.6534061996274858,-0.18054057908721033,2.128535745495205,0.25101797708137086,0.9725394870831063,-0.1655059970021452,2.7448228255998606,0.25984663717587964,0.9898696513708363,-0.09548596305335066,2.965212523972407,0.24211127917527922,0.04463491720117885,0.03185804079944432,0.14386387098625897,0.031440995173135144,-0.001623465363597143,0.12329570745043239,-0.008172377444982892,2.220446049250313e-16,0.018267006200027414,-0.033118069179083554,3.3306690738754696e-16,0.007373565894458256,0.026091919450712542,0.03202725659008432,0.1439448922345794
exempt_159941_SZ,1,159941.SZ,0.3142695943725353,-0.32083992478277656,1.249973607929148,0.24204538561676772,0.35376800170711875,-0.2020435007977579,1.3536330678607718,0.2461394115906068,0.6535119695035962,-0.18539051373435123,2.0955652403097176,0.2555448814384925,0.9941982073868876,-0.1655059970021452,2.724624828499431,0.2664309295676326,0.9304005145226666,-0.12751321964343476,2.7833292391136357,0.24749180566126938,-0.02603114674119955,-0.039516308529614075,-0.07614319837875128,-0.03884790448354414,-0.02150292171054735,-0.10739443133101911,-0.008066607568872453,-0.004849934647140675,-0.014703498985459973,-0.011459348875302311,3.3306690738754696e-16,-0.012824431205971099,-0.03337721739745714,2.220446049250313e-16,-0.03793839262419185
exempt_513030_SH,1,513030.SH,0.34265902454581454,-0.2813236162531625,1.3363506913815602,0.2424881171246021,0.396151940058614,-0.1805405790872101,1.4759700237495597,0.2467495629837888,0.6637319963900394,-0.18054057908721,2.1191750352652963,0.25562118242582604,0.9972793361511836,-0.1655059970021453,2.7293998204571737,0.2665436522733848,0.9349115448614886,-0.12751321964343487,2.818739538417673,0.24500293554027341,0.0023582834320796664,0.0,0.010233885073660964,0.003536033867951094,4.440892098500626e-16,0.014942524557768788,0.0021534193175707372,5.551115123125783e-16,0.008906295970118716,-0.008378220111006307,2.220446049250313e-16,-0.008049439248228651,-0.028866187058635084,1.1102230246251565e-16,-0.0025280933201545785
exempt_513520_SH,1,513520.SH,0.31206005291800687,-0.2813236162531625,1.2383448667569357,0.243229446243326,0.3504861221238411,-0.20318702793680066,1.3366133501653739,0.24781836830756804,0.5623680506429978,-0.20318702793680066,1.8675825957386303,0.2565330714460687,0.8101674224798756,-0.20318702793680066,2.346982039059892,0.26824702210212303,0.91916401362648,-0.11178798479468377,2.675620129128966,0.2561187154783607,-0.028240688195728003,0.0,-0.08777193955096352,-0.042129784066821774,-0.022646448849590106,-0.12441414902641701,-0.09921052642947092,-0.022646448849590106,-0.24268614355654727,-0.19549013378231428,-0.037681030934655135,-0.3904672206455104,-0.04461371829364369,0.015725234848751213,-0.1456475026088615
exempt_159985_SZ,1,159985.SZ,0.3354464936380013,-0.2813236162531625,1.3102278916386376,0.24337341976862442,0.3853460646662956,-0.1655059970021452,1.4383814837038549,0.24800833777604017,0.6657194140009242,-0.1655059970021452,2.115443914891044,0.25677797245434153,0.9765578646141795,-0.16550599700214508,2.670388524476146,0.26873891234979275,0.8486408003944517,-0.12751321964343465,2.540890204227667,0.2547542497236714,-0.004854247475733597,0.0,-0.015888914669261567,-0.007269841524367271,0.015034582085065362,-0.02264601548793599,0.00414083692845546,0.015034582085065362,0.005175175595866666,-0.029099691648010406,4.440892098500626e-16,-0.06706073522925626,-0.11513693152567206,3.3306690738754696e-16,-0.2803774275101607
exempt_518880_SH,1,518880.SH,0.319483243405029,-0.2813236162531625,1.262483777272605,0.24299655460533548,0.3615216242918886,-0.18054057908721055,1.3709247102581459,0.24748454262410483,0.5880595279663019,-0.18054057908721055,1.935601623237934,0.25584840498273065,0.8600214953049172,-0.16550599700214552,2.457677015594652,0.26709339775034413,0.6744540208143768,-0.16173452277879474,2.2653978202871525,0.2405766328341928,-0.02081749770870589,0.0,-0.06363302903529422,-0.03109428189877428,0.0,-0.09010278893364498,-0.0735190491061668,0.0,-0.1746671160572435,-0.14563606095727266,0.0,-0.2797722441107502,-0.28932371110574695,-0.03422130313535976,-0.555869811450675
exempt_159915_SZ+159941_SZ,2,"159915.SZ,159941.SZ",0.3573959029410787,-0.29073359337277405,1.3902661953286062,0.2405979510295905,0.38338841799684054,-0.19323876246496496,1.4697102682095509,0.24046058001179402,0.6455829470619716,-0.18539051373435067,2.113704789058688,0.25046605139078354,0.9618323146501595,-0.1655059970021452,2.7321492085848806,0.2589716901437471,0.9577291960852679,-0.09548596305335055,2.929112800222841,0.23928990669874653,0.01709516182734383,-0.009409977119611557,0.06414938902070699,-0.009227488193822353,-0.012698183377754413,0.008682769017759995,-0.015995630010497086,-0.0048499346471401195,0.003436049763510418,-0.043825241612030386,3.3306690738754696e-16,-0.005300051120521676,-0.006048535834855873,0.03202725659008443,0.10784516848501324
exempt_159915_SZ+513030_SH,2,"159915.SZ,513030.SH",0.38448774148713705,-0.24946557545371817,1.4710927402292715,0.24087394670503826,0.4233925675202974,-0.1821640444508077,1.5862519526584324,0.24084783987208713,0.6495548470804722,-0.18054057908720988,2.126403608042647,0.2500618925187397,0.9524824255664448,-0.1655059970021453,2.719764613044772,0.2583329061677103,0.9574486391268029,-0.09548596305335078,2.966790668981542,0.23594589424498577,0.044187000373402174,0.03185804079944432,0.1449759339213723,0.030776661329634525,-0.001623465363597143,0.12522445346664157,-0.012023729991996523,6.661338147750939e-16,0.01613486874746961,-0.05317513069574509,2.220446049250313e-16,-0.01768464666063041,-0.006329092793320834,0.03202725659008421,0.14552303724371463
exempt_159915_SZ+513520_SH,2,"159915.SZ,513520.SH",0.3545201662361106,-0.24946557545371817,1.3780072142480746,0.2413637592723072,0.3791626529146783,-0.20318702793680044,1.451673764571231,0.24156595838038453,0.5505951198443648,-0.20318702793680044,1.8716265994298105,0.25120971289562677,0.772485502086159,-0.20318702793680044,2.3286526900313476,0.2604117526139448,0.9173230271015644,-0.11178798479468333,2.7638605456843677,0.24672420589110977,0.014219425122375728,0.03185804079944432,0.05189040794017541,-0.013453253275984567,-0.022646448849589884,-0.009353734620559884,-0.11098345722810388,-0.022646448849589884,-0.2386421398653671,-0.23317205417603093,-0.03768103093465491,-0.40879656967405475,-0.04645470481855929,0.015725234848751657,-0.0574070860534599
