window,new_cagr,base_cagr,delta_cagr,new_maxdd,base_maxdd,delta_maxdd,new_sharpe,base_sharpe,delta_sharpe,norm_cagr,norm_maxdd,norm_sharpe
from_2020,0.4088066195063558,0.3730815687152309,0.03572505079112487,-0.07872662943954178,-0.0751167904559108,-0.0036098389836309863,3.073692180769802,2.931736893640462,0.14195528712934014,0.4339199223709387,-0.08275210344156847,3.0736921807698017
5Y,0.4091703921980321,0.3289888197337021,0.08018157246433,-0.07872662943954134,-0.07511679045591069,-0.0036098389836306533,2.9807353699054135,2.7071005902981025,0.2736347796073111,0.43427505790180176,-0.08275210344156814,2.980735369905414
3Y,0.5447888557930141,0.42042339811951535,0.12436545767349871,-0.07872662943954145,-0.0751167904559108,-0.0036098389836306533,3.663907539424428,3.082823758122023,0.581083781302405,0.5798859632295916,-0.08275210344156825,3.663907539424428
1Y,0.44543856857270514,0.5246847529133032,-0.07924618434059805,-0.07872662943954123,-0.0751167904559108,-0.003609838983630431,3.138566527022828,3.5550847858383245,-0.41651825881549653,0.47313185826805215,-0.08275210344156791,3.138566527022828
