,proposal_A10_B15_C10_D20_E40_cash5_return,proposal_A10_B15_C10_D20_E40_normalized_return,baseline_A10_ADK15_B60_E15_return,proposal_A10_B15_C10_D20_E40_cash5_nav,proposal_A10_B15_C10_D20_E40_normalized_nav,baseline_A10_ADK15_B60_E15_nav,sleeve_Sub-A_return,sleeve_Sub-A-DK_return,sleeve_Sub-B_return,sleeve_Sub-C_return,sleeve_Sub-D_return,sleeve_Microcap_return
2012-01-19,0.00803178513848971,0.00845451067209443,0.0035959782837542034,0.9926423274269676,0.9922424746332298,1.0230012031190734,0.031273102967858346,0.0,-0.002110637586822728,0.005942690422286045,0.0,0.0115670035937467
2012-01-20,0.0054208082539866,0.005706113951564841,0.0020759357624825026,0.9980232511487401,0.9979043232610697,1.0251248879016908,0.020993549000295708,0.0,-0.0022132124739570047,0.0017474630017821982,0.0,0.0086967223121809
2012-01-23,0.0005056805461080188,0.0005322953116926513,0.0008219853335360127,0.9985279320914097,0.9984355030538594,1.0259675255245888,,,0.0013699755558933546,0.003001842127240156,,
2012-01-24,-0.0008074608853782805,-0.0008499588267139796,-0.0017253509645138942,0.9977216598432882,0.9975868739851341,1.0241973714648651,,,-0.0028755849408564904,-0.00376123144249807,,
2012-01-25,0.004240440280988179,0.004463621348408609,0.009959885984733541,1.001952438958902,1.0020397240527463,1.034398260510519,,,0.0165998099745559,0.01750468784804794,,
2012-01-26,0.00043715493113046747,0.00046016308540049205,0.0018453565354564548,1.0023904474083511,1.0025008257438601,1.0363070941008168,,,0.0030755942257607582,-0.00024184202733646242,,
2012-01-27,0.0015633827605062538,0.0016456660636907936,0.004699888442850231,1.0039575673531254,1.0041506073316087,1.0411776218356248,,,0.007833147404750385,0.003884106497936961,,
2012-01-30,0.0018764886337310576,0.001975251193401113,-0.00047451095153448254,1.0058414823170116,1.0061340570170947,1.0406835716515712,-0.02733221278139908,0.0,0.0005526714859440673,-0.00612143971124605,0.0,0.0128473829002599
2012-01-31,0.006062275721636718,0.0063813428648807555,0.00629676653454141,1.011939170715077,1.0125545434029541,1.047236513138594,0.0015643703414642829,0.0,0.007509649801661578,0.004206188988462928,0.0,0.0108969307959869
2012-02-01,0.0037655211220842355,0.0039637064442991955,0.001472124173066371,1.015749649036669,1.0165680123718448,1.048778175324503,-0.02673266074220748,0.0,0.003987905590389307,0.011668763096038277,0.0,0.0116843126203569
2012-02-02,0.007753486915751822,0.008161565174475601,0.008881525057892789,1.0236252506501544,1.0248647984591046,1.0580929249688187,0.041012292641933845,0.0,0.006535903978500901,0.0038186297051966316,0.0,0.0057250227106591
2012-02-03,0.00754250191069339,0.007939475695466726,0.0001670984726617735,1.0313459460590173,1.03300168761761,1.0582697306805153,0.0011289830422196445,0.0,-0.004529637087784977,0.007170960466770521,0.0,0.0184798828074053
2012-02-06,0.0017463247451789238,0.0018382365738725515,-0.0008438023266334499,1.0331470110054601,1.0349005891006606,1.0573767602195614,-0.006302572424281783,-0.009099708953643537,0.0004057620439912313,-0.0010549307218230238,0.0,0.0060530268829768
2012-02-07,-0.005588178851367115,-0.005882293527754858,-0.00046781464004163535,1.0273736007282064,1.028813000063524,1.056882103891091,-0.030851648081746785,0.00144653375145265,0.0065558659545617015,0.00602004643148308,0.0,-0.0102209964488125
2012-02-08,0.006236598977795827,0.006564841029258765,0.005323002224129667,1.0337809178763224,1.0355669938577758,1.062507889680746,0.041505133864679244,-0.0011110076492463206,0.0011059417885739276,0.0011866122463025355,0.0,0.0045038327460289
2012-02-09,0.0028554545461840653,0.0030057416275621734,0.003850813339996528,1.0367328322980307,1.0386796406793435,1.0665994092361804,0.014358967967250225,0.0020857869765451564,0.0029887349061878954,0.0014776070532553827,0.0,0.0020587170205133
2012-02-10,0.0021813045361696063,0.002296110038073269,-0.0007784921921593988,1.0389942623279182,1.0410645634286495,1.0657690699239282,0.008453763889630705,0.005444473590274335,-0.0061954897922748,-0.011394263991556049,0.0,0.0085116950380084
2012-02-13,0.005221571509562659,0.005496391062697536,0.010522104935770757,1.0444194451666888,1.0467866613907697,1.0769832039149665,0.021187581604253936,0.01652757287137807,0.009379069691188846,0.009045688156580186,0.0,0.0019784601995023
2012-02-14,0.002611561736097945,0.00274901235378731,0.0032634087906945547,1.047147011026123,1.0496642908547127,1.0804978403700531,0.0012600395567288203,0.005710297967131961,0.0022121854860943646,-0.002890669712764723,-0.0004999999999999,0.0063569923219684
2012-02-15,0.006852951778596758,0.007213633451154481,0.0032229697897065,1.0543230589977866,1.0572361842957048,1.0839802522674091,0.026962454024371585,0.009014725873927487,-0.003404266451137561,-0.001166495329319667,0.0076923076923076,0.0081138358457517
2012-02-16,-0.0002663213839103674,-0.0002803382988530172,0.005313614347787151,1.0540422702216257,1.0569398005023134,1.0897401052885751,0.0022513927563321268,0.000543144048727795,0.009965547987855983,0.011195912121871232,-0.0025650826446279,-0.0064821688524588
2012-02-17,-0.002586693553005415,-0.0027228353189530687,-0.0041640507766926346,1.0513157858766482,1.0540619274834984,1.085202372156755,-0.008097312271493795,-0.004799923057583255,-0.0043598141132582535,0.00032690810564462423,-0.0055325034578146,-0.0001229508196721
2012-02-20,0.0017475906032537775,0.0018395690560566076,0.0008958030569035047,1.0531530554650985,1.0560009471884644,1.0861744997590919,0.006841144638069174,0.0015342081069826818,,,0.0055632823365785,-0.0001229508196721
2012-02-21,0.009390210123869437,0.009884431709336249,0.010899337242138247,1.0630423839485108,1.0664389164359431,1.098013081935777,0.03277062015517718,0.009895976115993577,0.010260535720287178,0.00473870484816502,0.0207468879668049,-0.0001229508196721
2012-02-22,0.011774155292758057,0.012393847676587428,0.009977579340254112,1.0755588100599045,1.0796561979226351,1.1089685945774281,0.04610523649726339,0.013767739946858981,0.005533895535749567,0.0008516666492838419,0.0314878048780487,-0.0001229508196721
2012-02-23,0.0009178310995262644,0.000966137999501331,0.0022375070600133993,1.076545991385147,1.0806992948018455,1.1114499196371281,-0.0053226463924882506,-0.0036937596547056417,0.005570463784031476,0.00663706499039208,0.0,-0.0001229508196721
2012-02-24,0.0015534689039269202,0.0016352304251862318,0.0017439973823198838,1.078218372106411,1.082466487169183,1.113388285387555,0.010626485948584286,-0.004919526409823738,0.0023962006198097185,0.0018057054396587381,0.0,-0.0001229508196721
2012-02-27,-0.0004365438391328483,-0.000459519830666156,-0.00013313088104531244,1.0777476825188281,1.0819690723522972,1.1132400590241758,-0.0038314112476185436,-0.0021361076642290033,0.0009814483605028457,-0.0015143964057758078,0.0,-0.0001229508196721
2012-02-28,0.0003389464388063424,0.000356785725059308,0.0030100234425479325,1.0781129812577497,1.082355103472268,1.116590937699022,-0.024927418019761838,-0.013911073386560835,0.012610878527735903,0.00878992099310941,0.0,0.000152660905778
2012-02-29,-0.013708352080815042,-0.014429844295594782,-0.024242265958140663,1.0633338289277714,1.0667368878566208,1.0895222432208724,-0.02499823250024069,-0.004823512641700001,-0.032453086594528835,-0.021150622278935702,-0.0004999999999998,-0.0103137590342953
2012-03-01,0.004742985147623565,0.00499261594486691,0.01001254012104527,1.0683772054853415,1.0720626954519115,1.1004311283938928,0.015873225482392783,0.008126649343790149,0.012402621684062698,0.011087656561028628,0.0040705563093621,-0.001569018928001
2012-03-02,0.006797069041644885,0.007154809517520931,0.00392678291807361,1.0756390391135449,1.07973309982871,1.1047522825513865,0.029250549972293483,0.003401126818901812,-0.0006478205415998417,-0.005315815012296671,0.0107671601615073,0.0058683414864593
2012-03-05,-0.0020414502733629206,-0.0021488950245925477,-0.006300626983386736,1.0734431755031066,1.0774128667426002,1.0977916505099852,0.0036845161747400823,0.008516971825230923,-0.013228972456966082,-0.006644182323807179,0.0013175230566533,-6.160600310489706e-05
2012-03-06,-0.007182563877833639,-0.007560593555614357,-0.008576556624721555,1.0657331013258309,1.0692669859655701,1.0883763782572398,-0.01685341009098651,0.00575130553037595,-0.012914583799980783,-0.02264209116660896,-0.0064103153745072,-3.440776793883771e-05
2012-03-07,0.0014390720454048943,0.0015148126793735725,0.005083228233981433,1.0672667680398116,1.0708867251535463,1.0939088437923954,-0.003199762807997941,0.006306845877309231,0.0071329211815922555,0.010138493581127698,-0.0039893617021278,0.0011828328281966
2012-03-08,0.009696906943777311,0.010207270467134013,0.009393398462924174,1.0776159545736796,1.081817555596852,1.104184365444254,0.023119711624328687,0.004204727900493532,0.010644081543177641,0.01344575893638137,0.0213618157543391,0.0004284612634046
2012-03-09,0.008916204130133672,0.009385478031719652,0.006293425446385636,1.0872241983985473,1.091970930499235,1.111133467427242,0.0001211499702025165,0.013729649102853347,0.004345005421352521,0.002859147179540003,0.0183006535947711,0.0107657322075058
2012-03-12,0.0031479248536351962,0.00331360510908968,0.002829828869956644,1.0906466984741598,1.0955892909535148,1.1142777849917427,0.0001211499702025165,0.019028506636466158,-0.0011588016625111441,-0.00244129427098964,0.0089858793324775,0.0043914591664877
2012-03-13,0.0031991157660195132,0.0033674902800205396,0.002284896505989628,1.0941358035224058,1.0992786772416951,1.1168237944093722,0.0001211499702025165,-0.0010104983519456656,0.004201481129820994,0.010330278924158522,0.0089058524173029,-0.0006435494408758
2012-03-14,-0.015201569467464716,-0.01600165207101549,-0.010107560898142808,1.0775032220983196,1.0816884023193873,1.1055354298948845,0.0001211499702025165,-0.025378159576044945,-0.008160646461881749,-0.008804313229272057,-0.0466582597730139,-0.0094437605441818
2012-03-15,-0.005345560514007917,-0.005626905804218859,6.86305628255638e-05,1.0717433634205544,1.07560184357002,1.1056113034136617,0.0001211499702025165,-0.004333407011838153,0.0038499658765243083,0.007216564106683458,-0.0119047619047618,-0.010689686055557
2012-03-16,0.005301957459522423,0.0055810078521288655,0.0009326207229478851,1.0774257011409356,1.0816047859047486,1.1066424194267506,0.0001211499702025165,0.014678167007218024,-0.0021640893316691168,0.0021374545595797823,0.0267737617135208,0.000114895158976
2012-03-19,0.0064255744726185995,0.006763762602756419,0.005389712553103045,1.08434878022233,1.0889205039066134,1.1126069039665312,0.0001211499702025165,0.01915344433724475,0.0027370268136459597,0.003134354322542133,0.0169491525423728,0.0057490987820567
2012-03-20,-0.008847013040774215,-0.009312645306078119,-0.0035617245324746577,1.0747555324229554,1.0787797734872153,1.1086441046616728,0.0001211499702025165,-0.01792250785612881,-0.00017832727119959646,-0.006026208243195065,-0.0307692307692307,-0.0051897799223722
2012-03-21,-0.002377025817477338,-0.0025021324394498288,-0.0005950431100886469,1.0722008107749095,1.0760805236209505,1.1079844136256536,0.0001211499702025165,-0.006754538795816334,0.0011027382675699027,-0.0008718327350977467,-0.0089285714285713,-0.0017041349885226
2012-03-22,0.003403515854644203,0.0035826482680465285,0.0002468133032127301,1.0758500632337442,1.0799357416451798,1.1082578789186888,0.0001211499702025165,-0.0022584320141855185,-0.0017504231453384644,-0.006759476586376391,0.0,0.0108247799701559
2012-03-23,0.0048744492479784515,0.005130999208398369,0.0011081720092041233,1.0810942397654115,1.0854768910806822,1.1094860192790863,0.0001211499702025165,-0.010341201705063363,0.001983956158157385,0.006797712991040715,0.0,0.0097124238203263
2012-03-26,0.003351443725802055,0.0035278355008442684,0.006804946923100977,1.084717466272274,1.0893062749923828,1.1170360127522032,0.0001211499702025165,-0.0020748453090834174,0.01191485602152853,0.01671713366816204,0.0,-0.0002990326031592
2012-03-27,0.0012374468485589099,0.0013025756300620104,0.0007487297203548741,1.0860597464824895,1.0907251787998613,1.1178723708136573,0.0001211499702025165,-0.001627835108225284,0.0007299054000518002,-0.003317452905686718,0.0,0.0036189783302489
2012-03-28,-0.005946392590095844,-0.00625936062115352,-0.004474381589134735,1.0796016088536047,1.0838979365671808,1.1128705832586863,-0.0006289408922751649,-0.0010134828062066115,-0.004280737739282503,-0.00731994678891352,0.0,-0.0112734829027115
2012-03-29,-0.0019081988245741308,-0.0020086303416569796,-0.0019844398561479565,1.077541514332582,1.0817207862845326,1.1106621585185332,0.0016465153572560176,0.0,-0.002721312887929206,-0.002878436694675917,0.0,-0.0034420243941069
2012-03-30,-0.0064425341174383305,-0.0067816148604614,-0.004645542855533727,1.0705994163635382,1.0743849725253956,1.1055025298631158,0.0003107661761707625,-0.009547708252955589,-0.0012743245879131004,0.003305205730238382,0.0,-0.0165324565497307
2012-04-02,0.002526147855405011,0.002659103005689485,0.005724870627106871,1.0733039087831828,1.0772418728351054,1.1118313888245215,,,0.009541451045178118,0.010949301986282932,,
2012-04-03,-0.002094552321364254,-0.0022047919172255306,-0.0032728807742822275,1.0710558175895117,1.0748667786609816,1.1081924972477941,,,-0.005454801290470379,-0.012763321277936971,,
2012-04-04,-0.0036161993387695255,-0.0038065256197573954,-0.008131325295076918,1.0671826662501593,1.0707752707301825,1.0991814235631088,,,-0.013552208825128198,-0.01583368015000296,,
2012-04-05,0.0025311412821704005,0.0026643592443898953,0.0004397695059392303,1.0698838563523219,1.0736282007214164,1.0996648100346866,-0.0014201441015734284,-0.023262405118799734,0.005709576663204263,0.0009565603019650375,0.0,0.0043026579066265
2012-04-06,0.0004162430024463471,0.00043815052889089164,-0.0009529990123355831,1.0703291880209589,1.0740986114853945,1.0986168305568234,-0.001323437473408129,-0.006842501974433035,,,0.0,0.0013714668744679
2012-04-09,0.0023276708726829875,0.002450179865982092,-0.0010848844365490013,1.0728205620960976,1.0767303462773354,1.0974249582556215,-0.0004818838513123147,0.0025575845189063084,-0.004594936104191927,-0.004992414819208323,0.0,0.0089108528884096
2012-04-10,-0.003076601556993978,-0.0032385279547305027,-0.0052874380450952455,1.0695199206843775,1.0732433249512097,1.0916223917797037,-6.057498510125825e-05,-0.003928814015316084,-0.007429631899710354,-0.013313544616299789,0.0,-0.0015618620297433
2012-04-11,0.0029929631696599263,0.0031504875470104486,0.0002873714313206344,1.0727209544162035,1.0766245646813806,1.0919360928688913,-0.00048200221866567805,-0.010163571887656264,0.0018437684314622782,0.007543411202517524,0.0,0.0050256425163885
2012-04-12,0.0056121687224405595,0.005907546023621641,0.005766950413001846,1.078741245404485,1.0829847738473972,1.0982332341706331,-0.0007631510975134592,-0.00010686287998207256,0.007949144754369364,0.015899571800261404,0.0,0.0072653873475259
2012-04-13,-0.001987075694637857,-0.0020916586259345864,-0.006434813784205298,1.0765977048949382,1.0807195394034235,1.0911663078171197,0.0014858167674760558,-0.005875583504173387,-0.009972434319891144,-0.013901993076892313,0.0,0.0018760177107186
2012-04-16,-0.006400575831092872,-0.006737448243255654,-0.0068161543020266524,1.0697068596451775,1.0734382474412179,1.0837287498938655,0.0006416064585836878,-0.0009534300748378355,-0.00796510220950386,-0.0004800018297358127,0.0,-0.0130549274063802
2012-04-17,-0.0028981359460679363,-0.0030506694169136167,0.005024239059101588,1.0666067037434843,1.0701635422088036,1.0891736622085535,0.000220166171552183,-0.002147482094344011,0.012679363449861203,0.012666717561476654,0.0,-0.015221822092125
2012-04-18,-0.0009569712704611577,-0.0010073381794327976,-0.0014047726690487481,1.0655859917711206,1.0690855256144998,1.0876436208160352,-0.001042985164741883,0.0030175592088956815,-0.0029218467231815204,-0.004143957455097414,0.0,0.0
2012-04-19,-0.0015089808762937934,-0.0015884009224145191,-0.004233209046411984,1.0639780428874914,1.0673873891794736,1.0830393980011244,-6.057498510125825e-05,-0.0014641353771852605,-0.006679218735540116,-0.005010405674526503,0.0,0.0
2012-04-20,6.998843697986814e-05,7.367203892617689e-05,0.001265989316679017,1.064052509047694,1.0674660257847586,1.0844105143085363,-0.002500333340663019,0.009711113364010648,9.892607690620281e-05,0.0030518285951023957,0.0,0.0
2012-04-23,-0.0028398972078747444,-0.002989365481973415,0.004129724484855856,1.0610307092982174,1.0642749796940982,1.0888888309611116,-0.013254629606437307,0.04874596372466278,-0.0030945118553330486,-0.010502574689310564,0.0,0.0
2012-04-24,0.00027347474818685796,0.0002878681559861662,0.00019112097516036384,1.0613208744042613,1.064581350569965,1.089096940456326,0.007400163800398651,0.016262004944602726,-0.0049803269109498505,0.0028050740478947032,0.0,0.0
2012-04-25,0.004153634615350489,0.00437224696352683,0.009310114974765749,1.0657292135261809,1.0692359631474218,1.09923655819064,0.008524588167299951,0.003939185589450389,0.013111297199363658,0.013344812187159452,0.0,0.0
2012-04-26,0.0020331256503644786,0.0021401322635415565,0.005361687357076472,1.0678959749265438,1.0715242695294924,1.105130320947127,0.002409691677017989,0.007023087292575614,0.006778758492480552,0.007753427087905971,0.0,0.0
2012-04-27,0.000884697724618036,0.0009312607627558272,0.0009099555659332125,1.0688407400656899,1.0725221380380459,1.1061359404337545,0.0002093942238157176,-0.008915758695589138,0.0037106332464833525,0.0030716331526396135,0.0,0.0
2012-04-30,-0.0008473714382050441,-0.000891969934952678,-0.0018941990440863642,1.0679350349505683,1.0715654805363448,1.1040406987927553,,,-0.003156998406810607,-0.0037382167718345307,,
2012-05-01,0.00011281194162571676,0.00011874941223759657,-0.0008796098015733999,1.0680555107753913,1.0716927283073328,1.1030695737727614,,,-0.0014660163359556666,0.0033271439201906674,,
2012-05-02,0.003282689609960131,0.0034554627473264536,0.0061568998322159675,1.0715616055034742,1.0753959226065795,1.1098610626464454,0.033037530220719535,0.00893285104950925,0.002522031921196044,-0.003993682002912291,0.0,0.0
2012-05-03,-0.0022665688273897826,-0.0023858619235681924,-0.005842837927380362,1.0691328373718123,1.072830176422072,1.103376324335492,5.5048257330048145e-05,-0.006806956832805522,-0.008045498713654231,-0.010652488460746528,0.0,0.0
2012-05-04,-0.0028918008449740143,-0.0030440008894463307,-0.007869311127558449,1.066041118129311,1.0695644804108184,1.0946935127485142,0.0014742144628787646,-0.01218075547454045,-0.010316032087775429,-0.014918174780955766,0.0,0.0
2012-05-07,-0.00038015829599341697,-0.0004001666273614914,-0.0049691193700090895,1.065635853754384,1.0691364763999467,1.0892538500100923,-0.006344106041471065,-0.030589526384380283,0.0004228669863250989,0.001908222602049248,0.0,0.0
2012-05-08,-0.0025628951056187793,-0.002697784321703978,-0.005001183331754366,1.0629047408404249,1.066252176776153,1.0838062918113727,-0.0034538699670084716,-0.0004214332072278726,-0.007654302256615564,-0.010693627704255977,0.0,0.0
2012-05-09,-0.004364096548313968,-0.004593785840330491,-0.0060218284571404435,1.0582661219297367,1.0613540426242571,1.077279796241315,-0.02604926212266201,-0.00038491062516610164,-0.005598609418498879,-0.009193789232729345,0.0,0.0
2012-05-10,0.00010848475161881431,0.00011419447538822555,-0.0021173251631708355,1.0583809276671208,1.0614752433923558,1.0749988446209577,-0.0002927562799954764,-0.010426690761223378,-0.0008734098683129687,0.0026877185986530724,0.0,0.0
2012-05-11,-0.0018687271320462272,-0.0019670811916276073,-0.0020528750764288394,1.056403102511549,1.0593872354057003,1.0727920062856455,-0.011431962918513006,0.0008737328165622227,-0.0017345645117697872,-0.004653461634294585,0.0,0.0
2012-05-14,-0.0033076904911539372,-0.0034817794643725655,-0.004817171679754961,1.052908848014546,1.0556986826846464,1.0676241830146989,-0.014125941916477425,-0.011229841959593978,-0.002866835323613537,-0.014650710009641642,0.0,0.0
2012-05-15,-0.0012838229375589185,-0.001351392565851493,-0.0005012236629863831,1.0515570994843062,1.0542720193330872,1.0670890645109954,0.0001211499702025165,0.0058990602834063655,-0.0023303295041959826,-0.009463885089497727,0.0,0.0
2012-05-16,-0.0012988079953858839,-0.0013671663109325093,-0.0031645280839663835,1.0501913287158913,1.0528306541456962,1.063712231198257,-0.0013790317547527353,-0.006513972865928586,-0.003415881631003037,-0.006485225752601548,0.0,0.0
2012-05-17,-0.0031568574228006087,-0.0033230078134743246,-0.003278240776515001,1.0468760244244737,1.0493320896557048,1.0602251263874651,-0.008305865556446967,-0.008735313551368584,-0.0011455953136083608,-0.009544315701146578,0.0,-0.003
2012-05-18,0.0027365758143674855,0.002880606120386827,0.0009482958179762292,1.049740880033555,1.0523548020954852,1.0612305334409318,0.0001211499702025165,0.005547205845055192,-0.002088576357628935,-0.005815747524085858,0.0,0.0090483050585004
2012-05-21,-0.0011295039780335444,-0.0011889515558247835,0.0029914260591373558,1.0485551935336526,1.051103603216254,1.064405126113419,-0.0006289408922751649,0.0002544230270111747,0.007639183595592902,0.01967121806635156,0.0,-0.0104490230869503
2012-05-22,-0.0032262117667395313,-0.0033960123860416113,-0.004818628853395223,1.0451723324301985,1.0475340423607187,1.0592761528610273,0.010816353356548403,0.001093376089242426,-0.008528017774869778,-0.005020846027917448,0.0,-0.0063163995834304
2012-05-23,-0.0025199944416440657,-0.002652625728046385,0.0004179427843608365,1.0425385039619142,1.0447553266089482,1.0597188696857611,-0.002344116698050458,0.0014400975315063125,0.0022577863194217507,-0.0017536547385064239,0.0,-0.0061222131147541
2012-05-24,-0.0009985949963782672,-0.001051152627766597,-0.001275049702831882,1.0414974302283262,1.04365712930201,1.058367675455883,-0.0009233615090394887,0.00635349885299985,-0.0035288262615451593,-0.003277545783737045,0.0,-0.0001229508196721
2012-05-25,-0.004387341765572302,-0.004618254490076107,-0.003089478704042659,1.0369280250539492,1.038837255078511,1.055097871061515,-0.02213216290384501,-0.006843776166346016,0.0017810599641781,7.6007760871246e-05,0.0,-0.0061222131147541
