date,variant,nav,return,gross_return,base_gross_return,position_before,fraction_before,position,holding_fraction,weight,turnover,cost,trade_count,stop_count,pending_entry_target,pending_entry_days,staged_initial,fill_on_down_day,staged_initial_count,staged_fill_count,buffer_blocked,buffer_blocked_count,best_candidate,best_score,current_score,max_lev,score_159941.SZ,raw_score_159941.SZ,r2_159941.SZ,score_518880.SH,raw_score_518880.SH,r2_518880.SH,target_vol_input_return,target_vol_input_nav,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,switch_buffer,r2_threshold
2020-09-28,v11_keep_half_no_overheat_no_score_gate,2.7791570518015787,-0.001281213310595053,-0.001280792169228457,-0.0022912423625254252,518880.SH,1.0,518880.SH,1.0,0.5594163082005309,0.0004216814528140711,4.216814528140711e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.4750912464886212,-0.4750912464886212,1.5,-0.8408443708799038,-0.8408443708799038,0.6457480869009311,-0.4750912464886212,-0.4750912464886212,0.5928961328162001,-0.0022912423625254252,2.1700269022847127,-0.0022912423625254252,2.1700269022847127,0.0,0.0,0.44689437246506564,0.5589946267477168,0.5594163082005309,1.0,1.0,1.0,0.5589946267477168,0.5594163082005309,0.5594163082005309,377,0.25,80,1.05,0.2
2020-09-29,v11_keep_half_no_overheat_no_score_gate,2.800181391393539,0.00756500593528231,0.007565466786074997,0.01352385812707313,518880.SH,1.0,518880.SH,1.0,0.5589589177799107,0.0004573904206202073,4.573904206202073e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.47192644665233663,-0.47192644665233663,1.5,-0.8263138787505115,-0.8263138787505115,0.6380931608028979,-0.47192644665233663,-0.47192644665233663,0.6045055003619991,0.01352385812707313,2.199374038243143,0.01352385812707313,2.199374038243143,0.0,0.0,0.4472600616033774,0.5594163082005309,0.5589589177799107,1.0,1.0,1.0,0.5594163082005309,0.5589589177799107,0.5589589177799107,378,0.25,80,1.05,0.2
2020-09-30,v11_keep_half_no_overheat_no_score_gate,2.8009693083427774,0.00028138068185867837,0.0002814496061328935,0.000503524672708977,518880.SH,1.0,518880.SH,1.0,0.5590278226609049,6.890488099420278e-05,6.890488099420277e-08,179,0,,0,False,False,80,68,False,3,518880.SH,-0.4604524871278247,-0.4604524871278247,1.5,-0.7930979124963817,-0.7930979124963817,0.5761113197621043,-0.4604524871278247,-0.4604524871278247,0.596628003864823,0.000503524672708977,2.200481477335914,0.000503524672708977,2.200481477335914,0.0,0.0,0.4472049330389858,0.5589589177799107,0.5590278226609049,1.0,1.0,1.0,0.5589589177799107,0.5590278226609049,0.5590278226609049,379,0.25,80,1.05,0.2
2020-10-09,v11_keep_half_no_overheat_no_score_gate,2.799787165859607,-0.00042204763888309405,-0.00042201395772090974,-0.0007549068948163873,518880.SH,1.0,518880.SH,1.0,0.558994127278756,3.369538214892387e-05,3.369538214892387e-08,179,0,,0,False,False,80,68,False,3,518880.SH,-0.44363053366822036,-0.44363053366822036,1.5,-0.7107274008597868,-0.7107274008597868,0.3939788958411736,-0.44363053366822036,-0.44363053366822036,0.5764231061599874,-0.0007549068948163873,2.198820318696757,-0.0007549068948163873,2.198820318696757,0.0,0.0,0.44723188992526114,0.5590278226609049,0.558994127278756,1.0,1.0,1.0,0.5590278226609049,0.558994127278756,0.558994127278756,380,0.25,80,1.05,0.2
2020-10-12,v11_keep_half_no_overheat_no_score_gate,2.8167338133833937,0.006052834204839819,0.006053071637619343,0.010828506673381977,518880.SH,1.0,518880.SH,1.0,0.5587581230499531,0.00023600422880287741,2.3600422880287742e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.39456590606500885,-0.39456590606500885,1.5,-0.5744027279087942,-0.5744027279087942,0.2018786887659545,-0.39456590606500885,-0.39456590606500885,0.4655636696028732,0.010828506673381977,2.2226302591913325,0.010828506673381977,2.2226302591913325,0.0,0.0,0.44742078850753453,0.558994127278756,0.5587581230499531,1.0,1.0,1.0,0.558994127278756,0.5587581230499531,0.5587581230499531,381,0.25,80,1.05,0.2
2020-10-13,v11_keep_half_no_overheat_no_score_gate,2.8124203645418513,-0.0015313654492474793,-0.0015312255489660083,-0.002740408570005015,518880.SH,1.0,518880.SH,1.0,0.5588982378788178,0.00014011482886466808,1.4011482886466809e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.3499330323469163,-0.3499330323469163,1.5,,-0.37595789367911514,0.06633751920282915,-0.3499330323469163,-0.3499330323469163,0.38072846075955746,-0.002740408570005015,2.216539344181092,-0.002740408570005015,2.216539344181092,0.0,0.0,0.44730862088387163,0.5587581230499531,0.5588982378788178,1.0,1.0,1.0,0.5587581230499531,0.5588982378788178,0.5588982378788178,382,0.25,80,1.05,0.2
2020-10-14,v11_keep_half_no_overheat_no_score_gate,2.7947415021025983,-0.0062859957430769775,-0.0062828930063819075,-0.011241568823382453,518880.SH,1.0,518880.SH,1.0,0.5620205919906882,0.003122354111870451,3.1223541118704513e-06,179,0,,0,False,False,80,68,False,3,518880.SH,-0.33651368285129624,-0.33651368285129624,1.5,,-0.1346622400028733,0.006919860101041397,-0.33651368285129624,-0.33651368285129624,0.3724168966035226,-0.011241568823382453,2.1916219645937454,-0.011241568823382453,2.1916219645937454,0.0,0.0,0.44482355907013116,0.5588982378788178,0.5620205919906882,1.0,1.0,1.0,0.5588982378788178,0.5620205919906882,0.5620205919906882,383,0.25,80,1.05,0.2
2020-10-15,v11_keep_half_no_overheat_no_score_gate,2.7927478850293235,-0.0007133457859250791,-0.0007099805356123606,-0.0012632642748864331,518880.SH,1.0,518880.SH,1.0,0.5653882332632141,0.0033676412725258675,3.3676412725258677e-06,179,0,,0,False,False,80,68,False,3,518880.SH,-0.3263460365762959,-0.3263460365762959,1.5,,0.00555934299659766,1.1952540228787889e-05,-0.3263460365762959,-0.3263460365762959,0.3696926223103896,-0.0012632642748864331,2.1888533668618178,-0.0012632642748864331,2.1888533668618178,0.0,0.0,0.44217404129033855,0.5620205919906882,0.5653882332632141,1.0,1.0,1.0,0.5620205919906882,0.5653882332632141,0.5653882332632141,384,0.25,80,1.05,0.2
2020-10-16,v11_keep_half_no_overheat_no_score_gate,2.7975169531304815,0.0017076615210140922,0.0017163315960431371,0.0030356691120667634,518880.SH,1.0,518880.SH,1.0,0.5740434530650939,0.008655219801879777,8.655219801879777e-06,179,0,,0,False,False,80,68,False,3,518880.SH,-0.3049735276816242,-0.3049735276816242,1.5,,0.15049928779254884,0.008914159936225574,-0.3049735276816242,-0.3049735276816242,0.3435693462224755,0.0030356691120667634,2.1954980014184433,0.0030356691120667634,2.1954980014184433,0.0,0.0,0.4355071008390216,0.5653882332632141,0.5740434530650939,1.0,1.0,1.0,0.5653882332632141,0.5740434530650939,0.5740434530650939,385,0.25,80,1.05,0.2
2020-10-19,v11_keep_half_no_overheat_no_score_gate,2.7987301122181,0.0004336556696327154,0.00043433300358020993,0.0007566204287516864,518880.SH,1.0,518880.SH,1.0,0.574720492952062,0.0006770398869681005,6.770398869681005e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.2763467108840387,-0.2763467108840387,1.5,,0.32044069371406025,0.03756425026977794,-0.2763467108840387,-0.2763467108840387,0.30315689451958816,0.0007566204287516864,2.1971591600576,0.0007566204287516864,2.1971591600576,0.0,0.0,0.43499405896572535,0.5740434530650939,0.574720492952062,1.0,1.0,1.0,0.5740434530650939,0.574720492952062,0.574720492952062,386,0.25,80,1.05,0.2
2020-10-20,v11_keep_half_no_overheat_no_score_gate,2.7922439739423974,-0.0023175290276782334,-0.002317421342548635,-0.0040322580645161255,518880.SH,1.0,518880.SH,1.0,0.5746125576910451,0.00010793526101682271,1.0793526101682271e-07,179,0,,0,False,False,80,68,False,3,518880.SH,-0.257124851307717,-0.257124851307717,1.5,,0.3594644929004116,0.04976888479036967,-0.257124851307717,-0.257124851307717,0.28478396064234535,-0.0040322580645161255,2.1882996473154326,-0.0040322580645161255,2.1882996473154326,0.0,0.0,0.4350757682786647,0.574720492952062,0.5746125576910451,1.0,1.0,1.0,0.574720492952062,0.5746125576910451,0.5746125576910451,387,0.25,80,1.05,0.2
2020-10-21,v11_keep_half_no_overheat_no_score_gate,2.7979275714361527,0.002035494586717812,0.0020355708015370824,0.003542510121457454,518880.SH,1.0,518880.SH,1.0,0.5746886176848728,7.60599938276485e-05,7.60599938276485e-08,179,0,,0,False,False,80,68,False,3,518880.SH,-0.2216550217798493,-0.2216550217798493,1.5,,0.36774760776954296,0.05650111197192498,-0.2216550217798493,-0.2216550217798493,0.23366653439187735,0.003542510121457454,2.1960517209648294,0.003542510121457454,2.1960517209648294,0.0,0.0,0.43501818603459114,0.5746125576910451,0.5746886176848728,1.0,1.0,1.0,0.5746125576910451,0.5746886176848728,0.5746886176848728,388,0.25,80,1.05,0.2
2020-10-22,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,4.593632116023372e-06,0.0005796153481441033,0.0010085728693898233,518880.SH,1.0,CASH,0.0,0.5749090344640672,0.5746886176848728,0.0005746886176848728,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,0.18982158725960407,0.017346523169610384,,-0.1798964402129991,0.172970764231545,7.564296520490288e-06,2.196068332551221,7.564296520490288e-06,2.196068332551221,1.0,0.001,0.4348514025928487,0.5746886176848728,0.5749090344640672,1.0,1.0,1.0,0.5746886176848728,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-23,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,0.0,0.0,0.0,CASH,0.0,CASH,0.0,0.5751843808242012,0.0,0.0,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,0.0297035110110504,0.00048426747965724104,,-0.14952750153094208,0.13807714536492388,0.0,2.196068332551221,0.0,2.196068332551221,0.0,0.0,0.43464323499495333,0.5749090344640672,0.5751843808242012,1.0,1.0,1.0,0.0,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-26,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,0.0,0.0,0.0,CASH,0.0,CASH,0.0,0.57529383634909,0.0,0.0,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,-0.13709196567333815,0.01158820307293773,,-0.13688149591695575,0.1336085762429069,0.0,2.196068332551221,0.0,2.196068332551221,0.0,0.0,0.43456053968271485,0.5751843808242012,0.57529383634909,1.0,1.0,1.0,0.0,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-27,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,0.0,0.0,0.0,CASH,0.0,CASH,0.0,0.5809977791013,0.0,0.0,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,-0.22514710638008595,0.03532240843984502,,-0.09050868918420718,0.06962757149634136,0.0,2.196068332551221,0.0,2.196068332551221,0.0,0.0,0.4302942437864486,0.57529383634909,0.5809977791013,1.0,1.0,1.0,0.0,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-28,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,0.0,0.0,0.0,CASH,0.0,CASH,0.0,0.5811770168571379,0.0,0.0,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,-0.33019295357155665,0.0851202861595366,,-0.04615747478521326,0.022077821054717228,0.0,2.196068332551221,0.0,2.196068332551221,0.0,0.0,0.43016153899536225,0.5809977791013,0.5811770168571379,1.0,1.0,1.0,0.0,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-29,v11_keep_half_no_overheat_no_score_gate,2.797940424086103,0.0,0.0,0.0,CASH,0.0,CASH,0.0,0.5817619368145345,0.0,0.0,180,0,,0,False,False,80,68,False,3,CASH,,,1.5,,-0.44167648907499935,0.1680351749661645,,-0.06607576660836212,0.049473765570309136,0.0,2.196068332551221,0.0,2.196068332551221,0.0,0.0,0.42972904237923687,0.5811770168571379,0.5817619368145345,1.0,1.0,1.0,0.0,0.0,0.0,389,0.25,80,1.05,0.2
2020-10-30,v11_keep_half_no_overheat_no_score_gate,2.797124999369481,-0.00029143748365856315,0.0,0.0,CASH,0.0,159941.SZ,0.5,0.5828749673172369,0.29143748365861843,0.00029143748365861844,181,0,159941.SZ,0,True,False,81,68,False,3,159941.SZ,-0.5749153231109473,,1.5,-0.5749153231109473,-0.5749153231109473,0.297200221830755,,-0.10896510986852681,0.12315848361343251,-0.0004999999999999449,2.1949702983849457,-0.0004999999999999449,2.1949702983849457,0.5,0.0005,0.4289084521002159,0.5817619368145345,0.5828749673172369,1.0,1.0,1.0,0.0,0.29143748365861843,0.29143748365861843,390,0.25,80,1.05,0.2
2020-11-02,v11_keep_half_no_overheat_no_score_gate,2.799845606345377,0.0009726440457644703,0.0009726741215139476,0.0016687526074259385,159941.SZ,0.5,159941.SZ,0.5,0.5829350603654039,3.004652408350461e-05,3.004652408350461e-08,181,0,159941.SZ,1,False,False,81,68,False,3,159941.SZ,-0.6568982581204945,-0.6568982581204945,1.5,-0.6568982581204945,-0.6568982581204945,0.41910428937375954,,-0.11459117348665859,0.15560720449306242,0.0016687526074259385,2.198633160793598,0.0016687526074259385,2.198633160793598,0.0,0.0,0.4288642371987222,0.5828749673172369,0.5829350603654039,1.0,1.0,1.0,0.29143748365861843,0.29146753018270194,0.29146753018270194,391,0.25,80,1.05,0.2
2020-11-03,v11_keep_half_no_overheat_no_score_gate,2.817489754997193,0.00630182914794597,0.006302000652598961,0.010810810810810811,159941.SZ,0.5,159941.SZ,0.5,0.5825941991671845,0.00017043059910970548,1.7043059910970548e-07,181,0,159941.SZ,2,False,False,81,68,False,3,159941.SZ,-0.6856309128581306,-0.6856309128581306,1.5,-0.6856309128581306,-0.6856309128581306,0.5016356324558889,,-0.10613689632665824,0.153401493864458,0.0108108108108107,2.2224021679373123,0.0108108108108107,2.2224021679373123,0.0,0.0,0.42911515486658425,0.5829350603654039,0.5825941991671845,1.0,1.0,1.0,0.29146753018270194,0.29129709958359223,0.29129709958359223,392,0.25,80,1.05,0.2
2020-11-04,v11_keep_half_no_overheat_no_score_gate,2.8538968608532764,0.012921823687738643,0.012922826151653029,0.02218152218152214,159941.SZ,0.5,159941.SZ,0.5,0.5806148501220045,0.0009896745225899672,9.896745225899673e-07,181,0,159941.SZ,3,False,False,81,68,False,3,159941.SZ,-0.644556169189689,-0.644556169189689,1.5,-0.644556169189689,-0.644556169189689,0.4311846013296703,,-0.08877395568971724,0.113872827606886,0.02218152218152225,2.271698430921677,0.02218152218152225,2.271698430921677,0.0,0.0,0.430578032834447,0.5825941991671845,0.5806148501220045,1.0,1.0,1.0,0.29129709958359223,0.29030742506100227,0.29030742506100227,393,0.25,80,1.05,0.2
2020-11-05,v11_keep_half_no_overheat_no_score_gate,2.8504862241200595,-0.001195080586127828,-0.0009050894000342955,-0.0015588464536243074,159941.SZ,0.5,159941.SZ,1.0,0.5805613168753846,0.2902538918143823,0.00029025389181438235,182,0,,0,False,True,81,69,False,3,159941.SZ,-0.6035583188640923,-0.6035583188640923,1.5,-0.6035583188640923,-0.6035583188640923,0.37491122529128884,,-0.0781093760720799,0.09538890787273457,-0.002058067030397348,2.2670231232779914,-0.002058067030397348,2.2670231232779914,0.5,0.0005,0.43061773620315386,0.5806148501220045,0.5805613168753846,1.0,1.0,1.0,0.29030742506100227,0.5805613168753846,0.5805613168753846,394,0.25,80,1.05,0.2
2020-11-06,v11_keep_half_no_overheat_no_score_gate,2.8433695885705608,-0.00249663916607612,-0.0024965498380097643,-0.004300234558248461,159941.SZ,1.0,159941.SZ,1.0,0.5806508685119883,8.955163660373522e-05,8.955163660373522e-08,182,0,,0,False,False,81,69,False,3,159941.SZ,-0.5654964263631617,-0.5654964263631617,1.5,-0.5654964263631617,-0.5654964263631617,0.334564294571558,,-0.02970425923184583,0.011466707798242992,-0.004300234558248461,2.257274392098923,-0.004300234558248461,2.257274392098923,0.0,0.0,0.430551323621827,0.5805613168753846,0.5806508685119883,1.0,1.0,1.0,0.5805613168753846,0.5806508685119883,0.5806508685119883,395,0.25,80,1.05,0.2
2020-11-09,v11_keep_half_no_overheat_no_score_gate,2.8796641666722955,0.012764636102048588,0.012766567976706462,0.021986650961915988,159941.SZ,1.0,159941.SZ,1.0,0.5787433463653137,0.0019075221466746672,1.9075221466746673e-06,182,0,,0,False,False,81,69,False,3,159941.SZ,-0.46696745278374796,-0.46696745278374796,1.5,-0.46696745278374796,-0.46696745278374796,0.20127742086517209,,0.008376943062418762,0.0008534320408812857,0.021986650961915988,2.306904296283273,0.021986650961915988,2.306904296283273,0.0,0.0,0.43197040893874106,0.5806508685119883,0.5787433463653137,1.0,1.0,1.0,0.5806508685119883,0.5787433463653137,0.5787433463653137,396,0.25,80,1.05,0.2
2020-11-10,v11_keep_half_no_overheat_no_score_gate,2.8066510797915214,-0.025354722861710366,-0.025346423928407996,-0.04379562043795637,159941.SZ,1.0,159941.SZ,1.0,0.570228594553877,0.008514751811436683,8.514751811436684e-06,182,0,,0,False,False,81,69,False,3,159941.SZ,-0.45516625400202726,-0.45516625400202726,1.5,-0.45516625400202726,-0.45516625400202726,0.20271897743253464,,-0.06375978883055344,0.037255588444067955,-0.04379562043795637,2.2058719913365596,-0.04379562043795637,2.2058719913365596,0.0,0.0,0.4384206656553054,0.5787433463653137,0.570228594553877,1.0,1.0,1.0,0.5787433463653137,0.570228594553877,0.570228594553877,397,0.25,80,1.05,0.2
2020-11-11,v11_keep_half_no_overheat_no_score_gate,2.7809302865397614,-0.009164229011919267,-0.009163979020552498,-0.01607071112896752,159941.SZ,1.0,159941.SZ,1.0,0.5699762910833902,0.00025230347048676993,2.523034704867699e-07,182,0,,0,False,False,81,69,False,3,159941.SZ,-0.46522237847097203,-0.46522237847097203,1.5,-0.46522237847097203,-0.46522237847097203,0.22392459543511223,,-0.12367618534856828,0.11433146851060172,-0.01607071112896752,2.1704220597763095,-0.01607071112896752,2.1704220597763095,0.0,0.0,0.43861473522838834,0.570228594553877,0.5699762910833902,1.0,1.0,1.0,0.570228594553877,0.5699762910833902,0.5699762910833902,398,0.25,80,1.05,0.2
2020-11-12,v11_keep_half_no_overheat_no_score_gate,2.7811393941224942,7.519339256534252e-05,0.0009309535174902625,0.0016333197223357132,159941.SZ,1.0,518880.SH,0.5,0.5699758038374428,0.8549641930021117,0.0008549641930021117,183,0,518880.SH,0,True,False,82,69,False,3,518880.SH,-0.17651108019146755,-0.4547288980636962,1.5,-0.4547288980636962,-0.4547288980636962,0.2266793196551915,-0.17651108019146755,-0.17651108019146755,0.20049995479919058,0.00013086974275222651,2.1707061023529364,0.00013086974275222651,2.1707061023529364,1.5,0.0015,0.438615110179835,0.5699762910833902,0.5699758038374428,1.0,1.0,1.0,0.5699762910833902,0.2849879019187214,0.2849879019187214,399,0.25,80,1.05,0.2
2020-11-13,v11_keep_half_no_overheat_no_score_gate,2.78455970235805,0.0012298226557014846,0.001250915138811821,0.0021946811257422816,518880.SH,0.5,518880.SH,0.5,0.6121080661735018,0.021066131168029467,2.1066131168029466e-05,183,0,518880.SH,1,False,False,82,69,False,3,518880.SH,-0.2010492181474829,-0.2010492181474829,1.5,-0.4221240317099112,-0.4221240317099112,0.20843447628429512,-0.2010492181474829,-0.2010492181474829,0.2561745766486694,0.0021946811257422816,2.1754701100653038,0.0021946811257422816,2.1754701100653038,0.0,0.0,0.40842461293286997,0.5699758038374428,0.6121080661735018,1.0,1.0,1.0,0.2849879019187214,0.3060540330867509,0.3060540330867509,400,0.25,80,1.05,0.2
2020-11-16,v11_keep_half_no_overheat_no_score_gate,2.7831338738434566,-0.0005120481034708302,-0.00015735425865643553,-0.00025706940874037354,518880.SH,0.5,518880.SH,1.0,0.6608036992718329,0.354749666185082,0.00035474966618508205,184,0,,0,False,True,82,70,False,3,518880.SH,-0.21939706614018906,-0.21939706614018906,1.5,,-0.365322525353858,0.16709639222662342,-0.21939706614018906,-0.21939706614018906,0.30474427948141336,-0.000756940874035994,2.1738234078187517,-0.000756940874035994,2.1738234078187517,0.5,0.0005,0.37832717988032666,0.6121080661735018,0.6608036992718329,1.0,1.0,1.0,0.3060540330867509,0.6608036992718329,0.6608036992718329,401,0.25,80,1.05,0.2
2020-11-17,v11_keep_half_no_overheat_no_score_gate,2.7798220543799195,-0.0011899605314218409,-0.0011897185943680294,-0.0018004115226337714,518880.SH,1.0,518880.SH,1.0,0.6610459245055191,0.00024222523368622184,2.422252336862218e-07,184,0,,0,False,False,82,70,False,3,518880.SH,-0.23978921748423165,-0.23978921748423165,1.5,,-0.3259629793332698,0.14505461480237558,-0.23978921748423165,-0.23978921748423165,0.36095776065017227,-0.0018004115226337714,2.169909631107144,-0.0018004115226337714,2.169909631107144,0.0,0.0,0.3781885504959538,0.6608036992718329,0.6610459245055191,1.0,1.0,1.0,0.6608036992718329,0.6610459245055191,0.6610459245055191,402,0.25,80,1.05,0.2
2020-11-18,v11_keep_half_no_overheat_no_score_gate,2.7679479593260887,-0.004271530630934328,-0.0042582190447405105,-0.006441638752898715,518880.SH,1.0,518880.SH,1.0,0.6744144367526677,0.013368512247148523,1.3368512247148524e-05,184,0,,0,False,False,82,70,False,3,518880.SH,-0.2760350201846995,-0.2760350201846995,1.5,,-0.3207430485421052,0.15266376561524153,-0.2760350201846995,-0.2760350201846995,0.44341328636381994,-0.006441638752898715,2.155931857137116,-0.006441638752898715,2.155931857137116,0.0,0.0,0.3706919460439784,0.6610459245055191,0.6744144367526677,1.0,1.0,1.0,0.6610459245055191,0.6744144367526677,0.6744144367526677,403,0.25,80,1.05,0.2
2020-11-19,v11_keep_half_no_overheat_no_score_gate,2.758745670253961,-0.0033245889038926446,-0.0033231001810944895,-0.004927385892116054,518880.SH,1.0,518880.SH,1.0,0.6759081232206062,0.0014936864679385708,1.4936864679385709e-06,184,0,,0,False,False,82,70,False,3,518880.SH,-0.3162635827664648,-0.3162635827664648,1.5,,-0.31654115915530945,0.16117716632685652,-0.3162635827664648,-0.3162635827664648,0.5245937333085535,-0.004927385892116054,2.1453087489198954,-0.004927385892116054,2.1453087489198954,0.0,0.0,0.3698727554993503,0.6744144367526677,0.6759081232206062,1.0,1.0,1.0,0.6744144367526677,0.6759081232206062,0.6759081232206062,404,0.25,80,1.05,0.2
2020-11-20,v11_keep_half_no_overheat_no_score_gate,2.7616613951052194,0.001056902375125457,0.001056932170790531,0.0015637216575448143,518880.SH,1.0,518880.SH,1.0,0.6759378874268046,2.9764206198379384e-05,2.9764206198379385e-08,184,0,,0,False,False,82,70,False,3,518880.SH,-0.33958862428679215,-0.33958862428679215,1.5,,-0.2791315147924377,0.1368081856447615,-0.33958862428679215,-0.33958862428679215,0.5851444964753745,0.0015637216575448143,2.148663414672702,0.0015637216575448143,2.148663414672702,0.0,0.0,0.36985646854582005,0.6759081232206062,0.6759378874268046,1.0,1.0,1.0,0.6759081232206062,0.6759378874268046,0.6759378874268046,405,0.25,80,1.05,0.2
2020-11-23,v11_keep_half_no_overheat_no_score_gate,2.7655206359093607,0.001397434461364977,0.0014071046316457547,0.002081706999739863,518880.SH,1.0,518880.SH,1.0,0.685594469885743,0.009656582458938412,9.656582458938411e-06,184,0,,0,False,False,82,70,False,3,518880.SH,-0.34848098574667186,-0.34848098574667186,1.5,,-0.267853356846234,0.13924876878433146,-0.34848098574667186,-0.34848098574667186,0.6228222593321708,0.002081706999739863,2.153136302343111,0.002081706999739863,2.153136302343111,0.0,0.0,0.3646470486287083,0.6759378874268046,0.685594469885743,1.0,1.0,1.0,0.6759378874268046,0.685594469885743,0.685594469885743,406,0.25,80,1.05,0.2
2020-11-24,v11_keep_half_no_overheat_no_score_gate,2.7182406056006694,-0.017096249326356783,-0.01709090343002635,-0.0249285899766295,518880.SH,1.0,518880.SH,1.0,0.6801556186745132,0.005438851211229778,5.438851211229779e-06,184,0,,0,False,False,82,70,False,3,518880.SH,-0.41819998240271006,-0.41819998240271006,1.5,,-0.25429455870909146,0.13769989500046387,-0.41819998240271006,-0.41819998240271006,0.6565633426750179,-0.0249285899766295,2.0994616502982035,-0.0249285899766295,2.0994616502982035,0.0,0.0,0.36756294167972886,0.685594469885743,0.6801556186745132,1.0,1.0,1.0,0.685594469885743,0.6801556186745132,0.6801556186745132,407,0.25,80,1.05,0.2
2020-11-25,v11_keep_half_no_overheat_no_score_gate,2.698050776531436,-0.007427535674227714,-0.007426466142651114,-0.010918774966711009,518880.SH,1.0,518880.SH,1.0,0.6790780848292101,0.0010775338453031802,1.0775338453031803e-06,184,0,,0,False,False,82,70,False,3,518880.SH,-0.49099772907478045,-0.49099772907478045,1.5,,-0.20787000301567993,0.09711510370034426,-0.49099772907478045,-0.49099772907478045,0.6851526412023583,-0.010918774966711009,2.076538100987358,-0.010918774966711009,2.076538100987358,0.0,0.0,0.36814617580079273,0.6801556186745132,0.6790780848292101,1.0,1.0,1.0,0.6801556186745132,0.6790780848292101,0.6790780848292101,408,0.25,80,1.05,0.2
2020-11-26,v11_keep_half_no_overheat_no_score_gate,2.7000240306395105,0.0007313628510028369,0.0007313711199021973,0.001077005923532548,518880.SH,1.0,518880.SH,1.0,0.679086347685321,8.262856110885508e-06,8.262856110885508e-09,184,0,,0,False,False,82,70,False,3,518880.SH,-0.5386267906547658,-0.5386267906547658,1.5,,-0.16001580040289176,0.059293504181335166,-0.5386267906547658,-0.5386267906547658,0.7360178536125773,0.001077005923532548,2.0787745448225623,0.001077005923532548,2.0787745448225623,0.0,0.0,0.3681416963426372,0.6790780848292101,0.679086347685321,1.0,1.0,1.0,0.6790780848292101,0.679086347685321,0.679086347685321,409,0.25,80,1.05,0.2
2020-11-27,v11_keep_half_no_overheat_no_score_gate,2.7010087961630815,0.0003647247255564867,0.000365296582940023,0.0005379236148468358,518880.SH,1.0,518880.SH,1.0,0.679657996247637,0.0005716485623160628,5.716485623160628e-07,184,0,,0,False,False,82,70,False,3,518880.SH,-0.5694298794840773,-0.5694298794840773,1.5,,-0.12145819067435382,0.035891357087428744,-0.5694298794840773,-0.5694298794840773,0.7836511509162729,0.0005379236148468358,2.0798927667401648,0.0005379236148468358,2.0798927667401648,0.0,0.0,0.36783205874166036,0.679086347685321,0.679657996247637,1.0,1.0,1.0,0.679086347685321,0.679657996247637,0.679657996247637,410,0.25,80,1.05,0.2
2020-11-30,v11_keep_half_no_overheat_no_score_gate,2.6555965360424008,-0.016813073761622443,-0.016808746143758796,-0.02473118279569897,518880.SH,1.0,518880.SH,1.0,0.6752563929515178,0.004401603296119161,4.401603296119161e-06,184,0,,0,False,False,82,70,False,3,518880.SH,-0.6301325283514991,-0.6301325283514991,1.5,,-0.08856838392221533,0.020358178560070495,-0.6301325283514991,-0.6301325283514991,0.8000693961581017,-0.02473118279569897,2.028454558530462,-0.02473118279569897,2.028454558530462,0.0,0.0,0.37022974178335477,0.679657996247637,0.6752563929515178,1.0,1.0,1.0,0.679657996247637,0.6752563929515178,0.6752563929515178,411,0.25,80,1.05,0.2
2020-12-01,v11_keep_half_no_overheat_no_score_gate,2.667952840741459,0.004652929965586194,0.004653089808100313,0.0068908489525909555,518880.SH,1.0,518880.SH,1.0,0.6750972907542182,0.00015910219729964314,1.5910219729964314e-07,184,0,,0,False,False,82,70,False,3,518880.SH,-0.6589105200435645,-0.6589105200435645,1.5,,-0.005332605503903132,6.89295026332637e-05,-0.6589105200435645,-0.6589105200435645,0.8373689455244288,0.0068908489525909555,2.04243233250049,0.0068908489525909555,2.04243233250049,0.0,0.0,0.3703169949337231,0.6752563929515178,0.6750972907542182,1.0,1.0,1.0,0.6752563929515178,0.6750972907542182,0.6750972907542182,412,0.25,80,1.05,0.2
