date,market_case,nav,return,gross_return,base_gross_return,position_before,fraction_before,position,holding_fraction,weight,turnover,cost,trade_count,stop_count,buffer_blocked,buffer_blocked_count,best_candidate,best_score,current_score,max_lev,score_159941.SZ,raw_score_159941.SZ,r2_159941.SZ,score_518880.SH,raw_score_518880.SH,r2_518880.SH,target_vol_input_return,target_vol_input_nav,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,switch_buffer,r2_threshold,case,score_QQQ,raw_score_QQQ,r2_QQQ,score_GLD,raw_score_GLD,r2_GLD
2021-03-10,CN_159941_518880,2.207143799522295,0.015402167712492698,0.01540216771249281,0.01026811180832854,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.6188710800275233,-0.6188710800275233,1.5,-0.6665261763229748,-0.6665261763229748,0.674030668290963,-0.6188710800275233,-0.6188710800275233,0.8189657110444976,0.01026811180832854,1.6895027747745472,0.01026811180832854,1.6895027747745472,0.0,0.0,0.14594213833682,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-11,CN_159941_518880,2.2361195721585982,0.013128176171654404,0.013128176171654404,0.008752117447769603,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.5798609834667781,-0.5798609834667781,1.5,-0.6467751822034267,-0.6467751822034267,0.6513716161152561,-0.5798609834667781,-0.5798609834667781,0.7425573858059906,0.008752117447769603,1.7042895014877066,0.008752117447769603,1.7042895014877066,0.0,0.0,0.15260880220278233,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-12,CN_159941_518880,2.190120470968098,-0.020570948782535736,-0.020570948782535736,-0.013713965855023824,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.5615308007249613,-0.5615308007249613,1.5,-0.6078034304164268,-0.6078034304164268,0.5765283658168434,-0.5615308007249613,-0.5615308007249613,0.7277168176508606,-0.013713965855023824,1.6809169334572287,-0.013713965855023824,1.6809169334572287,0.0,0.0,0.1399479403978147,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-15,CN_159941_518880,2.219951850822374,0.01362088535754813,0.01362088535754824,0.009080590238365494,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.5193046174715585,-0.5193046174715585,1.5,-0.5686752752868997,-0.5686752752868997,0.513949607378376,-0.5193046174715585,-0.5193046174715585,0.6573153705915448,0.009080590238365494,1.6961806513546838,0.009080590238365494,1.6961806513546838,0.0,0.0,0.14465217729091429,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-16,CN_159941_518880,2.2255704016259172,0.0025309336332957066,0.0025309336332955956,0.0016872890888637304,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.4708743367594288,-0.4708743367594288,1.5,-0.472796316306767,-0.472796316306767,0.3246497631647556,-0.4708743367594288,-0.4708743367594288,0.5717112439905294,0.0016872890888637304,1.6990425984604562,0.0016872890888637304,1.6990425984604562,0.0,0.0,0.14570376082229522,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-17,CN_159941_518880,2.239628608823162,0.0063166760247055365,0.0063166760247054254,0.004211117349803617,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,132,0,False,53,518880.SH,-0.40947132634636907,-0.40947132634636907,1.5,,-0.3636424251692024,0.17816541125931118,-0.40947132634636907,-0.40947132634636907,0.45381102971789433,0.004211117349803617,1.7061974662248884,0.004211117349803617,1.7061974662248884,0.0,0.0,0.1455614714180044,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,503,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-18,CN_159941_518880,2.261588959373543,0.009805353648308923,0.011322337154039852,0.007548224769359901,518880.SH,1.0,CASH,0.0,1.5,1.5,0.0015,133,0,False,53,CASH,,,1.5,,-0.22021337885943137,0.05785745953097543,,-0.32321390818925677,0.2852862021078426,0.006540676544590562,1.7173571519726654,0.006540676544590562,1.7173571519726654,1.0,0.001,0.15097679731344107,1.5,1.5,1.0,1.0,1.0,1.5,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-19,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,-0.17731337898364563,0.04016963664569306,,-0.24594781398963583,0.17387061216441468,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.15134016803584358,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-22,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,-0.1003535795198287,0.01360856049422543,,-0.18245022880418993,0.1059102766175054,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.15057049264551214,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-23,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.004449233422989751,2.7554208335778263e-05,,-0.10201836931518982,0.03645494106651026,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.14715886844901951,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-24,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.12574852234236,0.022110520663195743,,-0.03534681465339451,0.004916074484422661,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.13169341026781103,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-25,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.16405475029959304,0.04163058040143408,,0.034614220100227966,0.005101147510240711,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.1292086228039274,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-26,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.22013961248473324,0.08086885817296663,,0.08772612276198921,0.03725372140894789,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.11913808312628608,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-29,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.25277390715553083,0.11609927702983713,,0.13782118863352077,0.10798434610390917,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.11827708873195208,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-30,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.2775744053135716,0.15153440434003795,,0.11854775125202055,0.0950712554198988,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.10359240713048191,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-03-31,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.2671200734162975,0.1583372523834744,,0.03859471770054945,0.009157680311154937,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.1027627878429564,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-01,CN_159941_518880,2.261588959373543,0.0,0.0,0.0,CASH,0.0,CASH,0.0,1.5,0.0,0.0,133,0,False,53,CASH,,,1.5,,0.3829152213034468,0.26835253414901605,,0.05028536598709099,0.01731304348114515,0.0,1.7173571519726654,0.0,1.7173571519726654,0.0,0.0,0.09346194750203969,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,504,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-02,CN_159941_518880,2.2581965759344826,-0.0014999999999999458,0.0,0.0,CASH,0.0,159941.SZ,1.0,1.5,1.5,0.0015,134,0,False,53,159941.SZ,0.5397266084829389,,1.5,0.5397266084829389,0.5397266084829389,0.37524241933472324,,0.10971749190926339,0.07092446634643457,-0.0010000000000000009,1.7156397948206927,-0.0010000000000000009,1.7156397948206927,1.0,0.001,0.0823115677570662,1.5,1.5,1.0,1.0,1.0,0.0,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-06,CN_159941_518880,2.3109464403333972,0.023359288097886566,0.023359288097886566,0.015572858731924377,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,0.795075726815538,0.795075726815538,1.5,0.795075726815538,0.795075726815538,0.4753093624426389,,0.12440280755509292,0.09386325810931861,0.015572858731924377,1.7423572109803032,0.015572858731924377,1.7423572109803032,0.0,0.0,0.09648132599912532,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-07,CN_159941_518880,2.312212018887797,0.0005476451259585069,0.0005476451259585069,0.0003650967506390046,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.0204682782004149,1.0204682782004149,1.5,1.0204682782004149,1.0204682782004149,0.5606077328943949,,0.148794764775936,0.12988557798726952,0.0003650967506390046,1.7429933399364845,0.0003650967506390046,1.7429933399364845,0.0,0.0,0.09204207853575022,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-08,CN_159941_518880,2.355249541867095,0.018613138686131236,0.018613138686131347,0.012408759124087565,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.303971928455347,1.303971928455347,1.5,1.303971928455347,1.303971928455347,0.6202967398714447,,0.17467775681532483,0.17151856676572552,0.012408759124087565,1.7646217244466453,0.012408759124087565,1.7646217244466453,0.0,0.0,0.09469876033970295,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-09,CN_159941_518880,2.3590702422774776,0.0016222062004325188,0.0016222062004326299,0.00108147080028842,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.5213809296859089,1.5213809296859089,1.5,1.5213809296859089,1.5213809296859089,0.6642322607779968,,0.21416280646728825,0.22906316635345514,0.00108147080028842,1.766530111315189,0.00108147080028842,1.766530111315189,0.0,0.0,0.09167718919307984,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-12,CN_159941_518880,2.3934751197755824,0.014584083543391912,0.014584083543392024,0.009722722362261349,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.791794282456928,1.791794282456928,1.5,1.791794282456928,1.791794282456928,0.704230474697104,,0.217099003106777,0.2468296474269811,0.009722722362261349,1.7837055931320813,0.009722722362261349,1.7837055931320813,0.0,0.0,0.07622364004039628,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-13,CN_159941_518880,2.3819516126011995,-0.004814550641939919,-0.004814550641939974,-0.0032097004279599828,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.9642180208212419,1.9642180208212419,1.5,1.9642180208212419,1.9642180208212419,0.7414854453200175,,0.16772767435567348,0.16831502090385142,-0.0032097004279599828,1.7779804325264508,-0.0032097004279599828,1.7779804325264508,0.0,0.0,0.07569526678235212,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-14,CN_159941_518880,2.43691972673815,0.023076923076922995,0.023076923076922995,0.01538461538461533,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.2897720140049382,2.2897720140049382,1.5,2.2897720140049382,2.2897720140049382,0.7806870326471107,,0.1813825467148218,0.1994315738721827,0.01538461538461533,1.8053339776422421,0.01538461538461533,1.8053339776422421,0.0,0.0,0.0879785935836547,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-15,CN_159941_518880,2.399567363061931,-0.015327695560253707,-0.015327695560253651,-0.010218463706835768,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.404629318369451,2.404629318369451,1.5,2.404629318369451,2.404629318369451,0.8109149005263607,,0.19039687292604368,0.22619221699552505,-0.010218463706835768,1.7868862379129875,-0.010218463706835768,1.7868862379129875,0.0,0.0,0.09905422563901752,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-16,CN_159941_518880,2.4239132761439044,0.010145959416162142,0.010145959416162031,0.006763972944108021,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.5485576431930475,2.5485576431930475,1.5,2.5485576431930475,2.5485576431930475,0.8426123215774078,0.24133029645319848,0.24133029645319848,0.310372433502351,0.006763972944108021,1.79897268808043,0.006763972944108021,1.79897268808043,0.0,0.0,0.09917669438986196,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-19,CN_159941_518880,2.436769959008883,0.005304101838755404,0.005304101838755404,0.0035360678925036026,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.655602527826915,2.655602527826915,1.5,2.655602527826915,2.655602527826915,0.8693538735899456,0.32173617596825266,0.32173617596825266,0.40603334708064687,0.0035360678925036026,1.8053339776422421,0.0035360678925036026,1.8053339776422421,0.0,0.0,0.09887797653339264,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-20,CN_159941_518880,2.386540557105423,-0.020613107822410215,-0.020613107822410215,-0.01374207188160681,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.4495554695770236,2.4495554695770236,1.5,2.4495554695770236,2.4495554695770236,0.8509537570056818,0.33721226072980115,0.33721226072980115,0.44801759574472566,-0.01374207188160681,1.7805249483511754,-0.01374207188160681,1.7805249483511754,0.0,0.0,0.11362274439428577,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-21,CN_159941_518880,2.3622403049162464,-0.01018220793140412,-0.01018220793140412,-0.0067881386209360794,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,2.1204575377043398,2.1204575377043398,1.5,2.1204575377043398,2.1204575377043398,0.7951594989864501,0.40780561812500227,0.40780561812500227,0.5366699005922515,-0.0067881386209360794,1.7684384981837324,-0.0067881386209360794,1.7684384981837324,0.0,0.0,0.11736819051400395,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-22,CN_159941_518880,2.3928304671381833,0.012949640287769792,0.012949640287769904,0.008633093525179936,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.8918162513637418,1.8918162513637418,1.5,1.8918162513637418,1.8918162513637418,0.7639289814795759,0.46979833883332933,0.46979833883332933,0.6159756818543468,0.008633093525179936,1.7837055931320813,0.008633093525179936,1.7837055931320813,0.0,0.0,0.11975986323910101,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-23,CN_159941_518880,2.3518690326080005,-0.01711840228245365,-0.01711840228245365,-0.011412268188302432,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.5097447289547583,1.5097447289547583,1.5,1.5097447289547583,1.5097447289547583,0.6630955182284375,0.5009438593270041,0.5009438593270041,0.6722889030076767,-0.011412268188302432,1.763349466534283,-0.011412268188302432,1.763349466534283,0.0,0.0,0.12827764038032075,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-26,CN_159941_518880,2.381140129875308,0.012445887445887482,0.012445887445887371,0.008297258297258248,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.2387660333356196,1.2387660333356196,1.5,1.2387660333356196,1.2387660333356196,0.5962263870930624,0.4795154640450974,0.4795154640450974,0.6686234051486041,0.008297258297258248,1.7779804325264505,0.008297258297258248,1.7779804325264505,0.0,0.0,0.1303684172006326,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-27,CN_159941_518880,2.414365340989848,0.013953488372093314,0.013953488372093314,0.009302325581395543,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,1.078593406007455,1.078593406007455,1.5,1.078593406007455,1.078593406007455,0.5671554788847819,0.4550385164571509,0.4550385164571509,0.6611345818846095,0.009302325581395543,1.7945197853871622,0.009302325581395543,1.7945197853871622,0.0,0.0,0.13272852675662208,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-28,CN_159941_518880,2.4002437429301766,-0.00584898971995762,-0.005848989719957565,-0.0038993264799717098,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,0.886579383685451,0.886579383685451,1.5,0.886579383685451,0.886579383685451,0.5136173797247836,0.3888967685493461,0.3888967685493461,0.5711304453844126,-0.0038993264799717098,1.7875223668691689,-0.0038993264799717098,1.7875223668691689,0.0,0.0,0.13423288979959952,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-29,CN_159941_518880,2.4233065831647362,0.00960854092526664,0.00960854092526664,0.00640569395017776,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,0.7560671482031427,0.7560671482031427,1.5,0.7560671482031427,0.7560671482031427,0.4877251284642159,0.3409075367020049,0.3409075367020049,0.5168880150483066,0.00640569395017776,1.7989726880804302,0.00640569395017776,1.7989726880804302,0.0,0.0,0.13483450125240629,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-04-30,CN_159941_518880,2.3898875744152934,-0.01379066478076374,-0.013790664780763684,-0.009193776520509123,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,134,0,False,53,159941.SZ,0.5624743359673694,0.5624743359673694,1.5,0.5624743359673694,0.5624743359673694,0.4022054100310365,0.2641676853183974,0.2641676853183974,0.3821658646836362,-0.009193776520509123,1.7824333352197193,-0.009193776520509123,1.7824333352197193,0.0,0.0,0.1404953077620118,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,505,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-06,CN_159941_518880,2.292280672180891,-0.04084162923784529,-0.038008565310492515,-0.025339043540328343,159941.SZ,1.0,518880.SH,1.0,1.4449991186950257,2.9449991186950255,0.0029449991186950254,135,0,False,53,518880.SH,0.26646609278281463,,1.5,,0.25650627352286093,0.12129869990311293,0.26646609278281463,0.26646609278281463,0.4086032133677623,-0.027288365453247643,1.7337936429721925,-0.027288365453247643,1.7337936429721925,2.0,0.002,0.17301048614186992,1.5,1.4449991186950257,1.0,1.0,1.0,1.5,1.4449991186950257,1.4449991186950257,506,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-07,CN_159941_518880,2.32914093932068,0.016080171851172276,0.016116693108404752,0.011153427638737723,518880.SH,1.0,518880.SH,1.0,1.480941109885803,0.035941991190777234,3.5941991190777235e-05,135,0,False,53,518880.SH,0.3208503117743109,0.3208503117743109,1.5,,0.031084161227283413,0.0023702328323480515,0.3208503117743109,0.3208503117743109,0.46139978738758025,0.011153427638737723,1.7531313849095864,0.011153427638737723,1.7531313849095864,0.0,0.0,0.16881157416129652,1.4449991186950257,1.480941109885803,1.0,1.0,1.0,1.4449991186950257,1.480941109885803,1.480941109885803,507,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-10,CN_159941_518880,2.3411976229859026,0.005176450880099548,0.005179508858895787,0.0034974441754103136,518880.SH,1.0,518880.SH,1.0,1.47789888830322,0.003042221582582938,3.042221582582938e-06,135,0,False,53,518880.SH,0.37894275579394154,0.37894275579394154,1.5,,-0.10028261875295053,0.03236782747583877,0.37894275579394154,0.37894275579394154,0.5087182482642907,0.0034974441754103136,1.7592628640604675,0.0034974441754103136,1.7592628640604675,0.0,0.0,0.1691590689854471,1.480941109885803,1.47789888830322,1.0,1.0,1.0,1.480941109885803,1.47789888830322,1.47789888830322,508,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-11,CN_159941_518880,2.3365078411847904,-0.002003155032735293,-0.0019810977055002964,-0.0013404825737265424,518880.SH,1.0,518880.SH,1.0,1.5,0.022101111696779974,2.2101111696779973e-05,135,0,False,53,518880.SH,0.41686435744967887,0.41686435744967887,1.5,,-0.2882107681050664,0.2177533617819718,0.41686435744967887,0.41686435744967887,0.5541669974402555,-0.0013404825737265424,1.7569046028485902,-0.0013404825737265424,1.7569046028485902,0.0,0.0,0.16358176282924092,1.47789888830322,1.5,1.0,1.0,1.0,1.47789888830322,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-12,CN_159941_518880,2.3430939706700094,0.0028187919463087407,0.0028187919463087407,0.0018791946308724938,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.46415123068550423,0.46415123068550423,1.5,-0.40823976766771075,-0.40823976766771075,0.3925776482933283,0.46415123068550423,0.46415123068550423,0.601405275560442,0.0018791946308724938,1.7602061685452184,0.0018791946308724938,1.7602061685452184,0.0,0.0,0.16368164933581825,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-13,CN_159941_518880,2.3289676002680597,-0.00602893890675249,-0.006028938906752435,-0.004019292604501623,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.4742252841195971,0.4742252841195971,1.5,-0.5201966925071677,-0.5201966925071677,0.5289462937090942,0.4742252841195971,0.4742252841195971,0.6267825833275105,-0.004019292604501623,1.7531313849095864,-0.004019292604501623,1.7531313849095864,0.0,0.0,0.1601299098589355,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-14,CN_159941_518880,2.3496444716183005,0.00887812752219519,0.008878127522195078,0.005918751681463386,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.5090144783589119,0.5090144783589119,1.5,-0.5698655866455851,-0.5698655866455851,0.6271003699970217,0.5090144783589119,0.5090144783589119,0.6658455095403135,0.005918751681463386,1.7635077342418464,0.005918751681463386,1.7635077342418464,0.0,0.0,0.1615168355872245,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-17,CN_159941_518880,2.385464138610075,0.015244717838994504,0.015244717838994393,0.010163145225996262,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.5980969535936018,0.5980969535936018,1.5,-0.5850550703718772,-0.5850550703718772,0.6790269466075272,0.5980969535936018,0.5980969535936018,0.705345210433806,0.010163145225996262,1.7814305194521138,0.010163145225996262,1.7814305194521138,0.0,0.0,0.15602179519225015,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-18,CN_159941_518880,2.4091482543627567,0.009928514694201862,0.009928514694201751,0.006619009796134501,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.7127660610517772,0.7127660610517772,1.5,-0.581492484472165,-0.581492484472165,0.6910326506889302,0.7127660610517772,0.7127660610517772,0.7380269875302155,0.006619009796134501,1.7932218255115004,0.006619009796134501,1.7932218255115004,0.0,0.0,0.15382655701208503,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-19,CN_159941_518880,2.418653047580916,0.003945291951604535,0.003945291951604424,0.002630194634402949,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.8201644236085874,0.8201644236085874,1.5,-0.604806159157981,-0.604806159157981,0.7393855003784824,0.8201644236085874,0.8201644236085874,0.7731414242201113,0.002630194634402949,1.797938347935255,0.002630194634402949,1.797938347935255,0.0,0.0,0.15226919273053294,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2021-05-20,CN_159941_518880,2.4177013215653416,-0.0003934942287512344,-0.0003934942287512344,-0.0002623294858341563,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,135,0,False,53,518880.SH,0.8915080391019434,0.8915080391019434,1.5,-0.611058951977275,-0.611058951977275,0.7645779044869696,0.8915080391019434,0.8915080391019434,0.8047145948870662,-0.0002623294858341563,1.7974666956928798,-0.0002623294858341563,1.7974666956928798,0.0,0.0,0.15172943403226896,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,509,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
