date,market_case,nav,return,gross_return,base_gross_return,position_before,fraction_before,position,holding_fraction,weight,turnover,cost,trade_count,stop_count,buffer_blocked,buffer_blocked_count,best_candidate,best_score,current_score,max_lev,score_159941.SZ,raw_score_159941.SZ,r2_159941.SZ,score_518880.SH,raw_score_518880.SH,r2_518880.SH,target_vol_input_return,target_vol_input_nav,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,switch_buffer,r2_threshold,case,score_QQQ,raw_score_QQQ,r2_QQQ,score_GLD,raw_score_GLD,r2_GLD
2015-08-25,CN_159941_518880,1.0415002168905843,-0.008189836203275846,-0.008189836203275846,-0.005459890802183898,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,2.5485981661621957,2.5485981661621957,1.5,-0.7085369827383341,-0.7085369827383341,0.3157741421254827,2.5485981661621957,2.5485981661621957,0.820134220065201,-0.005459890802183898,1.0276420503909642,-0.005459890802183898,1.0276420503909642,0.0,0.0,0.0879314274464869,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-08-26,CN_159941_518880,1.0289652691788524,-0.012035472972972694,-0.012035472972972694,-0.008023648648648463,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,2.4590743162655846,2.4590743162655846,1.5,-0.8024634179446332,-0.8024634179446332,0.4199905552152148,2.4590743162655846,2.4590743162655846,0.8227507808167751,-0.008023648648648463,1.0193966116420505,-0.008023648648648463,1.0193966116420505,0.0,0.0,0.09370952498802275,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-08-27,CN_159941_518880,1.0112244886757686,-0.017241379310344973,-0.017241379310344973,-0.011494252873563315,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,2.1370339369846376,2.1370339369846376,1.5,-0.8244261638873406,-0.8244261638873406,0.47322268521494903,2.1370339369846376,2.1370339369846376,0.7675877764032043,-0.011494252873563315,1.0076794092093833,-0.011494252873563315,1.0076794092093833,0.0,0.0,0.1031808693698453,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-08-28,CN_159941_518880,1.0184101924066686,0.007105943152454719,0.007105943152454719,0.004737295434969813,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,1.8673153266164806,1.8673153266164806,1.5,-0.8195013238750444,-0.8195013238750444,0.47724875753393137,1.8673153266164806,1.8673153266164806,0.7211619026197185,0.004737295434969813,1.012453084274544,0.004737295434969813,1.012453084274544,0.0,0.0,0.10424367338240947,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-08-31,CN_159941_518880,1.022338907250929,0.003857693956279329,0.003857693956279329,0.002571795970852886,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,1.624660107005397,1.624660107005397,1.5,-0.8036043866668279,-0.8036043866668279,0.4564723166347865,1.624660107005397,1.624660107005397,0.6765112187361351,0.002571795970852886,1.015056907037359,0.002571795970852886,1.015056907037359,0.0,0.0,0.1044241744216038,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-09-01,CN_159941_518880,1.03217329177985,0.009619495510902354,0.009619495510902243,0.006412997007268162,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,1.4369572704033708,1.4369572704033708,1.5,-0.8024687488878025,-0.8024687488878025,0.4701576172017137,1.4369572704033708,1.4369572704033708,0.6466997100112509,0.006412997007268162,1.0215664639443964,0.006412997007268162,1.0215664639443964,0.0,0.0,0.10617161489642568,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-09-02,CN_159941_518880,1.0302001482738987,-0.0019116397621070647,-0.0019116397621071202,-0.0012744265080714134,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,1.2242466757927137,1.2242466757927137,1.5,-0.8051252848200376,-0.8051252848200376,0.4914308302943189,1.2242466757927137,1.2242466757927137,0.6021973763999251,-0.0012744265080714134,1.020264552562989,-0.0012744265080714134,1.020264552562989,0.0,0.0,0.10642766882583855,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-09-07,CN_159941_518880,1.0052229434880153,-0.0242450021267544,-0.0242450021267544,-0.0161633347511696,518880.SH,1.0,518880.SH,1.0,1.5,0.0,0.0,1,0,False,0,518880.SH,0.8763350431170389,0.8763350431170389,1.5,-0.7892998998349279,-0.7892998998349279,0.475718645723749,0.8763350431170389,0.8763350431170389,0.4527775541673039,-0.0161633347511696,1.0037736750651611,-0.0161633347511696,1.0037736750651611,0.0,0.0,0.12195056768220856,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-09-08,CN_159941_518880,0.9957078759892142,-0.009465629053177937,-0.006485084306096123,-0.004323389537397415,518880.SH,1.0,159941.SZ,1.0,1.5,3.0,0.003,2,0,False,0,159941.SZ,-0.7617569794548001,,1.5,-0.7617569794548001,-0.7617569794548001,0.43843523130822637,,0.5669784197339043,0.2823056766752693,-0.006314742758322667,0.9974351025195485,-0.006314742758322667,0.9974351025195485,2.0,0.002,0.1240319066265584,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,2,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
2015-09-09,CN_159941_518880,1.0038694159563388,0.008196721311475308,0.008196721311475419,0.005464480874316946,159941.SZ,1.0,159941.SZ,1.0,1.5,0.0,0.0,2,0,False,0,159941.SZ,-0.7200378540071846,-0.7200378540071846,1.5,-0.7200378540071846,-0.7200378540071846,0.38070799690393764,,0.3553898778217235,0.16182869384809373,0.005464480874316946,1.002885567560639,0.005464480874316946,1.002885567560639,0.0,0.0,0.12551825474830897,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,2,0.25,20,2.5,0.3,CN_159941_518880,,,,,,
