mode,year,days,return,max_dd
insample_2007_2016_three_asset_pool,2007,242,0.13532693709682508,-0.08468854011504345
insample_2007_2016_three_asset_pool,2008,246,-0.010638716892688804,-0.2272881438478085
insample_2007_2016_three_asset_pool,2009,244,0.19356163050310982,-0.08814623217484718
insample_2007_2016_three_asset_pool,2010,242,0.20759872889415054,-0.057914637986635764
insample_2007_2016_three_asset_pool,2011,244,0.19923962206518953,-0.1297312872358075
insample_2007_2016_three_asset_pool,2012,243,0.08607820145386369,-0.1482031725947146
insample_2007_2016_three_asset_pool,2013,238,0.2748464967821225,-0.14782285702915976
insample_2007_2016_three_asset_pool,2014,245,0.19090922216349915,-0.09933432484273697
insample_2007_2016_three_asset_pool,2015,244,0.11847988234911555,-0.20420241004356043
insample_2007_2016_three_asset_pool,2016,244,-0.07258870240977988,-0.09835880432363231
oos_2017_2026_standalone_reset_three_asset_pool,2017,244,0.07293054653718212,-0.0737871677105788
oos_2017_2026_standalone_reset_three_asset_pool,2018,243,0.04259351554477031,-0.09403972068073163
oos_2017_2026_standalone_reset_three_asset_pool,2019,244,0.2452644602271501,-0.08593008284862547
oos_2017_2026_standalone_reset_three_asset_pool,2020,243,0.23624323102925993,-0.1814067673619123
oos_2017_2026_standalone_reset_three_asset_pool,2021,243,0.1904511123823076,-0.11233112722737959
oos_2017_2026_standalone_reset_three_asset_pool,2022,242,-0.040368887091687955,-0.2198609142128991
oos_2017_2026_standalone_reset_three_asset_pool,2023,242,-0.0038887659287517584,-0.16009732392090437
oos_2017_2026_standalone_reset_three_asset_pool,2024,242,0.2805680562811237,-0.08316187212697113
oos_2017_2026_standalone_reset_three_asset_pool,2025,243,0.6031446884120892,-0.06615210396389581
oos_2017_2026_standalone_reset_three_asset_pool,2026,116,0.15014948353504964,-0.13541513831593577
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2017,244,0.06865185851045674,-0.03740667156408961
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2018,243,0.01228647818951889,-0.09295897023698774
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2019,244,0.24526460738462497,-0.08592993266273807
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2020,243,0.23624271590032508,-0.18140717239638038
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2021,243,0.1904506628248619,-0.11233114943466205
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2022,242,-0.04036827772160756,-0.21986080027431754
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2023,242,-0.0038886060082712337,-0.16009730192144778
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2024,242,0.28056760521665214,-0.08316187212697035
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2025,243,0.603144804657088,-0.06615210396389604
oos_2017_2026_continuous_state_from_2007_three_asset_pool,2026,116,0.15014948353504964,-0.13541513831593577
