code,name,first,last,rows,missing_in_joined_calendar,max_abs_daily_return,max_abs_daily_return_date,large_move_gt_30pct_count
CN_ZZ500_000905,CSI500_INDEX_PROXY_FOR_A_SHARE_LEG,2007-01-15,2016-12-30,2425,0,0.09872480677295026,2008-09-19,0
QQQ,NASDAQ_QQQ_ADJ_CLOSE_PROXY,2007-01-16,2016-12-30,2424,1,0.15141194452827011,2008-10-06,0
EWG,GERMANY_EWG_ADJ_CLOSE_PROXY,2007-01-16,2016-12-30,2424,1,0.19789587106965612,2008-10-28,0
EWJ,JAPAN_EWJ_ADJ_CLOSE_PROXY,2007-01-16,2016-12-30,2424,1,0.15822027942526984,2008-10-13,0
GLD,GOLD_GLD_ADJ_CLOSE_PROXY,2007-01-16,2016-12-30,2424,1,0.11290530102327678,2008-09-17,0
