year,return,days
2007,0.29884303204012763,235
2008,-0.03332323360205447,246
2009,0.39989251874138354,244
2010,-0.17945084796547595,242
2011,0.19943726263235662,244
2012,0.26980297537588704,243
2013,0.12950825574371527,238
2014,0.17705657026325916,245
2015,-0.0699214482920133,244
2016,-0.19777032355183977,244
