year,return,days
2007,-0.0715304094617556,242
2008,0.001396732972415382,246
2009,0.24915285943711574,244
2010,0.02520042023476554,242
2011,0.27873518454105106,244
2012,0.2581423509069387,243
2013,0.3229790566667752,238
2014,0.0027228933442262626,245
2015,0.5237115042451994,244
2016,-0.23943614363291887,244
