date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,trade_blocked_by_stale_price,blocked_trade_target,stale_price_trade_assets,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,price_ffill_QQQ,price_ffill_EWG,price_ffill_EWJ,price_ffill_GLD,price_ffill_CN_CYB_399006,score_QQQ,score_EWG,score_EWJ,score_GLD,score_CN_CYB_399006,r2_QQQ,r2_EWG,r2_EWJ,r2_GLD,r2_CN_CYB_399006,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,virtual_base_realized_vol,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,overheat_on,overheat_on_effective,overheat_triggered,overheat_recovered,overheat_feature_missing,overheat_tc,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count
2011-01-17,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8732371198339368,0.8732371198339368,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.369389500557024,115,0,False,0,0,True,True,True,True,False,0.8732371198339368,,0.7796162437919356,,,0.8574523534154398,0.037604515763013935,0.9252412732601963,0.22844683905443186,0.7176014857352893,0,0.0,1.3838550218648493,0.0,0.0,1.3838550218648493,0.0,0.0,0.22666030883696306,0.22666030883696306,QQQ,QQQ,QQQ,QQQ,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.082352626090004,0.0,0.0,0.0,669,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.369389500557024,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.9374830530544833,0.9374830530544833,False,False,,,0.0028066552711782933,0.003037790703289178,0.0028066552711782933,0.0002494123793204128,2.494123793204128e-07,0.0030375405332472294,1.3735490766707692,115,0,False,0,0,False,False,False,False,False,0.9374830530544833,,0.7781190411846015,,,0.8811580921163971,0.13499571373228203,0.9306300073985425,0.284739807864679,0.7446980473402112,0,0.0028066552711782933,1.3877390258565128,0.0028066552711782933,0.0028066552711782933,1.3877390258565128,0.0,0.0,0.22651981448283087,0.22651981448283087,QQQ,QQQ,QQQ,QQQ,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0821032137106836,0.0002494123793204128,0.0002494123793204128,0.0,670,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3735490766707692,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8766326972242877,0.8766326972242877,False,False,,,-0.011371373869284218,-0.012307836369671024,-0.011371373869284218,0.0010262131095615246,1.0262131095615246e-06,-0.012308849952317624,1.3566422671838843,115,0,False,0,0,False,False,False,False,False,0.8766326972242877,0.5408880705514154,0.7433333134861166,,,0.8559904302732404,0.2370773423099023,0.9235790103987793,0.32283332202836945,0.7536717304455297,0,-0.011371373869284218,1.371958526560502,-0.011371373869284218,-0.011371373869284218,1.371958526560502,0.0,0.0,0.227641593373129,0.227641593373129,QQQ,QQQ,QQQ,QQQ,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0833788391995656,-0.0010262131095615246,0.0,0.0010262131095615246,671,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3566422671838843,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7507876489394922,0.7507876489394922,False,False,,,-0.007078560691373692,-0.0076614987532457905,-0.007078560691373692,0.0006358158444144113,6.358158444144113e-07,-0.0076621296977880116,1.34624749817922,115,0,False,0,0,False,False,False,False,False,0.7507876489394922,0.6536676684740319,0.628993873825715,,,0.757694546348314,0.3122506175631572,0.8302488487438686,0.4485669641279636,0.7771370686966603,0,-0.007078560691373692,1.362247034864196,-0.007078560691373692,-0.007078560691373692,1.362247034864196,0.0,0.0,0.22811269155289424,0.22811269155289424,QQQ,QQQ,QQQ,QQQ,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0829884419344185,-0.0006358158444144113,0.0,0.0006358158444144113,672,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.34624749817922,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,EWG,1.0,,,0,EWG,1.0,False,False,EWG,0.8349897984598404,0.5824042533647069,False,False,,,-0.0076637065408186045,-0.008294832900038157,-0.0076637065408186045,2.1653940670566048,0.002165394067056605,-0.01044226538514581,1.332189624529144,116,0,False,0,0,False,False,False,False,False,0.5824042533647069,0.8349897984598404,0.45988988147567267,,,0.5649737735808045,0.41226107514853527,0.5752934405158976,0.5570143273587811,0.7933850018925503,0,-0.009648379127736972,1.3491035590061906,-0.0076637065408186045,-0.009648379127736972,1.3491035590061906,2.0,0.002,0.22707842779976226,0.22707842779976226,QQQ,EWG,QQQ,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0830414409666005,-0.0006888148765964441,1.082352626090004,1.0830414409666005,673,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.332189624529144,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.025620058855496,1.025620058855496,False,False,,,0.004817233238354257,0.005213945046020785,0.004817233238354257,0.0004271549046299672,4.271549046299672e-07,0.005213515663953894,1.3391350160039837,116,0,False,0,0,False,False,False,False,False,0.5255234120534411,1.025620058855496,0.3552432937042689,,,0.5273296247120186,0.5060034563761646,0.4409201280996451,0.6450519202512448,0.8144622758454316,0,0.004817233238354257,1.3556025055126173,0.004817233238354257,0.004817233238354257,1.3556025055126173,0.0,0.0,0.22716681631376126,0.22716681631376126,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.081925471185374,0.0004271549046299672,0.0004271549046299672,0.0,674,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3391350160039837,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.1905985822092746,1.1905985822092746,False,False,,,0.0011988109121625623,0.0012975361389645024,0.0011988109121625623,0.00010671703927522813,1.0671703927522813e-07,0.0012974292834559975,1.3408724489882486,116,0,False,0,0,False,False,False,False,False,0.4744983368527125,1.1905985822092746,0.3153013910485558,,,0.49380946312320817,0.5860141315528056,0.41008445373085,0.7143820145373282,0.8346532453517432,0,0.0011988109121625623,1.3572276165887807,0.0011988109121625623,0.0011988109121625623,1.3572276165887807,0.0,0.0,0.22637605653536724,0.22637605653536724,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0822459090507288,0.00010671703927522813,0.00010671703927522813,0.0,675,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3408724489882486,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.4208966017909197,1.4208966017909197,False,False,,,0.010774061867342866,0.011661334155774724,0.010774061867342866,0.000949271716747413,9.492717167474129e-07,0.011660373814283309,1.356507522980725,116,0,False,0,0,False,False,False,False,False,0.45327900946640387,1.4208966017909197,0.2672422161073118,,,0.49183624326237974,0.6667881295407947,0.35806813887027455,0.7459014137314188,0.8516171355550111,0,0.010774061867342866,1.3718504708979744,0.010774061867342866,0.010774061867342866,1.3718504708979744,0.0,0.0,0.22702488893835088,0.22702488893835088,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0814033543732566,0.000949271716747413,0.000949271716747413,0.0,676,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.356507522980725,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.6631216948653806,1.6631216948653806,False,False,,,0.006316768193954214,0.006836970643128156,0.006316768193954214,0.0005592191222401066,5.592191222401066e-07,0.006836407600641303,1.3657811613211577,116,0,False,0,0,False,False,False,False,False,0.4594252185310852,1.6631216948653806,0.22719571719937548,,,0.5130582046815797,0.7352497372386173,0.3135630885499855,0.777053419393341,0.8387541888462623,0,0.006316768193954214,1.3805161323194037,0.006316768193954214,0.006316768193954214,1.3805161323194037,0.0,0.0,0.22705386000701824,0.22705386000701824,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.081793406967764,0.0005592191222401066,0.0005592191222401066,0.0,677,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3657811613211577,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.6061125627203707,1.6061125627203707,False,False,,,-0.019223345633109346,-0.020806438628231713,-0.019223345633109346,0.0017498734961196583,1.7498734961196582e-06,-0.02080815209309228,1.3373617791905068,116,0,False,0,0,False,False,False,False,False,0.2985142699142189,1.6061125627203707,,,,0.2712253399006356,0.7400179651970349,0.0739087645235752,0.7915111868829328,0.8017378359930649,0,-0.019223345633109346,1.3539779935557446,-0.019223345633109346,-0.019223345633109346,1.3539779935557446,0.0,0.0,0.22982238430085838,0.22982238430085838,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0841024995861237,-0.0017498734961196583,0.0,0.0017498734961196583,678,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3373617791905068,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.5803592053096964,1.5803592053096964,False,False,,,0.0067999374764167175,0.00735993018484747,0.0067999374764167175,0.0006016812465927668,6.016812465927668e-07,0.007359324075268958,1.347203857929448,116,0,False,0,0,False,False,False,False,False,,1.5803592053096964,,,,0.14085895174679708,0.7546285599081979,0.001007816036794118,0.8030804301866966,0.7352006294064052,0,0.0067999374764167175,1.3631849592563678,0.0067999374764167175,0.0067999374764167175,1.3631849592563678,0.0,0.0,0.22359508531103212,0.22359508531103212,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0817509448434113,0.0006016812465927668,0.0006016812465927668,0.0,679,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.347203857929448,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.7381801752957746,1.7381801752957746,False,False,,,0.021056866967526178,0.02279095525952982,0.021056866967526178,0.001835071973476543,1.8350719734765432e-06,0.02278907836451305,1.3779053922207767,116,0,False,0,0,False,False,False,False,False,,1.7381801752957746,,,,0.1528031948344235,0.7945988700922394,0.00463172613181817,0.7565495254856629,0.6513323624427128,0,0.021056866967526178,1.3918893635955618,0.021056866967526178,0.021056866967526178,1.3918893635955618,0.0,0.0,0.22641339092160892,0.22641339092160892,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0805175541165275,0.001835071973476543,0.001835071973476543,0.0,680,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3779053922207767,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.0393889690050178,2.0393889690050178,False,False,,,0.017509813671787944,0.01895179281000634,0.017509813671787944,0.0015317014190765477,1.5317014190765477e-06,0.018950232080099383,1.4040170191877808,116,0,False,0,0,False,False,False,False,False,0.2710721337511277,2.0393889690050178,,,,0.220505223283901,0.8232557428839778,0.06041042169457789,0.5144389368120152,0.5836964100170701,0,0.017509813671787944,1.4162610870038637,0.017509813671787944,0.017509813671787944,1.4162610870038637,0.0,0.0,0.22819081315035833,0.22819081315035833,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0808209246709275,0.0015317014190765477,0.0015317014190765477,0.0,681,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.4040170191877808,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.1083492456422137,2.1083492456422137,False,False,,,-0.010325076515342202,-0.01117537368096086,-0.010325076515342202,0.0009307225423687004,9.307225423687005e-07,-0.011176294002331,1.3883253121970618,116,0,False,0,0,False,False,False,False,False,0.3457198402429369,2.1083492456422137,,,,0.28539047922308924,0.8481816343122629,0.130078993113261,0.32731266286062777,0.35417661860480587,0,-0.010325076515342091,1.4016380829148471,-0.010325076515342202,-0.010325076515342091,1.4016380829148471,0.0,0.0,0.22661265024090846,0.22661265024090846,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0832833486323727,-0.0009307225423687004,0.0,0.0009307225423687004,682,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3883253121970618,,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.118335888762778,2.118335888762778,False,False,,,0.002318553450046501,0.0025094924153878694,0.002318553450046501,0.0002061459688149636,2.061459688149636e-07,0.00250928575209719,1.3918090171222337,116,0,False,0,0,False,False,False,False,False,0.4521247455771942,2.118335888762778,0.2565343238973392,,,0.3579208910053475,0.8649181337025653,0.20036253831322381,0.2088525124206274,0.15152309245020967,0,0.002318553450046501,1.404887855727706,0.002318553450046501,0.002318553450046501,1.404887855727706,0.0,0.0,0.22570993194145425,0.22570993194145425,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.082146480121189,0.0002061459688149636,0.0002061459688149636,0.0,683,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3918090171222337,,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.0382221818547994,2.0382221818547994,False,False,,,-0.0011567550175182184,-0.0012520168309536324,-0.0011567550175182184,0.00010323612730700482,1.0323612730700482e-07,-0.0012521199378275893,1.3900663053022468,116,0,False,0,0,False,False,False,False,False,0.5617518059890725,2.0382221818547994,0.36785021349440084,,,0.4287265469114041,0.8708030142318788,0.29450082428052227,0.08804829879325904,0.01711405864835247,0,-0.0011567550175182184,1.4032627446515427,-0.0011567550175182184,-0.0011567550175182184,1.4032627446515427,0.0,0.0,0.22521541624009828,0.22521541624009828,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.082455862217311,-0.00010323612730700482,0.0,0.00010323612730700482,684,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3900663053022468,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.8371439132826977,1.8371439132826977,False,False,,,-0.004631417965751727,-0.005012827397751806,-0.004631417965751727,0.00041489931901428356,4.148993190142836e-07,-0.005013240217252135,1.3830975689958585,116,0,False,0,0,False,False,False,False,False,0.6515790017372347,1.8371439132826977,0.4230866875256829,,,0.49289991585832016,0.8535645025959657,0.35620607470753585,0.007252496831804289,0.011863147970695875,0,-0.004631417965751727,1.3967636483652934,-0.004631417965751727,-0.004631417965751727,1.3967636483652934,0.0,0.0,0.2253079646462972,0.2253079646462972,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0827675254090183,-0.00041489931901428356,0.0,0.00041489931901428356,685,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3830975689958585,,,,,,,,,,,,,,,,,,,,,,,
2011-02-16,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.723097259450959,1.723097259450959,False,False,,,0.01085706785498508,0.011751175904480469,0.01085706785498508,0.0009565001933546924,9.565001933546923e-07,0.01175020816428507,1.3993492533430765,116,0,False,0,0,False,False,False,False,False,0.7734668925493826,1.723097259450959,0.553686931346004,,,0.5624608322039066,0.8567456024763394,0.4451245492649618,0.010893660244507886,0.12198598863068832,0,0.01085706785498508,1.411928406072972,0.01085706785498508,0.01085706785498508,1.411928406072972,0.0,0.0,0.21879290855043695,0.21879290855043695,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0813961258966494,0.0009565001933546924,0.0009565001933546924,0.0,686,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3993492533430765,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,1.563183979238823,1.563183979238823,False,False,,,-0.0003834854916777708,-0.0004150665289848516,-0.0003834854916777708,3.4196012284049004e-05,3.4196012284049006e-08,-0.0004151007108034177,1.3987683824733514,116,0,False,0,0,False,False,False,False,False,0.8678095717306089,1.563183979238823,0.7298905896293117,,1.3404015723352707,0.6213566792302019,0.8545910231352818,0.5304162287163356,0.09220719041915004,0.2861567665539563,0,-0.0003834854916777708,1.4113869520139553,-0.0003834854916777708,-0.0003834854916777708,1.4113869520139553,0.0,0.0,0.21853058860376423,0.21853058860376423,EWG,EWG,EWG,EWG,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.082386822102288,-3.4196012284049004e-05,0.0,3.4196012284049004e-05,687,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3987683824733514,,,,,,,,,,,,,,,,,,,,,,,
2011-02-18,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,CN_CYB_399006,1.0,,,0,CN_CYB_399006,1.0,False,False,CN_CYB_399006,1.8646117626958145,1.4686027268230424,False,False,,,0.007674456265776453,0.00830646789307603,0.007674456265776453,2.164026828043786,0.002164026828043786,0.006124465645665156,1.407335091378052,117,0,False,0,0,False,False,False,False,False,0.9165103757706943,1.4686027268230424,0.8782946974184207,0.34266633850120165,1.8646117626958145,0.6629718064798178,0.867357785255959,0.6078588536891838,0.22152837981459605,0.42761384087109955,0,0.005659107353244819,1.4193741422923711,0.007674456265776453,0.005659107353244819,1.4193741422923711,2.0,0.002,0.2186740252869035,0.2186740252869035,EWG,CN_CYB_399006,EWG,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0816742019537824,0.0006784241362216559,1.082352626090004,1.0816742019537824,688,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.407335091378052,,,,,,,,,,,,,,,,,,,,,,,
2011-02-21,1.0,v1_0_original_full_entry,full_entry_baseline,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.539001755596641,2.539001755596641,False,False,,,0.015638914635697887,0.016926820325145007,0.015638914635697887,0.0013707654054040397,1.3707654054040396e-06,0.016925426357039752,1.431154837826849,117,0,False,0,0,True,True,True,True,False,0.942077979547983,1.3602215508926787,0.9997030109482852,0.4789889976269148,2.539001755596641,0.6949515744129611,0.8775247859027677,0.6749635853001386,0.36257285566823283,0.5670417844055633,0,0.015638914635697887,1.4415716133397984,0.015638914635697887,0.015638914635697887,1.4415716133397984,0.0,0.0,0.2201530822643289,0.2201530822643289,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0809818606846,0.0013707654054040397,0.0013707654054040397,0.0,689,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.431154837826849,,,,,,,,,,,,,,,,,,,,,,,
2011-02-22,1.0,v1_0_original_full_entry,full_entry_baseline,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.678910270626532,2.678910270626532,False,False,,,-0.026304723218839254,-0.02847098625448137,-0.026304723218839254,0.0024133715537630884,2.4133715537630887e-06,-0.028473330914966843,1.3904050925388494,117,0,False,0,0,False,False,False,False,False,0.7137599187145895,1.0532712027532058,0.8548877368529404,0.6429476978818862,2.678910270626532,0.48489189357184637,0.7475956500717861,0.5775544899636598,0.5139152113306734,0.6294255907188431,0,-0.026304723218839254,1.4036514710507595,-0.026304723218839254,-0.026304723218839254,1.4036514710507595,0.0,0.0,0.22510376654947986,0.22510376654947986,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0847659976437671,-0.0024133715537630884,0.0,0.0024133715537630884,690,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3904050925388494,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,1.0,v1_0_original_full_entry,full_entry_baseline,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.0928351383588133,3.0928351383588133,False,False,,,0.023688974243524008,0.02563982348185668,0.023688974243524008,0.0020587215393479408,2.058721539347941e-06,0.025637711975060373,1.4260518978300176,117,0,False,0,0,False,False,False,False,False,0.4738276864029496,0.7516974721885448,0.7363893194093976,0.8482014265719635,3.0928351383588133,0.2512676142268041,0.5274737180451917,0.4979270496465108,0.6468695147785279,0.7217495666836277,0,0.023688974243524008,1.4369025345953654,0.023688974243524008,0.023688974243524008,1.4369025345953654,0.0,0.0,0.22795126112771777,0.22795126112771777,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.080293904550656,0.0020587215393479408,0.0020587215393479408,0.0,691,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.4260518978300176,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,1.0,v1_0_original_full_entry,full_entry_baseline,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,3.120700273976654,3.120700273976654,False,False,,,-0.010861271935729944,-0.011755726202314966,-0.010861271935729944,0.0009796312005285746,9.796312005285746e-07,-0.011756694317239358,1.4092862415867111,117,0,False,0,0,False,False,False,False,False,,0.49691250869948034,0.6032058293711267,0.9473395149280228,3.120700273976654,0.13014755878359552,0.30865611912000845,0.39510067381239644,0.7325735975314489,0.7611803892123159,0,-0.010861271935729944,1.4212959454219856,-0.010861271935729944,-0.010861271935729944,1.4212959454219856,0.0,0.0,0.22786963898986326,0.22786963898986326,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.0833322572905326,-0.0009796312005285746,0.0,0.0009796312005285746,692,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.4092862415867111,,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,1.0,v1_0_original_full_entry,full_entry_baseline,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.8579887896943292,2.8579887896943292,False,False,,,-0.0062162530060349,-0.0067281777655217555,-0.0062162530060349,0.0005578363297820133,5.578363297820133e-07,-0.006728731848629543,1.3998035323691111,117,0,False,0,0,False,False,False,False,False,,,0.5675919502668711,1.0623213585006943,2.8579887896943292,0.09847356955833686,0.18506140500742407,0.3846556989510683,0.8057954507925353,0.7484969078744121,0,-0.0062162530060349,1.412460810228791,-0.0062162530060349,-0.0062162530060349,1.412460810228791,0.0,0.0,0.22771733408716321,0.22771733408716321,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.082352626090004,1.082352626090004,1.082352626090004,1.0,1.0,1.0,1.082352626090004,1.082352626090004,1.082352626090004,1.082910462419786,-0.0005578363297820133,0.0,0.0005578363297820133,693,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.3998035323691111,,,,,,,,,,,,,,,,,,,,,,,
