candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,nav_label,ann_return_full,max_dd_full,reason_full,trades_full,cost_total_full,turnover_total_full,avg_exposure_effective_full,avg_final_exposure_full,avg_nav_defense_scale_effective_full,avg_nav_defense_scale_next_full,defense_day_ratio_full,trigger_count_full,recovery_count_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,avg_exposure_effective_last_10y,avg_final_exposure_last_10y,avg_nav_defense_scale_effective_last_10y,avg_nav_defense_scale_next_last_10y,defense_day_ratio_last_10y,trigger_count_last_10y,recovery_count_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,avg_exposure_effective_last_5y,avg_final_exposure_last_5y,avg_nav_defense_scale_effective_last_5y,avg_nav_defense_scale_next_last_5y,defense_day_ratio_last_5y,trigger_count_last_5y,recovery_count_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,avg_exposure_effective_last_3y,avg_final_exposure_last_3y,avg_nav_defense_scale_effective_last_3y,avg_nav_defense_scale_next_last_3y,defense_day_ratio_last_3y,trigger_count_last_3y,recovery_count_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,avg_exposure_effective_last_1y,avg_final_exposure_last_1y,avg_nav_defense_scale_effective_last_1y,avg_nav_defense_scale_next_last_1y,defense_day_ratio_last_1y,trigger_count_last_1y,recovery_count_last_1y,ann_delta_full_pp,mdd_improve_full_pp,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,material_defense,layer7_pass,pass_reason
lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_enter_0p2_exit_0p1_scale_0p00,lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_off,r2_neighbor_no_decay,28,0.4,0p40,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.2,0.1,0.0,nav_enter_0p2_exit_0p1_scale_0p00,0.06833235423605344,-0.2679699713394659,,544.0,0.3410476266450216,341.0476266450216,0.5574629934210527,0.5574629934210527,0.8803453947368421,0.8799342105263158,0.1196546052631579,2.0,1.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.0874755834966301,-0.220778359064558,,282.0,0.19153282405967864,191.53282405967863,0.575,0.5744047619047619,0.8912698412698413,0.8904761904761904,0.10873015873015873,1.0,0.0,0.06388760337650146,-0.22077835906455812,,152.0,0.10588604750468447,105.88604750468447,0.5248015873015873,0.5238095238095238,0.8187830687830688,0.8174603174603174,0.18121693121693122,1.0,0.0,-0.07650797977976342,-0.22077835906455812,,29.0,0.02199635560213207,21.99635560213207,0.32341269841269843,0.32341269841269843,0.45634920634920634,0.4523809523809524,0.5436507936507936,1.0,0.0,-1.5529093080196565,1.7294287667749098,,,-0.025563473239476053,1.2640321436142243,-0.03647725276680891,1.2640321436142132,-0.08210985941887738,1.2640321436142798,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_enter_0p2_exit_0p1_scale_0p25,lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_off,r2_neighbor_no_decay,28,0.4,0p40,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.2,0.1,0.25,nav_enter_0p2_exit_0p1_scale_0p25,0.07252848379182475,-0.24015522786244847,,691.0,0.35263738195914063,352.63738195914067,0.5712119654605263,0.5713147615131579,0.9102590460526315,0.9099506578947368,0.1196546052631579,2.0,1.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.08759280047507834,-0.22371813925220008,,354.0,0.19595961935928888,195.95961935928887,0.5885416666666666,0.5881448412698412,0.9184523809523809,0.9178571428571428,0.10873015873015873,1.0,0.0,0.0640787343663427,-0.2237181392522003,,224.0,0.11031284280429471,110.31284280429469,0.5473710317460317,0.546709656084656,0.8640873015873016,0.8630952380952381,0.18121693121693122,1.0,0.0,-0.07601016500444258,-0.2237181392522004,,101.0,0.0264231509017423,26.423150901742297,0.39112103174603174,0.39211309523809523,0.5922619047619048,0.5892857142857143,0.5436507936507936,1.0,0.0,-1.1332963524425255,4.510903114476649,,,-0.013841775394651812,0.9700541248500172,-0.017364153782684077,0.970054124849995,-0.032328381886792545,0.9700541248500505,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_enter_0p2_exit_0p1_scale_0p50,lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_off,r2_neighbor_no_decay,28,0.4,0p40,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.2,0.1,0.5,nav_enter_0p2_exit_0p1_scale_0p50,0.07650532970006085,-0.24635516786144496,,691.0,0.36409580539702624,364.0958053970263,0.5849609375,0.5851665296052632,0.940172697368421,0.9399671052631579,0.1196546052631579,2.0,1.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.08766403917603105,-0.22680518082448642,,354.0,0.20035290070146194,200.35290070146192,0.6020833333333333,0.6018849206349206,0.9456349206349206,0.9452380952380952,0.10873015873015873,1.0,0.0,0.06419490106920489,-0.2268051808244862,,224.0,0.11470612414646777,114.70612414646776,0.5699404761904762,0.5696097883597884,0.9093915343915344,0.9087301587301587,0.18121693121693122,1.0,0.0,-0.07570751285759358,-0.2268051808244862,,101.0,0.030816432243915365,30.81643224391536,0.45882936507936506,0.46081349206349204,0.7281746031746031,0.7261904761904762,0.5436507936507936,1.0,0.0,-0.7356117616189151,3.8909091145770014,,,-0.006717905299380433,0.661349967621383,-0.0057474834964654775,0.6613499676214052,-0.0020631672018933678,0.6613499676214718,4,True,True,True,True,pass
lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_enter_0p2_exit_0p1_scale_0p75,lb_28_r2_0p40_buf_1p00_entry_0p75_decay_off_nav_off,r2_neighbor_no_decay,28,0.4,0p40,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.2,0.1,0.75,nav_enter_0p2_exit_0p1_scale_0p75,0.08026057482952864,-0.26591503189006793,,691.0,0.3754230352809309,375.4230352809309,0.5987099095394737,0.5990182976973685,0.9700863486842105,0.969983552631579,0.1196546052631579,2.0,1.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.08768920779252198,-0.23003793175728615,,354.0,0.2047128440198484,204.71284401984838,0.615625,0.615625,0.9728174603174603,0.9726190476190476,0.10873015873015873,1.0,0.0,0.06423594395096521,-0.23003793175728626,,224.0,0.11906606746485424,119.06606746485421,0.5925099206349206,0.5925099206349206,0.9546957671957672,0.9543650793650794,0.18121693121693122,1.0,0.0,-0.07560056696739503,-0.23003793175728637,,101.0,0.03517637556230182,35.176375562301814,0.5265376984126984,0.5295138888888888,0.8640873015873016,0.8630952380952381,0.5436507936507936,1.0,0.0,-0.36008724867213626,1.9349227117147039,,,-0.004201043650287062,0.3380748743414097,-0.0016431953204332217,0.3380748743413986,0.008631421817961726,0.3380748743414541,4,True,True,True,True,pass
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,False,,,1.0,nav_off,0.08829052602419307,-0.2251581596970027,,404.0,0.35728,357.28,0.5424794407894736,0.542890625,1.0,1.0,0.0,0.0,0.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.09302332049789386,-0.19191381091895954,,211.0,0.19117,191.17000000000002,0.5523571428571429,0.5526190476190476,1.0,1.0,0.0,0.0,0.0,0.0752238065405395,-0.19191381091895965,,121.0,0.10911,109.11,0.5286772486772486,0.5291137566137566,1.0,1.0,0.0,0.0,0.0,0.024248809573833796,-0.19191381091895965,,34.0,0.03102,31.02,0.5055952380952381,0.509563492063492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,baseline/no NAV defense
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p03_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.03,0.0,nav_enter_0p075_exit_0p03_scale_0p00,0.008583802042017474,-0.3172350271223835,,258.0,0.1637606476767773,163.7606476767773,0.2141694078947368,0.2141694078947368,0.3704769736842105,0.37006578947368424,0.6295230263157895,13.0,12.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.032192574472000635,-0.17364523408702703,,139.0,0.09626705210891935,96.26705210891934,0.22906349206349208,0.22853174603174606,0.4142857142857143,0.41349206349206347,0.5857142857142857,6.0,5.0,0.043949579346181045,-0.08742375523283286,,50.0,0.03742914421913311,37.42914421913311,0.15224867724867724,0.15224867724867724,0.3002645502645503,0.3002645502645503,0.6997354497354498,2.0,2.0,0.016695734332032197,-0.07799691101751449,,11.0,0.009346759077723707,9.346759077723705,0.1707142857142857,0.17071428571428574,0.17857142857142858,0.17857142857142858,0.8214285714285714,1.0,1.0,-7.97067239821756,-9.20768674253808,,,-6.083074602589322,1.8268576831932504,-3.127422719435846,10.44900556861268,-0.7553075241801599,11.391689990144515,3,False,False,True,False,full_mdd=False;dd_windows=3;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p03_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.03,0.25,nav_enter_0p075_exit_0p03_scale_0p25,0.029280284778953503,-0.24560544986171684,,1126.0,0.2130810530205408,213.08105302054076,0.2962469161184211,0.29634971217105266,0.5278577302631579,0.5275493421052632,0.6295230263157895,13.0,12.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.04813886756521235,-0.1634965573295567,,575.0,0.1205162376377778,120.5162376377778,0.3098869047619047,0.30955357142857143,0.5607142857142857,0.5601190476190476,0.5857142857142857,6.0,5.0,0.05303380194548901,-0.10752281215507631,,358.0,0.055703551074551216,55.703551074551214,0.2463558201058201,0.24646494708994707,0.4751984126984127,0.4751984126984127,0.6997354497354498,2.0,2.0,0.019218262674262077,-0.10752281215507675,,101.0,0.014834428770350063,14.834428770350062,0.25443452380952386,0.25542658730158735,0.38392857142857145,0.38392857142857145,0.8214285714285714,1.0,1.0,-5.901024124523957,-2.044729016471414,,,-4.488445293268151,2.8417253589402836,-2.2190004595050494,8.439099876388333,-0.503054689957172,8.43909987638829,3,False,False,True,False,full_mdd=False;dd_windows=3;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,0.049494691081121145,-0.17570105513870626,,1126.0,0.2617711991455191,261.77119914551906,0.3783244243421052,0.37853001644736844,0.6852384868421053,0.6850328947368421,0.6295230263157895,13.0,12.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.06360252059364324,-0.1674359845882597,,575.0,0.14446625279200875,144.4662527920088,0.3907103174603175,0.3905753968253968,0.7071428571428572,0.7067460317460318,0.5857142857142857,6.0,5.0,0.06128297009936823,-0.1363458873042388,,358.0,0.0737639528978961,73.7639528978961,0.34046296296296297,0.34068121693121695,0.6501322751322751,0.6501322751322751,0.6997354497354498,2.0,2.0,0.02131714756229597,-0.13634588730423947,,101.0,0.020280132929764765,20.280132929764765,0.33815476190476185,0.3401388888888888,0.5892857142857143,0.5892857142857143,0.8214285714285714,1.0,1.0,-3.8795834943071927,4.945710455829644,,,-2.9420799904250616,2.4477826330699837,-1.3940836441171278,5.556792361472085,-0.2931662011537828,5.556792361472018,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,0.06916222866692112,-0.19724062733942083,,1126.0,0.30999928920501424,309.99928920501424,0.4604019325657894,0.46071032072368423,0.8426192434210527,0.842516447368421,0.6295230263157895,13.0,12.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.07855207168386835,-0.17187670637407126,,575.0,0.16811907430204748,168.11907430204747,0.4715337301587301,0.4715972222222223,0.8535714285714285,0.8533730158730158,0.5857142857142857,6.0,5.0,0.06867113791753354,-0.16447623140691203,,358.0,0.09161195533372624,91.61195533372623,0.4345701058201058,0.43489748677248674,0.8250661375661376,0.8250661375661376,0.6997354497354498,2.0,2.0,0.02298667914535346,-0.16447623140691203,,101.0,0.02568412073789969,25.68412073789969,0.421875,0.42485119047619047,0.7946428571428571,0.7946428571428571,0.8214285714285714,1.0,1.0,-1.912829735727195,2.7917532357581876,,,-1.4471248814025506,2.0037104544888273,-0.6552668623005964,2.7437579512047616,-0.12621304284803347,2.7437579512047616,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,0.017645769052513804,-0.27430908927799,,287.0,0.18781397468223554,187.81397468223554,0.23749177631578944,0.23749177631578944,0.3959703947368421,0.39555921052631576,0.6040296052631579,16.0,15.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.02707245645453704,-0.20302322017152463,,154.0,0.11027524929935321,110.2752492993532,0.2579126984126984,0.2573809523809523,0.4444444444444444,0.44365079365079363,0.5555555555555556,9.0,8.0,0.060330660959603044,-0.08742375523283319,,51.0,0.039429144219133114,39.42914421913311,0.15886243386243384,0.15886243386243384,0.30687830687830686,0.30687830687830686,0.6931216931216931,2.0,2.0,0.055314880513374964,-0.07799691101751449,,11.0,0.009346759077723706,9.346759077723705,0.1826190476190476,0.18261904761904763,0.19047619047619047,0.19047619047619047,0.8095238095238095,1.0,1.0,-7.064475697167927,-4.915092958098732,,,-6.595086404335682,-1.1109409252565094,-1.4893145580936462,10.449005568612646,3.106607093954117,11.391689990144515,2,False,False,True,False,full_mdd=False;dd_windows=2;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,0.03612092517423071,-0.2050340414119688,,1093.0,0.23100241367179472,231.00241367179473,0.3137386924342105,0.31384148848684207,0.5469777960526315,0.5466694078947368,0.6040296052631579,16.0,15.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.04415173154848895,-0.18753139404227714,,552.0,0.13094879977916146,130.94879977916145,0.33152380952380955,0.3311904761904762,0.5833333333333334,0.5827380952380953,0.5555555555555556,9.0,8.0,0.0653612670426662,-0.10752281215507686,,355.0,0.057181808304087825,57.18180830408782,0.2513161375661376,0.25142526455026454,0.4801587301587302,0.4801587301587302,0.6931216931216931,2.0,2.0,0.04805211521388686,-0.10752281215507675,,99.0,0.014831023332627256,14.831023332627256,0.26336309523809526,0.26435515873015875,0.39285714285714285,0.39285714285714285,0.8095238095238095,1.0,1.0,-5.216960084996236,2.012411828503391,,,-4.887158894940491,0.43824168766823934,-0.9862539497873302,8.439099876388278,2.3803305640053063,8.43909987638829,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,0.05408010121784801,-0.18352665540144408,,1093.0,0.2736411750297198,273.6411750297198,0.38998560855263154,0.3901912006578947,0.697985197368421,0.6977796052631579,0.6040296052631579,16.0,15.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.060845757936369926,-0.18352665540144508,,552.0,0.15137175631786082,151.3717563178608,0.4051349206349207,0.405,0.7222222222222222,0.7218253968253968,0.5555555555555556,9.0,8.0,0.06952221578631312,-0.13634588730423924,,355.0,0.07473510774612252,74.73510774612251,0.3437698412698412,0.34398809523809526,0.6534391534391535,0.6534391534391535,0.6931216931216931,2.0,2.0,0.040445798385179366,-0.1363458873042388,,99.0,0.02027559664517626,20.275596645176257,0.34410714285714283,0.3460912698412698,0.5952380952380952,0.5952380952380952,0.8095238095238095,1.0,1.0,-3.4210424806345063,4.163150429555862,,,-3.217756256152393,0.8387155517514455,-0.5701590754226382,5.5567923614720405,1.619698881134557,5.556792361472085,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,0.07146499094497982,-0.1929121182734711,,1093.0,0.3158972039221721,315.897203922172,0.46623252467105264,0.4665409128289474,0.8489925986842105,0.848889802631579,0.6040296052631579,16.0,15.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.07712439287430684,-0.1799516233678482,,552.0,0.17154549282400605,171.54549282400606,0.47874603174603175,0.4788095238095238,0.8611111111111112,0.8609126984126985,0.5555555555555556,9.0,8.0,0.072797764647212,-0.16447623140691248,,355.0,0.09209042877785648,92.09042877785649,0.43622354497354493,0.43655092592592587,0.8267195767195767,0.8267195767195767,0.6931216931216931,2.0,2.0,0.03250060950769851,-0.16447623140691203,,99.0,0.025680721812248807,25.680721812248812,0.42485119047619047,0.42782738095238093,0.7976190476190477,0.7976190476190477,0.8095238095238095,1.0,1.0,-1.682553507921325,3.22460414235316,,,-1.5898927623587022,1.1962187551111336,-0.2426041893327513,2.743757951204717,0.8251799933864712,2.7437579512047616,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p1_exit_0p03_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.1,0.03,0.0,nav_enter_0p1_exit_0p03_scale_0p00,0.01328318342929613,-0.3355658005232377,,347.0,0.21185525708148706,211.85525708148703,0.30513157894736836,0.3051315789473684,0.5538651315789473,0.553453947368421,0.44613486842105265,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.04717984482376947,-0.22025740646698744,,191.0,0.12765619572986173,127.65619572986174,0.334984126984127,0.334452380952381,0.6222222222222222,0.6214285714285714,0.37777777777777777,3.0,2.0,0.02987862061508295,-0.13545241026472932,,59.0,0.04342869368482432,43.42869368482432,0.17432539682539686,0.17343915343915345,0.3783068783068783,0.376984126984127,0.6216931216931217,2.0,1.0,0.022178926946956556,-0.13545241026472954,,18.0,0.013354264265564686,13.354264265564687,0.22765873015873014,0.22765873015873017,0.3412698412698413,0.3373015873015873,0.6587301587301587,1.0,0.0,-7.500734259489694,-11.0407640826235,,,-4.584347567412439,-2.83435955480279,-4.5345185925456555,5.646140065423033,-0.20698826268772397,5.646140065423011,2,False,False,True,False,full_mdd=False;dd_windows=2;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p1_exit_0p03_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.1,0.03,0.25,nav_enter_0p1_exit_0p03_scale_0p25,0.032556114642362965,-0.2617920219536778,,980.0,0.24913253586476203,249.13253586476202,0.3644685444078948,0.36457134046052636,0.6653988486842105,0.6650904605263158,0.44613486842105265,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.05917183405177373,-0.19967008286221577,,486.0,0.14394309665785393,143.94309665785394,0.38932738095238095,0.3889940476190476,0.7166666666666667,0.7160714285714286,0.37777777777777777,3.0,2.0,0.042149768280344446,-0.14975537962060004,,349.0,0.06020769348029752,60.20769348029751,0.26291335978835984,0.26235780423280425,0.5337301587301587,0.5327380952380952,0.6216931216931217,2.0,1.0,0.023009504880860288,-0.14975537962060037,,93.0,0.017839844681619484,17.839844681619486,0.2971428571428571,0.29813492063492064,0.5059523809523809,0.5029761904761905,0.6587301587301587,1.0,0.0,-5.573441138183011,-3.6633862256675087,,,-3.3851486446120127,-0.7756271943256232,-3.307403826019506,4.215843129835961,-0.12393046929735085,4.215843129835928,2,False,False,True,False,full_mdd=False;dd_windows=2;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p1_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.1,0.03,0.5,nav_enter_0p1_exit_0p03_scale_0p50,0.051490811440265905,-0.2017751668861958,,980.0,0.2859037110156043,285.90371101560424,0.42380550986842114,0.4240111019736843,0.7769325657894737,0.7767269736842105,0.44613486842105265,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.07080892054836996,-0.191974075581131,,486.0,0.1600079783382175,160.00797833821753,0.4436706349206349,0.4435357142857143,0.8111111111111111,0.8107142857142857,0.37777777777777777,3.0,2.0,0.05380646774605169,-0.16393579839590033,,349.0,0.07676997437016389,76.7699743701639,0.3515013227513228,0.35127645502645505,0.6891534391534392,0.6884920634920635,0.6216931216931217,2.0,1.0,0.023627169819879112,-0.16393579839590078,,93.0,0.02228373922978822,22.28373922978822,0.36662698412698413,0.3686111111111111,0.6706349206349206,0.6686507936507936,0.6587301587301587,1.0,0.0,-3.6799714583927168,2.3382992810806913,,,-2.22143999495239,-0.006026466217146087,-2.1417338794487817,2.7978012523059315,-0.06216397539546836,2.797801252305887,3,False,True,True,False,full_mdd=True;dd_windows=3;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p1_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.1,0.03,0.75,nav_enter_0p1_exit_0p03_scale_0p75,0.07005487859025616,-0.21082788382574758,,980.0,0.322172551431745,322.172551431745,0.4831424753289474,0.48345086348684213,0.8884662828947368,0.8883634868421053,0.44613486842105265,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.08207553440704252,-0.1843547485340552,,486.0,0.17585209172024097,175.85209172024096,0.49801388888888887,0.498077380952381,0.9055555555555556,0.9053571428571429,0.37777777777777777,3.0,2.0,0.06482286562112094,-0.17799239865667937,,349.0,0.093116737701888,93.11673770188798,0.4400892857142857,0.44019510582010585,0.8445767195767195,0.8442460317460317,0.6216931216931217,2.0,1.0,0.0240313318776324,-0.17799239865668004,,93.0,0.02668599297662603,26.685992976626032,0.4361111111111111,0.43908730158730164,0.8353174603174603,0.8343253968253969,0.6587301587301587,1.0,0.0,-1.8235647433936908,1.4330275871255127,,,-1.0947786090851341,0.7559062384904336,-1.0400940919418566,1.3921412262280275,-0.02174776962013958,1.3921412262279609,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_enter_0p1_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p67_decay_off_nav_off,entry_neighbor_no_decay,28,0.5,0p50,1.0,1p00,0.67,0p67,False,,,,1.0,decay_off,True,0.1,0.05,0.0,nav_enter_0p1_exit_0p05_scale_0p00,0.023352403225152196,-0.31135699001081363,,362.0,0.22390038689651146,223.90038689651143,0.31350740131578947,0.31350740131578947,0.563733552631579,0.5633223684210527,0.4362664473684211,8.0,7.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.04915617314199805,-0.2182942465812241,,192.0,0.12965619572986173,129.65619572986174,0.3365714285714286,0.3360396825396826,0.6238095238095238,0.623015873015873,0.3761904761904762,3.0,2.0,0.03312011803831871,-0.1354524102647291,,60.0,0.045428693684824314,45.42869368482432,0.1769708994708995,0.1760846560846561,0.38095238095238093,0.37962962962962965,0.6190476190476191,2.0,1.0,0.022178926946956556,-0.13545241026472954,,18.0,0.013354264265564686,13.354264265564687,0.22765873015873014,0.22765873015873017,0.3412698412698413,0.3373015873015873,0.6587301587301587,1.0,0.0,-6.493812279904088,-8.619883031381093,,,-4.386714735589581,-2.6380435662264556,-4.210368850222079,5.646140065423055,-0.20698826268772397,5.646140065423011,2,False,False,True,False,full_mdd=False;dd_windows=2;return_tol=False;material=True
