candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,nav_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,trades,cost_total,turnover_total,avg_exposure_effective,avg_final_exposure,avg_nav_defense_scale_effective,avg_nav_defense_scale_next,defense_day_ratio,trigger_count,recovery_count,reason
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.25,nav_enter_0p075_exit_0p03_scale_0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.017856246016949795,0.10004254577639282,-0.10845461686750024,0.22740538483942094,101.0,0.015074550011381718,15.074550011381717,0.25768849206349204,0.2586805555555556,0.38392857142857145,0.38392857142857145,0.8214285714285714,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.052781623955249435,0.12747029453882042,-0.17803770384147533,0.4673190397001269,1125.0,0.2664599393642511,266.4599393642511,0.3875925164473684,0.3877981085526316,0.6854440789473685,0.6852384868421053,0.6291118421052632,13.0,12.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06732245822223182,0.12907311498801033,-0.17058926672179286,0.5695127605167903,574.0,0.14756596885765944,147.56596885765944,0.3999007936507937,0.399702380952381,0.7075396825396826,0.7071428571428572,0.584920634920635,6.0,5.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06190693012321957,0.11725281117637437,-0.13815133252144396,0.5711176354712261,358.0,0.0756410756765662,75.64107567656619,0.34755291005291006,0.34771825396825395,0.6501322751322751,0.6501322751322751,0.6997354497354498,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.5,nav_enter_0p075_exit_0p03_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.018451529894944807,0.10709479074604654,-0.1381513325214444,0.22475065292462895,101.0,0.020600144067961394,20.60014406796139,0.3427579365079365,0.3447420634920635,0.5892857142857143,0.5892857142857143,0.8214285714285714,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.07241377969161888,0.1452633811710917,-0.20231656322479608,0.5540558062850666,1125.0,0.31558354277245315,315.58354277245314,0.47149979440789475,0.4718081825657895,0.8427220394736842,0.8426192434210527,0.6291118421052632,13.0,12.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08179640705770885,0.14336389517584286,-0.1771476408340229,0.6203796005725751,574.0,0.1716895786702134,171.6895786702134,0.4821924603174603,0.4821924603174603,0.8537698412698412,0.8535714285714285,0.584920634920635,6.0,5.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0685771069312262,0.13667583201385014,-0.16709913484099304,0.5539568698171379,358.0,0.09386265074912264,93.86265074912264,0.4436177248677249,0.44386574074074076,0.8250661375661376,0.8250661375661376,0.6997354497354498,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p03_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.03,0.75,nav_enter_0p075_exit_0p03_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.018610405138460573,0.11788944869723929,-0.16709913484099248,0.21588473473765013,101.0,0.02608274535296467,26.082745352964665,0.42782738095238093,0.43080357142857145,0.7946428571428571,0.7946428571428571,0.8214285714285714,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.021939307198985958,0.11639324578290379,-0.24923260508398926,0.24465619896003063,289.0,0.19429952603434142,194.29952603434143,0.2451685855263158,0.2451685855263158,0.3980263157894737,0.39761513157894735,0.6019736842105263,16.0,15.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.02666638718984582,0.12112333250488276,-0.2048835032396552,0.27796496812964144,155.0,0.1139064877641786,113.90648776417859,0.26587301587301587,0.2652777777777778,0.44682539682539685,0.44603174603174606,0.5531746031746032,9.0,8.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.062255459885645514,0.10138866363491443,-0.08742375523283286,0.6465139720832821,51.0,0.04054160743418703,40.54160743418702,0.16203703703703703,0.16203703703703703,0.30687830687830686,0.30687830687830686,0.6931216931216931,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p00,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.0,nav_enter_0p075_exit_0p05_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.05545258225107008,0.10114383311218368,-0.07799691101751449,0.5846330699392803,11.0,0.009505722648257248,9.505722648257247,0.18452380952380953,0.18452380952380953,0.19047619047619047,0.19047619047619047,0.8095238095238095,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,full,Full,2016-12-30,2007-01-04,2432.0,0.040203253050371535,0.12008172795400032,-0.19060864658797783,0.3883134666491871,1090.0,0.2374566590455422,237.4566590455422,0.3227282072368421,0.3228310032894737,0.5485197368421053,0.5482113486842105,0.6019736842105263,16.0,15.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04455462106808472,0.12392128623797348,-0.1906086465879776,0.4138727327310954,550.0,0.13456889634708802,134.568896347088,0.34052579365079366,0.34012896825396827,0.5851190476190476,0.5845238095238096,0.5531746031746032,9.0,8.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.066663246735994,0.10595601291201043,-0.10845461686750046,0.6622143104587801,355.0,0.05867956338277884,58.67956338277884,0.2564484126984127,0.25653108465608465,0.4801587301587302,0.4801587301587302,0.6931216931216931,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p25,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.25,nav_enter_0p075_exit_0p05_scale_0p25,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.046651566880981266,0.10336745379468311,-0.1084546168675008,0.4932427124997889,99.0,0.015071144573658914,15.071144573658913,0.2666170634920635,0.267609126984127,0.39285714285714285,0.39285714285714285,0.8095238095238095,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.057909550283369304,0.130780321989193,-0.1878529767722994,0.4959179032815633,1090.0,0.2800502401521723,280.05024015217225,0.4002878289473684,0.4004934210526316,0.6990131578947368,0.6988075657894737,0.6019736842105263,16.0,15.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06205981259232507,0.13219466900104326,-0.18785297677229973,0.5217620870486545,550.0,0.1549716693114216,154.97166931142158,0.41517857142857145,0.41498015873015875,0.7234126984126984,0.723015873015873,0.5531746031746032,9.0,8.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0701510057720729,0.1187193173147912,-0.13815133252144385,0.6306606398644018,355.0,0.0766122305247926,76.61223052479261,0.35085978835978837,0.35102513227513227,0.6534391534391535,0.6534391534391535,0.6931216931216931,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p50,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.5,nav_enter_0p075_exit_0p05_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.03752650943669589,0.10960826394005359,-0.13815133252144418,0.39136160357879235,99.0,0.020595607783372886,20.595607783372888,0.34871031746031744,0.3506944444444444,0.5952380952380952,0.5952380952380952,0.8095238095238095,1.0,1.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.07501598521332609,0.14696593630839336,-0.19808697564865763,0.5658233921933778,1090.0,0.32208784915897626,322.08784915897627,0.47784745065789475,0.4781558388157895,0.8495065789473685,0.8494037828947368,0.6019736842105263,16.0,15.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.07914899754235849,0.14500889381539345,-0.18558634492311332,0.5980834180726953,550.0,0.1751173164913788,175.1173164913788,0.4898313492063492,0.4898313492063492,0.8617063492063493,0.8615079365079366,0.5531746031746032,9.0,8.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07270336351978113,0.1374126656591292,-0.1670991348409928,0.5797662467739194,355.0,0.09434112419325288,94.34112419325288,0.445271164021164,0.4455191798941799,0.8267195767195767,0.8267195767195767,0.6931216931216931,2.0,2.0,
lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_enter_0p075_exit_0p05_scale_0p75,lb_28_r2_0p50_buf_1p00_entry_0p75_decay_off_nav_off,layer5_carried_primary_no_decay,28,0.5,0p50,1.0,1p00,0.75,0p75,False,,,,1.0,decay_off,True,0.075,0.05,0.75,nav_enter_0p075_exit_0p05_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,0.028083635492686776,0.11923581677458876,-0.1670991348409926,0.2924096009276565,99.0,0.026079346427313785,26.07934642731378,0.43080357142857145,0.4337797619047619,0.7976190476190477,0.7976190476190477,0.8095238095238095,1.0,1.0,
