candidate,baseline_candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,ann_return_full,max_dd_full,reason_full,trades_full,cost_total_full,turnover_total_full,avg_exposure_effective_full,avg_final_exposure_full,avg_decay_multiplier_effective_full,avg_decay_multiplier_next_full,decay_day_ratio_full,trigger_count_full,recovery_count_full,ann_return_last_10y,max_dd_last_10y,reason_last_10y,trades_last_10y,cost_total_last_10y,turnover_total_last_10y,avg_exposure_effective_last_10y,avg_final_exposure_last_10y,avg_decay_multiplier_effective_last_10y,avg_decay_multiplier_next_last_10y,decay_day_ratio_last_10y,trigger_count_last_10y,recovery_count_last_10y,ann_return_last_5y,max_dd_last_5y,reason_last_5y,trades_last_5y,cost_total_last_5y,turnover_total_last_5y,avg_exposure_effective_last_5y,avg_final_exposure_last_5y,avg_decay_multiplier_effective_last_5y,avg_decay_multiplier_next_last_5y,decay_day_ratio_last_5y,trigger_count_last_5y,recovery_count_last_5y,ann_return_last_3y,max_dd_last_3y,reason_last_3y,trades_last_3y,cost_total_last_3y,turnover_total_last_3y,avg_exposure_effective_last_3y,avg_final_exposure_last_3y,avg_decay_multiplier_effective_last_3y,avg_decay_multiplier_next_last_3y,decay_day_ratio_last_3y,trigger_count_last_3y,recovery_count_last_3y,ann_return_last_1y,max_dd_last_1y,reason_last_1y,trades_last_1y,cost_total_last_1y,turnover_total_last_1y,avg_exposure_effective_last_1y,avg_final_exposure_last_1y,avg_decay_multiplier_effective_last_1y,avg_decay_multiplier_next_last_1y,decay_day_ratio_last_1y,trigger_count_last_1y,recovery_count_last_1y,ann_delta_full_pp,mdd_improve_full_pp,trade_delta_full,ann_delta_last_10y_pp,mdd_improve_last_10y_pp,trade_delta_last_10y,ann_delta_last_5y_pp,mdd_improve_last_5y_pp,trade_delta_last_5y,ann_delta_last_3y_pp,mdd_improve_last_3y_pp,trade_delta_last_3y,ann_delta_last_1y_pp,mdd_improve_last_1y_pp,trade_delta_last_1y,dd_improve_window_count,return_tolerance_ok,full_mdd_improved,material_decay,layer6_pass,pass_reason
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,False,,,,1.0,decay_off,0.08028518278132468,-0.2816289370394265,,471.0,0.41000000000000003,410.0,0.6634457236842105,0.6638569078947368,1.0,1.0,0.0,0.0,0.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.08269774257510298,-0.28162893703942693,,258.0,0.22650000000000003,226.5,0.6876984126984127,0.6880952380952381,1.0,1.0,0.0,0.0,0.0,0.03257608099004594,-0.28162893703942693,,157.0,0.135,135.0,0.7162698412698413,0.7162698412698413,1.0,1.0,0.0,0.0,0.0,-0.179941816330216,-0.2703657399702585,,60.0,0.05,50.0,0.7400793650793651,0.7440476190476191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,baseline/no momentum decay
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c1_scale_0p00,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,0.04965188603248394,-0.2203558669659127,,707.0,0.414896780531716,414.896780531716,0.5725740131578947,0.572985197368421,0.9091282894736842,0.9091282894736842,0.09087171052631579,63.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.03764760797970945,-0.2203558669659118,,377.0,0.22891433101161154,228.91433101161152,0.5726190476190476,0.573015873015873,0.8849206349206349,0.8849206349206349,0.11507936507936507,33.0,1.0,0.018719473293941746,-0.2203558669659117,,210.0,0.13520010914133646,135.20010914133644,0.6064814814814815,0.6064814814814815,0.8902116402116402,0.8902116402116402,0.10978835978835978,18.0,0.0,-0.11574352855258885,-0.21090343876861184,,79.0,0.05006235259594959,50.06235259594959,0.6805555555555556,0.6845238095238095,0.9404761904761905,0.9404761904761905,0.05952380952380952,6.0,0.0,-3.0633296748840744,6.127307007351379,236.0,,,,-4.505013459539353,6.127307007351512,119.0,-1.3856607696104195,6.127307007351524,53.0,6.419828777762715,5.946230120164664,19.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c1_scale_0p50,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,0.06564916679568378,-0.2510037522189247,,893.0,0.41327736591603426,413.2773659160342,0.6180098684210527,0.618421052631579,0.9545641447368421,0.9545641447368421,0.09087171052631579,63.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.06094333521264428,-0.25100375221892435,,502.0,0.22818885392411614,228.18885392411613,0.6301587301587301,0.6305555555555555,0.9424603174603174,0.9424603174603174,0.11507936507936507,33.0,1.0,0.026539730227611358,-0.251003752218924,,282.0,0.13531694511391634,135.31694511391635,0.6613756613756614,0.6613756613756614,0.9451058201058201,0.9451058201058201,0.10978835978835978,18.0,0.0,-0.14775792710649815,-0.23947258428747886,,90.0,0.0500720487995754,50.0720487995754,0.7103174603174603,0.7142857142857143,0.9702380952380952,0.9702380952380952,0.05952380952380952,6.0,0.0,-1.4636015985640904,3.0625184820501805,422.0,,,,-2.1754407362458705,3.0625184820502582,244.0,-0.6036350762434584,3.0625184820502915,125.0,3.2183889223717843,3.0893155682779616,30.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c1_scale_0p75,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,0.07310455530940518,-0.26633723379351004,,893.0,0.41218076818834337,412.18076818834334,0.6407277960526315,0.6411389802631579,0.977282072368421,0.977282072368421,0.09087171052631579,63.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.0719887505500536,-0.26633723379350993,,502.0,0.2276192221845763,227.61922218457636,0.6589285714285714,0.6593253968253968,0.9712301587301587,0.9712301587301587,0.11507936507936507,33.0,1.0,0.02976012918971538,-0.2663372337935104,,282.0,0.13528696154861092,135.2869615486109,0.6888227513227513,0.6888227513227513,0.97255291005291,0.97255291005291,0.10978835978835978,18.0,0.0,-0.16385255957843403,-0.2538351810543412,,90.0,0.05006938184043676,50.06938184043676,0.7251984126984127,0.7291666666666666,0.9851190476190477,0.9851190476190477,0.05952380952380952,6.0,0.0,-0.7180627471919498,1.5291703245916444,422.0,,,,-1.070899202504938,1.5291703245916999,244.0,-0.2815951800330563,1.5291703245916555,125.0,1.6089256751781966,1.653055891591726,30.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c3_scale_0p00,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,0.06016250330661177,-0.23145398348539203,,690.0,0.41489678053171597,414.896780531716,0.6165707236842105,0.6169819078947368,0.953125,0.953125,0.046875,18.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.05791155902549883,-0.23145398348539203,,367.0,0.22891433101161154,228.91433101161152,0.6202380952380953,0.6206349206349207,0.9325396825396826,0.9325396825396826,0.06746031746031746,12.0,1.0,0.008741609513377435,-0.23145398348539303,,204.0,0.13520010914133646,135.20010914133644,0.6501322751322751,0.6501322751322751,0.9338624338624338,0.9338624338624338,0.06613756613756613,6.0,0.0,-0.1226742709122235,-0.2194080664258522,,77.0,0.05006235259594959,50.06235259594959,0.7281746031746031,0.7321428571428571,0.9880952380952381,0.9880952380952381,0.011904761904761904,2.0,0.0,-2.0122679474712912,5.017495355403446,219.0,,,,-2.4786183549604157,5.01749535540349,109.0,-2.3834471476668506,5.01749535540339,47.0,5.7267545417992505,5.095767354440628,17.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c3_scale_0p50,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,0.07054928770231261,-0.2566458534679852,,786.0,0.4131262735388308,413.1262735388308,0.6400082236842105,0.6404194078947368,0.9765625,0.9765625,0.046875,18.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.07073971126843737,-0.2566458534679844,,442.0,0.22808491798774494,228.08491798774494,0.653968253968254,0.6543650793650794,0.9662698412698413,0.9662698412698413,0.06746031746031746,12.0,1.0,0.020993749556858177,-0.2566458534679834,,249.0,0.13528968241902356,135.28968241902356,0.6832010582010583,0.6832010582010583,0.966931216931217,0.966931216931217,0.06613756613756613,6.0,0.0,-0.15143178864654638,-0.24499478482332682,,78.0,0.05004546552599949,50.045465525999504,0.7341269841269841,0.7380952380952381,0.9940476190476191,0.9940476190476191,0.011904761904761904,2.0,0.0,-0.9735895079012069,2.49830835714413,315.0,,,,-1.1958031306665617,2.498308357144252,184.0,-1.1582331433187765,2.498308357144352,92.0,2.8510027683669614,2.537095514693166,18.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p85_c3_scale_0p75,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,0.07546239564944224,-0.26917740749771124,,786.0,0.41206852286026324,412.0685228602632,0.6517269736842105,0.6521381578947368,0.98828125,0.98828125,0.046875,18.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.0767967914951555,-0.2691774074977099,,442.0,0.2275419300762282,227.5419300762282,0.6708333333333333,0.6712301587301587,0.9831349206349206,0.9831349206349206,0.06746031746031746,12.0,1.0,0.026845423851531658,-0.26917740749771,,249.0,0.1352669977008892,135.26699770088922,0.6997354497354498,0.6997354497354498,0.9834656084656085,0.9834656084656085,0.06613756613756613,6.0,0.0,-0.16573705409518136,-0.2577227539761887,,78.0,0.05004952101936057,50.04952101936057,0.7371031746031746,0.7410714285714286,0.9970238095238095,0.9970238095238095,0.011904761904761904,2.0,0.0,-0.48227871318824445,1.2451529541715245,315.0,,,,-0.5900951079947481,1.2451529541717021,184.0,-0.5730657138514283,1.245152954171691,92.0,1.420476223503464,1.2642985994069766,18.0,4,True,True,True,True,pass
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p95_c1_scale_0p00,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,0.04774668802658377,-0.22035586696591236,,706.0,0.414896780531716,414.896780531716,0.5721628289473685,0.5725740131578947,0.9087171052631579,0.9087171052631579,0.0912828947368421,62.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.03401539788889307,-0.22035586696591247,,376.0,0.22891433101161154,228.91433101161152,0.5718253968253968,0.5722222222222222,0.8841269841269841,0.8841269841269841,0.11587301587301588,32.0,1.0,0.018719473293941746,-0.2203558669659117,,210.0,0.13520010914133646,135.20010914133644,0.6064814814814815,0.6064814814814815,0.8902116402116402,0.8902116402116402,0.10978835978835978,18.0,0.0,-0.11574352855258885,-0.21090343876861184,,79.0,0.05006235259594959,50.06235259594959,0.6805555555555556,0.6845238095238095,0.9404761904761905,0.9404761904761905,0.05952380952380952,6.0,0.0,-3.253849475474091,6.127307007351412,235.0,,,,-4.868234468620991,6.127307007351446,118.0,-1.3856607696104195,6.127307007351524,53.0,6.419828777762715,5.946230120164664,19.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p95_c1_scale_0p50,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,0.06470053092638217,-0.251003752218924,,894.0,0.4132958858332182,413.2958858332182,0.6178042763157895,0.6182154605263158,0.954358552631579,0.954358552631579,0.0912828947368421,62.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.05912115778374316,-0.2510037522189247,,503.0,0.22820737384130013,228.20737384130013,0.6297619047619047,0.6301587301587301,0.942063492063492,0.942063492063492,0.11587301587301588,32.0,1.0,0.026539730227611358,-0.251003752218924,,282.0,0.13531694511391634,135.31694511391635,0.6613756613756614,0.6613756613756614,0.9451058201058201,0.9451058201058201,0.10978835978835978,18.0,0.0,-0.14775792710649815,-0.23947258428747886,,90.0,0.0500720487995754,50.0720487995754,0.7103174603174603,0.7142857142857143,0.9702380952380952,0.9702380952380952,0.05952380952380952,6.0,0.0,-1.558465185494251,3.062518482050247,423.0,,,,-2.3576584791359823,3.062518482050225,245.0,-0.6036350762434584,3.0625184820502915,125.0,3.2183889223717843,3.0893155682779616,30.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
lb_25_r2_0p20_buf_1p05_entry_0p50_decay_0p45_rec_0p95_c1_scale_0p75,lb_25_r2_0p20_buf_1p05_entry_0p50_decay_off,original_layer6_same_stage,25,0.2,0p20,1.05,1p05,0.5,0p50,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,0.07263156552890448,-0.2663372337935104,,894.0,0.4121945952427874,412.1945952427874,0.640625,0.6410361842105263,0.9771792763157895,0.9771792763157895,0.0912828947368421,62.0,2.0,,,insufficient rows: 2432 < 2520 trading days,,,,,,,,,,,0.07107694142232956,-0.2663372337935094,,503.0,0.2276330492390204,227.6330492390204,0.6587301587301587,0.6591269841269841,0.971031746031746,0.971031746031746,0.11587301587301588,32.0,1.0,0.02976012918971538,-0.2663372337935104,,282.0,0.13528696154861092,135.2869615486109,0.6888227513227513,0.6888227513227513,0.97255291005291,0.97255291005291,0.10978835978835978,18.0,0.0,-0.16385255957843403,-0.2538351810543412,,90.0,0.05006938184043676,50.06938184043676,0.7251984126984127,0.7291666666666666,0.9851190476190477,0.9851190476190477,0.05952380952380952,6.0,0.0,-0.7653617252420197,1.529170324591611,423.0,,,,-1.162080115277342,1.5291703245917554,245.0,-0.2815951800330563,1.5291703245916555,125.0,1.6089256751781966,1.653055891591726,30.0,4,False,True,True,False,full_mdd=True;dd_windows=4;return_tol=False;material=True
